timestep,rewards,actions,avg_action_dist,original_rewards,logstd_action_dist,human_obs,obs
0,10.3773,[-4.2381379   0.17468855],[-5.02020741  0.39309961],-0.330045631114,[-0.4254902  -0.97115064],"[[-0.03110497 -0.07212071 -0.11992227  0.00790012]
 [ 0.00316776 -0.00070452  0.          0.        ]]","[ 1.83005787  1.55064454  0.98807971  0.25215036 -1.02566364  0.06835595
  0.54223907  0.26644603  2.08413451 -0.06623388  0.        ]"
1,10.4756,[-5.33393075  1.11051233],[-4.76628733  0.5184949 ],-0.330012587538,[-0.4254902  -0.97115064],"[[-0.07073548 -0.06517923 -0.11992227  0.00790012]
 [-3.95304477  0.69253787  0.          0.        ]]","[ 1.82639232  1.55126394  0.91960616  0.26422651 -1.02566294  0.06835593
  0.42299308  0.38668306  2.08034381 -0.12012005  0.        ]"
2,10.4335,[-4.25440109  0.78873631],[-4.57556486  0.50972849],-0.329542199212,[-0.4254902  -0.97115064],"[[-0.18871775 -0.011723   -0.11992227  0.00790012]
 [-7.83226029  4.6399241   0.          0.        ]]","[ 1.79868855  1.55394257  0.71731248  0.35736514 -1.02566224  0.06835591
  0.30606792  1.07132407  2.06403777 -0.25397041  0.        ]"
3,10.6395,[-4.30167047 -0.15770351],[-4.29282665 -0.27985108],-0.327292688995,[-0.4254902  -0.97115064],"[[ -3.83511053e-01   1.11503328e-01  -1.19922274e-01   7.90012233e-03]
 [ -1.16344169e+01   7.67258475e+00   0.00000000e+00   0.00000000e+00]]","[ 1.69900612  1.54592935  0.39450406  0.571848   -1.02566154  0.06835588
  0.19146542  1.59731229  2.01998968 -0.44238666  0.        ]"
4,10.7991,[-5.03538748  0.27215809],[-3.74491715 -0.47711658],-0.320672683846,[-0.4254902  -0.97115064],"[[ -6.53579189e-01   2.57178964e-01  -1.19922274e-01   7.90012233e-03]
 [ -1.53600218e+01   6.89752084e+00   0.00000000e+00   0.00000000e+00]]","[ 1.45666611  1.51112512 -0.01009481  0.82135692 -1.02566084  0.06835586
  0.07917031  1.46288236  1.91286438 -0.70235999  0.        ]"
5,10.8316,[-3.56479521 -0.41627098],[-3.01503634 -1.08488202],-0.306525687939,[-0.4254902  -0.97115064],"[[ -9.97428673e-01   4.04581768e-01  -1.19922274e-01   7.90012233e-03]
 [ -1.90128112e+01   7.83954913e+00   0.00000000e+00   0.00000000e+00]]","[ 1.00002727  1.44871014 -0.41156895  1.06423921 -1.02566015  0.06835584
 -0.03093004  1.62626733  1.70024922 -1.00453476  0.        ]"
6,11.0552,[-2.68324775 -1.36701121],[-2.78807116 -1.16597247],-0.281117094473,[-0.4254902  -0.97115064],"[[ -1.41360176e+00   5.43283303e-01  -1.19922274e-01   7.90012233e-03]
 [ -2.25926217e+01   6.03651203e+00   0.00000000e+00   0.00000000e+00]]","[ 0.29919122  1.36619692 -0.66692283  1.27927904 -1.02565945  0.06835582
 -0.1388307   1.3135446   1.3462639  -1.27235991  0.        ]"
7,11.4751,[-2.66236275 -0.74243808],[-2.32034993 -0.63021582],-0.23963767104,[-0.4254902  -0.97115064],"[[ -1.90065378e+00   6.23085642e-01  -1.19922274e-01   7.90012233e-03]
 [ -2.61008740e+01   1.95720943e+00   0.00000000e+00   0.00000000e+00]]","[-0.57333219  1.3088829  -0.59498007  1.39540725 -1.02565875  0.06835579
 -0.24457448  0.60602396  0.82261123 -1.39445482  0.        ]"
8,12.1213,[-2.73463123  0.27008199],[-2.12813973 -0.07178182],-0.178209460646,[-0.4254902  -0.97115064],"[[ -2.45717576e+00   6.32338497e-01  -1.19922274e-01   7.90012233e-03]
 [ -2.95398091e+01  -1.02208586e+00   0.00000000e+00   0.00000000e+00]]","[-1.39214281  1.30179284 -0.05194494  1.4084654  -1.02565805  0.06835577
 -0.34822893  0.08929037  0.19456234 -1.1780379   0.        ]"
9,12.4124,[-2.48085819 -0.1245219 ],[-2.61043334 -0.00958747],-0.10578803051,[-0.4254902  -0.97115064],"[[ -3.08180575e+00   6.22817327e-01  -1.19922274e-01   7.90012233e-03]
 [ -3.29119868e+01   6.62538597e-02   0.00000000e+00   0.00000000e+00]]","[-1.797888    1.30908477  0.93850982  1.39502449 -1.02565735  0.06835575
 -0.44987119  0.27805365 -0.2864288  -0.50252283  0.        ]"
