timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.343438133919,[-0.69127899 -0.59633446],[ 1.9988941   2.46814799],-5.54685,"[ 0.9938844   1.10056481 -0.2953562  -1.7498342  -1.0477732  -0.7704683
  0.16461245 -0.2962742   3.58020757  0.65019697  0.        ]","[[ 0.06476193 -0.07439082 -0.12051841 -0.08865784]
 [ 0.00442982  0.0041101   0.          0.        ]]",[ 0.89357152  2.1080794 ]
1,-0.346361757446,[-0.69127899 -0.59633446],[ 1.60604334  2.01795006],-5.56739,"[ 0.98924281  1.10353018 -0.23941926 -1.63835636 -1.04777228 -0.77046779
  0.51636847  0.5082453   3.57365621  0.8273652   0.        ]","[[ 0.10030054 -0.03459537 -0.12051841 -0.08865784]
 [ 3.53766973  3.9622481   0.          0.        ]]",[ 1.54945091  2.16036891]
2,-0.353132485348,[-0.69127899 -0.59633446],[ 1.59608054  1.69816661],-5.57546,"[ 0.96239303  1.09957098 -0.06828112 -1.30711303 -1.04777137 -0.77046728
  0.90308613  1.29680711  3.49693886  1.3587594   0.        ]","[[ 0.21002727  0.0835752  -0.12051841 -0.08865784]
 [ 7.42208725  7.84188086  0.          0.        ]]",[ 1.29236343  0.94879189]
3,-0.35724262797,[-0.69127899 -0.59633446],[ 1.89051855  1.27208757],-5.38156,"[ 0.87419783  1.05234866  0.21264722 -0.7753355  -1.04777046 -0.77046677
  1.28218938  2.02853597  3.18760387  2.17634253  0.        ]","[[  0.39667437   0.27653328  -0.12051841  -0.08865784]
 [ 11.23002831  11.44191773   0.           0.        ]]",[ 2.54878435  2.07030116]
4,-0.347846337241,[-0.69127899 -0.59633446],[ 2.04204011  0.43029353],-4.97097,"[ 0.66575689  0.90761595  0.56922171 -0.09212113 -1.04776954 -0.77046626
  1.65387387  2.78695397  2.44775745  3.02451048  0.        ]","[[  0.65873134   0.54281017  -0.12051841  -0.08865784]
 [ 14.96346386  15.17329546   0.           0.        ]]",[ 1.29225484  1.40177928]
5,-0.311506197714,[-0.69127899 -0.59633446],[ 0.78060704 -0.49932411],-4.45774,"[ 0.27599569  0.6045922   0.92696256  0.62633581 -1.04776863 -0.77046575
  2.01839736  3.53027385  1.23405856  3.39817546  0.        ]","[[  0.9947335    0.88297029  -0.12051841  -0.08865784]
 [ 18.62498982  18.83044966   0.           0.        ]]",[ 0.75118488 -0.11228452]
6,-0.243083114103,[-0.69127899 -0.59633446],[-2.36924314 -1.67464399],-3.79773,"[-0.30736805  0.16549261  1.15707322  1.12231087 -1.04776772 -0.77046524
  2.27804096  3.36366209 -0.01397257  2.8306167   0.        ]","[[  1.39339877   1.25135649  -0.12051841  -0.08865784]
 [ 21.23306137  18.01081782   0.           0.        ]]",[-3.50468215 -2.17267066]
7,-0.164815684627,[-0.69127899 -0.59633446],[-2.99080777 -2.03457761],-3.00345,"[-0.90689639 -0.2608435   1.14930218  1.26422945 -1.0477668  -0.77046473
  1.84268654  2.48624183 -0.62291124  1.7081787   0.        ]","[[  1.7741894    1.56826025  -0.12051841  -0.08865784]
 [ 16.86013227  13.69399815   0.           0.        ]]",[-3.47578153 -1.98755249]
8,-0.103893139017,[-0.69127899 -0.59633446],[-2.77945518 -2.18983388],-2.23619,"[-1.34299764 -0.57486183  0.99034513  1.19106377 -1.04776589 -0.77046422
  1.41571251  1.62626903 -0.64739227  0.79098879  0.        ]","[[  2.06836496   1.7996885   -0.12051841  -0.08865784]
 [ 12.57136048   9.46298549   0.           0.        ]]",[-3.36979345 -2.12370649]
9,-0.067632794759,[-0.69127899 -0.59633446],[-2.1140871 -2.1439898],-1.91644,"[-1.61564545 -0.76758243  0.80349259  1.06768212 -1.04776498 -0.77046371
  0.99702083  0.78338473 -0.47944873  0.25202257  0.        ]","[[ 2.27759835  1.94734008 -0.12051841 -0.08865784]
 [ 8.36577056  5.31603507  0.          0.        ]]",[-2.09647379 -1.10202775]
