timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.351968541071,[-0.77709043 -0.69181937],[ 2.34126568  2.52664185],-6.40277,"[ 1.01366989  1.06970542 -0.50488962 -1.72134844 -1.06288974  0.83407701
  0.12564005 -0.29170298  3.71286583 -2.66437873  0.        ]","[[-0.07550661 -0.0515741  -0.12277543  0.09650246]
 [-0.00118674 -0.00468232  0.          0.        ]]",[ 2.27019414  3.28507571]
1,-0.348871697008,[-0.77709043 -0.69181937],[ 1.29220128  1.45177293],-6.38909,"[ 1.01706741  1.07147945 -0.44255647 -1.60987192 -1.06288901  0.83407655
  0.55893417  0.54187671  3.72538765 -2.46332402  0.        ]","[[-0.03585504 -0.0119544  -0.12277543  0.09650246]
 [ 3.95318113  3.95346534  0.          0.        ]]",[ 0.58668176  1.21291159]
2,-0.33850233704,[-0.77709043 -0.69181937],[ 1.12888539  0.96706975],-6.23791,"[ 1.01473451  1.06365512 -0.28274648 -1.27822633 -1.06288829  0.8340761
  0.80450697  1.35909101  3.70438159 -1.91913205  0.        ]","[[ 0.06569473  0.10604865 -0.12277543  0.09650246]
 [ 6.19435198  7.83390807  0.          0.        ]]",[ 1.44229724  0.94928173]
3,-0.315817023102,[-0.77709043 -0.69181937],[ 0.74324572  0.29104447],-5.96078,"[ 0.97818939  1.00904896 -0.03016723 -0.74730676 -1.06288756  0.83407565
  1.22441848  2.11769217  3.50419135 -1.08304511  0.        ]","[[  0.22803092   0.29886833  -0.12277543   0.09650246]
 [ 10.02659198  11.43604657   0.           0.        ]]",[ 1.13746596 -0.22647316]
4,-0.276046919942,[-0.77709043 -0.69181937],[ 0.54211736  0.04630551],-5.41365,"[ 0.85365426  0.88771073  0.32175047 -0.1864289  -1.06288684  0.83407519
  1.63627767  1.88081008  2.96606802 -0.15158006  0.        ]","[[  0.46627471   0.51630415  -0.12277543   0.09650246]
 [ 13.78535338  10.31125391   0.           0.        ]]",[ 0.63543264 -0.06248871]
5,-0.220577281585,[-0.77709043 -0.69181937],[-0.04700457 -0.55334568],-4.64425,"[ 0.5895259   0.72335549  0.70373849  0.27582845 -1.06288611  0.83407474
  1.88197997  1.78542509  2.09136168  0.52167307  0.        ]","[[  0.76447946   0.71798543  -0.12277543   0.09650246]
 [ 16.02772852   9.85834097   0.           0.        ]]",[-1.36942153 -0.00472894]
6,-0.160760460842,[-0.77709043 -0.69181937],[ 0.01774512 -1.26270795],-3.81713,"[ 0.25472737  0.5233811   0.97352223  0.65160662 -1.06288538  0.83407429
  1.41385166  1.74053582  1.162843    0.6733898   0.        ]","[[  1.0421697    0.91301357  -0.12277543   0.09650246]
 [ 11.75546338   9.64520011   0.           0.        ]]",[-0.47017416 -1.10914713]
7,-0.111607730473,[-0.77709043 -0.69181937],[-0.53957707 -1.2300241 ],-3.0728,"[-0.04560078  0.34533098  1.1112207   0.88551735 -1.06288466  0.83407383
  1.18474547  0.86647989  0.4831682   0.47091201  0.        ]","[[ 1.25630191  1.06427562 -0.12277543  0.09650246]
 [ 9.6645801   5.49484573  0.          0.        ]]",[-1.12240125 -0.7281251 ]
8,-0.0791832338299,[-0.77709043 -0.69181937],[-0.19155876 -0.77503008],-2.65618,"[-0.27236484  0.24471617  1.16762529  0.98665712 -1.06288393  0.83407338
  0.730352    0.2365862   0.08466916  0.22000274  0.        ]","[[ 1.40798709  1.14416282 -0.12277543  0.09650246]
 [ 5.51765217  2.50386672  0.          0.        ]]",[ 0.04492711 -1.39218195]
9,-0.0608362680769,[-0.77709043 -0.69181937],[-0.77255607 -0.37694162],-2.61054,"[-0.44232026  0.23203837  1.18633819  0.99800768 -1.06288321  0.83407293
  0.73798577 -0.60776334 -0.14192073  0.05637877  0.        ]","[[ 1.51903954  1.15401355 -0.12277543  0.09650246]
 [ 5.58732353 -1.50543229  0.          0.        ]]",[-0.42811432 -0.79768526]
