timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.122872655413,"[[-0.0998953   0.09155774  0.13991578 -0.11216222]
 [-0.00121803  0.00404446  0.          0.        ]]",[-2.11375666 -0.16421947],-2.34887,"[ 1.097667    1.66224917  0.09981024 -0.81857     1.21213333 -0.97739519
 -0.47122934 -0.37017509  0.11723344  1.08448254  0.        ]",[-0.50113982 -0.46390757],[-2.53899891 -1.19048678]
1,-0.112125500734,"[[-0.13959454  0.05192539  0.13991578 -0.11216222]
 [-3.95554159 -3.9540935   0.          0.        ]]",[-1.21436405  0.85984516],-2.52972,"[ 1.09088385  1.66584662  0.03984668 -0.92861231  1.21213212 -0.97739441
 -0.60668017 -1.00617075  0.10906857  0.95397631  0.        ]",[-0.50113982 -0.46390757],[-1.426245    1.18372951]
2,-0.0874341177739,"[[-0.25762659  0.0133719   0.13991578 -0.11216222]
 [-7.83474338  0.08527749  0.          0.        ]]",[-0.42645419  0.62638915],-2.15131,"[ 1.05759493  1.66743887 -0.13609958 -1.03587816  1.2121309  -0.97739364
 -0.73955769 -0.35712153  0.06175876  0.65955579  0.        ]",[-0.50113982 -0.46390757],[ 1.07822723 -0.43229974]
3,-0.0658736364812,"[[ -3.73069448e-01  -2.12990162e-03   1.39915776e-01  -1.12162223e-01]
 [ -3.72323416e+00  -1.62973554e+00   0.00000000e+00   0.00000000e+00]]",[-0.46249145  1.08617151],-2.09892,"[ 1.00641524  1.66754674 -0.30298517 -1.07903215  1.21212969 -0.97739287
 -0.59872191 -0.6326908  -0.01114267  0.40492472  0.        ]",[-0.50113982 -0.46390757],[-0.17751709  1.27420942]
4,-0.0532341167947,"[[-0.45385656  0.00532942  0.13991578 -0.11216222]
 [-4.3533737   2.36236194  0.          0.        ]]",[-0.22783811  0.5399633 ],-1.93033,"[ 0.96000443  1.66752907 -0.41550997 -1.05826503  1.21212848 -0.97739209
 -0.62030634  0.00876269 -0.07037126  0.25240085  0.        ]",[-0.50113982 -0.46390757],[ 0.63483018  0.14254397]
5,-0.0480257752511,"[[-0.51486539  0.05776021  0.13991578 -0.11216222]
 [-1.75615632  2.87899935  0.          0.        ]]",[-0.49812558  0.36778519],-1.88757,"[ 0.91938045  1.66543109 -0.49764138 -0.91238958  1.21212727 -0.97739132
 -0.53134104  0.09177641 -0.10014499  0.18794458  0.        ]",[-0.50113982 -0.46390757],[-0.36276065  0.35518873]
6,-0.0460255175623,"[[-0.56404345  0.12888464  0.13991578 -0.11216222]
 [-3.15698407  4.22894125  0.          0.        ]]",[-0.3309378   0.10673925],-1.85096,"[ 0.8832549   1.65703083 -0.5618307  -0.71528626  1.21212606 -0.97739055
 -0.57932466  0.30868622 -0.11371281  0.16691441  0.        ]",[-0.50113982 -0.46390757],[-0.41013565 -0.19169623]
7,-0.0401397841788,"[[-0.64283201  0.20501371  0.13991578 -0.11216222]
 [-4.71668479  3.38676726  0.          0.        ]]",[ 0.06262851  0.27808672],-1.85964,"[ 0.8193257   1.64099995 -0.6605064  -0.5063445   1.21212485 -0.97738977
 -0.63275028  0.17336478 -0.15574103  0.09727957  0.        ]",[-0.50113982 -0.46390757],[ 0.69960922  0.19468703]
8,-0.036092377347,"[[-0.70846434  0.27979966  0.13991578 -0.11216222]
 [-1.85606462  4.08949382  0.          0.        ]]",[-0.27224028  0.00471073],-1.83401,"[ 0.76063079  1.6182528  -0.73840966 -0.30427898  1.21212363 -0.977389
 -0.53476232  0.28627951 -0.18944685  0.0538423   0.        ]",[-0.50113982 -0.46390757],[-0.54887517  0.41298314]
9,-0.0338452693948,"[[-0.76700881  0.37719215  0.13991578 -0.11216222]
 [-3.99127737  5.64456386  0.          0.        ]]",[ 0.00918086 -0.32324001],-1.79774,"[ 0.70432016  1.57844678 -0.80431242 -0.04774338  1.21212242 -0.97738823
 -0.60790158  0.53614965 -0.20989575  0.04963122  0.        ]",[-0.50113982 -0.46390757],[-0.1173657  -0.46194049]
10,-0.0284384166235,"[[-0.85069378  0.47061143  0.13991578 -0.11216222]
 [-4.37594798  3.70382956  0.          0.        ]]",[ 0.23904517 -0.04861104],-1.80805,"[  6.17752664e-01   1.52976614e+00  -8.92180298e-01   1.89225350e-01
   1.21212121e+00  -9.77387451e-01  -6.21077746e-01   2.24310080e-01
  -2.61603861e-01   2.89902540e-04   0.00000000e+00]",[-0.50113982 -0.46390757],[-0.00803965  0.18822407]
11,-0.023347693091,"[[-0.93766623  0.55142944  0.13991578 -0.11216222]
 [-4.32147675  4.37573142  0.          0.        ]]",[ 0.40528855 -0.21606401],-1.80448,"[ 0.52079808  1.47968727 -0.975009    0.38542077  1.21212    -0.97738668
 -0.61921154  0.33227195 -0.32595703 -0.06236738  0.        ]",[-0.50113982 -0.46390757],[ 0.85513767  0.20693678]
12,-0.0204108458445,"[[-0.98929759  0.64628348  0.13991578 -0.11216222]
 [-0.85317813  5.10725242  0.          0.        ]]",[-0.0526     -0.59212089],-1.77646,"[ 0.46016572  1.41194969 -1.01983125  0.60345405  1.21211879 -0.9773859
 -0.50040806  0.44981348 -0.34925209 -0.04696263  0.        ]",[-0.50113982 -0.46390757],[ 0.95099225 -0.38666471]
13,-0.024017355457,"[[-0.9684366   0.73203972  0.13991578 -0.11216222]
 [ 2.92670835  3.47382265  0.          0.        ]]",[-0.87326896 -0.66597068],-1.78561,"[ 0.48492442  1.3428616  -1.00212167  0.78765218  1.21211758 -0.97738513
 -0.37093148  0.1873517  -0.30276596  0.08094815  0.        ]",[-0.50113982 -0.46390757],[-0.82050415  0.16739931]
14,-0.0322645710489,"[[-0.94305457  0.80748736  0.13991578 -0.11216222]
 [-0.37752102  4.06895304  0.          0.        ]]",[-0.62478143 -0.84651721],-1.75708,"[ 0.51457237  1.27633154 -0.97983929  0.93844175  1.21211637 -0.97738436
 -0.4841145   0.28297797 -0.26501244  0.20850019  0.        ]",[-0.50113982 -0.46390757],[-1.33606721 -1.15595272]
15,-0.0271467427458,"[[-0.9902132   0.84834284  0.13991578 -0.11216222]
 [-4.32522051  0.03003659  0.          0.        ]]",[ 0.09229943 -0.03163299],-1.85554,"[ 0.45907036  1.23819869 -1.02059345  1.01537037  1.21211515 -0.97738358
 -0.61933893 -0.3660009  -0.30139401  0.17380646  0.        ]",[-0.50113982 -0.46390757],[-0.61113571  1.20000589]
16,-0.0129827034778,"[[-1.10013191  0.88867194  0.13991578 -0.11216222]
 [-6.65889713  3.98965667  0.          0.        ]]",[ 0.74491262 -0.56624556],-1.72152,"[ 0.32315362  1.19918534 -1.10446091  1.08788975  1.21211394 -0.97738281
 -0.69927645  0.27023678 -0.40067194  0.03915977  0.        ]",[-0.50113982 -0.46390757],[ 0.34811712 -1.85137762]
17,-0.013161133139,"[[-1.2181574   0.9279388   0.13991578 -0.11216222]
 [-5.14866487 -0.04949567  0.          0.        ]]",[ 1.03188527  0.1626444 ],-1.80976,"[ 0.16854421  1.15995068 -1.17626791  1.15512323  1.21211273 -0.97738204
 -0.64754445 -0.37878046 -0.51927175 -0.09607744  0.        ]",[-0.50113982 -0.46390757],[ 1.12454375  0.06434566]
18,-0.022904849831,"[[-1.28041213  0.9295022   0.13991578 -0.11216222]
 [-1.09032296  0.20500665  0.          0.        ]]",[ 0.71858859  0.05473229],-1.82052,"[ 0.08408318  1.15836285 -1.20619257  1.15772862  1.21211152 -0.97738126
 -0.50852937 -0.33788645 -0.5925746  -0.18175859  0.        ]",[-0.50113982 -0.46390757],[ 1.21554953 -0.13573744]
19,-0.0200062052266,"[[-1.26230311  0.92815698  0.13991578 -0.11216222]
 [ 2.88797463 -0.3377203   0.          0.        ]]",[ 0.10350475  0.00232178],-1.7772,"[ 0.10882993  1.15972716 -1.19806415  1.15548511  1.21211031 -0.97738049
 -0.37225618 -0.42509254 -0.57107218 -0.15832532  0.        ]",[-0.50113982 -0.46390757],[-0.56192649 -0.31592187]
20,-0.0165393765712,"[[-1.22742013  0.90892553  0.13991578 -0.11216222]
 [ 0.60791944 -1.581277    0.          0.        ]]",[ 0.3671557   0.29922253],-1.791,"[ 0.15609069  1.17909452 -1.18107036  1.1229873   1.2121091  -0.97737972
 -0.45035724 -0.62490906 -0.53575224 -0.12993873  0.        ]",[-0.50113982 -0.46390757],[-0.26913547 -0.2105388 ]
21,-0.0206018616437,"[[-1.22606371  0.86925316  0.13991578 -0.11216222]
 [-0.46868544 -2.38328707  0.          0.        ]]",[ 0.63768923  0.56021637],-1.84184,"[ 0.1579169   1.21813046 -1.18037311  1.05339702  1.21210789 -0.97737894
 -0.48723515 -0.753777   -0.54736513 -0.17050023  0.        ]",[-0.50113982 -0.46390757],[ 0.75167501  0.96693259]
22,-0.0184631968504,"[[-1.20551765  0.86046556  0.13991578 -0.11216222]
 [ 2.5133637   1.49161241  0.          0.        ]]",[-0.00853972 -0.24461606],-1.77933,"[ 0.18546912  1.2266041  -1.16950646  1.03752513  1.21210667 -0.97737817
 -0.38508745 -0.13115103 -0.52569529 -0.15064713  0.        ]",[-0.50113982 -0.46390757],[ 0.84772237 -0.80778107]
23,-0.0117241589334,"[[-1.12208737  0.8578993   0.13991578 -0.11216222]
 [ 5.81863865 -1.73748922  0.          0.        ]]",[-0.70840037  0.12586099],-1.79899,"[ 0.29501294  1.22906578 -1.11927299  1.03285861  1.21210546 -0.9773774
 -0.27186795 -0.6500088  -0.43119417 -0.02903852  0.        ]",[-0.50113982 -0.46390757],[-0.72581611  0.19972869]
24,-0.0191793474693,"[[-1.03568474  0.83143812  0.13991578 -0.11216222]
 [ 2.83158373 -0.91136843  0.          0.        ]]",[-0.64153111  0.00955433],-1.77937,"[ 0.40390074  1.25413893 -1.05720306  0.9839463   1.21210425 -0.97737662
 -0.37418684 -0.51726586 -0.34750396  0.07922882  0.        ]",[-0.50113982 -0.46390757],[ 0.40257583 -0.63570962]
25,-0.0276573338516,"[[-0.96362669  0.78813112  0.13991578 -0.11216222]
 [ 4.36909055 -3.41100634  0.          0.        ]]",[-0.97407591  0.39414397],-1.85959,"[ 0.49058289  1.29387714 -0.99794883  0.90080448  1.21210304 -0.97737585
 -0.32152068 -0.91891192 -0.2865987   0.15143165  0.        ]",[-0.50113982 -0.46390757],[-0.76082553  0.8216298 ]
26,-0.0345581548077,"[[-0.90732453  0.75323996  0.13991578 -0.11216222]
 [ 1.27145637 -0.08917243  0.          0.        ]]",[-0.83750331 -0.11430767],-1.85136,"[ 0.55538618  1.32467714 -0.94712083  0.83111954  1.21210183 -0.97737507
 -0.42762741 -0.38515289 -0.24158862  0.20987147  0.        ]",[-0.50113982 -0.46390757],[-0.65525331  0.7522902 ]
27,-0.0363415224996,"[[-0.90816799  0.78136973  0.13991578 -0.11216222]
 [-1.34708087  2.8922086   0.          0.        ]]",[-0.61017466 -0.61513841],-1.75219,"[ 0.55443516  1.29992929 -0.94790999  0.88748457  1.21210062 -0.9773743
 -0.51732304  0.09390146 -0.23835385  0.23999331  0.        ]",[-0.50113982 -0.46390757],[-0.11311168 -1.49472231]
28,-0.0323073744257,"[[-0.93931926  0.79891286  0.13991578 -0.11216222]
 [-1.76665342 -1.12451071  0.          0.        ]]",[-0.33241862  0.12350085],-1.84802,"[ 0.51888922  1.28413312 -0.97647946  0.9218537   1.21209941 -0.97737353
 -0.53169489 -0.55151316 -0.26292419  0.20533167  0.        ]",[-0.50113982 -0.46390757],[-0.69669149  0.56047728]
29,-0.0224340269975,"[[-1.00196455  0.79892118  0.13991578 -0.11216222]
 [-4.48881521  1.11785761  0.          0.        ]]",[ 0.23518214 -0.09379417],-1.78252,"[ 0.4449622   1.28412418 -1.03029869  0.92186917  1.21209819 -0.97737275
 -0.62494006 -0.19120452 -0.32098904  0.09879818  0.        ]",[-0.50113982 -0.46390757],[-0.36503753 -0.2989706 ]
30,-0.0137887787756,"[[-1.10533667  0.80918244  0.13991578 -0.11216222]
 [-5.84388114 -0.08772272  0.          0.        ]]",[ 0.90618908  0.29829898],-1.7933,"[ 0.31650837  1.27475772 -1.10801985  0.94168784  1.21209698 -0.97737198
 -0.6713564  -0.38491965 -0.42631704 -0.05625215  0.        ]",[-0.50113982 -0.46390757],[ 0.8616961 -0.3010521]
