timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.345523677571,"[[ 0.06433513 -0.04368658 -0.10491654 -0.13398541]
 [-0.00431243  0.00495319  0.          0.        ]]",[-2.12516117  0.88447118],-4.01107,"[ 1.11813179  1.76013997  0.32618732 -1.13717928 -0.89335549 -1.17156254
 -0.47061749 -0.37263822  2.29727683  1.43364746  0.        ]",[-0.38351583 -0.43753701],[-1.65646056  0.60266864]
1,-0.343390613482,"[[ 0.02454992 -0.01963033 -0.10491654 -0.13398541]
 [-3.96103051  2.39270894  0.          0.        ]]",[-2.15931153  0.6752578 ],-4.02989,"[  1.12065478e+00   1.76111097e+00   2.66294093e-01  -1.06846283e+00
  -8.93354716e-01  -1.17156119e+00  -6.08540880e-01  -7.52954768e-04
   2.29901730e+00   1.37753075e+00   0.00000000e+00]",[-0.38351583 -0.43753701],[-2.57584919  1.05440381]
2,-0.337196842441,"[[-0.09359039  0.06749153 -0.10491654 -0.13398541]
 [-7.84008261  6.30642545  0.          0.        ]]",[-2.16315269  0.43900955],-3.98664,"[ 1.11483374  1.75844031  0.08846625 -0.81962265 -0.89335394 -1.17155984
 -0.74375687  0.60879568  2.29511283  1.22781784  0.        ]",[-0.38351583 -0.43753701],[-1.817143   1.1050819]
3,-0.326102927162,"[[ -0.28854211   0.23210951  -0.10491654  -0.13398541]
 [-11.64244682  10.14255985   0.           0.        ]]",[-1.99651062  0.34968403],-3.8072,"[ 1.06204231  1.72703012 -0.19952293 -0.35494714 -0.89335316 -1.1715585
 -0.8762995   1.20626029  2.26141053  1.00693986  0.        ]",[-0.38351583 -0.43753701],[-0.22179471 -0.46893187]
4,-0.308902263665,"[[ -0.52787772   0.41431702  -0.10491654  -0.13398541]
 [-12.28898786   8.08502453   0.           0.        ]]",[-1.89863968  0.58730471],-3.81726,"[ 0.92667796  1.6530639  -0.52977598  0.13814541 -0.89335238 -1.17155715
 -0.89883594  0.88580484  2.17340898  0.72965946  0.        ]",[-0.38351583 -0.43753701],[-2.37842681  0.25235513]
5,-0.283391541918,"[[ -0.81091714   0.58444699  -0.10491654  -0.13398541]
 [-16.0026504    8.92509905   0.           0.        ]]",[-1.29222858  0.50753701],-3.63535,"[ 0.67668638  1.54891704 -0.8631512   0.56447499 -0.8933516  -1.1715558
 -1.02828634  1.01664283  2.00110416  0.39155829  0.        ]",[-0.38351583 -0.43753701],[-0.88880569  0.9078015 ]
6,-0.247304420786,"[[ -1.1630926    0.79724444  -0.10491654  -0.13398541]
 [-19.20433077  12.34314557   0.           0.        ]]",[-0.38831308  0.02150366],-3.31613,"[ 0.25918977  1.37570873 -1.15417364  1.03230684 -0.89335082 -1.17155445
 -1.13988974  1.54899037  1.70486772  0.05729315  0.        ]",[-0.38351583 -0.43753701],[-2.12172051 -0.31166217]
7,-0.198687767262,"[[ -1.58307104   1.02927103  -0.10491654  -0.13398541]
 [-22.78172627  10.86428233   0.           0.        ]]",[ 0.65469819 -0.05221173],-2.76039,"[-0.3246092   1.14119708 -1.27758174  1.43667572 -0.89335005 -1.17155311
 -1.26458954  1.31866043  1.26507407 -0.20534642  0.        ]",[-0.38351583 -0.43753701],[ 1.24775614 -0.12542507]
8,-0.147540240309,"[[ -1.99449466   1.23938622  -0.10491654  -0.13398541]
 [-18.37520677  10.14974503   0.           0.        ]]",[ 0.87205839 -0.35085198],-2.15033,"[-0.89424537  0.89794504 -1.14443697  1.69006106 -0.89334927 -1.17155176
 -1.11098526  1.20737215  0.79618537 -0.29102738  0.        ]",[-0.38351583 -0.43753701],[ 0.46787369 -1.16487396]
9,-0.103807799709,"[[ -2.33977509   1.40061903  -0.10491654  -0.13398541]
 [-16.1601418    5.98746667   0.           0.        ]]",[ 1.16158342  0.02252001],-1.84705,"[-1.30022327  0.69826764 -0.85365537  1.80429022 -0.89334849 -1.17155041
 -1.03377119  0.55911074  0.41320643 -0.23285719  0.        ]",[-0.38351583 -0.43753701],[ 1.78657568 -0.59379367]
10,-0.0673927792774,"[[ -2.62006471   1.49557088  -0.10491654  -0.13398541]
 [-11.88298695   3.5160575    0.           0.        ]]",[ 1.07589293  0.15177146],-1.71581,"[-1.54537504  0.57770499 -0.52148853  1.83748745 -0.89334771 -1.17154906
 -0.88467678  0.17419674  0.10875441 -0.1187692   0.        ]",[-0.38351583 -0.43753701],[ 0.92460799 -0.51725511]
11,-0.0423553248234,"[[-2.81865042  1.5446321  -0.10491654 -0.13398541]
 [-7.9885105   1.39719199  0.          0.        ]]",[ 0.93919802  0.30680138],-1.67891,"[ -1.66140553e+00   5.15002109e-01  -2.48951108e-01   1.84458788e+00
  -8.93346931e-01  -1.17154772e+00  -7.48922014e-01  -1.55809733e-01
  -9.72247998e-02   4.98164965e-04   0.00000000e+00]",[-0.38351583 -0.43753701],[ 0.66112618  0.1640043 ]
12,-0.0293705263769,"[[-2.95058492  1.57880688 -0.10491654 -0.13398541]
 [-5.21417045  2.0182477   0.          0.        ]]",[ 0.8081851   0.07434276],-1.61134,"[-1.70925653  0.47126819 -0.0567938   1.84547042 -0.89334615 -1.17154637
 -0.65221321 -0.05908221 -0.21826866  0.10002296  0.        ]",[-0.38351583 -0.43753701],[ 1.38511    -0.58248074]
