timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.360927997458,"[[-0.05754351 -0.01623584 -0.1236619  -0.15259919]
 [-0.00234868  0.00475152  0.          0.        ]]",[-4.33750629 -0.86245453],-4.1207,"[ 1.0626691   1.89755416 -0.11161664 -0.27708578 -1.06557089 -1.32294253
 -0.63936682 -0.31003117  2.3396521   1.32344175  0.        ]",[-0.54485083 -0.18273395],[-4.07346487 -0.96580511]
1,-0.35512966724,"[[-0.09726562 -0.05449566 -0.1236619  -0.15259919]
 [-3.9567027  -3.81799806  0.          0.        ]]",[-3.88993573 -0.5527178 ],-4.00886,"[ 1.05833184  1.89580707 -0.17147163 -0.37075582 -1.06557015 -1.32294134
 -0.76440709 -0.83346143  2.32944006  1.20485557  0.        ]",[-0.54485083 -0.18273395],[-3.88725019  0.73154107]
2,-0.340029111784,"[[-0.21531669 -0.10101946 -0.1236619  -0.15259919]
 [-7.83548619 -0.84429367  0.          0.        ]]",[-3.25017977 -0.50855553],-3.98457,"[ 1.03240202  1.89114474 -0.34762501 -0.48438179 -1.0655694  -1.32294015
 -0.88705763 -0.42628617  2.28102519  0.92686151  0.        ]",[-0.54485083 -0.18273395],[-2.2558703  -1.03466138]
3,-0.312748138669,"[[ -0.41014697  -0.15745026  -0.1236619   -0.15259919]
 [-11.63491284  -4.78564587   0.           0.        ]]",[-2.357095   0.0158124],-3.63543,"[ 0.94790386  1.88176576 -0.6273787  -0.6214629  -1.06556865 -1.32293895
 -1.00719869 -0.96595617  2.13834484  0.51412545  0.        ]",[-0.54485083 -0.18273395],[-2.85969662  0.3290335 ]
4,-0.268111947638,"[[ -0.68023348  -0.23912499  -0.1236619   -0.15259919]
 [-15.3613365   -3.38647261   0.           0.        ]]",[-0.9998585   0.55789804],-3.32833,"[ 0.7507504   1.86102298 -0.97536465 -0.81758591 -1.06556791 -1.32293776
 -1.12503116 -0.77437362  1.81707969  0.02593352  0.        ]",[-0.54485083 -0.18273395],[-0.9293575   0.72766517]
5,-0.209064381531,"[[ -1.02131107  -0.27725724  -0.1236619   -0.15259919]
 [-18.73516962  -0.43655968   0.           0.        ]]",[ 0.51731449  0.70822179],-2.90582,"[ 0.39046403  1.84846672 -1.31365921 -0.90790531 -1.06556716 -1.32293657
 -1.23171416 -0.37045587  1.31424288 -0.36242385  0.        ]",[-0.54485083 -0.18273395],[ 0.5071659   1.81823251]
6,-0.148819360791,"[[ -1.37218118  -0.24617918  -0.1236619   -0.15259919]
 [-16.35972735   3.53112252   0.           0.        ]]",[ 1.12516201  0.26564986],-2.54298,"[-0.06831515  1.85883206 -1.50644158 -0.83436095 -1.06556642 -1.32293537
 -1.1565994   0.17282016  0.77393678 -0.52098432  0.        ]",[-0.54485083 -0.18273395],[ 2.16749111  0.675767  ]
7,-0.104516976964,"[[ -1.65644715  -0.14942574  -0.1236619   -0.15259919]
 [-12.0811263    6.13551265   0.           0.        ]]",[ 1.18197346 -0.22574663],-2.21756,"[-0.46768359  1.88333617 -1.53061351 -0.60203248 -1.06556567 -1.32293418
 -1.02130505  0.52942696  0.3831696  -0.5086032   0.        ]",[-0.54485083 -0.18273395],[ 0.66695959  0.32034751]
8,-0.0768507633772,"[[-1.86920409 -0.01521812 -0.1236619  -0.15259919]
 [-9.20415924  7.28141724  0.          0.        ]]",[ 1.10777855 -0.51579297],-2.08545,"[-0.76199847  1.89755239 -1.46935457 -0.27458993 -1.06556492 -1.32293299
 -0.9303319   0.68633005  0.14909564 -0.44783673  0.        ]",[-0.54485083 -0.18273395],[ 1.652105   -0.25310785]
9,-0.0625260432479,"[[-2.01176576  0.11889221 -0.1236619  -0.15259919]
 [-5.06578967  6.13344517  0.          0.        ]]",[ 0.76963305 -0.53745115],-1.94005,"[-0.94952385  1.88859638 -1.39156173  0.05328646 -1.06556418 -1.3229318
 -0.79947207  0.52914329  0.03538551 -0.39615335  0.        ]",[-0.54485083 -0.18273395],[ 0.14174088  0.60528521]
