timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.304378033637,[-0.05378556 -0.11891214],[ 0.28336924  1.27764845],-1.57561,"[ 1.08162454  1.55527334  0.02176843 -0.39913917 -0.80995251  0.04009146
 -0.55401193 -0.21785943  1.77835329  0.00762143  0.        ]","[[ 0.06264142  0.02036626 -0.09487615  0.00854472]
 [-0.00084747 -0.00469515  0.          0.        ]]",[ 0.14857008  0.37556416]
1,-0.304204925769,[-0.05378556 -0.11891214],[ 0.28670251  1.27291036],-1.55008,"[ 1.081084    1.55474678  0.03072929 -0.3681555  -0.80994773  0.04009132
 -0.50655022 -0.02073916  1.77665562  0.02873294  0.        ]","[[ 0.06851566  0.03519135 -0.09487615  0.00854472]
 [ 0.58631857  1.48224917  0.          0.        ]]",[ 0.45831168  1.5357599 ]
2,-0.303049399423,[-0.05378556 -0.11891214],[ 0.2957747   1.26305759],-1.59663,"[ 1.07764521  1.5487967   0.07610375 -0.22412806 -0.80994295  0.04009117
 -0.36106474  0.50018947  1.76392182  0.13021104  0.        ]","[[ 0.09830103  0.10426271 -0.09487615  0.00854472]
 [ 2.38623562  5.41179297  0.          0.        ]]",[ 1.88380467  1.32427795]
3,-0.298233350851,[-0.05378556 -0.11891214],[ 0.30353081  1.24913108],-1.59356,"[ 1.06066272  1.51680178  0.20762036  0.07783112 -0.80993817  0.04009103
 -0.04524168  1.01069223  1.70198136  0.37421886  0.        ]","[[  1.85228605e-01   2.51136149e-01  -9.48761471e-02   8.54471647e-03]
 [  6.29355991e+00   9.26271894e+00   0.00000000e+00   0.00000000e+00]]",[ 1.15491748  0.34306025]
4,-0.28543987904,[-0.05378556 -0.11891214],[ 0.28469563  1.21436405],-1.51375,"[ 1.00070507  1.43371321  0.44961587  0.46420454 -0.80993339  0.04009089
  0.26444841  1.16624493  1.52052095  0.73008222  0.        ]","[[  3.49540992e-01   4.48164279e-01  -9.48761471e-02   8.54471647e-03]
 [  1.01250088e+01   1.04361724e+01   0.00000000e+00   0.00000000e+00]]",[ 0.00568356  0.19729769]
5,-0.26334388334,[-0.05378556 -0.11891214],[ 0.25606909  1.14994872],-1.44266,"[ 0.88022574  1.29454487  0.7254707   0.84449242 -0.8099286   0.04009075
  0.25012091  1.24238553  1.20708371  1.04353833  0.        ]","[[  5.50262283e-01   6.62651366e-01  -9.48761471e-02   8.54471647e-03]
 [  9.94776353e+00   1.10106089e+01   0.00000000e+00   0.00000000e+00]]",[ 0.32427654  1.26953491]
6,-0.230037532741,[-0.05378556 -0.11891214],[ 0.24181584  1.03232324],-1.30031,"[ 0.70377395  1.06911184  0.9793846   1.22213168 -0.80992382  0.0400906
  0.33792588  1.73828435  0.78473043  1.21317709  0.        ]","[[  7.60114853e-01   9.20397494e-01  -9.48761471e-02   8.54471647e-03]
 [  1.10340819e+01   1.47515185e+01   0.00000000e+00   0.00000000e+00]]",[-0.49285497  0.57072476]
7,-0.184949829535,[-0.05378556 -0.11891214],[ 0.24034296  0.90775573],-1.11673,"[ 0.4957571   0.72868196  1.17757279  1.5322958  -0.80991904  0.04009046
  0.16278178  1.99914061  0.3364501   1.16085399  0.        ]","[[  9.59055469e-01   1.23517357e+00  -9.48761471e-02   8.54471647e-03]
 [  8.86725579e+00   1.67195225e+01   0.00000000e+00   0.00000000e+00]]",[-0.27827891  0.34834769]
8,-0.133918943954,[-0.05378556 -0.11891214],[ 0.2620492  0.7819649],-0.932711,"[ 0.29962587  0.31121087  1.30447845  1.648833   -0.80991426  0.04009032
  0.05976927  2.13806323  0.00579371  0.90648598  0.        ]","[[  1.12361366e+00   1.58008176e+00  -9.48761471e-02   8.54471647e-03]
 [  7.59282106e+00   1.77677989e+01   0.00000000e+00   0.00000000e+00]]",[ 2.17510263  1.27257731]
9,-0.0733131674724,[-0.05378556 -0.11891214],[ 0.28946909  0.61225164],-0.653097,"[ 0.05333168 -0.15835175  1.40454121  1.48319309 -0.80990948  0.04009017
  0.36776254  2.61614002 -0.17463826  0.49303994  0.        ]","[[  1.31369732e+00   1.97162733e+00  -9.48761471e-02   8.54471647e-03]
 [  1.14032189e+01   2.13747456e+01   0.00000000e+00   0.00000000e+00]]",[-0.66249612 -0.21273399]
