timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.210171127568,"[[-0.03417853 -0.0741456   0.0121164   0.05743502]
 [-0.00065973 -0.0015599   0.          0.        ]]",[ 1.47876763  2.53351521],-1.88392,"[ 1.13878507  2.29331738 -0.03170111 -1.00180127  0.11892858  0.48792136
 -0.57723479 -0.35887971  1.24174076 -0.65743796  0.        ]",[-0.31319991 -0.06866175],[ 1.6872476   3.45961296]
1,-0.206757199797,"[[ 0.0054835  -0.03446407  0.0121164   0.05743502]
 [ 3.95369907  3.95652742  0.          0.        ]]",[ 1.10217941  2.28702044],-1.87379,"[ 1.13957205  2.29637429  0.0275802  -0.86422198  0.11892852  0.48792102
 -0.42552436  0.16661412  1.24659278 -0.5467132   0.        ]",[-0.31319991 -0.06866175],[ 0.95494909  1.84183063]
2,-0.196175673766,"[[ 0.12166016  0.08359395  0.0121164   0.05743502]
 [ 7.65167206  7.83634541  0.          0.        ]]",[ 0.28838259  1.88897753],-1.7153,"[ 1.12934932  2.29224203  0.20080598 -0.45463729  0.11892845  0.48792069
 -0.28365029  0.68171637  1.22437624 -0.22153706  0.        ]",[-0.31319991 -0.06866175],[  1.02527457e-03   2.69775283e+00]
3,-0.179923579899,"[[  0.27320247   0.27849231   0.0121164    0.05743502]
 [  7.50311363  11.64080326   0.           0.        ]]",[-0.43056712  1.54288578],-1.60231,"[ 1.08819811  2.24237368  0.42273522  0.21001625  0.11892838  0.48792035
 -0.28934961  1.18681257  1.09861117  0.21631751  0.        ]",[-0.31319991 -0.06866175],[-1.09582547  2.04340984]
4,-0.161422289506,"[[  3.82075025e-01   5.48738760e-01   1.21163999e-02   5.74350166e-02]
 [  3.39786585e+00   1.53713946e+01   0.00000000e+00   0.00000000e+00]]",[-0.41033414  1.51340866],-1.66522,"[ 1.03967247  2.08826447  0.57675622  1.06667783  0.11892831  0.48792001
 -0.4468486   1.6820998   0.86535824  0.57373656  0.        ]",[-0.31319991 -0.06866175],[ 0.60882928  1.31323185]
5,-0.137970248345,"[[  4.73523491e-01   8.92832577e-01   1.21163999e-02   5.74350166e-02]
 [  5.73945606e+00   1.90258153e+01   0.00000000e+00   0.00000000e+00]]",[-0.08972916  1.71050942],-1.68723,"[ 0.98711859  1.76667971  0.70110015  1.95991617  0.11892825  0.48791968
 -0.3570124   2.16727049  0.51617554  0.81670784  0.        ]",[-0.31319991 -0.06866175],[ 0.99830954  2.40482483]
6,-0.108090194804,"[[  6.26820787e-01   1.30928463e+00   1.21163999e-02   5.74350166e-02]
 [  9.57798184e+00   2.26074617e+01   0.00000000e+00   0.00000000e+00]]",[ 0.2701323   1.85857749],-1.62534,"[  8.76166444e-01   1.24203454e+00   8.96257656e-01   2.60976189e+00
   1.18928180e-01   4.87919341e-01  -2.09745738e-01   2.64277347e+00
   4.41058728e-04   8.87419124e-01   0.00000000e+00]",[-0.31319991 -0.06866175],[ 0.86131394  2.27578817]
7,-0.0820876173665,"[[  8.50717524e-01   1.79665977e+00   1.21163999e-02   5.74350166e-02]
 [  1.28014318e+01   2.61183577e+01   0.00000000e+00   0.00000000e+00]]",[ 0.50976026  1.84703398],-1.55262,"[ 0.66768855  0.55541318  1.1431879   2.6396158   0.11892811  0.48791901
 -0.08607671  3.10887508 -0.53717025  0.58979129  0.        ]",[-0.31319991 -0.06866175],[ 1.18883786  2.90286076]
8,-0.0739751555835,"[[  1.14397524e+00   2.35355561e+00   1.21163999e-02   5.74350166e-02]
 [  1.65121711e+01   2.95597979e+01   0.00000000e+00   0.00000000e+00]]",[ 0.64949965  1.87947035],-1.64509,"[ 0.32755543 -0.12950212  1.3801787   1.7172392   0.11892805  0.48791867
  0.05628737  3.5657445  -0.76540504 -0.06287834  0.        ]",[-0.31319991 -0.06866175],[ 1.38614647  2.20756325]
9,-0.0716778809036,"[[  1.51070898e+00   2.97860062e+00   1.21163999e-02   5.74350166e-02]
 [  2.01485272e+01   3.29335885e+01   0.00000000e+00   0.00000000e+00]]",[ 1.04373562  1.55895567],-1.69853,"[-0.16287184 -0.53011048  1.51159245 -0.18110872  0.11892798  0.48791833
  0.1957977   4.01361864 -0.44415675 -0.58876641  0.        ]",[-0.31319991 -0.06866175],[ 1.75599891  2.63973048]
