timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.64649737 -0.50674808],"[[ 0.037197    0.0037562  -0.00332271  0.01459918]
 [-0.00286394 -0.00242759  0.          0.        ]]",[ 1.39658138  1.14689707],"[ 1.16197508  1.32180975 -0.25764     0.83708398 -0.01996132  0.13565742
  0.05238554  0.33209395  1.46405852 -0.37437251  0.        ]",-1.39491,-0.213256666683,[ 1.64209187 -0.31141567]
1,[-0.64649737 -0.50674808],"[[  7.68153535e-02   4.34205245e-02  -3.32271158e-03   1.45991781e-02]
 [  3.95153938e+00   3.95567365e+00   0.00000000e+00   0.00000000e+00]]",[ 0.84809742 -1.14110192],"[ 1.1586494   1.32072497 -0.19872307  0.94329459 -0.01996131  0.13565737
  0.15582563  0.96144341  1.45541616 -0.23053679  0.        ]",-1.41808,-0.212326639971,[ 1.18503976 -1.49561977]
2,[-0.64649737 -0.50674808],"[[  1.88739205e-01   8.20075485e-02  -3.32271158e-03   1.45991781e-02]
 [  7.22992337e+00  -8.35078203e-02   0.00000000e+00   0.00000000e+00]]",[ 0.07131316 -0.99820776],"[ 1.13683392  1.31792277 -0.03355191  1.04644625 -0.01996131  0.13565732
  0.24158225  0.31920117  1.4116612   0.08031451  0.        ]",-1.35365,-0.210239204111,[ 0.70682788 -1.31598806]
3,[-0.64649737 -0.50674808],"[[  3.34748666e-01   4.06966256e-02  -3.32271158e-03   1.45991781e-02]
 [  7.37054842e+00  -4.03441543e+00   0.00000000e+00   0.00000000e+00]]",[ 0.84573552 -1.64014984],"[ 1.08122917  1.32085515  0.1763533   0.93600326 -0.0199613   0.13565728
  0.24526067 -0.3090052   1.34240292  0.36490053  0.        ]",-1.22497,-0.208510524945,[ 0.58351183 -0.98826659]
4,[-0.64649737 -0.50674808],"[[  5.14279728e-01  -7.89306308e-02  -3.32271158e-03   1.45991781e-02]
 [  1.05719008e+01  -7.91536380e+00   0.00000000e+00   0.00000000e+00]]",[ 0.80162335 -1.60886382],"[ 0.97245354  1.31820677  0.41972287  0.61581026 -0.01996129  0.13565723
  0.3290023  -0.92608756  1.24936679  0.61967254  0.        ]",-1.10081,-0.206655102086,[ 0.1740914  -0.92574286]
5,[-0.64649737 -0.50674808],"[[  7.55452240e-01  -2.75404110e-01  -3.32271158e-03   1.45991781e-02]
 [  1.35355098e+01  -1.17192696e+01   0.00000000e+00   0.00000000e+00]]",[-0.62802151 -0.51223058],"[ 0.76227645  1.27816247  0.70827873  0.09859285 -0.01996129  0.13565718
  0.40652496 -1.53091877  1.09612848  0.89028642  0.        ]",-0.980055,-0.202835366787,[-0.31936258 -0.66157442]
6,[-0.64649737 -0.50674808],"[[  9.98558131e-01  -5.27798674e-01  -3.32271158e-03   1.45991781e-02]
 [  1.07842165e+01  -1.35142117e+01   0.00000000e+00   0.00000000e+00]]",[-0.44082231  0.22528136],"[ 0.48763964  1.16418964  0.93927963 -0.52204759 -0.01996128  0.13565713
  0.33455579 -1.8163174   0.92668562  1.05644158  0.        ]",-0.878086,-0.196036386856,[-0.2082271 -0.1540135]
7,[-0.64649737 -0.50674808],"[[  1.19460254e+00  -7.86439106e-01  -3.32271158e-03   1.45991781e-02]
 [  8.82672177e+00  -1.23537153e+01   0.00000000e+00   0.00000000e+00]]",[-0.6440814   0.77538252],"[ 0.23114232  0.98170495  1.07241992 -1.06905808 -0.01996127  0.13565709
  0.28335102 -1.63179301  0.79169501  1.08722942  0.        ]",-0.799024,-0.186517590375,[-0.06697877  0.08185539]
8,[-0.64649737 -0.50674808],"[[  1.34380852e+00  -1.00024459e+00  -3.32271158e-03   1.45991781e-02]
 [  6.10292062e+00  -9.03792112e+00   0.00000000e+00   0.00000000e+00]]",[ 1.093672   -0.32649518],"[ 0.02147548  0.78911288  1.1383783  -1.42735789 -0.01996127  0.13565704
  0.212101   -1.10457144  0.68333398  1.06240544  0.        ]",-0.831723,-0.176400226321,[ 0.15911399 -0.01561561]
9,[-0.64649737 -0.50674808],"[[  1.50435992e+00  -1.19218724e+00  -3.32271158e-03   1.45991781e-02]
 [  9.93953104e+00  -1.01525577e+01   0.00000000e+00   0.00000000e+00]]",[-0.34486101 -0.08810455],"[-0.21222582  0.59166292  1.17330205 -1.66194474 -0.01996126  0.13565699
  0.31246003 -1.28180066  0.54585009  1.051871    0.        ]",-0.6937,-0.165215320903,[-0.40650275  0.16536474]
