timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.74390864 -0.54454345],"[[-0.03089995  0.03723496  0.03944826  0.09189343]
 [-0.00111127 -0.00317046  0.          0.        ]]",[ 3.84518057  0.31945762],"[ 1.17726323  1.22724565 -0.34507888  0.9898154   0.35085138  0.79565772
  0.05025976  0.32425217  1.08267873 -1.39938576  0.        ]",-1.76255,-0.194835133268,[ 3.44785333  0.88670629]
1,[-0.74390864 -0.54454345],"[[ 0.00876363  0.0498481   0.03944826  0.09189343]
 [ 3.95430155  1.26027828  0.          0.        ]]",[ 2.68436181 -0.37794425],"[ 1.17791814  1.22661012 -0.28694048  1.02369806  0.35085126  0.79565736
  0.15801769  0.53223069  1.08130876 -1.2841769   0.        ]",-1.78974,-0.190198854813,[ 2.87617803  0.15046385]
2,[-0.74390864 -0.54454345],"[[ 0.12676139  0.05977322  0.03944826  0.09189343]
 [ 7.83255942 -0.26268782  0.          0.        ]]",[ 1.74350915  0.05813143],"[ 1.16598965  1.2259807  -0.11445614  1.05034502  0.35085115  0.79565699
  0.26367367  0.28153218  1.05713852 -0.97892308  0.        ]",-1.74977,-0.177861133727,[ 2.22333646 -0.13755327]
3,[-0.74390864 -0.54454345],"[[  0.32154779   0.05686604   0.03944826   0.09189343]
 [ 11.63342566  -0.02880748   0.           0.        ]]",[ 1.09035752 -0.71004721],"[ 1.10141541  1.22617572  0.16351153  1.04254055  0.35085104  0.79565662
  0.36722125  0.32003159  0.95924987 -0.513752    0.        ]",-1.62032,-0.158865792792,[ 1.4186697  -0.93659204]
4,[-0.74390864 -0.54454345],"[[  0.59160905   0.02807206   0.03944826   0.09189343]
 [ 15.36028553  -2.84121205   0.           0.        ]]",[ 0.18839614 -0.71112869],"[ 0.92410223  1.22758799  0.51778112  0.96518803  0.35085093  0.79565625
  0.46875264 -0.14292401  0.72364516  0.04889183  0.        ]",-1.37275,-0.135968274554,[ 0.35911566 -1.22240376]
5,[-0.74390864 -0.54454345],"[[  0.90325477  -0.05644118   0.03944826   0.09189343]
 [ 15.80281657  -5.60089902   0.           0.        ]]",[-0.75725556 -0.78229137],"[ 0.60893962  1.22620179  0.85150744  0.73802951  0.35085082  0.79565588
  0.48080843 -0.59720159  0.36087993  0.5388755   0.        ]",-1.02583,-0.117700992785,[-0.94781238 -1.19028044]
6,[-0.74390864 -0.54454345],"[[  1.18613132  -0.19841157   0.03944826   0.09189343]
 [ 12.49585346  -8.58618552   0.           0.        ]]",[-2.00622873  0.18613393],"[ 0.24475038  1.20536215  1.05905669  0.35969646  0.35085071  0.79565552
  0.39071604 -1.08861523  0.00874073  0.81863397  0.        ]",-0.852168,-0.109626856072,[-1.65193689 -0.36620387]
7,[-0.74390864 -0.54454345],"[[ 1.39387521 -0.3610176   0.03944826  0.09189343]
 [ 8.29251753 -7.6774633   0.          0.        ]]",[-1.8848149  0.4623037],"[-0.05287817  1.15352302  1.14329963 -0.06008078  0.35085059  0.79565515
  0.2762036  -0.93902805 -0.22291058  0.91813423  0.        ]",-0.811465,-0.106743136703,[-1.76185703 -0.12350005]
8,[-0.74390864 -0.54454345],"[[ 1.51838134 -0.49465933  0.03944826  0.09189343]
 [ 4.17179407 -5.69334728  0.          0.        ]]",[-1.38753878  0.84262204],"[-0.23751868  1.08947166  1.16416904 -0.38679827  0.35085048  0.79565478
  0.16394179 -0.6124183  -0.33331306  0.92886517  0.        ]",-0.860331,-0.104480447053,[-1.54051578 -0.14195654]
9,[-0.74390864 -0.54454345],"[[ 1.56128412 -0.57390504  0.03944826  0.09189343]
 [ 0.13192602 -2.2427403   0.          0.        ]]",[-0.88005629 -0.94471294],"[-0.30156907  1.04283447  1.16611524 -0.57013829  0.35085037  0.79565441
  0.05388275 -0.0444065  -0.34206406  0.90502723  0.        ]",-0.797293,-0.102321217609,[-1.03810394 -0.60809267]
10,[-0.74390864 -0.54454345],"[[ 1.52897648 -0.65583341  0.03944826  0.09189343]
 [-3.35114633 -5.93778756  0.          0.        ]]",[-0.41480535  1.33275247],"[-0.25332736  0.98821625  1.16489905 -0.75003816  0.35085026  0.79565405
 -0.04100738 -0.65265603 -0.21440611  0.8150001   0.        ]",-0.929191,-0.0988725546607,[-0.00558056  0.92862016]
11,[-0.74390864 -0.54454345],"[[ 1.44613777 -0.73367606  0.03944826  0.09189343]
 [-4.92744662 -1.86006474  0.          0.        ]]",[ 1.1070166   0.46807747],"[-0.13005044  0.93062169  1.15480434 -0.91079304  0.35085015  0.79565368
 -0.08395088  0.01858693 -0.0143943   0.65974414  0.        ]",-1.00742,-0.0971601192352,[ 1.00125861  0.305125  ]
12,[-0.74390864 -0.54454345],"[[ 1.38825523 -0.75192526  0.03944826  0.09189343]
 [-0.87428656  0.02884395  0.          0.        ]]",[-0.27198305 -1.46242418],"[-0.04461807  0.91635306  1.141823   -0.94693629  0.35085004  0.79565331
  0.02647035  0.32952435  0.0907351   0.57161293  0.        ]",-0.887381,-0.0983344839602,[ 0.84223169 -0.37074298]
13,[-0.74390864 -0.54454345],"[[ 1.36015949 -0.7910784   0.03944826  0.09189343]
 [-1.93179187 -3.93096187  0.          0.        ]]",[ 2.24604007  0.55592179],"[-0.00345967  0.88479818  1.13377757 -1.022402    0.35084992  0.79565294
 -0.00233954 -0.32230828  0.15739079  0.49285299  0.        ]",-1.08021,-0.0986993323601,[ 1.28227997  0.83088619]
14,[-0.74390864 -0.54454345],"[[ 1.36159516 -0.84684406  0.03944826  0.09189343]
 [ 2.06209497 -1.65318404  0.          0.        ]]",[ 0.9223895   0.69700928],"[-0.00555713  0.83771638  1.1342154  -1.12480031  0.35084981  0.79565257
  0.10646694  0.05264204  0.1856772   0.43239977  0.        ]",-1.06559,-0.0977187041528,[ 0.86018431  0.02169132]
15,[-0.74390864 -0.54454345],"[[ 1.43903459 -0.8518997   0.03944826  0.09189343]
 [ 5.6698281   1.13833627  0.          0.        ]]",[ 0.07376979 -1.73922625],"[-0.1195272   0.8333277   1.15346996 -1.13377792  0.3508497   0.79565221
  0.20475332  0.51216067  0.07242142  0.52847515  0.        ]",-0.903962,-0.0943829672357,[-0.12761028 -1.12992573]
16,[-0.74390864 -0.54454345],"[[ 1.55424682 -0.86908642  0.03944826  0.09189343]
 [ 5.85080727 -2.8437361   0.          0.        ]]",[-0.48538789 -1.11119655],"[-0.29105808  0.81826446  1.16597551 -1.16391102  0.35084959  0.79565184
  0.20968372 -0.14333786 -0.09933893  0.6415312   0.        ]",-0.834604,-0.0910082545939,[-0.88088638 -0.32134479]
17,[-0.74390864 -0.54454345],"[[ 1.6508461  -0.96511691  0.03944826  0.09189343]
 [ 3.81586144 -6.7463242   0.          0.        ]]",[-0.8718306   1.50963549],"[-0.43522485  0.73017287  1.16148104 -1.32087798  0.35084948  0.79565147
  0.15424507 -0.78575215 -0.1923907   0.63847634  0.        ]",-0.916173,-0.0861280631048,[-0.91245168  0.94330174]
18,[-0.74390864 -0.54454345],"[[ 1.69178372 -1.05896498  0.03944826  0.09189343]
 [ 0.28963257 -2.65215054  0.          0.        ]]",[-0.33172801  0.55943218],"[-0.49606257  0.6382177   1.15545839 -1.45460593  0.35084937  0.7956511
  0.05817898 -0.11180002 -0.19725683  0.57898689  0.        ]",-0.926725,-0.0814171073911,[-0.39103937  0.34678   ]
19,[-0.74390864 -0.54454345],"[[ 1.68434302 -1.08925249  0.03944826  0.09189343]
 [-1.02930543 -0.38416076  0.          0.        ]]",[ 0.43256659 -1.46835242],"[-0.48502417  0.60743707  1.15673383 -1.49341078  0.35084926  0.79565073
  0.02224675  0.26153944 -0.16720055  0.53976773  0.        ]",-0.866944,-0.0800219317295,[-0.03086717 -0.02311689]
