timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.24118572 -0.13122372],"[[ 0.03560599 -0.02369726 -0.10699086  0.0703418 ]
 [ 0.00351172  0.001903    0.          0.        ]]",[ 1.97171927 -0.43021968],"[ 1.16023957  1.98434237 -0.03229328  0.57748222 -0.91159524  0.60230062
 -0.07136598  0.34332769  2.01346169 -0.54953441  0.        ]",-1.24115,-0.323611909277,[ 2.1104908  -1.10289764]
1,[-0.24118572 -0.13122372],"[[ 0.07537268 -0.04076671 -0.10699086  0.0703418 ]
 [ 3.959982   -1.70316043  0.          0.        ]]",[ 1.71369889 -1.73999027],"[ 1.15717571  1.98359621  0.02687947  0.52835341 -0.91159175  0.6022989
  0.06045975  0.1093835   2.01146303 -0.4946848   0.        ]",-1.23251,-0.322092648668,[ 2.02223206 -1.13644457]
2,[-0.24118572 -0.13122372],"[[ 0.19349235 -0.11423449 -0.10699086  0.0703418 ]
 [ 7.83906881 -5.63051852  0.          0.        ]]",[-0.0504063  -2.70614777],"[ 1.13522945  1.97607383  0.20123414  0.31747564 -0.91158826  0.60229718
  0.18970712 -0.42947139  1.99822182 -0.35379418  0.        ]",-1.24021,-0.317623189307,[ 1.84851396 -1.20246375]
3,[-0.24118572 -0.13122372],"[[ 0.34673267 -0.26545248 -0.10699086  0.0703418 ]
 [ 7.48613416 -9.47845155  0.          0.        ]]",[ 2.17072131 -0.87576948],"[ 1.07857633  1.93844617  0.42112557 -0.10974498 -0.91158477  0.60229547
  0.17794724 -0.95742684  1.96905988 -0.22668225  0.        ]",-1.07577,-0.311884521815,[ 1.72356153 -1.2508235 ]
4,[-0.24118572 -0.13122372],"[[  0.53467463  -0.48794441  -0.10699086   0.0703418 ]
 [ 11.29541951 -12.75975704   0.           0.        ]]",[ 1.25809887 -0.83920229],"[ 0.96756083  1.83068373  0.67409559 -0.70428718 -0.91158128  0.60229375
  0.30486911 -1.40763276  1.91392226 -0.11486238  0.        ]",-1.01959,-0.303249984589,[ 1.55142593 -1.30808353]
5,[-0.24118572 -0.13122372],"[[  0.79804923  -0.77395409  -0.10699086   0.0703418 ]
 [ 15.02970085 -15.83087723   0.           0.        ]]",[ 1.07283667 -2.09342268],"[ 0.74245324  1.60885574  0.98176185 -1.36704848 -0.91157778  0.60229203
  0.42929178 -1.82899128  1.7992517   0.03920148  0.        ]",-0.891075,-0.286797131822,[ 1.3062681  -1.36055863]
6,[-0.24118572 -0.13122372],"[[  1.13537716  -1.12715723  -0.10699086   0.0703418 ]
 [ 18.69104961 -19.47712754   0.           0.        ]]",[ 2.12836128 -2.15322589],"[ 0.35928256  1.23166412  1.26597114 -1.95512783 -0.91157429  0.60229032
  0.55128415 -2.3292438   1.60321088  0.18621412  0.        ]",-0.637975,-0.260035739825,[ 1.13899183 -1.3449434 ]
7,[-0.24118572 -0.13122372],"[[  1.54521514  -1.55255086  -0.10699086   0.0703418 ]
 [ 22.28097554 -23.05013731   0.           0.        ]]",[ 0.75748665 -1.87868701],"[-0.19015221  0.68949877  1.40453902 -2.23337984 -0.9115708   0.6022886
  0.67089639 -2.81942132  1.3218311   0.25059964  0.        ]",-0.369864,-0.221430554902,[ 0.95386541 -1.25801933]
8,[-0.24118572 -0.13122372],"[[  2.01651844  -2.04868353  -0.10699086   0.0703418 ]
 [ 24.84089132 -26.55137587   0.           0.        ]]",[ 0.72851862 -2.92464663],"[-0.82344887  0.05873338  1.25940746 -1.91123588 -0.91156731  0.60228688
  0.75618894 -3.2997153   0.99711429  0.14480549  0.        ]",-0.148633,-0.174591375441,[ 0.84746122 -1.06881809]
9,[-0.24118572 -0.13122372],"[[  2.53736206  -2.61414341  -0.10699086   0.0703418 ]
 [ 27.2353843  -29.98326508   0.           0.        ]]",[ 0.60074594 -0.14006847],"[-1.36680045 -0.47446647  0.76135892 -0.80364003 -0.91156382  0.60228516
  0.83596927 -3.77044673  0.71694617 -0.18034635  0.        ]",-0.261428,-0.136156872814,[ 0.66676533 -0.94865608]
10,[-0.24118572 -0.13122372],"[[  3.10053828  -3.13460441  -0.10699086   0.0703418 ]
 [ 29.07631536 -11.59020899   0.           0.        ]]",[ 0.21063535 -0.3085022 ],"[-1.61115344 -0.65371813 -0.02420833  0.62561523 -0.91156032  0.60228345
  0.89730482 -1.24700259  0.59331463 -0.51426389  0.        ]",-0.289562,-0.132061875985,[ 0.72376239 -0.84306943]
