timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.5560562  -0.39629427],"[[-0.09149831 -0.00051162  0.03346712 -0.15822949]
 [ 0.00250477 -0.00294308  0.          0.        ]]",[-2.84257935 -2.71375612],"[ 1.15221183  1.49702165 -0.40970091  0.78904757  0.30097968 -1.37135592
  0.06542023  0.34748678  1.07684959  1.23945047  0.        ]",-1.34819,-0.223985863943,[-2.85531139 -3.10445952]
1,[-0.5560562  -0.39629427],"[[-0.13112377 -0.04028229  0.03346712 -0.15822949]
 [-3.95189115 -3.96093803  0.          0.        ]]",[-2.55739531 -2.57026066],"[ 1.14585792  1.49606208 -0.46856037  0.67852907  0.30097954 -1.37135414
 -0.03244137 -0.25496759  1.06308649  1.10628788  0.        ]",-1.22682,-0.215114723148,[-2.40846539 -2.34678245]
2,[-0.5560562  -0.39629427],"[[-0.24905308 -0.15842688  0.03346712 -0.15822949]
 [-7.82816164 -7.84059118  0.          0.        ]]",[-1.58039641 -1.64003349],"[ 1.11371429  1.48223533 -0.64155929  0.35193839  0.30097939 -1.37135236
 -0.12836954 -0.8454971   0.97960369  0.72119192  0.        ]",-0.919143,-0.187457129821,[-1.47181034 -1.22532845]
3,[-0.5560562  -0.39629427],"[[ -0.4437415   -0.35339364   0.03346712  -0.15822949]
 [-11.6281339  -11.6433961    0.           0.        ]]",[ 0.39846307 -0.23791966],"[ 1.01845987  1.42407288 -0.9148515  -0.17152105  0.30097924 -1.37135059
 -0.22240952 -1.42432818  0.71296129  0.15651122  0.        ]",-0.427468,-0.138636405929,[-0.05440082  0.24483839]
4,[-0.5560562  -0.39629427],"[[ -0.6581853   -0.59340525   0.03346712  -0.15822949]
 [ -9.82230716 -12.35537764   0.           0.        ]]",[ 1.2603146   2.02496959],"[ 0.85673418  1.2952193  -1.18743378 -0.76387353  0.30097909 -1.37134881
 -0.17771959 -1.53269804  0.24825631 -0.3088775   0.        ]",-0.0347564,-0.0805009265574,[ 0.76348233  1.03888214]
5,[-0.5560562  -0.39629427],"[[-0.81301036 -0.79834303  0.03346712 -0.15822949]
 [-5.6738682  -8.15240637  0.          0.        ]]",[ 0.28343088  2.0672485 ],"[ 0.70693007  1.14041616 -1.35884588 -1.20031404  0.30097894 -1.37134703
 -0.07505569 -0.89295482 -0.18008464 -0.48801198  0.        ]",0.0649287,-0.0392417132738,[ 0.609523   1.1456356]
6,[-0.5560562  -0.39629427],"[[-0.91412728 -0.92004694  0.03346712 -0.15822949]
 [-4.44184747 -4.03171762  0.          0.        ]]",[-0.10173512  1.66525463],"[ 0.59603263  1.03168942 -1.45700488 -1.42109778  0.3009788  -1.37134526
 -0.0445661  -0.26573652 -0.45653771 -0.51829657  0.        ]",0.0373076,-0.0272006018955,[ 0.41820616  1.10526645]
7,[-0.5560562  -0.39629427],"[[-1.00613449 -0.96015092  0.03346712 -0.15822949]
 [-4.75778296  0.00785797  0.          0.        ]]",[ 1.20417255  0.20971921],"[ 0.48727295  0.99346051 -1.53583485 -1.48682887  0.30097865 -1.37134348
 -0.05238473  0.34913534 -0.64114768 -0.52438606  0.        ]",-0.0608147,-0.0356256776518,[ 0.34285128  0.89258182]
8,[-0.5560562  -0.39629427],"[[-1.06065037 -0.95167525  0.03346712 -0.15822949]
 [-0.70729483  0.83693632  0.          0.        ]]",[-0.57314592  0.62632813],"[ 0.41968686  1.00163162 -1.57754126 -1.47323628  0.3009785  -1.37134171
  0.04785521  0.47533083 -0.72194788 -0.53213932  0.        ]",-0.026555,-0.0425799115173,[ 0.14397392  0.64141023]
9,[-0.5560562  -0.39629427],"[[-1.09741571 -0.91021324  0.03346712 -0.15822949]
 [-2.96172185  3.3010568   0.          0.        ]]",[ 0.38694865  0.78978164],"[ 0.37291203  1.04088714 -1.60348586 -1.40442648  0.30097835 -1.37133993
 -0.00793653  0.85039925 -0.74597374 -0.55282196  0.        ]",-0.0908217,-0.0459476185905,[ 0.21081488  0.41036329]
