timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.14663231  1.87411124 -0.06109804  0.50743943  0.87418518 -0.93205337
 -0.15715047  0.32616899  0.52089841  0.85905281  0.        ]","[[ 0.0066386  -0.0337964   0.10048389 -0.10736908]
 [-0.00096158 -0.00131473  0.          0.        ]]",[-1.42424985 -0.87854414],-0.179646,-0.151720342456,[-0.1861252 -0.1286433],[-0.89784813 -1.29003084]
1,"[ 1.14590337  1.87178577 -0.12080931  0.4136076   0.87418084 -0.93204847
 -0.31520262 -0.14914021  0.51682814  0.75850972  0.        ]","[[-0.0330574  -0.06870966  0.10048389 -0.10736908]
 [-3.95547901 -3.47842687  0.          0.        ]]",[-1.11905599  0.26036057],-0.130485,-0.143132506689,[-0.1861252 -0.1286433],[-0.76974958 -1.26169276]
2,"[  1.13097399e+00   1.86439703e+00  -2.97509210e-01   2.56898091e-01
   8.74176504e-01  -9.32043572e-01  -4.70200034e-01   1.40457605e-03
   4.83557472e-01   5.03747741e-01   0.00000000e+00]","[[-0.15107702 -0.12722845  0.10048389 -0.10736908]
 [-7.83357251 -2.37712439  0.          0.        ]]",[-1.18180862 -1.23041987],-0.0351623,-0.121255196462,[-0.1861252 -0.1286433],[-0.55724108 -1.19961977]
3,"[ 1.06515251  1.84541688 -0.58111627  0.02681017  0.87417217 -0.93203867
 -0.62205711 -0.53321609  0.36202185  0.11448568  0.        ]","[[ -0.34586997  -0.21401129   0.10048389  -0.10736908]
 [-11.63310638  -6.28811681   0.           0.        ]]",[-0.60549069 -1.07942298],0.121298,-0.0880971159101,[-0.1861252 -0.1286433],[-0.21865924 -1.08387601]
4,"[ 0.90609866  1.78378832 -0.92086252 -0.39545827  0.87416783 -0.93203378
 -0.70854877 -1.05731867  0.05823012 -0.34409619  0.        ]","[[ -0.60024421  -0.37824237   0.10048389  -0.10736908]
 [-13.79720424 -10.12218918   0.           0.        ]]",[ 1.77585408 -1.21621969],0.266614,-0.059312552271,[-0.1861252 -0.1286433],[ 0.09284739 -0.92536497]
5,"[ 0.69542761  1.63639638 -1.18505967 -0.96184278  0.87416349 -0.93202888
 -0.53950241 -1.57134733 -0.38819015 -0.63805335  0.        ]","[[ -0.83375182  -0.61841603   0.10048389  -0.10736908]
 [ -9.56771616 -13.88263402   0.           0.        ]]",[ 1.39773874 -1.56078483],0.374646,-0.0785613175417,[-0.1861252 -0.1286433],[ 0.032042   -0.86227226]
6,"[ 0.53304862  1.35402023 -1.32344671 -1.563842    0.87415915 -0.93202398
 -0.37381793 -2.07517151 -0.82335455 -0.66669028  0.        ]","[[ -0.98351359  -0.93305095   0.10048389  -0.10736908]
 [ -5.42233182 -17.56855848   0.           0.        ]]",[ 0.19490542  1.13121539],0.356571,-0.11437499536,[-0.1861252 -0.1286433],[-0.2036853  -0.87102067]
7,"[ 0.4152909   1.00432142 -1.40016268 -1.94794642  0.87415482 -0.93201908
 -0.33881187 -1.48637271 -1.14951325 -0.51631163  0.        ]","[[ -1.08317438  -1.24120597   0.10048389  -0.10736908]
 [ -4.54651104 -13.26129156   0.           0.        ]]",[ 1.09139214 -1.77340169],0.074528,-0.142688254556,[-0.1861252 -0.1286433],[-0.44892716 -0.91181743]
8,"[ 0.35331572  0.62288225 -1.43392777 -2.09176846  0.87415048 -0.93201418
 -0.17707033 -1.99182546 -1.34275191 -0.27896964  0.        ]","[[ -1.13350279  -1.54353399   0.10048389  -0.10736908]
 [ -0.49978141 -16.9591537    0.           0.        ]]",[-0.19465788 -0.88695265],-0.0157392,-0.15981916827,[-0.1861252 -0.1286433],[-0.5941366  -0.92033494]
9,"[ 0.33123984  0.15403985 -1.44493922 -1.93526825  0.87414614 -0.93200928
 -0.20751386 -2.42593316 -1.43344143  0.05372446  0.        ]","[[ -1.15113928  -1.91458383   0.10048389  -0.10736908]
 [ -1.26148585 -20.13525502   0.           0.        ]]",[-0.93894739 -1.14917182],-0.126617,-0.169597517791,[-0.1861252 -0.1286433],[-0.70489657 -0.92032576]
