timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.31629828 -0.16964492],"[[-0.0582007  -0.04778742 -0.11248417 -0.00796643]
 [ 0.00396497  0.00050481  0.          0.        ]]",[-0.40956117 -2.12894756],"[ 1.16911779  1.99287991 -0.20640132  0.52838889 -0.93834846 -0.08276514
 -0.02490701  0.35732893  2.10744777 -0.110751    0.        ]",-1.38125,-0.321837449154,[ 0.78471851 -1.75224352]
1,[-0.31629828 -0.16964492],"[[-0.07436247 -0.08749895 -0.11248417 -0.00796643]
 [-1.61475941 -3.95846511  0.          0.        ]]",[ 1.55400703 -2.37940943],"[ 1.16762471  1.98933408 -0.23038367  0.408283   -0.93834631 -0.08276504
 -0.06825404 -0.1899527   2.10053804 -0.17959126  0.        ]",-1.31032,-0.321230566551,[ 1.05679464 -1.54931378]
2,[-0.31629828 -0.16964492],"[[-0.06663165 -0.20562529 -0.11248417 -0.00796643]
 [ 2.37455385 -7.84122023  0.          0.        ]]",[ 1.55741794 -2.34160039],"[ 1.16837918  1.9666227  -0.21891474  0.0542188  -0.93834415 -0.08276494
  0.03857411 -0.72669804  2.08148345 -0.27871076  0.        ]",-1.29004,-0.319464018813,[ 1.32165027 -1.3925097 ]
3,[-0.31629828 -0.16964492],"[[  2.00936853e-02  -4.00634739e-01  -1.12484167e-01  -7.96643323e-03]
 [  6.28496931e+00  -1.16470181e+01   0.00000000e+00   0.00000000e+00]]",[ 1.59075437 -1.31765481],"[ 1.17118312  1.89009069 -0.09001219 -0.50912005 -0.938342   -0.08276483
  0.14328949 -1.25280264  2.0545794  -0.30204001  0.        ]",-1.25165,-0.316107188034,[ 1.51377225 -1.31041431]
4,[-0.31629828 -0.16964492],"[[  1.84252485e-01  -6.71002166e-01  -1.12484167e-01  -7.96643323e-03]
 [  1.01181925e+01  -1.53772340e+01   0.00000000e+00   0.00000000e+00]]",[ 1.78599545 -0.81751906],"[ 1.14790421  1.70889758  0.15257877 -1.21174188 -0.93833985 -0.08276473
  0.24593774 -1.76845355  2.00563484 -0.2509394   0.        ]",-1.17859,-0.309042614387,[ 1.61321485 -1.27675486]
5,[-0.31629828 -0.16964492],"[[  4.24316444e-01  -1.00797887e+00  -1.12484167e-01  -7.96643323e-03]
 [  1.38758016e+01  -1.83105497e+01   0.00000000e+00   0.00000000e+00]]",[ 1.90351063 -0.74179773],"[ 1.04804288  1.38023095  0.49238313 -1.89075754 -0.9383377  -0.08276463
  0.34656112 -2.17393477  1.91183348 -0.12860776  0.        ]",-1.0558,-0.295629312142,[ 1.54998684 -1.30208635]
6,[-0.31629828 -0.16964492],"[[  7.38793749e-01  -1.40002339e+00  -1.12484167e-01  -7.96643323e-03]
 [  1.75598282e+01  -2.08851663e+01   0.00000000e+00   0.00000000e+00]]",[ 1.15372    -1.04429231],"[ 0.80861501  0.90147536  0.88158035 -2.31424618 -0.93833555 -0.08276453
  0.44521398 -2.5298208   1.74687806  0.0434099   0.        ]",-0.893402,-0.273339223091,[ 1.29847431 -1.37417603]
7,[-0.31629828 -0.16964492],"[[  1.12623243e+00  -1.85329711e+00  -1.12484167e-01  -7.96643323e-03]
 [  2.11721596e+01  -2.44302356e+01   0.00000000e+00   0.00000000e+00]]",[ 0.40857047 -2.23483153],"[ 0.37827751  0.31071075  1.22274359 -2.23816077 -0.93833339 -0.08276443
  0.54194682 -3.01984222  1.48243767  0.19876459  0.        ]",-0.625332,-0.239001021776,[ 0.90580928 -1.42296541]
8,[-0.31629828 -0.16964492],"[[  1.56171793e+00  -2.37675974e+00  -1.12484167e-01  -7.96643323e-03]
 [  2.23723040e+01  -2.79044899e+01   0.00000000e+00   0.00000000e+00]]",[ 0.94436932 -1.5371239 ],"[-0.2076082  -0.27220364  1.36723613 -1.42586892 -0.93833124 -0.08276433
  0.57408428 -3.50005036  1.11917107  0.22361218  0.        ]",-0.455978,-0.190886853666,[ 0.41270056 -1.42296898]
9,[-0.31629828 -0.16964492],"[[  2.04224463e+00  -2.96902145e+00  -1.12484167e-01  -7.96643323e-03]
 [  2.56692526e+01  -3.13104681e+01   0.00000000e+00   0.00000000e+00]]",[ 0.8183044  -2.36311895],"[-0.85231945 -0.61932456  1.20505719  0.15265529 -0.93832909 -0.08276422
  0.6623714  -3.97078922  0.70472407  0.0553672   0.        ]",-0.248208,-0.133423495045,[ 0.01238069 -1.28877735]
