timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.17187634  2.02123045 -0.21126849  0.63502583 -1.20972502  0.9728536
 -0.05129683  0.35492801  2.3143122  -1.13552633  0.        ]","[[-0.06239328 -0.01293498 -0.14090222  0.1131381 ]
 [-0.00092799 -0.00357295  0.          0.        ]]",[ 2.13811132 -0.69348161],-1.54793,-0.37292369966,[-0.29553843 -0.13664773],[ 2.89343023 -0.67572427]
1,"[ 1.17421117  2.02023395 -0.15214768  0.55154938 -1.20972062  0.97285081
  0.06233094 -0.02189735  2.316196   -1.0891361   0.        ]","[[-0.02271044 -0.0405717  -0.14090222  0.1131381 ]
 [ 3.95603379 -2.75093699  0.          0.        ]]",[ 0.95572065 -1.50726614],-1.57243,-0.371394089866,[-0.29553843 -0.13664773],[ 2.88596129 -0.70017594]
2,"[ 1.16850239  2.00927134  0.02105744  0.26806578 -1.20971623  0.97284801
  0.16869456 -0.55771433  2.31409165 -0.96588633  0.        ]","[[ 0.09357352 -0.13478618 -0.14090222  0.1131381 ]
 [ 7.66002997 -6.65748129  0.          0.        ]]",[ 2.59251495 -0.02837066],-1.44257,-0.366735763343,[-0.29553843 -0.13664773],[ 2.883322   -0.74148268]
3,"[ 1.11868662  1.97399595  0.30092223 -0.12531562 -1.20971183  0.97284522
  0.27794333 -0.55523151  2.28834003 -0.74477133  0.        ]","[[  0.28494526  -0.26775455  -0.14090222   0.1131381 ]
 [ 11.46449903  -6.63938738   0.           0.        ]]",[ 2.37486756 -1.09901141],-1.38878,-0.35667920669,[-0.29553843 -0.13664773],[ 2.6779716  -0.89456528]
4,"[ 0.9689969   1.89543103  0.66330737 -0.61008999 -1.20970743  0.97284243
  0.38507898 -1.08044822  2.20431307 -0.43942879  0.        ]","[[  0.55166785  -0.4389632   -0.14090222   0.1131381 ]
 [ 15.19538364 -10.46865677   0.           0.        ]]",[ 3.25868388 -2.07719543],-1.21463,-0.338838686942,[-0.29553843 -0.13664773],[ 2.46231127 -1.02187467]
5,"[ 0.65859817  1.72099069  1.04267313 -1.23991627 -1.20970303  0.97283963
  0.49010774 -1.59519231  2.02847968 -0.1269266   0.        ]","[[  0.89227148  -0.68599207  -0.14090222   0.1131381 ]
 [ 18.85290245 -14.22160901   0.           0.        ]]",[ 2.43161002 -1.21795435],-1.07905,-0.311597209683,[-0.29553843 -0.13664773],[ 2.12934732 -1.14684963]
6,"[ 0.15246473  1.40283631  1.32073945 -1.88038853 -1.20969864  0.97283684
  0.59308192 -2.09961512  1.74287039  0.12248839  0.        ]","[[  1.30530701  -1.00732636  -0.14090222   0.1131381 ]
 [ 22.43887889 -17.89938064   0.           0.        ]]",[ 1.82411508 -0.00850689],-0.872412,-0.27274374498,[-0.29553843 -0.13664773],[ 1.71530437 -1.21687102]
7,"[-0.51154558  0.96885976  1.33750749 -2.28191722 -1.20969424  0.97283404
  0.69402052 -2.0554132   1.35544749  0.24899777  0.        ]","[[  1.78935043  -1.36208385  -0.14090222   0.1131381 ]
 [ 25.95397755 -17.57722687   0.           0.        ]]",[ 0.3783587  -1.22958597],-0.604783,-0.221384565402,[-0.29553843 -0.13664773],[ 1.24424267 -1.22967517]
8,"[-1.15312993  0.45741043  0.9753514  -2.29916902 -1.20968984  0.97283125
  0.72236842 -2.55035348  0.96249238  0.15555694  0.        ]","[[  2.31833476  -1.74983677  -0.14090222   0.1131381 ]
 [ 26.9412096  -21.18598232   0.           0.        ]]",[-0.03603263 -2.02471432],-0.3192,-0.166751160158,[-0.29553843 -0.13664773],[ 1.04020941 -1.09307337]
9,"[-1.53843425 -0.09707351  0.30982335 -1.75262734 -1.20968545  0.97282846
  0.70304711 -3.03547056  0.72573316 -0.17835028  0.        ]","[[  2.85041041  -2.20904596  -0.14090222   0.1131381 ]
 [ 26.26842683 -24.72327437   0.           0.        ]]",[-0.04907166 -0.54211155],-0.360512,-0.134545481932,[-0.29553843 -0.13664773],[ 1.02428341 -1.00912905]
