timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.33898413 -0.1961007 ],"[[ 0.08639228 -0.09955097 -0.09249533  0.17353018]
 [-0.00023489 -0.00347665  0.          0.        ]]",[ 3.42484186  1.48550328],"[ 1.15344918  1.8563435  -0.02537102  0.36530608 -0.79081873  1.51219919
 -0.00631973  0.35665801  2.02640396 -1.62521566  0.        ]",-1.51727,-0.344882883409,[ 3.82757139  1.08516741]
1,[-0.33898413 -0.1961007 ],"[[ 0.12606277 -0.05990737 -0.09249533  0.17353018]
 [ 3.95411856  3.9546508   0.          0.        ]]",[ 4.67305737 -0.0473951 ],"[ 1.14757747  1.8603428   0.03362613  0.48358694 -0.79081751  1.51219446
  0.09501389  0.91531847  2.02133609 -1.50892882  0.        ]",-1.43206,-0.338378416866,[ 3.44888973  0.61532915]
2,[-0.33898413 -0.1961007 ],"[[ 0.24405191  0.01650209 -0.09249533  0.17353018]
 [ 7.83188607  3.68719029  0.          0.        ]]",[ 3.17666635  0.17440224],"[ 1.11729664  1.86243895  0.20698973  0.71219486 -0.79081629  1.51218974
  0.19438493  0.8775668   1.97750965 -1.20891633  0.        ]",-1.36225,-0.319622021944,[ 3.01397514  0.28480348]
3,[-0.33898413 -0.1961007 ],"[[  0.43882365   0.09642711  -0.09249533   0.17353018]
 [ 11.6326426    4.30325451   0.           0.        ]]",[ 3.9435853  1.2799749],"[ 1.02642934  1.85670776  0.48106112  0.95099001 -0.79081507  1.51218501
  0.29178248  0.96451822  1.83628311 -0.78550265  0.        ]",-1.07247,-0.287573744511,[ 2.24235272 -0.28045788]
4,[-0.33898413 -0.1961007 ],"[[  0.70884465   0.22134979  -0.09249533   0.17353018]
 [ 15.35711145   8.17608625   0.           0.        ]]",[ 0.29619694 -1.6689073 ],"[ 0.82249826  1.83162998  0.81921412  1.3199709  -0.79081385  1.51218028
  0.38722504  1.51113691  1.49855773 -0.2830834   0.        ]",-0.862146,-0.235028883217,[ 0.90470588 -1.39678156]
5,[-0.33898413 -0.1961007 ],"[[  1.02471426   0.34351342  -0.09249533   0.17353018]
 [ 16.22692945   4.05399022   0.           0.        ]]",[ 0.09336462 -0.99930946],"[ 0.4879053   1.7884381   1.12375197  1.67093422 -0.79081262  1.51217556
  0.4095145   0.92933064  0.97354963  0.08366694  0.        ]",-0.366736,-0.167717277931,[-0.03408217 -1.62096143]
6,[-0.33898413 -0.1961007 ],"[[  1.34975491   0.38408327  -0.09249533   0.17353018]
 [ 16.27692582   0.01644335   0.           0.        ]]",[-1.18925245 -1.68719498],"[ 0.06912992  1.7701103   1.30488524  1.78440999 -0.7908114   1.51217083
  0.41079525  0.35945908  0.42990348  0.20217174  0.        ]",0.0800017,-0.101910223594,[-0.83959985 -1.58522379]
7,[-0.33898413 -0.1961007 ],"[[  1.63238571   0.34469352  -0.09249533   0.17353018]
 [ 12.00037575  -3.94219126   0.           0.        ]]",[-1.55774592 -0.92426681],"[-0.32271157  1.78791869  1.33843697  1.67424664 -0.79081018  1.51216611
  0.30120409 -0.19927446  0.01282907  0.15391195  0.        ]",0.223521,-0.0508317983015,[-1.14075863 -1.21637201]
8,[-0.33898413 -0.1961007 ],"[[ 1.83033286  0.22992804 -0.09249533  0.17353018]
 [ 7.80831594 -7.52240005  0.          0.        ]]",[ 0.09324876 -1.03560804],"[-0.59494168  1.82916503  1.29117678  1.34497669 -0.79080896  1.51216138
  0.19377811 -0.70459548 -0.20272275  0.08849425  0.        ]",0.198114,-0.0252285416266,[-1.10571063 -0.7562865 ]
9,[-0.33898413 -0.1961007 ],"[[  1.98866498   0.04124515  -0.09249533   0.17353018]
 [  8.0241844  -11.33318062   0.           0.        ]]",[-1.64232424  0.40706966],"[-0.80311753  1.86147957  1.21256975  0.78620291 -0.79080773  1.51215666
  0.19930977 -1.24245839 -0.2954946   0.05423713  0.        ]",0.165384,-0.0167751301602,[-1.00084198 -0.37373981]
