timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.68999177 -0.56127834],"[[-0.06918226  0.03253247 -0.02257603 -0.15017408]
 [-0.00028256 -0.00086579  0.          0.        ]]",[-3.07202451 -2.82856702],"[ 1.16394794  1.27690323 -0.41647024  0.92913924 -0.18713104 -1.29061353
  0.0501277   0.32804534  1.66103171  1.30619429  0.        ]",-2.29247,-0.270797515056,[-2.78634715 -2.83967829]
1,[-0.68999177 -0.56127834],"[[-0.10886291 -0.00719708 -0.02257603 -0.15017408]
 [-3.9546213  -3.95890272  0.          0.        ]]",[-2.1711802  -1.72874279],"[ 1.15871617  1.27748379 -0.47505238  0.82317487 -0.18713098 -1.29061245
 -0.05507681 -0.31022075  1.65137237  1.15925627  0.        ]",-2.19851,-0.263620407129,[-2.34651637 -1.80355203]
2,[-0.68999177 -0.56127834],"[[-0.22684611 -0.12530139 -0.02257603 -0.15017408]
 [-7.83081592 -7.83859923  0.          0.        ]]",[-2.54102267 -0.64119804],"[ 1.12950336  1.26845165 -0.64738202  0.50900267 -0.18713091 -1.29061137
 -0.1582023  -0.93585354  1.57569739  0.73161147  0.        ]",-1.96777,-0.24062863502,[-1.51833272 -0.46773681]
3,[-0.68999177 -0.56127834],"[[ -0.42159185  -0.30597435  -0.02257603  -0.15017408]
 [-11.63117949 -10.22074402   0.           0.        ]]",[-0.11470187  0.3519113 ],"[ 1.03765133  1.22383163 -0.92058329  0.03885552 -0.18713085 -1.29061028
 -0.25931032 -1.31999308  1.31683078  0.10867157  0.        ]",-1.43163,-0.199267261232,[-0.28192842  0.76887715]
4,[-0.68999177 -0.56127834],"[[ -0.65647085  -0.49437531  -0.02257603  -0.15017408]
 [-11.85598854  -8.62465317   0.           0.        ]]",[ 1.08089303  1.77376121],"[ 0.85928075  1.13912748 -1.21869252 -0.42331783 -0.18713079 -1.2906092
 -0.26529124 -1.06260948  0.84898831 -0.44173516  0.        ]",-0.771253,-0.147074059091,[ 0.44304562  1.40594757]
5,[-0.68999177 -0.56127834],"[[-0.85156402 -0.62543991 -0.02257603 -0.15017408]
 [-7.66717987 -4.49557657  0.          0.        ]]",[-0.10744122  1.72637834],"[ 0.66154982  1.05873322 -1.42915969 -0.71933822 -0.18713073 -1.29060811
 -0.1538485  -0.39676154  0.39485094 -0.71199172  0.        ]",-0.42003,-0.104631410647,[ 0.30057094  1.13900423]
6,[-0.68999177 -0.56127834],"[[-1.00766623 -0.67472808 -0.02257603 -0.15017408]
 [-7.94208266 -0.4467306   0.          0.        ]]",[ 0.57301411  0.58957468],"[ 0.47623354  1.02425792 -1.56742294 -0.8239875  -0.18713067 -1.29060703
 -0.1611622   0.25614849  0.06248111 -0.81794961  0.        ]",-0.309532,-0.0772552635054,[ 0.42555344  0.84535742]
7,[-0.68999177 -0.56127834],"[[-1.14219416 -0.66015834 -0.02257603 -0.15017408]
 [-5.51876807  1.89588351  0.          0.        ]]",[ 0.10796939  1.35284206],"[ 0.30090583  1.03468014 -1.66222849 -0.79346243 -0.18713061 -1.29060594
 -0.09669017  0.63391434 -0.17289621 -0.86607412  0.        ]",-0.282186,-0.0616559602489,[ 0.39238393  0.4189108 ]
8,[-0.68999177 -0.56127834],"[[-1.2472015  -0.58289055 -0.02257603 -0.15017408]
 [-4.9837488   5.81782121  0.          0.        ]]",[ 0.06954956  0.27767864],"[ 0.15614415  1.08666494 -1.71937072 -0.62593507 -0.18713055 -1.29060486
 -0.08245602  1.26635871 -0.29354207 -0.90222504  0.        ]",-0.318317,-0.0572840974356,[ 0.29988468 -0.46008188]
9,[-0.68999177 -0.56127834],"[[-1.34312978 -0.45665901 -0.02257603 -0.15017408]
 [-4.6103305   6.80204889  0.          0.        ]]",[-0.17378178  0.08662225],"[ 0.01931725  1.15907834 -1.75805264 -0.33387418 -0.18713049 -1.29060377
 -0.07252124  1.4250723  -0.35036308 -0.94188784  0.        ]",-0.307725,-0.0579965364055,[ 0.39322913 -0.7404083 ]
10,[-0.68999177 -0.56127834],"[[-1.44131961 -0.31852525 -0.02257603 -0.15017408]
 [-5.20666467  7.01063155  0.          0.        ]]",[ 0.76402921 -0.77621821],"[-0.12391218  1.21937004 -1.78389266  0.00699718 -0.18713043 -1.29060269
 -0.08838663  1.45870655 -0.40119491 -0.97271827  0.        ]",-0.289473,-0.0589222917381,[ 0.59374934 -0.84157974]
11,[-0.68999177 -0.56127834],"[[-1.51408196 -0.2105544  -0.02257603 -0.15017408]
 [-2.07999334  3.79715842  0.          0.        ]]",[ 0.03667733 -0.56584974],"[-0.23131801  1.25198069 -1.79391449  0.28485798 -0.18713037 -1.29060161
 -0.0052018   0.9405069  -0.43371346 -0.98824308  0.        ]",-0.208766,-0.059466598176,[ 0.68520373 -0.25866541]
