timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.32292831 -0.17739668],"[[-0.00286448 -0.07625405  0.11443677  0.08289198]
 [-0.00136749 -0.00249294  0.          0.        ]]",[ 2.22268356 -0.70383213],"[ 1.17207099  1.99777854 -0.12210283  0.44159144  1.00749461  0.71025597
 -0.02735016  0.35655353  0.4243617  -0.84118869  0.        ]",-0.295688,-0.132314549119,[ 1.16323543  0.33604759]
1,[-0.32292831 -0.17739668],"[[ 0.03680986 -0.10428055  0.11443677  0.08289198]
 [ 3.95562398 -2.79085779  0.          0.        ]]",[ 0.65914892  0.50007244],"[ 1.17113083  1.99443285 -0.06311693  0.35703341  1.00749208  0.71025464
  0.07924582 -0.02844859  0.42455811 -0.79446197  0.        ]",-0.300109,-0.12874952345,[ 1.12797356  0.40272868]
2,[-0.32292831 -0.17739668],"[[ 0.14129153 -0.13968625  0.11443677  0.08289198]
 [ 6.48412826 -0.75648498  0.          0.        ]]",[ 0.13583062 -0.28288615],"[ 1.15820646  1.98873657  0.09156782  0.25057438  1.00748955  0.71025331
  0.14736026  0.25244649  0.41951625 -0.63407812  0.        ]",-0.274978,-0.116849548465,[ 0.74431503  0.17324847]
3,[-0.32292831 -0.17739668],"[[ 0.27508288 -0.16590545  0.11443677  0.08289198]
 [ 6.8936435  -1.86174912  0.          0.        ]]",[-0.28466881  1.06961529],"[ 1.11976131  1.98345928  0.28608274  0.17207088  1.00748702  0.71025197
  0.15839188  0.09983717  0.39411871 -0.41220171  0.        ]",-0.204387,-0.101101708419,[ 0.5035215   0.08701348]
4,[-0.32292831 -0.17739668],"[[ 0.40027355 -0.16303757  0.11443677  0.08289198]
 [ 5.62963054  2.13521225  0.          0.        ]]",[ 1.23337604 -1.98771031],"[ 1.06209568  1.98406662  0.46162076  0.18064163  1.00748449  0.71025064
  0.12434077  0.65171657  0.34529723 -0.18340182  0.        ]",-0.095321,-0.086487387583,[ 0.01881327 -0.26579607]
5,[-0.32292831 -0.17739668],"[[ 0.55145508 -0.16049989  0.11443677  0.08289198]
 [ 9.47571818 -1.86809047  0.          0.        ]]",[ 0.04753096 -1.59607072],"[ 0.96583433  1.98459369  0.66126877  0.18822893  1.00748196  0.71024931
  0.22794947  0.09895991  0.25511524  0.07945998  0.        ]",0.0407147,-0.0733345752269,[-0.32551044 -0.33206332]
6,[-0.32292831 -0.17739668],"[[ 0.74099104 -0.23721777  0.11443677  0.08289198]
 [ 9.47787322 -5.79061988  0.          0.        ]]",[-0.50377945 -0.1491293 ],"[ 0.80728718  1.96459039  0.88595152 -0.03955217  1.00747943  0.71024798
  0.22800722 -0.44264385  0.13056085  0.31383278  0.        ]",0.119648,-0.0672466576432,[-0.49671012 -0.30371487]
7,[-0.32292831 -0.17739668],"[[ 0.9086746  -0.35779528  0.11443677  0.08289198]
 [ 7.29773501 -6.26555543  0.          0.        ]]",[-1.18473123 -1.06679953],"[ 0.6361568   1.91797265  1.05498422 -0.38858384  1.0074769   0.71024665
  0.16927656 -0.50821999  0.01978903  0.45505733  0.        ]",0.185112,-0.0673078837603,[-0.63568288 -0.31576169]
8,[-0.32292831 -0.17739668],"[[  1.01350384  -0.52157376   0.11443677   0.08289198]
 [  3.19877665 -10.09954081   0.           0.        ]]",[ 0.36862945  0.66876467],"[ 0.51664992  1.82608731  1.14420603 -0.83705699  1.00747438  0.71024532
  0.05885506 -1.03759701 -0.02005487  0.45844918  0.        ]",0.137055,-0.0645196180755,[-0.27097246 -0.0378378 ]
9,[-0.32292831 -0.17739668],"[[ 1.09146619 -0.69499445  0.11443677  0.08289198]
 [ 4.59286055 -7.25200514  0.          0.        ]]",[ 0.66696286  0.35956225],"[ 0.42245736  1.69548826  1.20162384 -1.26765575  1.00747185  0.71024399
  0.09641007 -0.64442081 -0.03681268  0.40833291  0.        ]",0.139539,-0.0585938576008,[-0.39441669 -0.07869431]
10,[-0.32292831 -0.17739668],"[[ 1.20888254 -0.82431699  0.11443677  0.08289198]
 [ 7.14033362 -5.68544144  0.          0.        ]]",[-1.05310875  0.78892443],"[ 0.27343089  1.57805841  1.27287536 -1.55152351  1.00746932  0.71024266
  0.16503615 -0.42811587 -0.11269618  0.4402468   0.        ]",0.153567,-0.0567382135732,[-0.66341412 -0.17259067]
11,[-0.32292831 -0.17739668],"[[ 1.31056641 -0.90554017  0.11443677  0.08289198]
 [ 3.04167346 -2.44770311  0.          0.        ]]",[-0.09143724  0.25133616],"[ 0.1388149   1.49651782  1.31913339 -1.71109307  1.00746679  0.71024133
  0.05462228  0.01893739 -0.19104873  0.48651869  0.        ]",0.118102,-0.0584160800957,[-0.82915723 -0.24865434]
12,[-0.32292831 -0.17739668],"[[ 1.36716343 -0.94402141  0.11443677  0.08289198]
 [ 2.61943398 -1.40390119  0.          0.        ]]",[-2.52679389 -1.25366352],"[ 0.06219512  1.45597449  1.33847178 -1.78126111  1.00746426  0.71024
  0.04324751  0.16306114 -0.23791333  0.51436331  0.        ]",0.184614,-0.0605172751236,[-0.94550169 -0.29678828]
13,[-0.32292831 -0.17739668],"[[ 1.3793459  -1.01153639  0.11443677  0.08289198]
 [-1.38789951 -5.33451229  0.          0.        ]]",[ 0.14831287  1.13478531],"[ 0.04557641  1.38211539  1.34202254 -1.89553678  1.00746173  0.71023866
 -0.06470623 -0.3796619  -0.22938998  0.46647114  0.        ]",0.110235,-0.0553123707172,[-0.5261516  -0.02110666]
14,[-0.32292831 -0.17739668],"[[ 1.35773881 -1.07744084  0.11443677  0.08289198]
 [-0.77481201 -1.26947903  0.          0.        ]]",[-0.81849291 -2.59056171],"[ 0.07502303  1.30693968  1.3355636  -1.99580244  1.0074592   0.71023733
 -0.04819014  0.18162254 -0.1908679   0.38123956  0.        ]",0.200138,-0.0469470026136,[-0.59387583 -0.10440031]
15,[-0.32292831 -0.17739668],"[[ 1.30991236 -1.14229714  0.11443677  0.08289198]
 [-3.99716956 -5.20304135  0.          0.        ]]",[-1.15484401  0.8907884 ],"[ 0.13969399  1.23030984  1.31886442 -2.08316355  1.00745668  0.710236
 -0.13499749 -0.36150926 -0.13590545  0.26361775  0.        ]",0.135375,-0.0377047254112,[-0.07968554  0.21417224]
16,[-0.32292831 -0.17739668],"[[ 1.19104978 -1.2099242   0.11443677  0.08289198]
 [-7.87614893 -1.57174758  0.          0.        ]]",[ 0.19661135  0.16379977],"[ 0.29655355  1.14795706  1.26323874 -2.16191076  1.00745415  0.71023467
 -0.23949363  0.13988724 -0.04081916  0.04817528  0.        ]",0.0590091,-0.033555901882,[ 0.25950205  0.32032472]
17,[-0.32292831 -0.17739668],"[[ 1.04289352 -1.23453951  0.11443677  0.08289198]
 [-6.94257366 -0.89205569  0.          0.        ]]",[ 0.41791141 -0.50344228],"[ 0.48163696  1.11743108  1.16673523 -2.1873639   1.00745162  0.71023334
 -0.21434359  0.23373659  0.0432245  -0.17793106  0.        ]",0.00733939,-0.0472644694809,[ 0.57486266  0.45927316]
18,[-0.32292831 -0.17739668],"[[ 0.92201611 -1.27220678  0.11443677  0.08289198]
 [-5.1511507  -2.86809647  0.          0.        ]]",[ 1.63582246 -0.10120227],"[ 0.62144232  1.07021677  1.06703409 -2.22296141  1.00744909  0.71023201
 -0.16608382 -0.039109    0.08325305 -0.38730609  0.        ]",-0.00680675,-0.0640951390396,[ 0.94212455  0.68119258]
19,[-0.32292831 -0.17739668],"[[ 0.85971816 -1.33302833  0.11443677  0.08289198]
 [-1.09213322 -3.21291573  0.          0.        ]]",[-0.44744611  1.32336612],"[ 0.68882629  0.99284867  1.00879427 -2.27175923  1.00744656  0.71023068
 -0.05673682 -0.08672053  0.07899367 -0.53278868  0.        ]",-0.121782,-0.0752004665353,[ 1.02845836  0.73869556]
20,[-0.32292831 -0.17739668],"[[ 0.82031765 -1.35691661  0.11443677  0.08289198]
 [-2.84207051  0.81068026  0.          0.        ]]",[ 1.2385373   1.44555614],"[ 0.72964034  0.96212991  0.96968803 -2.28794476  1.00744403  0.71022935
 -0.10387877  0.46884591  0.07576067 -0.61050599  0.        ]",-0.162979,-0.0817779449339,[ 1.02399278  0.64323992]
21,[-0.32292831 -0.17739668],"[[ 0.80373558 -1.30114495  0.11443677  0.08289198]
 [ 1.17045101  4.75333683  0.          0.        ]]",[ 1.61312977  0.06403834],"[ 0.74637972  1.03356126  0.95272018 -2.24748263  1.0074415   0.71022802
  0.00421586  1.01323513  0.10053631 -0.58730947  0.        ]",-0.196886,-0.0817568647451,[ 0.70541793  0.36396337]
22,[-0.32292831 -0.17739668],"[[ 0.86661254 -1.20448734  0.11443677  0.08289198]
 [ 5.10409018  4.91190227  0.          0.        ]]",[ 0.20562201  0.94702809],"[ 0.68153347  1.15464455  1.01545147 -2.15595598  1.00743898  0.71022669
  0.11018544  1.03512676  0.11874396 -0.40686922  0.        ]",-0.209742,-0.0691857757452,[ 0.31022054  0.13699514]
23,[-0.32292831 -0.17739668],"[[ 0.97583097 -1.06960231  0.11443677  0.08289198]
 [ 5.81530425  8.5644291   0.          0.        ]]",[ 0.26715527  0.41999391],"[ 0.56059098  1.31600032  1.11363538 -1.98434228  1.00743645  0.71022536
  0.12934496  1.53945166  0.09676709 -0.11480506  0.        ]",-0.202235,-0.0521704957637,[-0.32177722 -0.31300849]
24,[-0.32292831 -0.17739668],"[[  1.10157704  -0.88333084   0.11443677   0.08289198]
 [  6.75612896  10.05774084   0.           0.        ]]",[-0.8019907  -1.51758346],"[  4.09934862e-01   1.51931797e+00   1.20843708e+00  -1.66882028e+00
   1.00743392e+00   7.10224025e-01   1.54690038e-01   1.74563509e+00
   5.12155159e-04   2.46125459e-01   0.00000000e+00]",-0.130655,-0.0486228317925,[-1.04836774 -0.74948204]
25,[-0.32292831 -0.17739668],"[[ 1.2035305  -0.72389008  0.11443677  0.08289198]
 [ 3.45036247  5.90018148  0.          0.        ]]",[-0.62759836 -0.8593788 ],"[ 0.28037649  1.67058112  1.2699837  -1.33391465  1.00743139  0.71022269
  0.06563439  1.17156914 -0.14154571  0.52322196  0.        ]",0.0230163,-0.0641010026316,[-1.29472482 -0.75252485]
26,[-0.32292831 -0.17739668],"[[ 1.2469514  -0.64119084  0.11443677  0.08289198]
 [ 0.90026282  2.38146631  0.          0.        ]]",[-1.61469864 -0.07536861],"[ 0.22354326  1.73937577  1.29184855 -1.13956728  1.00742886  0.71022136
 -0.00306399  0.68571518 -0.22509744  0.64214136  0.        ]",0.0842008,-0.074953139024,[-1.29247463 -0.65841281]
27,[-0.32292831 -0.17739668],"[[ 1.22508533 -0.5970149   0.11443677  0.08289198]
 [-3.0736219   2.03727753  0.          0.        ]]",[-1.55469184 -0.79393245],"[ 0.25227418  1.77318625  1.2811611  -1.03058762  1.00742633  0.71022003
 -0.11011843  0.63818957 -0.22030217  0.65357429  0.        ]",0.11087,-0.0762978792264,[-1.1644392  -0.60305035]
28,[-0.32292831 -0.17739668],"[[ 1.12454089 -0.58820099  0.11443677  0.08289198]
 [-6.96786707 -1.14526844  0.          0.        ]]",[-0.82274733  0.22319671],"[ 0.38127541  1.7796719   1.22351135 -1.00843765  1.00742381  0.7102187
 -0.2150274   0.19875314 -0.11019688  0.54393587  0.        ]",0.108625,-0.0676566898683,[-0.62585092 -0.29301012]
29,[-0.32292831 -0.17739668],"[[  0.95390522  -0.60199916   0.11443677   0.08289198]
 [-10.08531457  -0.23755558   0.           0.        ]]",[-0.11411023 -0.29672986],"[ 0.58566208  1.76945753  1.0950439  -1.04304829  1.00742128  0.71021737
 -0.29900976  0.32408705  0.06365198  0.30385792  0.        ]",0.0598723,-0.0593064755708,[-0.11783642 -0.08076364]
