timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.27795675 -0.11427995],"[[-0.03208818  0.07021875 -0.09456836 -0.17761655]
 [-0.00449093  0.00220379  0.          0.        ]]",[-1.2818048  -1.68395394],"[ 1.17393349  2.03136445 -0.145124    0.8809613  -0.80063533 -1.49689692
 -0.06355915  0.35160946  1.94841151  1.47687612  0.        ]",-1.43313,-0.352959466705,[-1.91008234 -2.29713559]
1,[-0.27795675 -0.11427995],"[[-0.07185219  0.03054996 -0.09456836 -0.17761655]
 [-3.95874752 -3.95589604  0.          0.        ]]",[-1.90001009 -1.9812485 ],"[ 1.17107503  2.03401071 -0.20435655  0.76228351 -0.80063306 -1.49688851
 -0.18280289 -0.19100995  1.94680009  1.36875135  0.        ]",-1.38023,-0.346512553784,[-1.74165201 -2.24078655]
2,[-0.27795675 -0.11427995],"[[-0.18991693 -0.08749485 -0.09456836 -0.17761655]
 [-7.8348389  -7.83565671  0.          0.        ]]",[-2.19748877 -2.83829861],"[ 1.14979413  2.02951332 -0.37886825  0.40900851 -0.80063078 -1.49688011
 -0.29968945 -0.7228891   1.90583482  1.05137403  0.        ]",-1.25868,-0.325091364244,[-1.31351531 -2.09460664]
3,[-0.27795675 -0.11427995],"[[ -0.3847365   -0.28236405  -0.09456836  -0.17761655]
 [-11.63455552 -11.63857567   0.           0.        ]]",[-0.36790077 -1.25452372],"[ 1.07363326  1.98178306 -0.65712999 -0.16389373 -0.80062851 -1.49687171
 -0.41427276 -1.24423077  1.72547066  0.5696624   0.        ]",-0.977042,-0.282999351039,[-0.7006222  -1.84558046]
4,[-0.27795675 -0.11427995],"[[ -0.62971479  -0.55254465  -0.09456836  -0.17761655]
 [-12.85938288 -15.36702871   0.           0.        ]]",[-1.20863827 -2.18445433],"[ 0.90963293  1.8361202  -0.97575918 -0.90150991 -0.80062623 -1.49686331
 -0.45120773 -1.75535641  1.3151747   0.10056346  0.        ]",-0.453979,-0.21772098708,[-0.21047138 -1.5703336 ]
5,[-0.27795675 -0.11427995],"[[ -0.92405189  -0.89654245  -0.09456836  -0.17761655]
 [-16.56241541 -19.02051667   0.           0.        ]]",[-0.5062576  -0.55174182],"[ 0.62557063  1.53352948 -1.28772693 -1.66934463 -0.80062395 -1.4968549
 -0.56287532 -2.2561918   0.66714417 -0.11820881  0.        ]",0.0811231,-0.127940258898,[-0.06205785 -1.3139739 ]
6,[-0.27795675 -0.11427995],"[[ -1.2721446   -1.2950784   -0.09456836  -0.17761655]
 [-18.24160502 -20.82700264   0.           0.        ]]",[-0.43376012 -1.45521183],"[ 0.19954272  1.06396821 -1.52294021 -2.21170837 -0.80062168 -1.4968465
 -0.61351165 -2.50381093 -0.02850935  0.14613324  0.        ]",0.247919,-0.038699892655,[-0.62850612 -1.31452906]
7,[-0.27795675 -0.11427995],"[[ -1.65062692  -1.7471915   -0.09456836  -0.17761655]
 [-19.60247766 -24.37247136   0.           0.        ]]",[-1.00656466 -1.53193306],"[-0.3171426   0.4668532  -1.58421237 -2.27834505 -0.8006194  -1.4968381
 -0.65454868 -2.98980233 -0.40142359  0.8572159   0.        ]",-0.162814,-0.107649696339,[-1.1753794  -1.35006452]
8,[-0.27795675 -0.11427995],"[[ -2.0785636   -2.26950635  -0.09456836  -0.17761655]
 [-23.17950356 -27.84746862   0.           0.        ]]",[-0.39767013 -0.83196204],"[-0.87873392 -0.15697368 -1.400749   -1.6228621  -0.80061713 -1.4968297
 -0.76241595 -3.4660997  -0.20891484  1.59952989  0.        ]",-0.537409,-0.193129757971,[-1.36819303 -1.2742784 ]
9,[-0.27795675 -0.11427995],"[[ -2.5534047   -2.85396112  -0.09456836  -0.17761655]
 [-24.30027684 -30.58906259   0.           0.        ]]",[-1.46893677 -0.20603901],"[-1.35637343 -0.57799979 -0.92492089 -0.17900296 -0.80061485 -1.4968213
 -0.79621193 -3.84182341  0.33505579  1.71535572  0.        ]",-0.587321,-0.222227184004,[-1.26285648 -1.15591753]
