timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.310744035084,"[[-0.09908091  0.04017451 -0.07302375  0.11341875]
 [ 0.00034692  0.0011245   0.          0.        ]]",[ 1.67604768 -1.0647347 ],-3.93727,"[ 0.97001987  1.40621569 -0.48061119  1.4361648  -0.63144055  0.97857863
  0.39949267  0.37306745  2.1061008  -1.51984318  0.        ]",[-0.55626792 -0.55840284],[ 1.0370156  -0.16373743]
1,-0.308076193163,"[[-0.059381    0.0336764  -0.07302375  0.11341875]
 [ 3.9564707  -0.648765    0.          0.        ]]",[ 1.39550853 -1.08606887],-4.0647,"[ 0.97472247  1.40651867 -0.41744133  1.41854397 -0.6314399   0.97857721
  0.55926328  0.25254787  2.11065143 -1.43444528  0.        ]",[-0.55626792 -0.55840284],[ 0.6788184  -2.36667142]
2,-0.302036311342,"[[ 0.04592127 -0.01890807 -0.07302375  0.11341875]
 [ 6.56506599 -4.59652091  0.          0.        ]]",[ 1.38334835 -0.61434233],-3.82578,"[ 0.97578155  1.40701094 -0.24942985  1.27589755 -0.63143924  0.97857579
  0.66461278 -0.47954757  2.11129692 -1.25106983  0.        ]",[-0.55626792 -0.55840284],[ 1.30042175 -0.66016341]
3,-0.292473280671,"[[  0.21562025  -0.13616707  -0.07302375   0.11341875]
 [ 10.39209625  -7.12094949   0.           0.        ]]",[ 1.22329438 -0.28046408],-3.46861,"[ 0.94269021  1.39542527  0.01882367  0.95890441 -0.63143859  0.97857437
  0.81916952 -0.9476919   2.08679815 -0.99764661  0.        ]",[-0.55626792 -0.55840284],[ 0.52760604  0.82956583]
4,-0.275633384043,"[[  0.44232839  -0.24422103  -0.07302375   0.11341875]
 [ 12.27247147  -3.695842     0.           0.        ]]",[ 1.22743618 -0.55065942],-3.35217,"[ 0.83326743  1.36937058  0.36057566  0.67117442 -0.63143793  0.97857295
  0.89510884 -0.31251846  1.9981145  -0.61208784  0.        ]",[-0.55626792 -0.55840284],[ 1.68246044 -0.20006597]
5,-0.249240619593,"[[  0.72503722  -0.32536398  -0.07302375   0.11341875]
 [ 15.98606568  -4.41601172   0.           0.        ]]",[ 0.42635041 -0.47993636],-3.33949,"[ 0.60078441  1.34028705  0.73589223  0.4599546  -0.63143728  0.97857153
  1.04508382 -0.44607089  1.78358515 -0.11040546  0.        ]",[-0.55626792 -0.55840284],[ 0.71086588 -2.03826772]
6,-0.214144657323,"[[  1.06981843  -0.45253988  -0.07302375   0.11341875]
 [ 18.48378269  -8.28861513   0.           0.        ]]",[-0.73036772  0.08979923],-2.58973,"[ 0.19925999  1.27879041  1.07741715  0.14090659 -0.63143662  0.97857011
  1.14595424 -1.16422938  1.40941826  0.36430522  0.        ]",[-0.55626792 -0.55840284],[-1.24753132  0.50866376]
7,-0.178881492601,"[[  1.39612936  -0.59643586  -0.07302375   0.11341875]
 [ 14.16166697  -6.10829352   0.           0.        ]]",[-0.97070825 -0.02407098],-2.46611,"[-0.25962355  1.18692465  1.24928934 -0.19672217 -0.63143597  0.97856869
  0.97140064 -0.75989571  0.98425265  0.65615176  0.        ]",[-0.55626792 -0.55840284],[-1.06541618 -0.31219303]
8,-0.152760584226,"[[ 1.63686516 -0.72977222 -0.07302375  0.11341875]
 [ 9.92597697 -7.2216836   0.          0.        ]]",[-0.72025573  0.4327468 ],-2.12199,"[-0.61864299  1.08227442  1.27009259 -0.48159953 -0.63143531  0.97856727
  0.80033783 -0.96636856  0.66430566  0.75798933  0.        ]",[-0.55626792 -0.55840284],[-0.87632719  0.65298207]
9,-0.135906003169,"[[ 1.79862164 -0.84681548 -0.07302375  0.11341875]
 [ 6.26183636 -4.49178232  0.          0.        ]]",[-0.4216103   0.27725574],-1.98517,"[-0.857946    0.97642838  1.23232465 -0.70535803 -0.63143466  0.97856584
  0.65235776 -0.46011763  0.47043609  0.76444691  0.        ]",[-0.55626792 -0.55840284],[-0.61772575  0.40924956]
