timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.266715364612,[-0.61762553 -0.44802099],[-1.23623335  1.03853214],-0.790843,"[ 1.14565832  2.18319974 -0.08678038 -0.95033867 -0.34717453 -0.91156914
 -0.11785808 -0.35908132  1.74507242  0.7899376   0.        ]","[[-0.02021108 -0.06103011 -0.03975655 -0.1055523 ]
 [ 0.00068081  0.00027063  0.          0.        ]]",[-1.666685    1.25647484]
1,-0.265188449105,[-0.61762553 -0.44802099],[-1.10490394  0.8542338 ],-0.767309,"[ 1.14345419  2.18543146 -0.1460142  -0.79862905 -0.34717447 -0.91156888
 -0.20096283  0.1595127   1.74380475  0.7554247   0.        ]","[[-0.05990355 -0.02128147 -0.03975655 -0.1055523 ]
 [-3.95674565  3.9613873   0.          0.        ]]",[-1.07363231  0.46259213]
2,-0.259182472656,[-0.61762553 -0.44802099],[-0.86372721  0.87241501],-0.747355,"[ 1.12404638  2.18184219 -0.32098403 -0.42898469 -0.34717441 -0.91156861
 -0.28240598  0.38924591  1.73089862  0.63302375  0.        ]","[[-0.1779506   0.07555229 -0.03975655 -0.1055523 ]
 [-7.8350475   5.71613211  0.          0.        ]]",[-0.89013431  1.16337984]
3,-0.24796443321,[-0.61762553 -0.44802099],[-0.49715099  0.82103324],-0.690304,"[ 1.05289425  2.15023909 -0.59453897  0.14793075 -0.34717435 -0.91156835
 -0.35312973  0.89298547  1.68585443  0.43754519  0.        ]","[[ -0.36844201   0.22847997  -0.03975655  -0.1055523 ]
 [-11.20289489   9.56378836   0.           0.        ]]",[-0.96439001  1.02098761]
4,-0.230750237849,[-0.61762553 -0.44802099],[-0.35606217  0.88273287],-0.64781,"[ 0.8809436   2.04520594 -0.93482462  0.97040194 -0.34717429 -0.91156809
 -0.42862728  1.38673351  1.5824302   0.20949888  0.        ]","[[ -0.62857083   0.45759549  -0.03975655  -0.1055523 ]
 [-14.79806943  13.33513045   0.           0.        ]]",[ 0.21773488  0.88123937]
5,-0.209760476766,[-0.61762553 -0.44802099],[-0.39038691  1.28013015],-0.570164,"[ 0.60715919  1.8130293  -1.23852571  1.9051946  -0.34717423 -0.91156782
 -0.40442486  1.8088801   1.42656685  0.04603807  0.        ]","[[ -0.91296894   0.75665012  -0.03975655  -0.1055523 ]
 [-13.64556103  16.55957251   0.           0.        ]]",[-0.99781252  1.99192314]
6,-0.183327539076,[-0.61762553 -0.44802099],[-0.58706558  1.69813585],-0.481967,"[ 0.23228147  1.40964966 -1.46067868  2.72832759 -0.34717416 -0.91156756
 -0.48170114  2.28438315  1.21677148 -0.02864556  0.        ]","[[ -1.22280008   1.12428407  -0.03975655  -0.1055523 ]
 [-17.32543784  20.19157013   0.           0.        ]]",[-0.71339016  1.9874207 ]
7,-0.14738212827,[-0.61762553 -0.44802099],[-1.02359438  1.78998721],-0.399932,"[-0.27298859  0.82933863 -1.54979875  3.10276718 -0.3471741  -0.91156729
 -0.53383094  2.75031899  0.92912845 -0.01548719  0.        ]","[[ -1.59421458   1.56382474  -0.03975655  -0.1055523 ]
 [-19.80784757  23.75050531   0.           0.        ]]",[ 0.12042269  2.42376564]
8,-0.111949976449,[-0.61762553 -0.44802099],[-1.47391331  1.45378327],-0.282021,"[-0.79429888  0.16133033 -1.42589349  2.62963117 -0.34717404 -0.91156703
 -0.51562805  3.20692743  0.62503895  0.17424581  0.        ]","[[ -1.98167641   2.07382745  -0.03975655  -0.1055523 ]
 [-18.9410371   27.23821487   0.           0.        ]]",[-1.79030513  2.75962126]
9,-0.0979218266654,[-0.61762553 -0.44802099],[-0.92679596  0.56094176],-0.306626,"[-1.25957616 -0.38621449 -1.06935953  1.07614703 -0.34717398 -0.91156677
 -0.59091222  3.6545528   0.33158378  0.53740836  0.        ]","[[ -2.39646651   2.65289688  -0.03975655  -0.1055523 ]
 [-22.52605018  30.65733473   0.           0.        ]]",[-1.49099546  0.46411193]
10,-0.115550142672,[-0.61762553 -0.44802099],[-1.61139667 -0.13295525],-0.398342,"[-1.58061861 -0.54446781 -0.43962699 -0.90406816 -0.34717392 -0.9115665
 -0.66471788  1.13396474  0.15383842  0.8715172   0.        ]","[[ -2.88224688   3.19049226  -0.03975655  -0.1055523 ]
 [-26.04065874  11.40452017   0.           0.        ]]",[-1.28430564  0.13379412]
11,-0.12354248113,[-0.61762553 -0.44802099],[-2.32944345  0.19216263],-0.403468,"[-1.56667648 -0.54149803  0.37913074 -1.03067565 -0.34717386 -0.91156624
 -0.73704991 -0.812527    0.16448196  0.94312448  0.        ]","[[ -3.43762091   3.22370676  -0.03975655  -0.1055523 ]
 [-29.48509387  -3.46322311   0.           0.        ]]",[-1.63334875  0.02530752]
