timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.0887171610398,[-0.12350013 -0.21237521],[-0.74903822  1.89183974],-0.159942,"[ 1.17034342  2.35156319 -0.12887227 -0.8887161   1.32729574 -0.60322183
 -0.64287426 -0.36428299  0.23663568  0.44634772  0.        ]","[[ 0.00393282 -0.0340375   0.15318043 -0.07109413]
 [ 0.00276839 -0.00330189  0.          0.        ]]",[-0.87995372  2.48235846]
1,-0.0864417164825,[-0.12350013 -0.21237521],[-0.69473028  1.8639009 ],-0.167577,"[ 1.16969385  2.35236091 -0.18148991 -0.74569567  1.32729216 -0.60322103
 -0.7747559   0.15693986  0.23639377  0.42257962  0.        ]","[[-0.03095361  0.00563855  0.15318043 -0.07109413]
 [-3.47981071  3.95770148  0.          0.        ]]",[ 0.96787789  2.12786058]
2,-0.0913067923063,[-0.12350013 -0.21237521],[-0.61710232  1.84340572],-0.171103,"[ 1.16775731  2.34134134 -0.22745508 -0.32111931  1.32728858 -0.60322023
 -0.62721063  0.66746689  0.23402313  0.47536908  0.        ]","[[-0.06145877  0.12371906  0.15318043 -0.07109413]
 [ 0.41633572  7.83742489  0.          0.        ]]",[-0.89540202  0.94300445]
3,-0.102225220031,[-0.12350013 -0.21237521],[-0.4698298   1.80572343],-0.199312,"[ 1.16494201  2.28074459 -0.26853152  0.35570739  1.327285   -0.60321942
 -0.76170932  1.13856536  0.21298071  0.59790579  0.        ]","[[ -0.0887672    0.31638798   0.15318043  -0.07109413]
 [ -3.13534649  11.41752393   0.           0.        ]]",[-0.79471581  1.80682976]
4,-0.106456835366,[-0.12350013 -0.21237521],[-0.2268931  1.750597 ],-0.205576,"[ 1.14757266  2.11465011 -0.40843963  1.21641141  1.32728141 -0.60321862
 -0.87846619  1.6299948   0.16015381  0.66790026  0.        ]","[[ -0.18240866   0.58220951   0.15318043  -0.07109413]
 [ -6.21853565  15.15215268   0.           0.        ]]",[-2.01461128  1.55850007]
5,-0.102721898586,[-0.12350013 -0.21237521],[ 0.15606202  1.65216148],-0.230284,"[ 1.08934896  1.78135766 -0.64532223  2.10665252  1.32727783 -0.60321781
 -1.02367444  2.11168536  0.06078904  0.6796436   0.        ]","[[ -0.34525152   0.92198202   0.15318043  -0.07109413]
 [-10.05304142  18.81281867   0.           0.        ]]",[-0.56449576  1.50256589]
6,-0.0943518373418,[-0.12350013 -0.21237521],[ 0.60040295  1.47465158],-0.229004,"[ 0.95575465  1.24771791 -0.94467785  2.73880574  1.32727425 -0.60321701
 -1.10076679  2.5836977  -0.10863152  0.65193346  0.        ]","[[ -0.56673805   1.3342306    0.15318043  -0.07109413]
 [-12.08884871  22.40000943   0.           0.        ]]",[ 0.41459486  1.67899734]
7,-0.0977646302959,[-0.12350013 -0.21237521],[ 1.00288856  1.20833933],-0.216631,"[ 0.76419171  0.5572587  -1.20598941  2.73003733  1.32727066 -0.60321621
 -1.02958502  3.04623065 -0.37850818  0.65577662  0.        ]","[[ -0.78965889   1.81749987   0.15318043  -0.07109413]
 [-10.20923669  25.91526663   0.           0.        ]]",[ 0.69800188  1.5530637 ]
8,-0.124918162221,[-0.12350013 -0.21237521],[ 1.16173673  1.01618898],-0.231061,"[ 0.58037976 -0.1249518  -1.37405551  1.74682468  1.32726708 -0.6032154
 -0.91726824  3.49963637 -0.76684242  0.68141588  0.        ]","[[ -0.96408911   2.3703794    0.15318043  -0.07109413]
 [ -7.24337863  29.36130104   0.           0.        ]]",[ 1.24551276  2.66329209]
9,-0.167224295764,[-0.12350013 -0.21237521],[ 1.2648803   0.92536664],-0.329356,"[ 0.45946332 -0.51693269 -1.45641997 -0.22694621  1.3272635  -0.6032146
 -0.76186256  3.94410718 -1.24913795  0.59507643  0.        ]","[[ -1.06778285   2.99150046   0.15318043  -0.07109413]
 [ -3.13967834  32.73961168   0.           0.        ]]",[ 1.8826074   0.53919656]
