timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.423098658581,[-0.49003536 -0.31922272],[-2.66020298 -1.67276263],-4.31665,"[ 1.14891448  1.95432763  0.05589318 -0.42670656 -1.66727102 -1.27473595
 -0.05529525 -0.34890609  2.83454701  1.40598669  0.        ]","[[-0.07996364  0.05178652 -0.19129086 -0.14625158]
 [-0.00306565 -0.00183924  0.          0.        ]]",[-1.66073663 -1.55976093]
1,-0.418277868496,[-0.49003536 -0.31922272],[-2.27326226 -1.40653563],-4.28654,"[ 1.14334218  1.95597068 -0.00314169 -0.54418221 -1.66726762 -1.27473415
 -0.14545635 -0.89063266  2.82686245  1.28704977  0.        ]","[[-0.11969941  0.01203769 -0.19129086 -0.14625158]
 [-3.95734946 -3.95985783  0.          0.        ]]",[-1.61231271 -2.86835979]
2,-0.401283822474,[-0.49003536 -0.31922272],[-1.62328684 -0.92865354],-4.08182,"[ 1.11383924  1.94875361 -0.1764889  -0.89290177 -1.66726423 -1.27473235
 -0.23383544 -1.42163575  2.76557578  0.94093002  0.        ]","[[-0.23773654 -0.10608555 -0.19129086 -0.14625158]
 [-7.8334787  -7.83953764  0.          0.        ]]",[-0.9520641  -2.56943813]
3,-0.36533086798,[-0.49003536 -0.31922272],[-0.60993612  0.01920515],-3.62502,"[ 1.02497312  1.89761257 -0.44816064 -1.456592   -1.66726083 -1.27473054
 -0.31614979 -1.94212879  2.54808055  0.42829429  0.        ]","[[ -0.43062682  -0.3010323   -0.19129086  -0.14625158]
 [-11.44362141 -11.64244969   0.           0.        ]]",[-0.67397938 -0.42803606]
4,-0.306002943387,[-0.49003536 -0.31922272],[ 0.33696961  0.81680977],-2.84526,"[ 0.83696918  1.76536564 -0.76837123 -2.12181193 -1.66725743 -1.27472874
 -0.37178903 -2.14238226  2.09255157 -0.0572634   0.        ]","[[ -0.68398137  -0.54856199  -0.19129086  -0.14625158]
 [-13.88385013 -13.10560995   0.           0.        ]]",[ 0.46686577  0.52720334]
5,-0.237032223384,[-0.49003536 -0.31922272],[ 0.644804    1.14646506],-2.09548,"[ 0.57588339  1.57380824 -1.03103523 -2.67440047 -1.66725404 -1.27472694
 -0.32345805 -1.82119174  1.53208002 -0.26827237  0.        ]","[[ -0.94039147  -0.7871292   -0.19129086  -0.14625158]
 [-11.76416561 -10.75892021   0.           0.        ]]",[ 0.70787131  0.75870544]
6,-0.179851506706,[-0.49003536 -0.31922272],[ 0.73673278  1.14117253],-1.64041,"[ 0.32735866  1.3910669  -1.18487799 -3.01911443 -1.66725064 -1.27472513
 -0.25433628 -1.38094375  1.08612403 -0.22830344  0.        ]","[[-1.14525986 -0.97003453 -0.19129086 -0.14625158]
 [-8.73264062 -7.54233944  0.          0.        ]]",[-0.02612524 -0.02416678]
7,-0.133953536731,[-0.49003536 -0.31922272],[ 1.08603847  1.34512734],-1.28158,"[ 0.09681323  1.22225212 -1.27104204 -3.24189504 -1.66724724 -1.27472333
 -0.25277023 -1.37356494  0.74942967 -0.06601872  0.        ]","[[-1.31922354 -1.12034059 -0.19129086 -0.14625158]
 [-8.66396328 -7.48844304  0.          0.        ]]",[ 1.70880923 -0.26306954]
8,-0.10245352164,[-0.49003536 -0.31922272],[ 1.23459709  1.46312785],-1.14895,"[-0.08536941  1.03019342 -1.30735708 -3.41191585 -1.66724385 -1.27472153
 -0.15864925 -1.49595522  0.51833413  0.16504124  0.        ]","[[-1.45108657 -1.2790816  -0.19129086 -0.14625158]
 [-4.53602902 -8.38268656  0.          0.        ]]",[ 0.72075576  2.19597451]
9,-0.0925342793775,[-0.49003536 -0.31922272],[ 0.92896438  1.14895868],-1.20065,"[-0.17113311  0.8704695  -1.31548789 -3.49644191 -1.66724045 -1.27471972
 -0.09159861 -0.93138356  0.42112544  0.34359619  0.        ]","[[-1.51230358 -1.40534842 -0.19129086 -0.14625158]
 [-1.59533967 -4.25774047  0.          0.        ]]",[ 0.91661217  0.88104451]
10,-0.0933177023117,[-0.49003536 -0.31922272],[ 0.50388622  0.77500194],-1.27857,"[-0.16439803  0.80701977 -1.31505012 -3.5168778  -1.66723705 -1.27471792
 -0.00818844 -0.44247375  0.41722787  0.3889073   0.        ]","[[-1.50750717 -1.45466289 -0.19129086 -0.14625158]
 [ 2.06284226 -0.68560109  0.          0.        ]]",[ 0.9542766  -0.11562496]
11,-0.100831881563,[-0.49003536 -0.31922272],[ 0.35020274  0.74571997],-1.2882,"[-0.05424151  0.78353265 -1.30300254 -3.52259477 -1.66723366 -1.27471611
  0.07699054 -0.50336689  0.48874282  0.33530098  0.        ]","[[-1.42876842 -1.47283908 -0.19129086 -0.14625158]
 [ 5.79860031 -1.13050938  0.          0.        ]]",[ 1.18156581 -0.01093571]
12,-0.118503825264,[-0.49003536 -0.31922272],[ 0.02873847  0.60892695],-1.39412,"[ 0.15772795  0.75397975 -1.25285517 -3.52840313 -1.66723026 -1.27471431
  0.16460972 -0.50629353  0.63946869  0.23722743  0.        ]","[[-1.27424075 -1.49566433 -0.19129086 -0.14625158]
 [ 9.64137974 -1.15189492  0.          0.        ]]",[-0.13485567 -0.16741522]
13,-0.142643519246,[-0.49003536 -0.31922272],[-0.1801907   0.57129949],-1.49223,"[ 0.39888906  0.7157704  -1.14783101 -3.53363523 -1.66722686 -1.27471251
  0.1480962  -0.59383143  0.83036028  0.1582131   0.        ]","[[-1.08867973 -1.52511927 -0.19129086 -0.14625158]
 [ 8.91713851 -1.79147897  0.          0.        ]]",[-0.09262618  1.79011751]
14,-0.168480341971,[-0.49003536 -0.31922272],[-0.87470067 -0.02589768],-1.73199,"[ 0.60358531  0.72129776 -1.00900531 -3.5330078  -1.66722347 -1.2747107
  0.13569785 -0.04697996  1.03053038  0.09643386  0.        ]","[[-0.91579216 -1.52086086 -0.19129086 -0.14625158]
 [ 8.37337962  2.20399744  0.          0.        ]]",[-0.51173449 -0.35050878]
15,-0.193161899562,[-0.49003536 -0.31922272],[-0.97620535 -0.00486338],-1.90879,"[ 0.75627107  0.75984403 -0.86462337 -3.5272912  -1.66722007 -1.2747089
  0.08574745 -0.2428194   1.22111914  0.06033007  0.        ]","[[-0.77030487 -1.49113705 -0.19129086 -0.14625158]
 [ 6.18267527  0.77312989  0.          0.        ]]",[-1.55353453  0.53634411]
16,-0.209317247074,[-0.49003536 -0.31922272],[-1.20266044 -0.30954874],-2.00479,"[ 0.83375534  0.80721157 -0.7725246  -3.51667294 -1.66721667 -1.2747071
 -0.0072865   0.04586984  1.34604629  0.04558417  0.        ]","[[-0.68758975 -1.45451137 -0.19129086 -0.14625158]
 [ 2.10242906  2.88238634  0.          0.        ]]",[-0.36081204  0.29493079]
17,-0.220323043411,[-0.49003536 -0.31922272],[-1.32967603 -0.5069831 ],-2.14286,"[ 0.8577229   0.89558729 -0.74067039 -3.48611762 -1.66721328 -1.27470529
 -0.04079883  0.19793628  1.43026841  0.01603708  0.        ]","[[-0.66028789 -1.38571615 -0.19129086 -0.14625158]
 [ 0.6326582   3.99343284  0.          0.        ]]",[-1.80414657  0.09250844]
18,-0.224459067845,[-0.49003536 -0.31922272],[-1.20777786 -0.53045362],-2.18882,"[ 0.83386469  1.00036513 -0.77237996 -3.43116429 -1.66720988 -1.27470349
 -0.13131479  0.23737042  1.45988676 -0.02872643  0.        ]","[[-0.68746552 -1.30295686 -0.19129086 -0.14625158]
 [-3.33715412  4.281552    0.          0.        ]]",[-2.17637164 -0.39004044]
19,-0.214319430634,[-0.49003536 -0.31922272],[-0.76655364 -0.23552442],-2.04083,"[ 0.73353259  1.08631481 -0.88892857 -3.37011525 -1.66720648 -1.27470169
 -0.22002391  0.0145322   1.37635627 -0.08603264  0.        ]","[[-0.79324422 -1.23366168 -0.19129086 -0.14625158]
 [-7.22772259  2.65342698  0.          0.        ]]",[-1.1222407  -0.24081773]
20,-0.187624919449,[-0.49003536 -0.31922272],[-0.26868472  0.09294379],-1.77515,"[ 0.53482645  1.13862121 -1.06163945 -3.32548362 -1.66720309 -1.27469988
 -0.30697806 -0.12299049  1.16363532 -0.12217686  0.        ]","[[ -0.97606183  -1.19067495  -0.19129086  -0.14625158]
 [-11.04132341   1.64864371   0.           0.        ]]",[ 0.4882297  -1.26311682]
21,-0.152402800601,[-0.49003536 -0.31922272],[ 0.4119679   0.72879797],-1.43939,"[ 0.28860349  1.13005898 -1.2027608  -3.33316436 -1.66719969 -1.27469808
 -0.25792522 -0.6694182   0.89326164 -0.074036    0.        ]","[[-1.17530279 -1.19775856 -0.19129086 -0.14625158]
 [-8.88999567 -2.3437259   0.          0.        ]]",[ 0.99565774  1.85905767]
22,-0.12856598174,[-0.49003536 -0.31922272],[ 0.14928226  0.3636314 ],-1.41318,"[  1.06886024e-01   1.12195174e+00  -1.26823063e+00  -3.34028910e+00
  -1.66719629e+00  -1.27469628e+00  -1.64106223e-01  -1.21238960e-01
   7.14626525e-01  -1.86176666e-03   0.00000000e+00]","[[-1.31181953 -1.20444765 -0.19129086 -0.14625158]
 [-4.77533567  1.66143541  0.          0.        ]]",[ 0.09474194 -0.79153235]
