timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.146760491812,"[[ -9.17150321e-02   6.55132318e-02   9.62055724e-02  -1.05279493e-01]
 [ -5.87374182e-05  -4.15132313e-03   0.00000000e+00   0.00000000e+00]]",[-1.74242449 -2.43497348],-2.84237,"[ 1.06187063  1.61296671  0.09633527 -0.08340203  0.83280757 -0.91326793
 -0.13925148 -0.31191124  0.57611704  1.23750176  0.        ]",[-0.63968027 -0.46802399],[-1.56999842 -3.02524092]
1,-0.138235195064,"[[-0.13139128  0.02571861  0.09620557 -0.10527949]
 [-3.95440269 -3.96212496  0.          0.        ]]",[-1.31461084 -1.956738  ],-2.70468,"[ 1.05557724  1.61513827  0.03556204 -0.17937523  0.83280708 -0.91326734
 -0.22925237 -0.87731736  0.56772346  1.10728806  0.        ]",[-0.63968027 -0.46802399],[-1.34931075 -2.73665645]
2,-0.113133438071,"[[-0.24937    -0.09244954  0.09620557 -0.10527949]
 [-7.83058268 -7.84176162  0.          0.        ]]",[-0.22329928 -0.57980168],-2.39709,"[ 1.02378613  1.61041688 -0.14290223 -0.46435392  0.83280658 -0.91326675
 -0.31747423 -1.43153189  0.50185268  0.72822911  0.        ]",[-0.63968027 -0.46802399],[-0.12642751 -0.37779183]
3,-0.0816568936768,"[[-0.40944175 -0.2627342   0.09620557 -0.10527949]
 [-8.17547917 -9.18222936  0.          0.        ]]",[ 0.82839096  0.70578718],-2.03646,"[ 0.95008893  1.57442293 -0.37612327 -0.86853138  0.83280609 -0.91326617
 -0.32532396 -1.62301901  0.3141751   0.2472247   0.        ]",[-0.63968027 -0.46802399],[ 0.312329   0.7129609]
4,-0.0635206488064,"[[-0.55894606 -0.41623493  0.09620557 -0.10527949]
 [-6.77957686 -6.17785172  0.          0.        ]]",[ 1.31198251  0.95555502],-1.86926,"[ 0.85102529  1.51324995 -0.57989082 -1.21764548  0.83280559 -0.91326558
 -0.29355304 -1.19383533  0.05570544 -0.12089098  0.        ]",[-0.63968027 -0.46802399],[ 1.35222147  0.56100601]
5,-0.0625144140646,"[[-0.65351016 -0.51629175  0.09620557 -0.10527949]
 [-2.69040547 -3.83563501  0.          0.        ]]",[ 1.32938588  0.90254366],-1.86457,"[ 0.77428639  1.45938883 -0.69963359 -1.43334261  0.83280509 -0.91326499
 -0.20048321 -0.85924349 -0.14373324 -0.30590317  0.        ]",[-0.63968027 -0.46802399],[ 0.9899018   0.89558975]
6,-0.0632297763183,"[[-0.66750561 -0.55667692  0.09620557 -0.10527949]
 [ 1.27767355 -0.21494312  0.          0.        ]]",[ 0.85658807  0.23039079],-1.94263,"[ 0.76205224  1.43466264 -0.71666866 -1.51714209  0.8328046  -0.9132644
 -0.11016944 -0.34201873 -0.19678331 -0.33973953  0.        ]",[-0.63968027 -0.46802399],[ 0.07397573 -0.12942325]
7,-0.0617089879821,"[[-0.63926756 -0.5660757   0.09620557 -0.10527949]
 [ 1.5452413  -0.72324065  0.          0.        ]]",[ 0.76227605  0.26423874],-1.87103,"[ 0.78650779  1.42866754 -0.68210814 -1.53634975  0.8328041  -0.91326381
 -0.10407955 -0.41463012 -0.16654804 -0.30921913  0.        ]",[-0.63968027 -0.46802399],[ 1.11194958  0.07114258]
8,-0.059128036921,"[[-0.56897716 -0.57758427  0.09620557 -0.10527949]
 [ 5.47073034 -0.42858149  0.          0.        ]]",[ 0.12880351 -0.09361905],-1.93676,"[ 0.84338386  1.42120548 -0.59295698 -1.5597134   0.83280361 -0.91326322
 -0.0147351  -0.37253717 -0.08436492 -0.22416086  0.        ]",[-0.63968027 -0.46802399],[-0.26932569  0.1865061 ]
9,-0.0594259871341,"[[-0.47134134 -0.5786565   0.09620557 -0.10527949]
 [ 4.29675837  0.3188613   0.          0.        ]]",[-0.26066417 -0.46766579],-1.93016,"[ 0.91249584  1.4205021  -0.46241634 -1.56187959  0.83280311 -0.91326263
 -0.04145479 -0.26576296  0.03373357 -0.08730075  0.        ]",[-0.63968027 -0.46802399],[-0.0234037  -0.03235357]
