timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-2.83264,"[ 0.91257606  1.64996576 -0.05690993  1.55381708  1.00581467  0.90723114
 -0.59372999  0.35478998  0.42249166 -0.97984515  0.        ]",[ 2.52506361 -1.45294801],-0.143283185543,[ 2.83299828 -0.48459241],[-0.77618879 -0.72133929],"[[ -6.09502236e-02   8.59338805e-02   1.15765151e-01   1.04782902e-01]
 [ -1.08849639e-03   1.08884666e-04   0.00000000e+00   0.00000000e+00]]"
1,-2.78116,"[ 0.9152579   1.65352822  0.00332472  1.4507868   1.00581428  0.90723082
 -0.47256808 -0.30843901  0.42410709 -0.92643557  0.        ]",[ 2.77603325  0.58921661],-0.140430563889,[ 2.35937262 -0.10261786],[-0.77618879 -0.72133929],"[[-0.02126581  0.04619277  0.11576515  0.1047829 ]
 [ 3.95634675 -3.96101458  0.          0.        ]]"
2,-2.74749,"[ 0.90793664  1.65492289  0.18239629  1.30781489  1.00581389  0.9072305
 -0.35387833  0.09507333  0.4158385  -0.67402854  0.        ]",[ 1.60502468 -1.80073907],-0.126561654267,[ 1.12144256 -1.00921226],[-0.77618879 -0.72133929],"[[ 0.09675706 -0.00884757  0.11576515  0.1047829 ]
 [ 7.83303595 -1.55104479  0.          0.        ]]"
3,-2.58077,"[ 0.84621256  1.65070556  0.47233937  1.12496212  1.0058135   0.90723019
 -0.23746059 -0.56300099  0.35845388 -0.23394256  0.        ]",[-0.53406778 -1.1484126 ],-0.102268901389,[-0.12349582 -1.04537439],[-0.77618879 -0.72133929],"[[  0.29156918  -0.07930294   0.11576515   0.1047829 ]
 [ 11.63551619  -5.48138108   0.           0.        ]]"
4,-2.32357,"[ 0.71366577  1.6199531   0.76503577  0.74461215  1.00581312  0.90722987
 -0.30914295 -1.20764029  0.26270625  0.11401892  0.        ]",[-0.24363773 -0.41382207],-0.0824493101192,[-0.39635277 -0.42083317],[-0.77618879 -0.72133929],"[[ 0.50078839 -0.22755987  0.11576515  0.1047829 ]
 [ 9.29419725 -9.33147908  0.          0.        ]]"
5,-2.19057,"[ 0.55478687  1.53200419  0.98518353  0.25052972  1.00581273  0.90722955
 -0.3442602  -1.45096972  0.17459339  0.27107751  0.        ]",[-0.95316387  0.05013889],-0.070681541871,[-0.61974382  0.0875068 ],[-0.77618879 -0.72133929],"[[  0.67516405  -0.42877075   0.11576515   0.1047829 ]
 [  8.14718196 -10.78476421   0.           0.        ]]"
6,-2.07887,"[ 0.41838366  1.38587587  1.12403102 -0.22158111  1.00581234  0.90722923
 -0.46464626 -1.38172911  0.11175185  0.26642636  0.        ]",[-0.00906518 -0.2992188 ],-0.0645851983588,[-0.13571247  0.57892382],[-0.77618879 -0.72133929],"[[  0.79865634  -0.64031659   0.11576515   0.1047829 ]
 [  4.21508379 -10.37123063   0.           0.        ]]"
7,-1.99399,"[ 0.31660972  1.18533343  1.20825999 -0.63420964  1.00581195  0.90722892
 -0.46828968 -1.54570752  0.0638129   0.14304101  0.        ]",[-0.27525199  1.605117  ],-0.0629322151185,[-0.02057448  1.27023911],[-0.77618879 -0.72133929],"[[  0.88176417  -0.85756749   0.11576515   0.1047829 ]
 [  4.09607744 -11.35059468   0.           0.        ]]"
8,-1.97547,"[ 0.22503181  0.98116571  1.27309424 -0.91343002  1.00581156  0.9072286
 -0.5041537  -0.84504462  0.00453609  0.03027679  0.        ]",[-0.29361317  0.74143696],-0.0615690356816,[ 0.03496562  0.86841708],[-0.77618879 -0.72133929],"[[ 0.95193236 -1.04259285  0.11576515  0.1047829 ]
 [ 2.92466997 -7.16589891  0.          0.        ]]"
9,-1.95315,"[ 0.16207645  0.8452006   1.31251491 -1.04618583  1.00581117  0.90722828
 -0.54152027 -0.32968045 -0.04225063 -0.0321938   0.        ]",[ 0.07463497  0.83079796],-0.0604405543826,[ 0.13625878  0.44501662],[-0.77618879 -0.72133929],"[[ 0.99818017 -1.15502812  0.11576515  0.1047829 ]
 [ 1.70418498 -4.0878956   0.          0.        ]]"
