timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-4.09086,"[ 0.89387489  1.82138113  0.06230964  1.42974062  0.88807046 -1.43498357
 -0.66104838  0.36102896  0.54397688  2.6003307   0.        ]",[-3.07493054 -0.97677636],-0.208494366495,[-3.07898712 -2.32758045],[-0.60913157 -0.4968358 ],"[[ 0.02328127  0.08905222  0.10276763 -0.16457614]
 [-0.00020265  0.00364282  0.          0.        ]]"
1,-3.91039,"[  8.94087316e-01   1.82507692e+00   7.92545949e-05   1.32906935e+00
   8.88070013e-01  -1.43498233e+00  -7.80650733e-01  -2.49623568e-01
   5.49839026e-01   2.44709767e+00   0.00000000e+00]",[-2.33493187 -0.8742824 ],-0.198147660871,[-1.96539593 -1.30243826],[-0.60913157 -0.4968358 ],"[[-0.01639822  0.05033454  0.10276763 -0.16457614]
 [-3.9545817  -3.86253094  0.          0.        ]]"
2,-3.28292,"[ 0.88024066  1.82427184 -0.1843389   1.039364    0.88806956 -1.43498109
 -0.89789307 -0.78408977  0.52329406  1.99778714  0.        ]",[-0.24063418 -0.00109338],-0.166508992704,[-0.56923819 -0.29973719],[-0.60913157 -0.4968358 ],"[[-0.13438233 -0.06086706  0.10276763 -0.16457614]
 [-7.83093529 -7.24635352  0.          0.        ]]"
3,-2.58896,"[ 0.8251245   1.79825726 -0.43620773  0.66884844  0.88806912 -1.43497985
 -0.9220039  -0.7620588   0.38581729  1.41485453  0.        ]",[-0.01191343 -0.34090103],-0.1211651688,[ 0.29092395  0.00358754],[-0.60913157 -0.4968358 ],"[[-0.29899921 -0.20439474  0.10276763 -0.16457614]
 [-8.62811844 -7.10687286  0.          0.        ]]"
4,-1.55123,"[ 0.72502135  1.73952457 -0.68497324  0.28294512  0.88806867 -1.43497861
 -0.91826023 -0.95303042  0.12658814  0.87940071  0.        ]",[ 0.93151996  1.80448412],-0.0716946263282,[ 1.13205802  0.74385989],[-0.60913157 -0.4968358 ],"[[-0.47031955 -0.35866343  0.10276763 -0.16457614]
 [-8.50435844 -8.3159582   0.          0.        ]]"
5,-1.28086,"[ 0.62043381  1.66950269 -0.8620897  -0.0141052   0.88806822 -1.43497737
 -0.80176552 -0.30183037 -0.14404539  0.5440322   0.        ]",[ 0.39723493  0.01005324],-0.0327714618216,[ 0.69148183  0.21604216],[-0.60913157 -0.4968358 ],"[[-0.60176303 -0.48361633  0.10276763 -0.16457614]
 [-4.65275139 -4.19307248  0.          0.        ]]"
6,-1.15007,"[ 0.54935576  1.61271275 -0.9581409  -0.20044663  0.88806777 -1.43497614
 -0.75145489 -0.28252021 -0.33177862  0.38519481  0.        ]",[ 0.59749737  1.01792097],-0.0106402876274,[ 0.68744743  0.46535212],[-0.60913157 -0.4968358 ],"[[-0.67812886 -0.56625115  0.10276763 -0.16457614]
 [-2.98936166 -4.07081629  0.          0.        ]]"
7,-1.14582,"[ 0.51388561  1.5816641  -1.00086224 -0.28919715  0.88806732 -1.4349749
 -0.67821525  0.35548417 -0.4258885   0.32283175  0.        ]",[ 0.83125237 -0.29225584],-0.00746243491115,[ 0.1267837  -0.29842034],[-0.60913157 -0.4968358 ],"[[-0.7136209  -0.60713947  0.10276763 -0.16457614]
 [-0.56787783 -0.03147597  0.          0.        ]]"
8,-1.19246,"[ 0.5358055   1.57199548 -0.97482558 -0.31529963  0.88806687 -1.43497366
 -0.57839739  0.17262256 -0.40384346  0.34630003  0.        ]",[ 0.04226638 -1.33113446],-0.00606294054131,[-0.47867051 -0.2898038 ],[-0.60913157 -0.4968358 ],"[[-0.69186628 -0.619385    0.10276763 -0.16457614]
 [ 2.73235305 -1.18921057  0.          0.        ]]"
9,-1.22545,"[ 0.5894047   1.51940615 -0.90591274 -0.44647791  0.88806643 -1.43497242
 -0.57493292 -0.44906962 -0.3797436   0.39737925  0.        ]",[-0.71979569  0.32068531],-0.00528776685155,[-0.40247193  0.5580458 ],[-0.60913157 -0.4968358 ],"[[-0.63606993 -0.68266102  0.10276763 -0.16457614]
 [ 2.8468902  -5.12527315  0.          0.        ]]"
10,-1.22999,"[ 0.61465929  1.43853162 -0.87048647 -0.61923957  0.88806598 -1.43497118
 -0.6627821  -0.23232961 -0.42455428  0.40697083  0.        ]",[-0.37537016  0.94559325],-0.000597079977622,[ 0.0374532   0.69419169],[-0.60913157 -0.4968358 ],"[[-0.60827398 -0.77139837  0.10276763 -0.16457614]
 [-0.05763992 -3.75304815  0.          0.        ]]"
11,-1.21986,"[ 0.60019151  1.40273843 -0.89103381 -0.68666379  0.88806553 -1.43496994
 -0.70770338  0.37086421 -0.48521245  0.37936326  0.        ]",[ 0.20808564  0.9044835 ],-0.00705693473538,[ 0.1793254   0.18959868],[-0.60913157 -0.4968358 ],"[[-0.62432859 -0.8081426   0.10276763 -0.16457614]
 [-1.54286316  0.06589546  0.          0.        ]]"
12,-1.22791,"[ 0.57955327  1.43899863 -0.9191843  -0.61832116  0.88806508 -1.4349687
 -0.68191467  0.93628647 -0.48248062  0.3603675   0.        ]",[ 0.28994875  0.12189684],-0.00756604719486,[-0.13046968 -0.66440654],[-0.60913157 -0.4968358 ],"[[-0.64663109 -0.77090732  0.10276763 -0.16457614]
 [-0.6902314   3.64570105  0.          0.        ]]"
13,-1.28971,"[ 0.57752139  1.50962738 -0.92188527 -0.46906009  0.88806463 -1.43496746
 -0.64681107  1.00106013 -0.41000982  0.37730433  0.        ]",[-0.74693793 -1.06001514],-0.00349058041871,[-0.4514899 -1.0628891],[-0.60913157 -0.4968358 ],"[[-0.6487909  -0.69387864  0.10276763 -0.16457614]
 [ 0.47037526  4.05579975  0.          0.        ]]"
14,-1.21541,"[ 0.55812316  1.54435567 -0.94708409 -0.38636603  0.88806418 -1.43496622
 -0.73642888  0.36312939 -0.40156059  0.36415306  0.        ]",[-0.27421935  0.8715706 ],-0.00489775692525,[ 0.38627017 -0.13258255],[-0.60913157 -0.4968358 ],"[[-0.66911225 -0.65328594  0.10276763 -0.16457614]
 [-2.49263009  0.01693228  0.          0.        ]]"
15,-1.17578,"[ 0.49766955  1.57283222 -1.01940078 -0.31303952  0.88806373 -1.43496498
 -0.76778531  0.90822397 -0.46156762  0.29995974  0.        ]",[ 0.55898444 -0.73991792],-0.0101073579242,[ 0.54984713 -0.73014545],[-0.60913157 -0.4968358 ],"[[-0.72936681 -0.61832124  0.10276763 -0.16457614]
 [-3.52936534  3.46803813  0.          0.        ]]"
16,-1.15473,"[ 0.44682171  1.60318366 -1.07395826 -0.22848931  0.88806329 -1.43496374
 -0.69875474  0.43450393 -0.49950996  0.25506416  0.        ]",[ 0.41411736 -0.29951403],-0.0152975536152,[ 0.4129951  -0.29768556],[-0.60913157 -0.4968358 ],"[[-0.77705485 -0.57905255  0.10276763 -0.16457614]
 [-1.2470479   0.46882286  0.          0.        ]]"
17,-1.16861,"[ 0.4377635   1.6012103  -1.08314749 -0.23420384  0.88806284 -1.4349625
 -0.64844372  0.24562662 -0.51546368  0.24488655  0.        ]",[ 0.42546171 -1.09686733],-0.0169600349693,[ 0.21379758 -0.13720073],[-0.60913157 -0.4968358 ],"[[-0.78530638 -0.58167415  0.10276763 -0.16457614]
 [ 0.41635427 -0.72699644  0.          0.        ]]"
18,-1.18077,"[ 0.46513087  1.55875728 -1.0549079  -0.34993869  0.88806239 -1.43496126
 -0.5977413  -0.37760078 -0.52798368  0.25953355  0.        ]",[-0.41344804  0.84637279],-0.0168703968367,[ 0.08700296  0.64283788],[-0.60913157 -0.4968358 ],"[[-0.76015998 -0.6358034   0.10276763 -0.16457614]
 [ 2.09269815 -4.67277245  0.          0.        ]]"
19,-1.17642,"[ 0.4916467   1.5088973  -1.02613757 -0.47070553  0.88806194 -1.43496002
 -0.64850169  0.16643153 -0.54602553  0.27477028  0.        ]",[ 0.35167492  0.79087236],-0.017398215331,[ 0.16353717  0.20137554],[-0.60913157 -0.4968358 ],"[[-0.73514471 -0.69470025  0.10276763 -0.16457614]
 [ 0.41442181 -1.22839741  0.          0.        ]]"
20,-1.22854,"[ 0.51452699  1.51509578 -1.00010657 -0.45646361  0.88806149 -1.43495879
 -0.60670022  0.66481841 -0.50372344  0.30108196  0.        ]",[-0.52460922 -1.48413551],-0.0125571447002,[-0.36474904 -0.59058857],[-0.60913157 -0.4968358 ],"[[-0.71298968 -0.68760921  0.10276763 -0.16457614]
 [ 1.79647666  1.92698807  0.          0.        ]]"
21,-1.17622,"[ 0.52945204  1.51373184 -0.98248087 -0.45961099  0.88806104 -1.43495755
 -0.67050871  0.03349671 -0.48192969  0.31792937  0.        ]",[ 0.05994192 -0.25482466],-0.00995579008672,[ 0.22185344  0.31330335],[-0.60913157 -0.4968358 ],"[[-0.69822717 -0.68917281  0.10276763 -0.16457614]
 [-0.3132025  -2.07003109  0.          0.        ]]"
