timestep,rewards,obs,actions,original_rewards,avg_action_dist,logstd_action_dist,human_obs
0,-4.87894,"[ 0.91947018  1.62881106  0.1099504   1.35063143  1.58262512 -1.20796794
 -0.58816331  0.35303485 -0.24458777  2.54450277  0.        ]",[-1.71266704 -2.64328339],-0.152054138882,[-2.45013595 -2.28148222],[-0.79913449 -0.74607491],"[[ 0.05077467  0.0025642   0.18264063 -0.13868461]
 [-0.00185704 -0.00290122  0.          0.        ]]"
1,-4.55963,"[ 0.9214963   1.62787636  0.04993991  1.24724507  1.5826241  -1.2079674
 -0.70956897 -0.31528269 -0.24217548  2.37115608  0.        ]",[-1.35287222 -0.47288471],-0.139618943054,[-1.20173895 -0.99244165],[-0.79913449 -0.74607491],"[[ 0.01106284 -0.03720564  0.18264063 -0.13868461]
 [-3.95616638 -3.96089707  0.          0.        ]]"
2,-3.95589,"[ 0.91216339  1.61658796 -0.12819736  0.99553102  1.58262308 -1.20796685
 -0.82860019 -0.61795    -0.27926178  1.8908296   0.        ]",[ 0.41582553  0.14975712],-0.104421683261,[ 0.10667834  0.04058948],[-0.79913449 -0.74607491],"[[-0.10695915 -0.13440827  0.18264063 -0.13868461]
 [-7.83313936 -5.75339275  0.          0.        ]]"
3,-3.47696,"[ 0.87207322  1.58918745 -0.33435542  0.71986197  1.58262207 -1.20796631
 -0.77334989 -0.49870124 -0.39982361  1.35978376  0.        ]",[-0.07047673  0.43763946],-0.0638498116148,[ 0.01455325  0.2260932 ],[-0.79913449 -0.74607491],"[[-0.24556653 -0.24239034  0.18264063 -0.13868461]
 [-6.03358974 -5.04716338  0.          0.        ]]"
4,-3.04521,"[ 0.81116669  1.55787715 -0.51050078  0.51384702  1.58262105 -1.20796576
 -0.77826923 -0.18921099 -0.56161538  0.94587095  0.        ]",[ 0.66987213 -0.34086072],-0.0328048370111,[ 0.38246745  0.33599702],[-0.79913449 -0.74607491],"[[-0.36784609 -0.32494353  0.18264063 -0.13868461]
 [-6.19382496 -3.21426167  0.          0.        ]]"
5,-2.72307,"[ 0.7471327   1.52067631 -0.64330283  0.32628393  1.58262003 -1.20796522
 -0.6931343  -0.40652981 -0.73386576  0.64125882  0.        ]",[ 0.4668802   1.78807339],-0.0241782287345,[ 0.28717753  0.89125335],[-0.79913449 -0.74607491],"[[-0.46390103 -0.40214199  0.18264063 -0.13868461]
 [-3.42090292 -4.50129469  0.          0.        ]]"
6,-2.73855,"[ 0.70900173  1.49295012 -0.7090149   0.20934687  1.58261901 -1.20796468
 -0.63439668  0.2769876  -0.84275244  0.49174516  0.        ]",[ 0.09615153 -0.6208929 ],-0.0328667740403,[-0.1861636   0.15462968],[-0.79913449 -0.74607491],"[[-0.51312427 -0.45155287  0.18264063 -0.13868461]
 [-1.50776619 -0.45328323  0.          0.        ]]"
7,-2.66368,"[ 0.6874223   1.47236307 -0.74304839  0.13129229  1.582618   -1.20796413
 -0.62177536 -0.13664273 -0.91069336  0.41226541  0.        ]",[ 0.16971755  1.1116445 ],-0.0402153818577,[ 0.04407442  0.85433185],[-0.79913449 -0.74607491],"[[-0.53915499 -0.4851967   0.18264063 -0.13868461]
 [-1.0966827  -2.90293554  0.          0.        ]]"
8,-2.7084,"[ 0.67455541  1.46094845 -0.76241499  0.09064399  1.58261698 -1.20796359
 -0.60053996  0.54160654 -0.94952165  0.36991169  0.        ]",[-0.23611015  0.12187559],-0.0446302300441,[-0.32776088  0.01227918],[-0.79913449 -0.74607491],"[[-0.5541492  -0.50295344  0.18264063 -0.13868461]
 [-0.40503     1.11387531  0.          0.        ]]"
9,-2.61199,"[ 0.65923429  1.47809221 -0.78465642  0.15237616  1.58261596 -1.20796304
 -0.62897692  0.61942417 -0.94969358  0.35693444  0.        ]",[ 0.95727491  0.62308402],-0.0448641830367,[-0.13902649 -0.06131259],[-0.79913449 -0.74607491],"[[-0.57154291 -0.47605196  0.18264063 -0.13868461]
 [-1.33125459  1.57473719  0.          0.        ]]"
