timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.360096247836,"[[ 0.0147592   0.04804981 -0.11397137 -0.14928834]
 [-0.0011015  -0.00263265  0.          0.        ]]",[-2.06461525  1.18022025],-2.11143,"[ 1.13142433  2.03343814  0.10816824 -0.54871864 -0.97776624 -1.30521286
  1.04687152 -0.34918709  2.07297225  1.34468321  0.        ]",[-0.25851589 -0.25749502],[-2.6800137  0.3935109]
1,-0.357351424377,"[[-0.02495921  0.06364644 -0.11397137 -0.14928834]
 [-3.95756481  1.5570922   0.          0.        ]]",[-1.9841187   1.16113114],-2.1531,"[ 1.13113916  2.03225161  0.04832073 -0.50302147 -0.97776236 -1.30520571
  0.87967098 -0.13046034  2.07376771  1.28928161  0.        ]",[-0.25851589 -0.25749502],[-1.57451565  1.25504626]
2,-0.349668514593,"[[-0.14303106  0.13422183 -0.11397137 -0.14928834]
 [-7.83670454  5.48733742  0.          0.        ]]",[-1.81493366  1.1159966 ],-2.11172,"[ 1.11745068  2.02290101 -0.12887294 -0.29697528 -0.97775849 -1.30519856
  0.71573898  0.42069385  2.06722503  1.14713472  0.        ]",[-0.25851589 -0.25749502],[-1.85601423  1.43296005]
3,-0.336647123716,"[[ -0.33791622   0.28262046  -0.11397137  -0.14928834]
 [-11.63917006   9.33965645   0.           0.        ]]",[-1.56654692  1.07282734],-2.04136,"[ 1.05339594  1.98181452 -0.41364621  0.12868091 -0.97775461 -1.30519142
  0.55504775  0.96091826  2.03289186  0.94619532  0.        ]",[-0.25851589 -0.25749502],[-1.7797626   1.49678491]
4,-0.316066655243,"[[ -0.60809798   0.50729771  -0.11397137  -0.14928834]
 [-15.36665659  13.11541272   0.           0.        ]]",[-1.274019    1.01241732],-1.99296,"[ 0.88378698  1.8663167  -0.77498137  0.73595074 -0.97775074 -1.30518427
  0.39752539  1.49040004  1.9423242   0.70374275  0.        ]",[-0.25851589 -0.25749502],[ 0.82154141  1.52307507]
5,-0.294489147823,"[[ -0.87978924   0.80671118  -0.11397137  -0.14928834]
 [-11.81420233  16.81364673   0.           0.        ]]",[-1.16482985  0.90160131],-1.77157,"[ 0.63026724  1.62242791 -1.07530177  1.42906168 -0.97774687 -1.30517712
  0.54764887  2.00899846  1.81300679  0.56232005  0.        ]",[-0.25851589 -0.25749502],[-0.92439692  1.09996376]
6,-0.271711837919,"[[ -1.15044045   1.17937661  -0.11397137  -0.14928834]
 [-15.23962193  20.44068226   0.           0.        ]]",[-1.12625694  0.74319792],-1.57269,"[ 0.31343786  1.20694484 -1.28978869  2.02283944 -0.97774299 -1.30516997
  0.40289122  2.51759237  1.65084647  0.53708267  0.        ]",[-0.25851589 -0.25749502],[-1.49169109 -0.25514344]
7,-0.238788951297,"[[ -1.49191854   1.57399055  -0.11397137  -0.14928834]
 [-18.89625462  19.0252711    0.           0.        ]]",[-1.19121742  0.67200154],-1.42371,"[-0.14169132  0.69197976 -1.41628137  2.24473459 -0.97773912 -1.30516283
  0.24836276  2.31907671  1.4130219   0.51567644  0.        ]",[-0.25851589 -0.25749502],[-0.83121812  0.89518942]
8,-0.20179530125,"[[ -1.89912095   1.98626798  -0.11397137  -0.14928834]
 [-21.81436127  22.1918166    0.           0.        ]]",[-1.17657423  0.64007962],-1.27782,"[-0.69628568  0.15595672 -1.34046559  1.99508585 -0.97773525 -1.30515568
  0.12504417  2.76307491  1.12571489  0.56241018  0.        ]",[-0.25851589 -0.25749502],[ 0.2848008   2.36187006]
9,-0.180009402939,"[[ -2.31978305   2.46540658  -0.11397137  -0.14928834]
 [-20.25680092  25.71046849   0.           0.        ]]",[-1.13382626  0.57976884],-1.02558,"[-1.19170074 -0.3478273  -1.01767345  1.14673236 -0.97773137 -1.30514853
  0.19086594  3.25641435  0.86401758  0.79513876  0.        ]",[-0.25851589 -0.25749502],[-0.26375017  0.70446724]
10,-0.189027947545,"[[ -2.7313802    3.00248704  -0.11397137  -0.14928834]
 [-20.9008384   23.13606432   0.           0.        ]]",[-1.14069271  0.56616199],-0.977333,"[-1.51807252 -0.62944044 -0.51500356 -0.28281056 -0.9777275  -1.30514139
  0.16364866  2.89536099  0.67473276  1.18727764  0.        ]",[-0.25851589 -0.25749502],[-0.69634651 -0.54038453]
11,-0.197171020307,"[[ -3.17292193   3.17082534  -0.11397137  -0.14928834]
 [-23.24520805  -0.04986823   0.           0.        ]]",[-1.47216344  0.77745271],-1.11403,"[-1.63205119 -0.64179734  0.13316315 -0.7754553  -0.97772362 -1.30513424
  0.06457557 -0.35585952  0.64445562  1.30795761  0.        ]",[-0.25851589 -0.25749502],[-0.66267082  1.49045479]
12,-0.187993959419,"[[ -3.65953565   3.12622112  -0.11397137  -0.14928834]
 [-25.40888935  -3.05686903   0.           0.        ]]",[-1.59985507  0.77814662],-1.01117,"[-1.45143654 -0.64220928  0.83202358 -0.64458002 -0.97771975 -1.30512709
 -0.02686163 -0.77751105  0.62956736  1.22259006  0.        ]",[-0.25851589 -0.25749502],[-1.94441563  0.74659259]
13,-0.176979975592,"[[ -4.20239107   3.07113701  -0.11397137  -0.14928834]
 [-28.86512023  -2.26273874   0.           0.        ]]",[-1.67487752  0.76386809],-1.00019,"[-0.92529898 -0.63904448  1.40110558 -0.48310798 -0.97771588 -1.30511995
 -0.17292202 -0.66615279  0.55848705  1.17194639  0.        ]",[-0.25851589 -0.25749502],[-1.98797792  1.0971659 ]
14,-0.173855295012,"[[ -4.81368419   3.03674912  -0.11397137  -0.14928834]
 [-32.25290414  -1.23364243   0.           0.        ]]",[-1.75589538  0.76529312],-1.05115,"[-0.11080203 -0.63501327  1.58513173 -0.38259068 -0.977712   -1.3051128
 -0.31608978 -0.52184704  0.48385819  1.20600973  0.        ]",[-0.25851589 -0.25749502],[-1.65856907  1.74686447]
15,-0.181017218026,"[[ -5.49206032   3.01902266  -0.11397137  -0.14928834]
 [-35.57364731  -0.60197881   0.           0.        ]]",[-1.7715553   0.77993345],-1.0324,"[ 0.72114538 -0.63231914  1.1575711  -0.33090943 -0.97770813 -1.30510565
 -0.45642422 -0.43327122  0.45803364  1.29907414  0.        ]",[-0.25851589 -0.25749502],[-2.99161905  3.21626836]
16,-0.193669703515,"[[ -6.23619199   3.01062648  -0.11397137  -0.14928834]
 [-38.82867561  -0.27621235   0.           0.        ]]",[-1.64768946  0.7959854 ],-1.03513,"[ 1.13005045 -0.63089636  0.15672796 -0.30646845 -0.97770426 -1.30509851
 -0.59398124 -0.38758977  0.50307324  1.39106053  0.        ]",[-0.25851589 -0.25749502],[-1.53865033  1.61239522]
17,-0.203628608456,"[[ -7.04477786   3.00684437  -0.11397137  -0.14928834]
 [-42.01928072  -0.12187323   0.           0.        ]]",[-1.39582026  0.79557896],-0.956727,"[ 0.74973781 -0.63022391 -0.9539405  -0.29546723 -0.97770038 -1.30509136
 -0.72881525 -0.36594671  0.59895206  1.41599311  0.        ]",[-0.25851589 -0.25749502],[-2.38977888  0.64654154]
18,-0.203753687818,"[[ -7.9165422    3.00482149  -0.11397137  -0.14928834]
 [-45.14673106  -0.07824202   0.           0.        ]]",[-1.25168192  0.79040915],-1.10161,"[-0.33699004 -0.62985564 -1.41801437 -0.28958519 -0.97769651 -1.30508421
 -0.86097967 -0.35982769  0.68366116  1.3415659   0.        ]",[-0.25851589 -0.25749502],[ 0.51343043  1.11730085]
19,-0.192942733187,"[[ -8.79011358e+00   3.00402973e+00  -1.13971370e-01  -1.49288340e-01]
 [ -4.22201616e+01  -1.52024141e-02   0.00000000e+00   0.00000000e+00]]",[-1.19564867  0.78325796],-0.959278,"[-1.36357961 -0.62970893 -0.80750714 -0.28728301 -0.97769264 -1.30507707
 -0.73729916 -0.35098713  0.68817629  1.21723972  0.        ]",[-0.25851589 -0.25749502],[-1.51263171  1.02823022]
20,-0.178129196202,"[[ -9.66585570e+00   3.00390991e+00  -1.13971370e-01  -1.49288340e-01]
 [ -4.53436410e+01  -6.04961052e-04   0.00000000e+00   0.00000000e+00]]",[-1.24765301  0.76091945],-0.995809,"[-1.59274372 -0.62968514  0.44572507 -0.28693407 -0.97768876 -1.30506992
 -0.86929591 -0.34893939  0.60903964  1.1338428   0.        ]",[-0.25851589 -0.25749502],[-0.28529714  1.17628028]
21,-0.170279970611,"[[ -1.05750556e+01   3.00392885e+00  -1.13971370e-01  -1.49288340e-01]
 [ -4.55755719e+01   1.61424652e-03   0.00000000e+00   0.00000000e+00]]",[-1.46754611  0.7472322 ],-0.921898,"[-0.81480232 -0.62968684  1.46156892 -0.2869885  -0.97768489 -1.30506278
 -0.87909427 -0.34862741  0.50020134  1.15441775  0.        ]",[-0.25851589 -0.25749502],[-2.15731469  0.64017585]
22,-0.177514904869,"[[ -1.15172394e+01   3.00357738e+00  -1.13971370e-01  -1.49288340e-01]
 [ -4.86326271e+01  -2.51020966e-02   0.00000000e+00   0.00000000e+00]]",[-1.61053085  0.76214981],-1.02589,"[ 0.43819642 -0.62962041  1.39241347 -0.28596627 -0.97768102 -1.30505563
 -1.00828299 -0.35237294  0.4468606   1.2725701   0.        ]",[-0.25851589 -0.25749502],[-1.53690465  0.58539489]
23,-0.194410955974,"[[ -1.25199572e+01   3.00306515e+00  -1.13971370e-01  -1.49288340e-01]
 [ -5.16291617e+01  -2.27204340e-02   0.00000000e+00   0.00000000e+00]]",[-1.5066359  0.7883687],-0.957249,"[ 1.13009465 -0.62952412  0.15585369 -0.28447688 -0.97767714 -1.30504849
 -1.13491293 -0.35203817  0.50364011  1.39793694  0.        ]",[-0.25851589 -0.25749502],[-2.54263785  0.39531182]
24,-0.205272223742,"[[ -1.35820104e+01   3.00250457e+00  -1.13971370e-01  -1.49288340e-01]
 [ -5.45663754e+01  -2.72639924e-02   0.00000000e+00   0.00000000e+00]]",[-1.29551053  0.79570353],-0.990262,"[ 0.47792978 -0.62941851 -1.19465632 -0.28284708 -0.97767327 -1.30504134
 -1.25903453 -0.35267449  0.63158111  1.40526058  0.        ]",[-0.25851589 -0.25749502],[-1.10046306  1.6382172 ]
25,-0.198572926766,"[[ -1.47022245e+01   3.00270059e+00  -1.13971370e-01  -1.49288340e-01]
 [ -5.74454427e+01   2.73088333e-02   0.00000000e+00   0.00000000e+00]]",[-1.1833427   0.79178631],-1.07067,"[-0.99066076 -0.62945308 -1.18672388 -0.28341611 -0.9776694  -1.3050342
 -1.38069716 -0.34502113  0.69883411  1.26934514  0.        ]",[-0.25851589 -0.25749502],[ 0.09139835  2.08244723]
26,-0.179816866741,"[[ -1.58360926e+01   3.00324463e+00  -1.13971370e-01  -1.49288340e-01]
 [ -5.59463565e+01   2.38045041e-02   0.00000000e+00   0.00000000e+00]]",[-1.15153241  0.75501877],-0.878071,"[-1.62137833 -0.62955194  0.27849805 -0.28499668 -0.97766552 -1.30502705
 -1.31733788 -0.34551174  0.62220096  1.13891382  0.        ]",[-0.25851589 -0.25749502],[-1.90975247  1.13200322]
27,-0.170316943121,"[[ -1.69836323e+01   3.00361867e+00  -1.13971370e-01  -1.49288340e-01]
 [ -5.87981086e+01   1.38250031e-02   0.00000000e+00   0.00000000e+00]]",[-1.36980844  0.74189484],-0.948932,"[-0.65257152 -0.62961912  1.52769626 -0.28608321 -0.97766165 -1.30501991
 -1.43784494 -0.34691036  0.48769405  1.16586994  0.        ]",[-0.25851589 -0.25749502],[-1.52828816  0.30992715]
28,-0.183807114491,"[[ -1.81876406e+01   3.00308849e+00  -1.13971370e-01  -1.49288340e-01]
 [ -6.15934049e+01  -4.36162639e-02   0.00000000e+00   0.00000000e+00]]",[-1.47953498  0.76818419],-0.971708,"[ 0.8397034  -0.62951953  1.01212448 -0.2845416  -0.97765778 -1.30501276
 -1.55596407 -0.35496441  0.45537199  1.32860367  0.        ]",[-0.25851589 -0.25749502],[-2.40696413  0.11350276]
29,-0.20284061671,"[[ -1.94469995e+01   3.00206952e+00  -1.13971370e-01  -1.49288340e-01]
 [ -6.43333600e+01  -4.83872868e-02   0.00000000e+00   0.00000000e+00]]",[-1.31465769  0.79641771],-0.989752,"[ 0.89216651 -0.62932874 -0.7617433  -0.28157966 -0.97765391 -1.30500562
 -1.67174205 -0.35563263  0.58131094  1.42227697  0.        ]",[-0.25851589 -0.25749502],[-1.09639421  1.03369656]
30,-0.201358110159,"[[ -2.07606134e+01   3.00222589e+00  -1.13971370e-01  -1.49288340e-01]
 [ -6.70190743e+01   3.52349655e-02   0.00000000e+00   0.00000000e+00]]",[-1.18986583  0.7967838 ],-1.06741,"[-0.71183205 -0.62935606 -1.33456714 -0.28203347 -0.97765003 -1.30499847
 -1.78522511 -0.34390565  0.69695835  1.30216178  0.        ]",[-0.25851589 -0.25749502],[ 0.36650683  1.85890995]
31,-0.180535933276,"[[ -2.20731238e+01   3.00295375e+00  -1.13971370e-01  -1.49288340e-01]
 [ -6.42412312e+01   3.25037838e-02   0.00000000e+00   0.00000000e+00]]",[-1.11632466  0.75210118],-0.971712,"[-1.6280615  -0.62948928  0.20933459 -0.28414814 -0.97764616 -1.30499133
 -1.6678213  -0.34428786  0.62743172  1.14143937  0.        ]",[-0.25851589 -0.25749502],[-0.14815347  0.33914434]
32,-0.170472435518,"[[ -2.33510740e+01   3.00276773e+00  -1.13971370e-01  -1.49288340e-01]
 [ -6.35560675e+01  -2.92644619e-02   0.00000000e+00   0.00000000e+00]]",[-1.35026777  0.73999321],-0.929897,"[-0.53985241 -0.62945306  1.55946223 -0.2836069  -0.97764229 -1.30498418
 -1.6388543  -0.35294874  0.47954057  1.17452943  0.        ]",[-0.25851589 -0.25749502],[-1.8266717   0.32643494]
