timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.191297647321,"[[-0.05541338  0.00177629  0.13895946  0.16630625]
 [ 0.0046616   0.00402747  0.          0.        ]]",[ 3.00584126  0.57746363],-3.51966,"[ 0.94992544  1.79170591 -0.10338827 -1.0036314   1.17823499  1.44556277
  0.85121116 -0.39170362  0.24159608 -2.23232561  0.        ]",[-0.58518052 -0.56680441],[ 2.89690219  0.57783738]
1,-0.181353477337,"[[-0.01563949  0.02479682  0.13895946  0.16630625]
 [ 3.95956208  2.2904111   0.          0.        ]]",[ 2.31154561 -0.12593341],-3.42889,"[ 0.95197432  1.7913042  -0.04106547 -0.9404682   1.17823364  1.44556062
  0.96544177 -0.02015143  0.24404856 -2.11131076  0.        ]",[-0.58518052 -0.56680441],[ 2.47248813  1.47368685]
2,-0.149313958508,"[[ 0.10244135  0.10986273  0.13895946  0.16630625]
 [ 7.83563416  6.20314054  0.          0.        ]]",[ 1.12313867 -1.14829588],-2.83664,"[ 0.94454392  1.78385384  0.14380588 -0.70764234  1.17823228  1.44555848
  1.07739533  0.61569239  0.21929151 -1.73340535  0.        ]",[-0.58518052 -0.56680441],[ 1.63638686 -1.39033682]
3,-0.100725997822,"[[  0.29730622   0.19295022   0.13895946   0.16630625]
 [ 11.63818394   2.11921161   0.           0.        ]]",[-0.00357751 -0.41293991],-2.24422,"[ 0.8884928   1.76754391  0.4428013  -0.48231952  1.17823093  1.44555633
  1.18722503 -0.04797306  0.09992167 -1.20275616  0.        ]",[-0.58518052 -0.56680441],[ 0.51705011 -0.38615763]
4,-0.0455893221317,"[[  0.54828883   0.21956395   0.13895946   0.16630625]
 [ 13.45402457   0.54739276   0.           0.        ]]",[-1.32577229 -0.15776289],-1.80767,"[ 0.73945643  1.7604466   0.80075187 -0.41084006  1.17822958  1.44555418
  1.23967141 -0.30340398 -0.13448743 -0.67485763  0.        ]",[-0.58518052 -0.56680441],[-1.27778977  1.15317548]
5,-0.0123790998424,"[[ 0.77499366  0.27014572  0.13895946  0.16630625]
 [ 9.2305413   4.49762386  0.          0.        ]]",[-2.0320394  -0.94061112],-1.59287,"[ 0.53777625  1.74448547  1.08061749 -0.27619562  1.17822823  1.44555204
  1.11768113  0.33853511 -0.44924708 -0.26764483  0.        ]",[-0.58518052 -0.56680441],[-2.08645237 -0.76668939]
6,-0.046595318116,"[[ 0.91809412  0.32876086  0.13895946  0.16630625]
 [ 5.09325268  1.37430274  0.          0.        ]]",[-1.98998022 -0.13472635],-1.74189,"[ 0.3823866   1.72197975  1.22916104 -0.12253271  1.17822687  1.44554989
  0.99818072 -0.16902583 -0.70623648 -0.06063172  0.        ]",[-0.58518052 -0.56680441],[-1.92601156 -0.03725303]
7,-0.0620442579587,"[[ 0.97925773  0.35450907  0.13895946  0.16630625]
 [ 1.03661044  1.20109492  0.          0.        ]]",[-1.7279253   0.05290031],-1.8295,"[ 0.31027594  1.71074914  1.28504077 -0.05596345  1.17822552  1.44554774
  0.88100986 -0.1971732  -0.82395812  0.00845733  0.        ]",[-0.58518052 -0.56680441],[-0.62081271  0.73585492]
8,-0.0669389513177,"[[ 0.97513237  0.40753562  0.13895946  0.16630625]
 [-1.44089516  4.09191994  0.          0.        ]]",[-1.51928401 -0.52310729],-1.78564,"[ 0.31523774  1.68508375  1.2814209   0.07909305  1.17822417  1.4455456
  0.80945013  0.27260592 -0.86482458  0.01850753  0.        ]",[-0.58518052 -0.56680441],[-1.54115215 -0.16861656]
9,-0.0610297439876,"[[ 0.90691098  0.48187681  0.13895946  0.16630625]
 [-5.36818735  3.34467129  0.          0.        ]]",[-0.78383809 -0.17588466],-1.75074,"[ 0.39522215  1.64346541  1.21842882  0.26320525  1.17822282  1.44554345
  0.69601558  0.15117266 -0.82449767 -0.02480663  0.        ]",[-0.58518052 -0.56680441],[-0.89231824 -0.58875047]
