timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.356022659108,[-0.96674705 -1.07515466],[ 1.81870484  2.27769113],-9.12444,"[ 0.8116509   1.30289531  0.04813047 -0.55212299 -1.26794286  0.02231229
  0.57767958 -0.32393709  3.0487187  -0.16158732  0.        ]","[[ 0.0430064   0.0320612  -0.14627881  0.00235049]
 [-0.00421449 -0.00267222  0.          0.        ]]",[ 1.16859102  1.46021879]
1,-0.355363719857,[-0.96674705 -1.07515466],[ 1.26358306  2.39123225],-9.17941,"[ 0.80741677  1.30031479  0.11204479 -0.4749476  -1.26794229  0.02231228
  0.69766398  0.4315597   3.0357785   0.03321453  0.        ]","[[  8.25980360e-02   7.17206866e-02  -1.46278808e-01   2.35049131e-03]
 [  3.95021973e+00   3.95543396e+00   0.00000000e+00   0.00000000e+00]]",[ 1.31148902  2.0728426 ]
2,-0.351069538083,[-0.96674705 -1.07515466],[ 0.56886047  2.66108418],-8.91668,"[ 0.77909142  1.2810249   0.30074132 -0.24702712 -1.26794173  0.02231228
  0.81527841  1.17210203  2.94618093  0.59894945  0.        ]","[[  2.00494427e-01   1.89756272e-01  -1.46278808e-01   2.35049131e-03]
 [  7.82654633e+00   7.83519406e+00   0.00000000e+00   0.00000000e+00]]",[ 0.06873688  2.03413379]
3,-0.338355160821,[-0.96674705 -1.07515466],[-1.42840815  2.28754663],-8.38121,"[ 0.70507738  1.21189778  0.54569018  0.11659448 -1.26794117  0.02231227
  0.81879725  1.89824913  2.68594274  1.33618374  0.        ]","[[  3.58188278e-01   3.84630507e-01  -1.46278808e-01   2.35049131e-03]
 [  7.94252733e+00   1.16395420e+01   0.00000000e+00   0.00000000e+00]]",[-2.19161878  2.4780334 ]
4,-0.316209065457,[-0.96674705 -1.07515466],[-3.41312289  1.82223129],-7.78595,"[ 0.62398263  1.04407798  0.71948676  0.57224836 -1.26794061  0.02231227
  0.69397626  2.61030874  2.28172148  1.89043165  0.        ]","[[  4.75763062e-01   6.54851362e-01  -1.46278808e-01   2.35049131e-03]
 [  3.82870177e+00   1.53700965e+01   0.00000000e+00   0.00000000e+00]]",[-3.50313248  1.73965926]
5,-0.286526818586,[-0.96674705 -1.07515466],[-4.57171583  1.39864182],-7.17965,"[ 0.59481205  0.72807063  0.77092846  1.0240677  -1.26794005  0.02231227
  0.57163179  3.30824098  1.84552511  2.09858628  0.        ]","[[  5.11880522e-01   9.98941109e-01  -1.46278808e-01   2.35049131e-03]
 [ -2.03504167e-01   1.90266572e+01   0.00000000e+00   0.00000000e+00]]",[-4.5672754   2.09241003]
6,-0.249816756404,[-0.96674705 -1.07515466],[-5.02491379  0.66777593],-6.54275,"[ 0.62987674  0.24335364  0.70852397  1.31063696 -1.26793949  0.02231226
  0.45170652  3.99229014  1.44678864  1.9595241   0.        ]","[[  4.68154470e-01   1.41543298e+00  -1.46278808e-01   2.35049131e-03]
 [ -4.15597910e+00   2.26105144e+01   0.00000000e+00   0.00000000e+00]]",[-4.99763208  0.652692  ]
7,-0.209112332342,[-0.96674705 -1.07515466],[-4.5170145 -0.1105603],-6.12136,"[ 0.71214617 -0.34324632  0.52742805  1.23622778 -1.26793892  0.02231226
  0.33414254  4.40020403  1.14394914  1.50729064  0.        ]","[[  3.46161088e-01   1.88908734e+00  -1.46278808e-01   2.35049131e-03]
 [ -8.03063161e+00   2.47476982e+01   0.00000000e+00   0.00000000e+00]]",[-4.23708326 -0.39330592]
8,-0.174373928341,[-0.96674705 -1.07515466],[-2.9318893  -0.84156245],-5.85589,"[ 0.79473857 -0.84408755  0.21621366  0.75324403 -1.26793836  0.02231226
  0.21887186  4.00939764  0.97602631  0.87401161  0.        ]","[[  1.47434195e-01   2.36349969e+00  -1.46278808e-01   2.35049131e-03]
 [ -1.18297021e+01   2.27002766e+01   0.00000000e+00   0.00000000e+00]]",[-3.04207754 -1.17632814]
9,-0.15327393839,[-0.96674705 -1.07515466],[-0.91360247 -0.90814525],-5.79695,"[ 0.79960153 -1.12087532 -0.22555889  0.0870509  -1.2679378   0.02231225
  0.10584273  3.16775146  0.89626893  0.25678961  0.        ]","[[ -1.26534483e-01   2.77326381e+00  -1.46278808e-01   2.35049131e-03]
 [ -1.55548962e+01   1.82908091e+01   0.00000000e+00   0.00000000e+00]]",[-1.00093017 -1.05884842]
10,-0.144325924676,[-0.96674705 -1.07515466],[ 1.63070023  0.6610738 ],-5.7891,"[ 0.62514258 -1.2010103  -0.76017916 -0.45932092 -1.26793724  0.02231225
 -0.00496822  0.86051231  0.84497858 -0.11784509  0.        ]","[[ -4.74273304e-01   3.06182895e+00  -1.46278808e-01   2.35049131e-03]
 [ -1.92069838e+01   6.20285264e+00   0.00000000e+00   0.00000000e+00]]",[ 1.538219    0.52098924]
11,-0.143481181466,[-0.96674705 -1.07515466],[ 1.3374691   1.04119515],-5.66028,"[ 0.27808803 -1.2034211  -1.1984763  -0.51691622 -1.26793668  0.02231224
  0.12669076 -0.53057614  0.83979223 -0.18999838  0.        ]","[[ -8.14877540e-01   3.09144830e+00  -1.46278808e-01   2.35049131e-03]
 [ -1.48677908e+01  -1.08526013e+00   0.00000000e+00   0.00000000e+00]]",[ 1.47857911  1.56113731]
12,-0.149768797109,[-0.96674705 -1.07515466],[ 0.99277788  1.04601514],-5.68903,"[-0.07199312 -1.2008555  -1.44006206 -0.45635975 -1.26793612  0.02231224
  0.25575332 -0.62958854  0.90391325 -0.15908408  0.        ]","[[ -1.06955559e+00   3.06030455e+00  -1.46278808e-01   2.35049131e-03]
 [ -1.06141698e+01  -1.60400100e+00   0.00000000e+00   0.00000000e+00]]",[ 1.11671624  1.58612476]
13,-0.154789412695,[-0.96674705 -1.07515466],[ 0.7458325   0.89186347],-5.73046,"[-0.33734908 -1.19769224 -1.55135242 -0.40458873 -1.26793556  0.02231224
  0.38226217 -0.5208182   0.9561961  -0.15925307  0.        ]","[[ -1.24000547e+00   3.03361745e+00  -1.46278808e-01   2.35049131e-03]
 [ -6.44471313e+00  -1.03413830e+00   0.00000000e+00   0.00000000e+00]]",[ 0.97047635  0.24692684]
