timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.12216538  2.10039865  0.20516559 -1.14378875 -0.41443591 -0.30960242
  0.67951946 -0.39129299  1.6373304   0.2159434   0.        ]","[[-0.01676538 -0.06958358 -0.04806137 -0.03472292]
 [ 0.00461264  0.00079106  0.          0.        ]]",[-1.24423629  1.34595982],-1.50538,-0.258712467109,[-0.25737423 -0.36891976],[-1.61778355  1.33229077]
1,"[ 1.12013556  2.1031025   0.14453384 -1.02398171 -0.41443472 -0.30960158
  0.44247256  0.20264334  1.63622933  0.1821673   0.        ]","[[-0.05638    -0.02982463 -0.04806137 -0.03472292]
 [-3.95289177  3.96189726  0.          0.        ]]",[-0.67780392  1.07600076],-1.45828,-0.258240413063,[-0.25737423 -0.36891976],[-1.44692564  1.13982582]
2,"[ 1.10415296  2.09829354 -0.01555311 -0.66774803 -0.41443352 -0.30960075
  0.28645989  0.78474043  1.62841388  0.10479744  0.        ]","[[-0.1615709   0.08836432 -0.04806137 -0.03472292]
 [-6.55752395  7.84405294  0.          0.        ]]",[-1.39365751  1.77852122],-1.55975,-0.256683047185,[-0.25737423 -0.36891976],[-1.22551203  0.93524063]
3,"[ 1.04644767  2.04848238 -0.26711126 -0.09026651 -0.41443233 -0.30959991
  0.05718678  1.35536777  1.59839848 -0.01194511  0.        ]","[[ -0.33112588   0.2834295   -0.04806137  -0.03472292]
 [-10.38524726  11.64975299   0.           0.        ]]",[-1.62691958  0.26147209],-1.5156,-0.25252267358,[-0.25737423 -0.36891976],[-0.95388407  0.7398299 ]
4,"[ 0.89655531  1.9177175  -0.60400987  0.57693961 -0.41443113 -0.30959908
 -0.16750024  1.47618035  1.51693323 -0.20445342  0.        ]","[[ -0.57646659   0.52451014  -0.04806137  -0.03472292]
 [-14.13640577  12.45555684   0.           0.        ]]",[-1.9889359   0.10043427],-1.49868,-0.243093702684,[-0.25737423 -0.36891976],[-0.50718307  0.79033679]
5,"[ 0.59795171  1.70851817 -0.96521064  1.17743535 -0.41442994 -0.30959824
 -0.38776262  1.49890953  1.35004379 -0.47134105  0.        ]","[[ -0.89608891   0.77514413  -0.04806137  -0.03472292]
 [-17.81369735  12.6072232    0.           0.        ]]",[ 0.50335551  0.32049278],-1.22426,-0.226907659644,[-0.25737423 -0.36891976],[ 0.07431746  0.86759162]
6,"[ 0.19368411  1.42367927 -1.2121338   1.66413621 -0.41442874 -0.30959741
 -0.24743533  1.65150046  1.12167592 -0.67510151  0.        ]","[[ -1.22885784   1.0374999   -0.04806137  -0.03472292]
 [-15.47095358  13.62499425   0.           0.        ]]",[ 1.3154102   0.55960939],-1.02779,-0.205931701095,[-0.25737423 -0.36891976],[ 0.36693382  0.67670274]
7,"[-0.16972027  1.05106024 -1.29646114  1.99567814 -0.41442755 -0.30959658
  0.0078431   1.94300532  0.92835867 -0.69878392  0.        ]","[[ -1.49551828   1.32950636  -0.04806137  -0.03472292]
 [-11.2091068   15.56927922   0.           0.        ]]",[ 0.22142591 -0.65755635],-0.842732,-0.183945977384,[-0.25737423 -0.36891976],[ 0.3557772   0.23951209]
8,"[-0.46682886  0.66406498 -1.28625323  2.0805351  -0.41442635 -0.30959574
  0.07362341  1.50627999  0.77479831 -0.62856953  0.        ]","[[ -1.70868184   1.61166871  -0.04806137  -0.03472292]
 [-10.11091124  12.6566888    0.           0.        ]]",[ 0.46844019  0.77842462],-0.689774,-0.16217392152,[-0.25737423 -0.36891976],[ 0.35691848  0.27493003]
9,"[-0.71362348  0.28235917 -1.22326875  1.92757554 -0.41442516 -0.30959491
  0.19662578  1.93074147  0.64488034 -0.4992984   0.        ]","[[ -1.89029791   1.8932067   -0.04806137  -0.03472292]
 [ -8.05740146  15.48772677   0.           0.        ]]",[ 0.91980082 -0.63580408],-0.487977,-0.140100755315,[-0.25737423 -0.36891976],[ 0.18424578 -0.25992957]
