timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.01766153  1.60963809  0.43977642 -1.55022722 -0.08316992  1.63706134
  0.53909182 -0.39095817  1.4622099  -2.30099858  0.        ]","[[-0.04521937 -0.09739547 -0.00870973  0.18972808]
 [-0.00026562  0.00406955  0.          0.        ]]",[ 2.62699159  1.83510786],-3.37628,-0.302246743816,[-0.61162245 -0.65314072],[ 1.86480463  2.5519712 ]
1,"[ 1.01911307  1.61371075  0.5075758  -1.44507923 -0.08316986  1.63705693
  0.72262072  0.32034856  1.47189224 -2.1536115   0.        ]","[[-0.0055495  -0.05760245 -0.00870973  0.18972808]
 [ 3.95408815  3.96204739  0.          0.        ]]",[ 1.31137168  2.60420478],-3.30217,-0.29434186523,[-0.61162245 -0.65314072],[ 1.51767409  1.90735054]
2,"[ 1.01002307  1.61347505  0.70887543 -1.13206884 -0.0831698   1.63705252
  0.90252063  1.01757655  1.45198028 -1.71506155  0.        ]","[[ 0.11242289  0.06056421 -0.00870973  0.18972808]
 [ 7.83025849  7.84169028  0.          0.        ]]",[ 0.73182088  0.90791938],-3.02546,-0.268907432411,[-0.61162245 -0.65314072],[ 0.85659552  1.15828812]
3,"[ 0.95615412  1.57413203  1.01662607 -0.63189136 -0.08316974  1.63704812
  1.02964162  1.63554383  1.27512987 -1.05795192  0.        ]","[[  2.96508508e-01   2.51898956e-01  -8.70972542e-03   1.89728078e-01]
 [  1.05692552e+01   1.12803134e+01   0.00000000e+00   0.00000000e+00]]",[ 0.49982931  0.64195607],-2.71815,-0.223457834988,[-0.61162245 -0.65314072],[-0.05308112  0.44775391]
4,"[ 0.82430738  1.45340456  1.37495097 -0.02004605 -0.08316968  1.63704371
  1.11170143  2.05205795  0.82831959 -0.38572745  0.        ]","[[  5.25632199e-01   5.00759567e-01  -8.70972542e-03   1.89728078e-01]
 [  1.23373645e+01   1.35979985e+01   0.00000000e+00   0.00000000e+00]]",[-0.8151502   0.05679551],-2.07989,-0.15882597167,[-0.61162245 -0.65314072],[-0.98849177 -0.52442002]
5,"[ 0.64403     1.24046818  1.6668782   0.5569001  -0.08316962  1.63703931
  0.95075515  2.04424798  0.2190947  -0.00396164  0.        ]","[[  7.37586701e-01   7.72284051e-01  -8.70972542e-03   1.89728078e-01]
 [  8.86962540e+00   1.35545838e+01   0.00000000e+00   0.00000000e+00]]",[-0.87584418 -0.4881649 ],-1.72159,-0.0903088758496,[-0.61162245 -0.65314072],[-1.1004684  -1.19880772]
6,"[ 0.49716259  0.98364776  1.8331622   0.96775126 -0.08316956  1.6370349
  0.78186149  1.64881176 -0.28962237  0.04298184  0.        ]","[[  8.78469518e-01   1.02129904e+00  -8.70972542e-03   1.89728078e-01]
 [  5.23064265e+00   1.13542424e+01   0.00000000e+00   0.00000000e+00]]",[-0.77827923 -1.308091  ],-1.54435,-0.0379990177747,[-0.61162245 -0.65314072],[-0.94631004 -1.33787274]
7,"[ 0.41404018  0.76411972  1.90894906  1.1839043  -0.08316949  1.63703049
  0.63420992  0.89696304 -0.59173701 -0.05100903  0.        ]","[[ 0.95116506  1.20640866 -0.00870973  0.18972808]
 [ 2.04933965  7.17065449  0.          0.        ]]",[-0.45065378 -1.46806989],-1.51308,-0.0177216861955,[-0.61162245 -0.65314072],[-0.91364968 -1.21781445]
8,"[ 0.38715564  0.63542364  1.93112107  1.26739014 -0.08316943  1.63702609
  0.54961485  0.15993466 -0.71600896 -0.13264505  0.        ]","[[ 0.97386511  1.30867386 -0.00870973  0.18972808]
 [ 0.22665699  3.06952771  0.          0.        ]]",[-1.06681313 -0.38251973],-1.63589,-0.0247193044618,[-0.61162245 -0.65314072],[-0.90483725 -0.92198861]
9,"[ 0.42867376  0.57681018  1.89640433  1.29603011 -0.08316937  1.63702168
  0.36576071 -0.12302988 -0.69644653 -0.16502448  0.        ]","[[ 0.9386533   1.35426683 -0.00870973  0.18972808]
 [-3.73467446  1.49499783  0.          0.        ]]",[-1.32764647 -0.857675  ],-1.5559,-0.0269596593042,[-0.61162245 -0.65314072],[-0.40369695 -0.55213916]
