timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 0.98942495  1.42099462  0.68152759 -1.47207657 -1.12922389 -0.41142163
  0.46197639 -0.38044909  2.82520855  0.97512052  0.        ]","[[ 0.06870259 -0.03514332 -0.12960759 -0.04680004]
 [-0.00150306  0.00059024  0.          0.        ]]",[-2.3086415  -0.05620321],-6.09248,-0.344123209064,[-0.85319954 -0.88804263],[-3.09028101 -0.51944673]
1,"[ 0.99219044  1.42088715  0.61106238 -1.4778672  -1.12922272 -0.41142141
  0.27870535 -0.42339773  2.82789811  0.86173531  0.        ]","[[ 0.02898318 -0.03734902 -0.12960759 -0.04680004]
 [-3.95726685 -0.22042845  0.          0.        ]]",[-2.61988898 -1.00786351],-6.00756,-0.343047769178,[-0.85319954 -0.88804263],[-2.82316661 -0.20565465]
2,"[ 0.98713572  1.4174314   0.4016124  -1.59348631 -1.12922156 -0.4114212
  0.09912578 -1.19169126  2.80704499  0.4712238   0.        ]","[[-0.08905197 -0.08142646 -0.12960759 -0.04680004]
 [-7.83335352 -4.17414064  0.          0.        ]]",[-2.28363933  1.3918741 ],-5.84626,-0.338165842383,[-0.85319954 -0.88804263],[-2.04561925  1.29564857]
3,"[ 0.93569241  1.41161139  0.06209086 -1.70564724 -1.1292204  -0.41142098
 -0.07704594 -0.40590131  2.68858005 -0.11222624  0.        ]","[[ -0.28387105  -0.1243371   -0.12960759  -0.04680004]
 [-11.63588423  -0.13039739   0.           0.        ]]",[-1.65981054  1.37760983],-5.38219,-0.327513324441,[-0.85319954 -0.88804263],[-1.85777354  1.15442657]
4,"[ 0.77941449  1.41678837 -0.37489158 -1.60853675 -1.12921923 -0.41142076
 -0.2497297   0.36433381  2.43385101 -0.73014539  0.        ]","[[ -0.55398543  -0.08717596  -0.12960759  -0.04680004]
 [-15.36313027   3.83329986   0.           0.        ]]",[-0.81693698  0.79663966],-4.70369,-0.311156122367,[-0.85319954 -0.88804263],[-1.68071795  1.35266876]
5,"[ 0.46339434  1.42152577 -0.82143735 -1.32614834 -1.12921807 -0.41142054
 -0.38543069  0.96277858  2.01153177 -1.30456733  0.        ]","[[ -0.89063553   0.02038942  -0.12960759  -0.04680004]
 [-18.29213256   6.91295133   0.           0.        ]]",[-0.64669468  1.40250429],-3.87652,-0.287435753212,[-0.85319954 -0.88804263],[-1.19893718  1.73068476]
6,"[-0.02279243  1.3962584  -1.14138779 -0.86532877 -1.12921691 -0.41142033
 -0.48726627  1.7057487   1.44024643 -1.7146738   0.        ]","[[ -1.27853144   0.19701048  -0.12960759  -0.04680004]
 [-20.4901778   10.73635349   0.           0.        ]]",[ 0.28404846  1.56734877],-3.34532,-0.255893360527,[-0.85319954 -0.88804263],[-0.25910527  1.66909587]
7,"[-0.57940272  1.29074496 -1.20744129 -0.23824721 -1.12921574 -0.41142011
 -0.41651448  2.43366     0.86889766 -1.84776485  0.        ]","[[ -1.67301262   0.44932222  -0.12960759  -0.04680004]
 [-18.96306252  14.48228866   0.           0.        ]]",[ 0.9539701   0.45131211],-3.0797,-0.221281758506,[-0.85319954 -0.88804263],[ 1.27746201  0.78094149]
8,"[-1.04130535  1.06393487 -1.04762769  0.41928657 -1.12921458 -0.41141989
 -0.22433706  2.72477423  0.48503701 -1.74434757  0.        ]","[[ -2.01065646   0.75399913  -0.12960759  -0.04680004]
 [-14.81507248  15.98044502   0.           0.        ]]",[ 1.30940409 -0.30211502],-2.80749,-0.191405917901,[-0.85319954 -0.88804263],[ 1.82951522  0.07210189]
9,"[-1.3458007   0.74877576 -0.8063801   0.91076892 -1.12921342 -0.41141967
 -0.0274537   2.43047334  0.31266788 -1.54016046  0.        ]","[[ -2.26432182   1.05841208  -0.12960759  -0.04680004]
 [-10.56550815  14.46597797   0.           0.        ]]",[ 1.7848128  -0.24537355],-2.55782,-0.169298121409,[-0.85319954 -0.88804263],[ 1.60041666 -0.319792  ]
