timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.39065787 -0.47102582],"[[ 0.06039941  0.0755347   0.06987766  0.0192455 ]
 [-0.00104884  0.00201656  0.          0.        ]]",[ 0.06610581  1.10727303],"[ 1.05759224  2.01127853  0.44035905 -0.87527958  0.57944659  0.16722156
  0.64276128 -0.39748177  0.73686532  0.01926264  0.        ]",-0.569601,-0.138935627472,[-0.38545695  1.34790516]
1,[-0.39065787 -0.47102582],"[[ 0.06298701  0.11530145  0.06987766  0.0192455 ]
 [ 0.25895065  3.96146335  0.          0.        ]]",[ 0.49450653  1.77295842],"[ 1.05736059  2.00600698  0.44445634 -0.76389629  0.57944541  0.1672213
  0.65554309  0.23145165  0.73075762  0.06584173  0.        ]",-0.683661,-0.138336129579,[-0.52478123  0.84426594]
2,[-0.39065787 -0.47102582],"[[ 0.08772717  0.23346408  0.06987766  0.0192455 ]
 [ 2.20859838  7.84187035  0.          0.        ]]",[ 0.01631261  0.34081945],"[ 1.05469264  1.97756516  0.48359985 -0.43663617  0.57944423  0.16722103
  0.75139855  0.84782912  0.69739793  0.23541843  0.        ]",-0.608817,-0.136286172928,[-0.9319967   0.20515215]
3,[-0.39065787 -0.47102582],"[[ 0.13210504  0.40228367  0.06987766  0.0192455 ]
 [ 2.22914298  9.0361075   0.          0.        ]]",[ 0.38453182  0.30833798],"[ 1.04772563  1.90443368  0.55358542  0.01406425  0.57944305  0.16722077
  0.75240686  1.03752342  0.61375865  0.48196894  0.        ]",-0.664011,-0.13360403248,[-1.11875069 -0.03083947]
4,[-0.39065787 -0.47102582],"[[  0.19150738   0.59345492   0.06987766   0.0192455 ]
 [  3.70622391  10.07754938   0.           0.        ]]",[-1.90053803 -1.20529915],"[ 1.03403382  1.77795355  0.64659694  0.48596999  0.57944186  0.16722051
  0.82502766  1.20294585  0.46773935  0.74647497  0.        ]",-0.665584,-0.131419708369,[-1.42992413 -0.36555967]
5,[-0.39065787 -0.47102582],"[[ 0.22521966  0.75329002  0.06987766  0.0192455 ]
 [-0.32168911  5.91980385  0.          0.        ]]",[-0.81386167  0.12405409],"[ 1.0240545   1.63980036  0.69892951  0.83717708  0.57944068  0.16722025
  0.62698778  0.54251174  0.32742444  0.90775033  0.        ]",-0.724759,-0.129707122147,[-1.22615659  0.07503961]
6,[-0.39065787 -0.47102582],"[[ 0.18654234  0.87544896  0.06987766  0.0192455 ]
 [-3.53537875  6.29482009  0.          0.        ]]",[-0.6441039   0.11972824],"[ 1.035362    1.51660668  0.6388559   1.07294428  0.5794395   0.16721998
  0.46898075  0.60207964  0.26975999  0.91748186  0.        ]",-0.669764,-0.125755329577,[-0.89705199  0.11254141]
7,[-0.39065787 -0.47102582],"[[ 0.09096574  1.00485839  0.06987766  0.0192455 ]
 [-6.01406359  6.64492868  0.          0.        ]]",[ 0.09781033 -0.41651479],"[ 1.05426272  1.37169631  0.48871131  1.28750995  0.57943832  0.16721972
  0.34711154  0.65769098  0.25369819  0.84359432  0.        ]",-0.49332,-0.118688239054,[-0.49897966  0.13324679]
8,[-0.39065787 -0.47102582],"[[-0.02423505  1.11988708  0.06987766  0.0192455 ]
 [-5.50770409  4.86388068  0.          0.        ]]",[-1.65996433  0.86521988],"[ 1.05975405  1.23236578  0.3061158   1.44498154  0.57943713  0.16721946
  0.37200693  0.37478066  0.25698938  0.73315039  0.        ]",-0.626939,-0.110745771575,[-0.3949067   0.32078698]
9,[-0.39065787 -0.47102582],"[[-0.17300715  1.25057997  0.06987766  0.0192455 ]
 [-9.35674297  8.1942483   0.          0.        ]]",[ 0.23637032  1.50272893],"[ 1.03881418  1.0644726   0.07141117  1.58317882  0.57943595  0.1672192
  0.18276181  0.90378939  0.25942661  0.58245177  0.        ]",-0.531828,-0.100827374358,[ 0.31102973  0.07640684]
