timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.42439407 -0.48740828],"[[ 0.08427037 -0.03781159  0.0463318  -0.05878607]
 [-0.0038522  -0.00456587  0.          0.        ]]",[-1.72292787  1.60283307],"[ 1.04348859  1.96677507  0.49998316 -1.22612606  0.38482632 -0.50918408
  0.63161292 -0.39886499  0.93103468  0.72088403  0.        ]",-1.22372,-0.178497848996,[-1.52876186  0.45911896]
1,[-0.42439407 -0.48740828],"[[  4.44881450e-02   1.84128994e-03   4.63318019e-02  -5.87860677e-02]
 [ -3.96118885e+00   3.95664670e+00   0.00000000e+00   0.00000000e+00]]",[-1.22140847  0.03217141],"[ 1.04715849  1.96774578  0.43640885 -1.11607957  0.38482572 -0.5091832
  0.44213525  0.24016399  0.93317938  0.6817591   0.        ]",-1.03427,-0.177158675045,[-1.15934277  0.12652211]
2,[-0.42439407 -0.48740828],"[[-0.07364026  0.08148147  0.0463318  -0.05878607]
 [-7.83874489  4.00719387  0.          0.        ]]",[-0.95381669  0.93418584],"[ 1.04468589  1.96315766  0.24736003 -0.89526318  0.38482511 -0.50918233
  0.25647762  0.248318    0.9326978   0.52422481  0.        ]",-0.973329,-0.171558419281,[-0.53690475  0.48121974]
3,[-0.42439407 -0.48740828],"[[ -0.26673153   0.1979562    0.0463318   -0.05878607]
 [-11.45834116   7.62818904   0.           0.        ]]",[-0.83959568 -0.14262878],"[ 0.9978217   1.94077842 -0.05692863 -0.57528428  0.38482451 -0.50918145
  0.08317113  0.83246247  0.90321813  0.25479552  0.        ]",-0.731796,-0.161795177747,[ 0.0812775   0.40132156]
4,[-0.42439407 -0.48740828],"[[ -0.52694746   0.34334856   0.0463318   -0.05878607]
 [-14.55297927   6.91338849   0.           0.        ]]",[ 0.55112514  1.50534225],"[ 0.85388465  1.8871837  -0.44018718 -0.18673899  0.3848239  -0.50918057
 -0.06500035  0.71714784  0.80597418 -0.10334079  0.        ]",-0.608315,-0.14870684641,[ 0.97272956  0.91014767]
5,[-0.42439407 -0.48740828],"[[ -0.79326057   0.51995855   0.0463318   -0.05878607]
 [-12.08653117  10.73488295   0.           0.        ]]",[ 1.71485043 -0.04984603],"[ 0.62020804  1.78536498 -0.77608954  0.25794898  0.3848233  -0.5091797
  0.05309351  1.33363481  0.65096469 -0.40385837  0.        ]",-0.723378,-0.136418745235,[ 1.19300222  0.4315986 ]
6,[-0.42439407 -0.48740828],"[[ -0.99290025   0.730526     0.0463318   -0.05878607]
 [ -7.89134607  10.32328048   0.           0.        ]]",[ 1.8322325 -0.0708804],"[ 0.39737914  1.61563793 -0.97622187  0.73099187  0.3848227  -0.50917882
  0.25395955  1.26722973  0.52366105 -0.51523604  0.        ]",-0.838177,-0.126411605888,[ 1.15291393  0.31877926]
7,[-0.42439407 -0.48740828],"[[-1.1094645   0.93211041  0.0463318  -0.05878607]
 [-3.77869204  9.83683012  0.          0.        ]]",[ 0.70118948  1.34640512],"[ 0.25225159  1.410503   -1.06885852  1.10743807  0.38482209 -0.50917794
  0.45087386  1.1887507   0.45608525 -0.48242243  0.        ]",-0.832227,-0.117684407292,[ 0.8271535  0.1083692]
8,[-0.42439407 -0.48740828],"[[ -1.15646069   1.16661232   0.0463318   -0.05878607]
 [ -0.9302462   13.60084832   0.           0.        ]]",[-0.97438131 -0.76618261],"[ 0.19117141  1.13060825 -1.10076218  1.43093442  0.38482149 -0.50917707
  0.58725733  1.79595867  0.43486245 -0.30037394  0.        ]",-0.671227,-0.108629349131,[ 0.45830321 -0.60161555]
9,[-0.42439407 -0.48740828],"[[ -1.21355402   1.40549784   0.0463318   -0.05878607]
 [ -4.76650569  10.29865829   0.           0.        ]]",[ 0.43584518 -0.21370003],"[ 0.11526494  0.81505203 -1.13515942  1.61675403  0.38482088 -0.50917619
  0.40357512  1.26324044  0.37374427 -0.12621585  0.        ]",-0.569157,-0.0976146244622,[ 0.69579935 -0.36534145]
10,[-0.42439407 -0.48740828],"[[-1.29062942  1.60093117  0.0463318  -0.05878607]
 [-2.94706     9.24819966  0.          0.        ]]",[ 0.9251065  -0.86079079],"[ 0.01024444  0.54646629 -1.17382243  1.65332134  0.38482028 -0.50917531
  0.49069014  1.09377589  0.28541487 -0.0261541   0.        ]",-0.498774,-0.0861464177246,[ 0.44817567 -0.52490091]
11,[-0.42439407 -0.48740828],"[[-1.31224314  1.74985488  0.0463318  -0.05878607]
 [ 0.77332041  5.65617004  0.          0.        ]]",[-0.10448438  0.47887283],"[-0.01965601  0.34231573 -1.18302958  1.61019392  0.38481968 -0.50917444
  0.66882244  0.51430456  0.22517589  0.09618459  0.        ]",-0.508714,-0.0793503697033,[-0.09363139 -0.48650631]
12,[-0.42439407 -0.48740828],"[[-1.30107974  1.88087984  0.0463318  -0.05878607]
 [ 0.34446573  7.44037815  0.          0.        ]]",[-0.43459514 -1.06382695],"[-0.00419022  0.16705231 -1.17835832  1.52218454  0.38481907 -0.50917356
  0.64828739  0.8021336   0.17050145  0.23313959  0.        ]",-0.446519,-0.0758051590245,[-0.11600812 -0.80787528]
13,[-0.42439407 -0.48740828],"[[-1.31151276  1.98848328  0.0463318  -0.05878607]
 [-1.38208545  3.33364473  0.          0.        ]]",[-0.11903028 -0.63519384],"[-0.01864272  0.02838502 -1.18272238  1.4159265   0.38481847 -0.50917268
  0.56561813  0.13962936  0.10948577  0.31540546  0.        ]",-0.421772,-0.0720740457936,[-0.06583631 -0.41117647]
14,[-0.42439407 -0.48740828],"[[-1.34360528  2.02925937  0.0463318  -0.05878607]
 [-1.82569623  0.75256461  0.          0.        ]]",[-0.38055315 -1.11941156],"[-0.06334363 -0.02255581 -1.19509618  1.36791171  0.38481786 -0.50917181
  0.54437682 -0.27675429  0.07838104  0.31508951  0.        ]",-0.389343,-0.0687244639408,[-0.04948871 -0.08661148]
15,[-0.42439407 -0.48740828],"[[-1.39486726  2.00443424  0.0463318  -0.05878607]
 [-3.29557787 -3.22183595  0.          0.        ]]",[ 0.97773189  0.81669109],"[-0.13541672  0.00834232 -1.21152542  1.39763294  0.38481726 -0.50917093
  0.47399714 -0.91790957  0.07859862  0.23945512  0.        ]",-0.470732,-0.065636137339,[ 0.21919483  0.73249805]
16,[-0.42439407 -0.48740828],"[[-1.42129621  1.97307939  0.0463318  -0.05878607]
 [ 0.63954105  0.07536556  0.          0.        ]]",[-0.77540333  0.22688127],"[-0.17284493  0.04787569 -1.21837764  1.43295223  0.38481666 -0.50917005
  0.66241208 -0.38599825  0.08596041  0.18299269  0.        ]",-0.45712,-0.0646678257499,[-0.15322284  0.0330559 ]
17,[-0.42439407 -0.48740828],"[[-1.43942795  1.98358787  0.0463318  -0.05878607]
 [-2.44245172  0.97248714  0.          0.        ]]",[ 0.45547877  0.786456  ],"[-0.19861064  0.03456502 -1.22243786  1.42138529  0.38481605 -0.50916918
  0.51484311 -0.2412724   0.07459467  0.17350723  0.        ]",-0.472847,-0.0631013551876,[ 0.20306648  0.01854599]
18,[-0.42439407 -0.48740828],"[[-1.46970535  2.03408697  0.0463318  -0.05878607]
 [-0.59143223  4.06711627  0.          0.        ]]",[ 0.22100802  0.5173293 ],"[-0.24176938 -0.0285216  -1.22805651  1.36192959  0.38481545 -0.5091683
  0.60347025  0.2579598   0.03962027  0.1886093   0.        ]",-0.462664,-0.0595305150329,[ 0.06830598 -0.55398858]
19,[-0.42439407 -0.48740828],"[[-1.47263961  2.13517316  0.0463318  -0.05878607]
 [ 0.29508217  6.03494801  0.          0.        ]]",[-0.15755609 -2.13804115],"[-0.24595937 -0.14992463 -1.22851967  1.2240686   0.38481484 -0.50916743
  0.64591604  0.57541423 -0.01483167  0.27502892  0.        ]",-0.347722,-0.056963786702,[-0.0471174  -0.90675437]
20,[-0.42439407 -0.48740828],"[[-1.47305141  2.21494582  0.0463318  -0.05878607]
 [-0.33420177  1.95591058  0.          0.        ]]",[ 0.96880408  0.61670766],"[-0.24654719 -0.24047029 -1.22857995  1.09829251  0.38481424 -0.50916655
  0.61578422 -0.08262665 -0.06237458  0.34047309  0.        ]",-0.466275,-0.0557679469975,[-0.10743406 -0.500911  ]
21,[-0.42439407 -0.48740828],"[[-1.44119022  2.27817444  0.0463318  -0.05878607]
 [ 3.50756417  4.35894293  0.          0.        ]]",[-0.31111806 -0.94970824],"[-0.20111682 -0.30852115 -1.22278828  0.9885298   0.38481364 -0.50916567
  0.79972966  0.30503689 -0.09800085  0.41633015  0.        ]",-0.405018,-0.0576851116362,[-0.50001389 -1.01405394]
22,[-0.42439407 -0.48740828],"[[-1.3840909   2.32675763  0.0463318  -0.05878607]
 [ 2.20666763  0.51219862  0.          0.        ]]",[ 0.0414087  -1.02451792],"[-0.12020141 -0.3583889  -1.20838428  0.89843826  0.38481303 -0.5091648
  0.73743997 -0.31553111 -0.12639444  0.49706766  0.        ]",-0.402717,-0.0617452080579,[-0.55128974 -0.55364704]
23,[-0.42439407 -0.48740828],"[[-1.3387502   2.29717183  0.0463318  -0.05878607]
 [ 2.3270006  -3.4575484   0.          0.        ]]",[-1.20033062  0.01881954],"[-0.05655482 -0.32827849 -1.19328943  0.95387895  0.38481243 -0.50916392
  0.74320005 -0.95594105 -0.10107858  0.51621643  0.        ]",-0.510929,-0.0651268234922,[-0.62688744  0.10147603]
24,[-0.42439407 -0.48740828],"[[-1.33239111  2.22945652  0.0463318  -0.05878607]
 [-1.67771734 -3.31445126  0.          0.        ]]",[-0.68712438  0.12144175],"[-0.04767949 -0.25638845 -1.19091203  1.07386149  0.38481182 -0.50916304
  0.55144921 -0.93285376 -0.05068328  0.47792153  0.        ]",-0.482312,-0.0661210037791,[-0.17374218  0.34533063]
25,[-0.42439407 -0.48740828],"[[-1.39290282  2.16865139  0.0463318  -0.05878607]
 [-4.36448674 -2.76788891  0.          0.        ]]",[-0.44279385  0.46465735],"[-0.13263858 -0.18852641 -1.21093064  1.17304036  0.38481122 -0.50916217
  0.42280323 -0.84467855 -0.0173718   0.37782462  0.        ]",-0.469094,-0.0623499834003,[ 0.23046094  0.48316121]
