timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[ 0.010846   -0.00819515],"[[-0.09978821 -0.01341568  0.18169329  0.12089224]
 [-0.00431307  0.00256573  0.          0.        ]]",[-1.25327615 -0.5474927 ],"[ 1.0764092   1.18300553 -0.17586202 -0.15823495  1.65766167  1.03963576
  0.13831005 -0.08137664 -0.20004076 -0.9660884   0.        ]",-0.658045,-0.145821636953,[-0.02678187  0.13441826]
1,[ 0.010846   -0.00819515],"[[-0.13955566 -0.03510013  0.18169329  0.12089224]
 [-3.95926762 -2.16379591  0.          0.        ]]",[ 1.58983086 -1.83025482],"[ 1.06958462  1.18211147 -0.2355636  -0.19395416  1.65716683  1.03946341
 -0.2070331  -0.37214054 -0.20896468 -1.03475501  0.        ]",-0.695579,-0.156037362015,[-0.02729961  0.13428609]
2,[ 0.010846   -0.00819515],"[[-0.17824957 -0.1176898   0.18169329  0.12089224]
 [ 0.07643295 -6.08210631  0.          0.        ]]",[-2.06542187 -1.3858465 ],"[ 1.06083961  1.17388359 -0.29333317 -0.32964749  1.65667243  1.03929115
  0.14539333 -0.89801476 -0.23200043 -1.14326177  0.        ]",-0.692965,-0.17210906908,[-0.02812133  0.13344185]
3,[ 0.010846   -0.00819515],"[[-0.21641255 -0.27783627  0.18169329  0.12089224]
 [-3.87960806 -9.91975772  0.          0.        ]]",[-0.28334568  0.83956128],"[ 1.05019689  1.13374789 -0.34991501 -0.58819922  1.65617847  1.03911896
 -0.20009861 -1.41286105 -0.28852806 -1.29730172  0.        ]",-0.719969,-0.194962381195,[-0.0288398   0.13348657]
4,[ 0.010846   -0.00819515],"[[-0.30449662 -0.44090281  0.18169329  0.12089224]
 [-4.92530666 -6.39862971  0.          0.        ]]",[-0.06909416  0.13416601],"[ 1.01830769  1.06079801 -0.47860401 -0.83949718  1.65568496  1.03894687
 -0.29140853 -0.94006547 -0.40172757 -1.49722733  0.        ]",-0.743586,-0.225549345749,[-0.02884558  0.13338684]
5,[ 0.010846   -0.00819515],"[[-0.40477219 -0.56227311  0.18169329  0.12089224]
 [-5.1016651  -5.74059183  0.          0.        ]]",[ 0.32210304  0.81653058],"[ 0.9694644   0.98655623 -0.62076201 -1.01469618  1.65519189  1.03877486
 -0.30678671 -0.85161668 -0.53711784 -1.6607809   0.        ]",-0.805212,-0.252310367893,[-0.02879639  0.13272195]
6,[ 0.010846   -0.00819515],"[[-0.49302097 -0.64350997  0.18169329  0.12089224]
 [-3.72774839 -2.39424693  0.          0.        ]]",[ 0.82881852  1.07129731],"[ 0.91576917  0.9279193  -0.74093798 -1.12479523  1.65469925  1.03860294
 -0.18675105 -0.40237275 -0.66097156 -1.77142704  0.        ]",-0.848716,-0.272158153446,[-0.02795243  0.13171606]
7,[ 0.010846   -0.00819515],"[[-0.53395101 -0.65120287  0.18169329  0.12089224]
 [-0.37639857  1.61160498  0.          0.        ]]",[ 0.9433736  -0.17969347],"[ 0.88751664  0.92188989 -0.79478018 -1.13470644  1.65420706  1.0384311
  0.10602439  0.13538979 -0.70375096 -1.80768188  0.        ]",-0.823648,-0.279032301716,[-0.0269773  0.1309709]
8,[ 0.010846   -0.00819515],"[[-0.5039556  -0.62644267  0.18169329  0.12089224]
 [ 3.36347972  0.86690401  0.          0.        ]]",[-0.22941183 -0.27680868],"[ 0.90819744  0.94050291 -0.75527211 -1.10173967  1.6537153   1.03825934
  0.4327362   0.0354053  -0.66026177 -1.77460173  0.        ]",-0.807433,-0.272807773646,[-0.02718453  0.13061121]
9,[ 0.010846   -0.00819515],"[[-0.44645596 -0.62027016  0.18169329  0.12089224]
 [ 2.38972889 -0.2459478   0.          0.        ]]",[-0.8997027   0.29135275],"[ 0.94485583  0.94493802 -0.67782957 -1.09328578  1.65322399  1.03808767
  0.3476232  -0.11400606 -0.60522656 -1.72036593  0.        ]",-0.820863,-0.263198296048,[-0.02738168  0.13108318]
