timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.01232642  1.5640164   0.62863185 -1.57115004 -0.27694903  0.76694078
  0.52202695 -0.39005491  1.70626944 -0.89402421  0.        ]","[[ 0.05494871 -0.09627069 -0.03112609  0.0892441 ]
 [ 0.00407249 -0.00158381  0.          0.        ]]",[ 0.96565045  1.93573372],-3.11645,-0.256554055001,[-0.67172134 -0.72390079],[ 0.27715722  2.20004034]
1,"[ 1.00823187  1.56801404  0.69479654 -1.46651764 -0.27694883  0.76693998
  0.69790349  0.33333272  1.70363982 -0.74538766  0.        ]","[[ 0.09334113 -0.05658908 -0.03112609  0.0892441 ]
 [ 3.82245752  3.95655837  0.          0.        ]]",[-0.98172122  0.87052105],-3.0539,-0.252299921011,[-0.67172134 -0.72390079],[-0.5701285   1.20750892]
2,"[ 1.00234091  1.56802788  0.75784503 -1.16797972 -0.27694863  0.76693918
  0.51548068  0.9492511   1.68139072 -0.50583202  0.        ]","[[ 0.1300535   0.05635555 -0.03112609  0.0892441 ]
 [-0.13802508  7.32666708  0.          0.        ]]",[-0.64325628  1.6432903 ],-3.04397,-0.244839388596,[-0.67172134 -0.72390079],[-0.47354305  1.19804621]
3,"[ 1.00704688  1.53189989  0.70930086 -0.68529916 -0.27694844  0.76693838
  0.39833161  1.64656847  1.63997117 -0.34063035  0.        ]","[[  0.10177461   0.24117124  -0.03112609   0.0892441 ]
 [ -2.68138295  11.14217955   0.           0.        ]]",[ 0.2604856   1.14820782],-2.96752,-0.237956123483,[-0.67172134 -0.72390079],[-0.52235746  1.1224525 ]
4,"[ 1.01198858  1.40748015  0.63562857 -0.04550538 -0.27694824  0.76693758
  0.44818333  2.32981996  1.5398857  -0.13430687  0.        ]","[[  0.05900537   0.50152522  -0.03112609   0.0892441 ]
 [ -1.59907036  14.88076423   0.           0.        ]]",[-0.68445611  0.6042613 ],-3.00576,-0.225495886136,[-0.67172134 -0.72390079],[-0.7103551   0.76198387]
5,"[ 1.01449209  1.15024781  0.53400397  0.61701949 -0.27694804  0.76693678
  0.3248997   2.71339869  1.36141773  0.05850398  0.        ]","[[  1.69480720e-04   8.20199832e-01  -3.11260856e-02   8.92440951e-02]
 [ -4.27561132e+00   1.69796706e+01   0.00000000e+00   0.00000000e+00]]",[-0.22192324  0.91333593],-2.79317,-0.2063270792,[-0.67172134 -0.72390079],[-0.5061785   0.50606251]
6,"[ 1.00822962  0.73697557  0.3726847   1.14088841 -0.27694785  0.76693597
  0.28833645  3.3128956   1.10836647  0.15688245  0.        ]","[[ -0.09330804   1.19270694  -0.03112609   0.0892441 ]
 [ -5.06941186  20.26008963   0.           0.        ]]",[-0.57189735 -0.21867385],-2.50792,-0.1806474821,[-0.67172134 -0.72390079],[-0.2735464  -0.12669548]
7,"[ 0.9809237   0.23044013  0.16265123  1.32739657 -0.27694765  0.76693517
  0.18875366  3.08138062  0.81270742  0.12824825  0.        ]","[[ -0.21638657   1.58520028  -0.03112609   0.0892441 ]
 [ -7.23139604  18.99341382   0.           0.        ]]",[ 0.28532424  0.02462306],-2.00428,-0.1508888721,[-0.67172134 -0.72390079],[ 0.23470318 -0.27257186]
8,"[  9.28090138e-01  -2.54434921e-01  -5.60519875e-02   1.12759813e+00
  -2.76947455e-01   7.66934371e-01   2.47383682e-01   3.03039336e+00
   5.10064909e-01   2.20772534e-03   0.00000000e+00]","[[ -0.34824375   1.96227015  -0.03112609   0.0892441 ]
 [ -5.95850906  18.71453377   0.           0.        ]]",[ 1.43208184 -1.54343177],-1.61875,-0.121121441253,[-0.67172134 -0.72390079],[ 0.44580853 -0.57767254]
9,"[ 0.8855468  -0.62365348 -0.18125588  0.66724711 -0.27694726  0.76693357
  0.43518247  2.23898524  0.2096129  -0.14057522  0.        ]","[[ -0.42650646   2.29311199  -0.03112609   0.0892441 ]
 [ -1.88131091  14.38414673   0.           0.        ]]",[ 0.62373306 -0.24684899],-1.56375,-0.0936101657243,[-0.67172134 -0.72390079],[ 0.26161057 -0.81063443]
