timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.10641429  2.0935959   0.11605212 -1.12955871 -1.23120934  0.64004113
  0.67387689 -0.39281687  2.35742056 -0.86179806  0.        ]","[[-0.08592632 -0.05872613 -0.14113591  0.07659626]
 [ 0.00040205 -0.00301154  0.          0.        ]]",[-0.69967682  1.88588816],-2.39005,-0.363924226426,[-0.28342777 -0.39301938],[-1.32180619  2.16612458]
1,"[ 1.10252808  2.09570599  0.07351938 -1.01136081 -1.23120215  0.64003904
  0.51045155  0.20534395  2.35665043 -0.87451614  0.        ]","[[-0.11370433 -0.01904712 -0.14113591  0.07659626]
 [-2.76897678  3.95770923  0.          0.        ]]",[-2.08264887  2.23650698],-2.53554,-0.36424228072,[-0.28342777 -0.39301938],[-1.30712771  1.93731189]
2,"[ 1.0812884   2.08914105 -0.07002456 -0.65973431 -1.23119497  0.64003694
  0.28015292  0.79172674  2.34740084 -0.93307992  0.        ]","[[-0.20824001  0.09906396 -0.14113591  0.07659626]
 [-6.67159636  7.8404497   0.          0.        ]]",[-0.89193644  2.31481278],-2.45548,-0.36505332073,[-0.28342777 -0.39301938],[-1.15615988  1.80316746]
3,"[ 1.0137536   2.0364599  -0.31662199 -0.09052275 -1.23118779  0.64003485
  0.07963375  1.36645446  2.3126343  -1.04598039  0.        ]","[[ -0.37576471   0.29405609  -0.14113591   0.07659626]
 [-10.06957583  11.64605348   0.           0.        ]]",[-1.68832765  1.4020696 ],-2.58199,-0.364888140565,[-0.28342777 -0.39301938],[-0.92749345  1.71292949]
4,"[ 0.85480356  1.88109475 -0.63957633  0.64009206 -1.23118061  0.64003276
 -0.14215942  1.92977203  2.2273972  -1.19825081  0.        ]","[[ -0.61486561   0.5644036   -0.14113591   0.07659626]
 [-13.82806306  15.37619264   0.           0.        ]]",[-0.61034698  1.43889457],-2.4433,-0.360872827575,[-0.28342777 -0.39301938],[-0.6385963   1.56549752]
5,"[ 0.56681623  1.56246808 -0.96958273  1.3965112  -1.23117342  0.64003067
 -0.2686221   2.48175375  2.07089839 -1.34025654  0.        ]","[[ -0.91292783   0.90860254  -0.14113591   0.07659626]
 [-15.97109171  19.03142751   0.           0.        ]]",[-0.3218011   0.41607322],-2.33084,-0.349166231017,[-0.28342777 -0.39301938],[-0.30675939  1.18010402]
6,"[ 0.16235977  1.07877834 -1.20829323  1.91950683 -1.23116624  0.64002858
 -0.32519449  2.67348591  1.84811757 -1.41344845  0.        ]","[[ -1.24196779   1.30197319  -0.14113591   0.07659626]
 [-16.92977072  20.30133689   0.           0.        ]]",[ 0.5279709 -0.4265367],-2.01398,-0.327608230674,[-0.28342777 -0.39301938],[-0.00100271  0.8555969 ]
7,"[-0.26997702  0.55036837 -1.2905735   2.00644758 -1.23115906  0.64002648
 -0.18216097  2.35746658  1.60591119 -1.39263437  0.        ]","[[ -1.55624529   1.68700587  -0.14113591   0.07659626]
 [-14.50596432  18.20898872   0.           0.        ]]",[-0.44091818  1.32112857],-1.71482,-0.299417771969,[-0.28342777 -0.39301938],[ 0.05208702  0.70935547]
8,"[-0.69154677  0.02702819 -1.22637905  1.63766951 -1.23115188  0.64002439
 -0.26827975  2.90080627  1.36100349 -1.2668075   0.        ]","[[ -1.8610069    2.08728877  -0.14113591   0.07659626]
 [-15.96532177  21.80727905   0.           0.        ]]",[ 0.88940212 -0.5970306 ],-1.29375,-0.264767301676,[-0.28342777 -0.39301938],[ 0.08589886  0.11783515]
9,"[-1.04811577 -0.39472645 -1.04657674  0.84055291 -1.2311447   0.6400223
 -0.04188202  2.47845471  1.13525766 -1.0491742   0.        ]","[[ -2.14182234   2.49537483  -0.14113591   0.07659626]
 [-12.1288553   19.0107875    0.           0.        ]]",[ 0.27276581 -0.27322205],-0.952442,-0.226382036736,[-0.28342777 -0.39301938],[-0.20866293  0.01371425]
10,"[-1.29641014 -0.61979215 -0.82359142 -0.12892762 -1.23113751  0.64002021
  0.03600284  2.25817879  0.95242757 -0.80498542  0.        ]","[[ -2.37115771   2.86095701  -0.14113591   0.07659626]
 [-10.80904346  17.55233982   0.           0.        ]]",[-0.45397954 -1.07775663],-0.708493,-0.191393376748,[-0.28342777 -0.39301938],[-0.43705651 -0.06621769]
