timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.08417512  1.31227911  0.15621139 -0.31249439 -1.5096687   1.40836484
  0.08835872 -0.17812473  2.16470662 -0.99252237  0.        ]","[[ 0.07367824  0.02097665 -0.17151584  0.16630232]
 [ 0.00299986 -0.00428347  0.          0.        ]]",[-0.33692686  2.96839822],-1.30856,-0.408702465439,[ 0.0091985 -0.0597495],[-0.0427066  0.4014605]
1,"[ 1.08535075  1.31019456  0.13598327 -0.24001506 -1.50953861  1.40825442
 -0.03173875  0.3521852   2.16298137 -0.98186081  0.        ]","[[ 0.0603494   0.06062488 -0.17151584  0.16630232]
 [-1.33143501  3.95590591  0.          0.        ]]",[-0.76799592  0.86738809],-1.27603,-0.407935247756,[ 0.0091985 -0.0597495],[-0.04280987  0.40226406]
2,"[ 1.08780448  1.29389653  0.04956469 -0.03515151 -1.50940856  1.40814402
 -0.30291153  0.80175189  2.15804179 -0.97903848  0.        ]","[[  3.48967209e-03   1.73428357e-01  -1.71515845e-01   1.66302318e-01]
 [ -4.34450409e+00   7.31324528e+00   0.00000000e+00   0.00000000e+00]]",[ 0.88583272  1.89100729],-1.2721,-0.407106996128,[ 0.0091985 -0.0597495],[-0.04337183  0.40230221]
3,"[ 1.08619358  1.23424713 -0.02779268  0.29014582 -1.50927854  1.40803365
  0.02009723  1.31234167  2.13465635 -0.91617191  0.        ]","[[ -0.04739306   0.3579545   -0.17151584   0.16630232]
 [ -0.75566712  11.12667341   0.           0.        ]]",[ 0.30644896  1.5069037 ],-1.27832,-0.400462103076,[ 0.0091985 -0.0597495],[-0.04401484  0.40229225]
4,"[ 1.08594125  1.08450699 -0.03206167  0.70920034 -1.50914855  1.40792331
  0.13046611  1.81282529  2.05856973 -0.74295049  0.        ]","[[ -0.05020386   0.61800108  -0.17151584   0.16630232]
 [  0.47060733  14.8655306    0.           0.        ]]",[ 0.16331   -0.3911908],-1.23618,-0.381015394954,[ 0.0091985 -0.0597495],[-0.0450318   0.40022194]
5,"[ 1.08680624  0.84940015 -0.00803152  1.07862087 -1.50901859  1.40781299
  0.18789076  1.56583014  1.92513044 -0.56492566  0.        ]","[[ -0.03439007   0.89681549  -0.17151584   0.16630232]
 [  1.10865496  13.02205853   0.           0.        ]]",[-0.72945898  0.62521233],-1.23781,-0.353688046211,[ 0.0091985 -0.0597495],[-0.04557859  0.39834517]
6,"[ 1.08637602  0.55054696 -0.01867735  1.34031115 -1.50888867  1.4077027
 -0.07386969  1.86268372  1.76423504 -0.45776415  0.        ]","[[ -0.04139479   1.17951678  -0.17151584   0.16630232]
 [ -1.79946524  15.24064701   0.           0.        ]]",[-0.26607496  1.03903042],-1.17888,-0.325301192107,[ 0.0091985 -0.0597495],[-0.04654359  0.39491901]
7,"[ 1.08218595  0.14225498 -0.08878762  1.4762043  -1.50875878  1.40759243
 -0.16542799  2.35206723  1.56624297 -0.42696603  0.        ]","[[ -0.08759098   1.52103235  -0.17151584   0.16630232]
 [ -2.81668001  18.89870147   0.           0.        ]]",[ 0.63938281 -1.25966473],-1.04992,-0.293726238449,[ 0.0091985 -0.0597495],[-0.04776134  0.3901706 ]
8,"[ 1.07780439 -0.26481469 -0.13473001  1.40469876 -1.50862893  1.40748219
  0.06752087  1.77163495  1.35393476 -0.45103252  0.        ]","[[ -0.11795912   1.85552026  -0.17151584   0.16630232]
 [ -0.22878563  14.5645729    0.           0.        ]]",[ 0.76731541  0.62086108],-0.992741,-0.261974910757,[ 0.0091985 -0.0597495],[-0.04811564  0.38596967]
9,"[ 1.08151381 -0.61189992 -0.09547143  1.16101411 -1.50849911  1.40737198
  0.34141231  2.06181396  1.13456559 -0.5172785   0.        ]","[[ -0.09200768   2.16858129  -0.17151584   0.16630232]
 [  2.81395987  16.73432613   0.           0.        ]]",[-0.97982917  1.60005987],-0.959968,-0.231775525114,[ 0.0091985 -0.0597495],[-0.04891206  0.37980258]
10,"[ 1.08339889 -0.93374694 -0.06998341  0.68465489 -1.50836932  1.40726179
 -0.0126861   2.54699693  0.93073732 -0.69299147  0.        ]","[[ -0.075194     2.53967263  -0.17151584   0.16630232]
 [ -1.11959841  20.36268083   0.           0.        ]]",[ 1.03131238  0.7809443 ],-0.867708,-0.213103695972,[ 0.0091985 -0.0597495],[-0.04922724  0.3725799 ]
11,"[ 1.08495308 -1.13280122 -0.04332558 -0.04593193 -1.50823957  1.40715163
  0.34579014  2.90619255  0.79587724 -0.98498486  0.        ]","[[ -0.05763125   2.9739075   -0.17151584   0.16630232]
 [  2.86259628  23.0518667    0.           0.        ]]",[ 0.38380965 -1.60791839],-0.839367,-0.220660018113,[ 0.0091985 -0.0597495],[-0.04890426  0.36353946]
12,"[ 1.08705148 -1.14931634  0.06602837 -0.41227927 -1.50810985  1.40704149
  0.47739031 -0.1321191   0.780471   -1.14828362  0.        ]","[[ 0.01428846  3.17493866 -0.17151584  0.16630232]
 [ 4.32459509  0.34609271  0.          0.        ]]",[ 0.48491583  1.63740745],-0.856384,-0.235568578458,[ 0.0091985 -0.0597495],[-0.04836424  0.36288521]
13,"[ 1.07729485 -1.14987573  0.22516385 -0.33398552 -1.50798016  1.40693138
  0.64248913 -0.59747252  0.7791999  -1.1167807   0.        ]","[[ 0.11918242  3.13214584 -0.17151584  0.16630232]
 [ 6.15875685 -3.13163093  0.          0.        ]]",[-0.55994037 -0.19089403],-0.825063,-0.232119085684,[ 0.0091985 -0.0597495],[-0.04852511  0.36191347]
14,"[ 1.05398539 -1.14601691  0.37461314 -0.20679238 -1.50785051  1.4068213
  0.43190727 -0.69031176  0.77100176 -1.07006004  0.        ]","[[ 0.2188903   3.06255037 -0.17151584  0.16630232]
 [ 3.81982568 -3.82560256  0.          0.        ]]",[-0.69186511  0.75472944],-0.811802,-0.22636258781,[ 0.0091985 -0.0597495],[-0.04824995  0.36262006]
15,"[ 1.03786505 -1.14002068  0.44569944 -0.12119844 -1.50772089  1.40671124
  0.17848714 -0.3302635   0.76367593 -1.03807552  0.        ]","[[ 0.26704509  3.01552119 -0.17151584  0.16630232]
 [ 1.0050241  -1.13513302  0.          0.        ]]",[-1.26852438  2.28475327],-0.856399,-0.222268475835,[ 0.0091985 -0.0597495],[-0.04774322  0.36435077]
16,"[ 1.04479828 -1.13811213  0.41652006 -0.10056234 -1.5075913   1.40660121
 -0.17975776 -0.20683549  0.76418568 -1.02829434  0.        ]","[[ 0.2472216   3.00414607 -0.17151584  0.16630232]
 [-2.97412176 -0.21285341  0.          0.        ]]",[-0.54420157  2.01804659],-0.83351,-0.221341664618,[ 0.0091985 -0.0597495],[-0.04769723  0.3655836 ]
17,"[ 1.06767371 -1.13777228  0.29667127 -0.09766176 -1.50746175  1.4064912
 -0.36843712 -0.17874882  0.77070099 -1.02066388  0.        ]","[[  1.66711697e-01   3.00254706e+00  -1.71515845e-01   1.66302318e-01]
 [ -5.06988675e+00  -3.01580103e-03   0.00000000e+00   0.00000000e+00]]",[-0.10547498 -1.24010047],-0.802372,-0.221324973711,[ 0.0091985 -0.0597495],[-0.04778212  0.36644313]
18,"[ 1.08416163 -1.12995216  0.13866605 -0.02577675 -1.50733223  1.40638122
 -0.39700178 -0.70862828  0.78265455 -0.98321324  0.        ]","[[ 0.06212938  2.9627592  -0.17151584  0.16630232]
 [-5.38727842 -3.96257509  0.          0.        ]]",[ 0.15858269  1.07289411],-0.806921,-0.218998634497,[ 0.0091985 -0.0597495],[-0.04817829  0.36617118]
19,"[ 1.085761   -1.12049567 -0.01397375  0.04371467 -1.50720274  1.40627126
 -0.33084054 -0.16820538  0.80124608 -0.94890671  0.        ]","[[-0.03824454  2.92402273 -0.17151584  0.16630232]
 [-4.65257202  0.07547096  0.          0.        ]]",[ 0.71734421  0.08234823],-0.806487,-0.217897019826,[ 0.0091985 -0.0597495],[-0.04774988  0.36814564]
20,"[ 1.07952395 -1.12168236 -0.11053173  0.03519147 -1.50707329  1.40616133
 -0.06681622 -0.12474858  0.80989425 -0.94978857  0.        ]","[[-0.10187554  2.92878974 -0.17151584  0.16630232]
 [-1.72029969  0.40015028  0.          0.        ]]",[ 0.63076411  0.25653239],-0.813789,-0.219029234857,[ 0.0091985 -0.0597495],[-0.04777832  0.36775658]
21,"[ 1.0781366  -1.12612811 -0.12415547  0.00272495 -1.50694387  1.40605143
  0.16111893  0.01015277  0.80732662 -0.96242122  0.        ]","[[-0.11088257  2.94690577 -0.17151584  0.16630232]
 [ 0.81116281  1.40809338  0.          0.        ]]",[ 0.74575127 -0.53250971],-0.817353,-0.219933263816,[ 0.0091985 -0.0597495],[-0.04791148  0.36717534]
22,"[ 1.08364445 -1.12763594 -0.0549143  -0.00936263 -1.50681448  1.40594155
  0.4255216  -0.27576332  0.79979419 -0.96917527  0.        ]","[[-0.06519656  2.95363367 -0.17151584  0.16630232]
 [ 3.74765142 -0.72818521  0.          0.        ]]",[-2.22754349  0.21675201],-0.854008,-0.219692581597,[ 0.0091985 -0.0597495],[-0.04807974  0.36590517]
23,"[  1.08587441e+00  -1.12621199e+00  -2.50509588e-03   1.07667248e-03
  -1.50668513e+00   1.40583170e+00   6.23223782e-02  -1.58979784e-01
   7.96093375e-01  -9.66514806e-01   0.00000000e+00]","[[-0.03071224  2.94782396 -0.17151584  0.16630232]
 [-0.28577765  0.14430915  0.          0.        ]]",[-0.79647359 -0.18577117],-0.8204,-0.21900483586,[ 0.0091985 -0.0597495],[-0.04779214  0.36699155]
24,"[ 1.0832608  -1.12506021 -0.05918717  0.00919768 -1.50655581  1.40572187
 -0.221131   -0.25782894  0.80194853 -0.96141582  0.        ]","[[-0.06801099  2.94329986 -0.17151584  0.16630232]
 [-3.43360635 -0.59425885  0.          0.        ]]",[-0.17166428 -0.88908837],-0.815002,-0.219220620216,[ 0.0091985 -0.0597495],[-0.0478508   0.36753574]
25,"[ 1.07228764 -1.11224089 -0.17236369  0.09325837 -1.50642652  1.40561207
 -0.27621756 -0.72744563  0.82412492 -0.92536917  0.        ]","[[-0.14282171  2.8962108  -0.17151584  0.16630232]
 [-4.04541612 -4.1029546   0.          0.        ]]",[-0.94835322  1.31994822],-0.830046,-0.218510243101,[ 0.0091985 -0.0597495],[-0.04829232  0.367535  ]
26,"[ 1.03953114 -1.09873488 -0.34784215  0.16656186 -1.50629727  1.4055023
 -0.60709725 -0.18658654  0.85902172 -0.8972564   0.        ]","[[-0.26059734  2.85469282 -0.17151584  0.16630232]
 [-7.71990966 -0.06231721  0.          0.        ]]",[-0.4957984   1.11294554],-0.822507,-0.220283294603,[ 0.0091985 -0.0597495],[-0.04790947  0.37009007]
27,"[ 0.95823905 -1.11120165 -0.59447001  0.09861926 -1.50616805  1.40539255
 -0.77006904  0.3435664   0.87562666 -0.92578996  0.        ]","[[-0.4331562   2.89318519 -0.17151584  0.16630232]
 [-9.52995631  3.89834901  0.          0.        ]]",[ 1.04536144  0.54575685],-0.818766,-0.224926550102,[ 0.0091985 -0.0597495],[-0.0481083   0.37005633]
28,"[ 0.8578683  -1.13518382 -0.79238137 -0.07871257 -1.50603886  1.40528282
 -0.39650691  0.62249631  0.85250923 -0.98619196  0.        ]","[[-0.58213753  2.99206057 -0.17151584  0.16630232]
 [-5.38198489  5.98225986  0.          0.        ]]",[-0.20740185  0.77701438],-0.828373,-0.22768379756,[ 0.0091985 -0.0597495],[-0.04855303  0.3675127 ]
29,"[ 0.76287091 -1.1434814  -0.93245131 -0.18059917 -1.50590971  1.40517313
 -0.4608735  -0.15444517  0.83593285 -1.01874236  0.        ]","[[-0.69695018  3.04814754 -0.17151584  0.16630232]
 [-6.0968708   0.17819301  0.          0.        ]]",[ 0.73622458  1.58824081],-0.822746,-0.228838355118,[ 0.0091985 -0.0597495],[-0.04870166  0.36526725]
30,"[ 0.67708807 -1.14215126 -1.03491376 -0.16164881 -1.50578059  1.40506345
 -0.18748359 -0.28654332  0.85063482 -1.01246711  0.        ]","[[-0.78843075  3.03774643 -0.17151584  0.16630232]
 [-3.06128361 -0.80866375  0.          0.        ]]",[ 0.43329719  1.22449524],-0.814266,-0.229985621868,[ 0.0091985 -0.0597495],[-0.04906751  0.36377808]
31,"[ 0.6334688  -1.14004871 -1.08038669 -0.13458363 -1.5056515   1.40495381
 -0.02751757 -0.26122472  0.8632723  -1.00608316  0.        ]","[[-0.83183561  3.02287051 -0.17151584  0.16630232]
 [-1.28511935 -0.61958873  0.          0.        ]]",[-0.85123205 -0.85781972],-0.833966,-0.230896121042,[ 0.0091985 -0.0597495],[-0.04924524  0.36324108]
32,"[ 0.5710992  -1.13191232 -1.13905111 -0.0505979  -1.50552245  1.40484419
 -0.32877104 -0.71428648  0.8966992  -0.98965788  0.        ]","[[-0.89109923  2.97652098 -0.17151584  0.16630232]
 [-4.63008592 -4.00408555  0.          0.        ]]",[ 0.16328155  0.31380199],-0.80645,-0.233415108469,[ 0.0091985 -0.0597495],[-0.04943199  0.36358717]
33,"[ 0.47614718 -1.1156299  -1.21607282  0.06929547 -1.50539342  1.40473459
 -0.26227439 -0.53731191  0.94890277 -0.97569542  0.        ]","[[-0.97629408  2.90970146 -0.17151584  0.16630232]
 [-3.89186304 -2.68227179  0.          0.        ]]",[-0.12868618  2.36049632],-0.831186,-0.238616920963,[ 0.0091985 -0.0597495],[-0.04942177  0.36448941]
34,"[  3.79216839e-01  -1.11167061e+00  -1.28169200e+00   9.31020382e-02
  -1.50526444e+00   1.40462502e+00  -3.01201968e-01  -1.11842160e-04
   9.67805426e-01  -9.82938607e-01   0.00000000e+00]","[[-1.05846861  2.89631632 -0.17151584  0.16630232]
 [-4.32415658  1.33038434  0.          0.        ]]",[ 1.24902114  1.67024081],-0.805162,-0.241643806257,[ 0.0091985 -0.0597495],[-0.04909624  0.36518306]
35,"[ 0.32303246 -1.12873398 -1.31442798 -0.02511997 -1.50513548  1.40451548
  0.06313591  0.52647449  0.92873101 -1.00184355  0.        ]","[[-1.10436681  2.9623891  -0.17151584  0.16630232]
 [-0.27913243  5.26378896  0.          0.        ]]",[-0.17977522 -0.02963932],-0.813996,-0.238502634,[ 0.0091985 -0.0597495],[-0.04959583  0.36243609]
36,"[  3.07280087e-01  -1.14188278e+00  -1.32289348e+00  -1.63612157e-01
  -1.50500656e+00   1.40440596e+00  -4.94869638e-04  -3.44293703e-02
   8.76914867e-01  -1.02176599e+00   0.00000000e+00]","[[-1.1170367   3.03881686 -0.17151584  0.16630232]
 [-0.98556515  1.07425818  0.          0.        ]]",[ 0.82289083  1.07041812],-0.792196,-0.234078957136,[ 0.0091985 -0.0597495],[-0.04966322  0.36041918]
37,"[ 0.32363739 -1.141641   -1.31389449 -0.16113259 -1.50487767  1.40429647
  0.2947204  -0.2634455   0.87862089 -1.02002671  0.        ]","[[-1.103864    3.03745758 -0.17151584  0.16630232]
 [ 2.29193893 -0.63632801  0.          0.        ]]",[ 0.36318955  0.66638488],-0.799487,-0.234128074845,[ 0.0091985 -0.0597495],[-0.05016233  0.35911387]
38,"[ 0.39653633 -1.13967686 -1.27043285 -0.13585565 -1.50474882  1.404187
  0.42014998 -0.26372634  0.88270002 -1.01326878  0.        ]","[[-1.04405285  3.02356753 -0.17151584  0.16630232]
 [ 3.68453944 -0.6384808   0.          0.        ]]",[ 0.36124188  0.41552801],-0.807949,-0.233987638679,[ 0.0091985 -0.0597495],[-0.05023589  0.3595179 ]
39,"[ 0.49840789 -1.13802082 -1.19864248 -0.11679521 -1.50462     1.40407756
  0.54239963 -0.23210466  0.88105836 -1.00589575  0.        ]","[[-0.95674354  3.01307901 -0.17151584  0.16630232]
 [ 5.041869   -0.40235665  0.          0.        ]]",[ 0.99493471 -0.08552032],-0.815661,-0.233102878241,[ 0.0091985 -0.0597495],[-0.05023115  0.36012301]
40,"[ 0.64809975 -1.13608106 -1.06473953 -0.09617455 -1.50449121  1.40396814
  0.88821748 -0.27635229  0.87343575 -0.99591218  0.        ]","[[-0.81738414  3.00171571 -0.17151584  0.16630232]
 [ 8.88127447 -0.73287796  0.          0.        ]]",[ 1.0136519   1.12266786],-0.831892,-0.231249949616,[ 0.0091985 -0.0597495],[-0.05050009  0.35988772]
41,"[ 0.84249775 -1.13663384 -0.81632388 -0.10282158 -1.50436245  1.40385875
  1.22896605 -0.05540258  0.84552726 -0.99610612  0.        ]","[[ -0.60179705   3.00538242  -0.17151584   0.16630232]
 [ 12.66482042   0.91723221   0.           0.        ]]",[-0.0459535  -0.11805978],-0.845699,-0.22791860182,[ 0.0091985 -0.0597495],[-0.05044273  0.35978565]
42,"[ 1.00066389 -1.13741331 -0.48069951 -0.11220077 -1.50423373  1.40374939
  1.18991242 -0.19432326  0.81886584 -0.99875799  0.        ]","[[ -0.35284219   3.01055254  -0.17151584   0.16630232]
 [ 12.23211739  -0.1202829    0.           0.        ]]",[ 0.69845689 -0.89006071],-0.842698,-0.225010499914,[ 0.0091985 -0.0597495],[-0.0495411   0.36129561]
43,"[ 1.08128632 -1.13040759 -0.08084073 -0.04387106 -1.50410504  1.40364005
  1.41707714 -0.66590115  0.7978666  -0.98129191  0.        ]","[[ -0.08288509   2.97281067  -0.17151584   0.16630232]
 [ 14.75517377  -3.64218039   0.           0.        ]]",[ 0.51197656 -1.15064988],-0.836664,-0.220840721872,[ 0.0091985 -0.0597495],[-0.04934574  0.3605397 ]
44,"[ 1.04958519 -1.09968177  0.39148499  0.15568    -1.50397638  1.40353073
  1.57318733 -1.18641225  0.76247471 -0.91777953  0.        ]","[[  0.22962303   2.86096138  -0.17151584   0.16630232]
 [ 16.48983135  -7.52982192   0.           0.        ]]",[-1.89237352  0.84924191],-0.83815,-0.210517977251,[ 0.0091985 -0.0597495],[-0.04890977  0.35944456]
45,"[ 0.90507649 -1.05251697  0.79647509  0.35483871 -1.50384776  1.40342144
  1.18708108 -0.71619999  0.70083303 -0.86428454  0.        ]","[[  0.51641947   2.74559461  -0.17151584   0.16630232]
 [ 12.20411777  -4.01853703   0.           0.        ]]",[ 0.53907827 -0.67699815],-0.776217,-0.1980349151,[ 0.0091985 -0.0597495],[-0.04765606  0.36202207]
46,"[ 0.6854647  -0.99557625  1.11467865  0.53036208 -1.50371917  1.40331218
  1.35743606 -1.06448305  0.62234563 -0.83652557  0.        ]","[[  0.7794894    2.63912395  -0.17151584   0.16630232]
 [ 14.09654     -6.61989072   0.           0.        ]]",[-0.70772601 -0.92724023],-0.747949,-0.186076894379,[ 0.0091985 -0.0597495],[-0.04742366  0.36006221]
47,"[ 0.41237321 -0.88128084  1.34990406  0.7861583  -1.50359061  1.40320294
  1.07983839 -1.53849179  0.5161316  -0.78996581  0.        ]","[[  1.03050419   2.47119957  -0.17151584   0.16630232]
 [ 11.01523428 -10.16072094   0.           0.        ]]",[-1.93955022  0.09392482],-0.727409,-0.169225797817,[ 0.0091985 -0.0597495],[-0.04700048  0.35914737]
48,"[ 0.18997846 -0.71246925  1.46797062  1.04550351 -1.50346209  1.40309373
  0.70357688 -1.46165974  0.41037583 -0.72316091  0.        ]","[[ 1.20889798  2.27373266 -0.17151584  0.16630232]
 [ 6.8381352  -9.58782943  0.          0.        ]]",[-2.03905529  0.47872598],-0.719865,-0.150557509437,[ 0.0091985 -0.0597495],[-0.04653373  0.36095002]
49,"[ 0.06379597 -0.54120743  1.51280173  1.22633997 -1.50333359  1.40298455
  0.33480826 -1.18234146  0.33736457 -0.64879315  0.        ]","[[ 1.30458311  2.10289999 -0.17151584  0.16630232]
 [ 2.74408154 -7.50234667  0.          0.        ]]",[-0.1097383  1.3582894],-0.739601,-0.134737795425,[ 0.0091985 -0.0597495],[-0.04644213  0.36289594]
