timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.0015386   1.65826162  0.34401779 -1.49367533 -1.16449005 -0.33606654
  0.54432252 -0.39123295  2.61485767  0.22409367  0.        ]","[[-0.08034918 -0.08702515 -0.13361909 -0.03817322]
 [-0.00101917 -0.00443717  0.          0.        ]]",[-3.07386949 -0.26590815],-4.23494,-0.341963670858,[-0.57037795 -0.63497782],[-2.77467275  0.21221086]
1,"[ 0.99578195  1.65695353  0.27722432 -1.52172786 -1.16448782 -0.33606624
  0.35936237 -0.57622459  2.60104906  0.11895493  0.        ]","[[-0.12005584 -0.09766155 -0.13361909 -0.03817322]
 [-3.95647885 -1.05570313  0.          0.        ]]",[-3.14907109  0.17493666],-4.17402,-0.340311959635,[-0.57037795 -0.63497782],[-2.43746138  0.66250408]
2,"[ 0.96533362  1.65501437  0.08095606 -1.5584477  -1.16448559 -0.33606593
  0.17802851 -0.45038834  2.54266784 -0.16723279  0.        ]","[[-0.23809365 -0.11160083 -0.13361909 -0.03817322]
 [-7.83438944 -0.3406093   0.          0.        ]]",[-1.89295598  1.66858132],-3.92388,-0.334938676431,[-0.57037795 -0.63497782],[-2.07533669  1.08632123]
3,"[  8.72525201e-01   1.65917213e+00  -2.29609796e-01  -1.47142696e+00
  -1.16448337e+00  -3.36065629e-01   2.23359560e-04   2.47837303e-01
   2.41166938e+00  -5.54209670e-01   0.00000000e+00]","[[ -0.43293262  -0.07860234  -0.13361909  -0.03817322]
 [-11.63683693   3.62723329   0.           0.        ]]",[-0.33623365  0.73052882],-3.49276,-0.325455276997,[-0.57037795 -0.63497782],[-1.81580198  1.20833123]
4,"[ 0.68690155  1.66294024 -0.57909231 -1.20448064 -1.16448114 -0.33606533
 -0.05126069  0.74429147  2.20838853 -0.93285302  0.        ]","[[ -0.67671611   0.02224875  -0.13361909  -0.03817322]
 [-12.73784782   6.44846111   0.           0.        ]]",[-1.5658195   1.14830081],-3.24667,-0.312520919576,[-0.57037795 -0.63497782],[-1.52875853  1.34306383]
5,"[ 0.37794706  1.63943639 -0.91366987 -0.76394636 -1.16447891 -0.33606502
 -0.22453276  1.41883097  1.92126492 -1.27026171  0.        ]","[[ -0.96865121   0.18967868  -0.13361909  -0.03817322]
 [-16.44335127  10.28171546   0.           0.        ]]",[-1.01080109  1.04336055],-2.77887,-0.294756245945,[-0.57037795 -0.63497782],[-0.93062347  1.30037117]
6,"[-0.10280552  1.54064451 -1.16383891 -0.15184748 -1.16447668 -0.33606472
 -0.39439243  2.07993785  1.51241127 -1.5364015   0.        ]","[[ -1.33396363   0.43300875  -0.13361909  -0.03817322]
 [-20.07588029  14.03867019   0.           0.        ]]",[ 0.89651307  1.18414539],-2.4128,-0.268136963228,[-0.57037795 -0.63497782],[ 0.35771191  0.94195926]
7,"[-0.62361905  1.30615877 -1.19781198  0.54366099 -1.16447445 -0.33606441
 -0.21006868  2.72740283  1.13510682 -1.59187281  0.        ]","[[ -1.69593224   0.7506995   -0.13361909  -0.03817322]
 [-16.13404541  17.71816647   0.           0.        ]]",[ 0.75033647  0.39069233],-2.10471,-0.238729473687,[-0.57037795 -0.63497782],[ 1.02452719 -0.02248845]
8,"[-1.02677281  0.91706117 -1.06762198  1.11760928 -1.16447222 -0.33606411
 -0.05636926  2.93757423  0.93445715 -1.44735701  0.        ]","[[ -1.98563576   1.11704695  -0.13361909  -0.03817322]
 [-12.84712392  18.9126576    0.           0.        ]]",[ 1.06640115 -1.27408521],-1.74727,-0.214177344445,[-0.57037795 -0.63497782],[ 0.95947248 -0.76347041]
9,"[-1.29586952  0.49242649 -0.88692467  1.3669339  -1.16446999 -0.33606381
  0.14058662  2.17465689  0.8489898  -1.22540808  0.        ]","[[ -2.20031918   1.45179984  -0.13361909  -0.03817322]
 [ -8.63514605  14.57718711   0.           0.        ]]",[ 0.57382629 -2.04328767],-1.41592,-0.194783035105,[-0.57037795 -0.63497782],[ 0.40462929 -0.87307644]
10,"[-1.45945254  0.16259085 -0.72495976  1.36333966 -1.16446777 -0.3360635
  0.25479735  1.42699333  0.80948919 -1.02297653  0.        ]","[[ -2.34851649   1.70071312  -0.13361909  -0.03817322]
 [ -6.19270402  10.32835083   0.           0.        ]]",[ 0.17309459 -0.9256406 ],-1.28772,-0.180950726948,[-0.57037795 -0.63497782],[-0.01586432 -0.8410244 ]
11,"[-1.57187793 -0.05493046 -0.57989025  1.26917235 -1.16446554 -0.3360632
  0.29258113  0.74601775  0.7675518  -0.87472459  0.        ]","[[-2.46426321  1.86845226 -0.13361909 -0.03817322]
 [-5.38467949  6.45847412  0.          0.        ]]",[-0.16796026  0.17690912],-1.22937,-0.170199765728,[-0.57037795 -0.63497782],[-0.05807588 -0.63935435]
12,"[-1.66729791 -0.22222867 -0.42414445  1.14165606 -1.16446331 -0.33606289
  0.26646807  0.84676629  0.71760406 -0.74928965  0.        ]","[[-2.57755967  2.00336634 -0.13361909 -0.03817322]
 [-5.94311072  7.03101945  0.          0.        ]]",[ 0.1069876  -1.88159308],-1.07179,-0.160135332196,[-0.57037795 -0.63497782],[-0.01737324 -0.95706367]
