timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.32393894 -0.41366127],"[[-0.00473739  0.09722843 -0.15895413 -0.00983931]
 [ 0.00439288  0.00421946  0.          0.        ]]",[-2.28150368  1.46218229],"[ 1.10297326  2.08833848  0.27809885 -0.71487884 -1.39098299 -0.08135384
  0.66576506 -0.39408618  2.5325832   0.17423156  0.        ]",-3.17869,-0.368999774227,[-2.35250711  1.71202588]
1,[-0.32393894 -0.41366127],"[[-0.04435641  0.13705521 -0.15895413 -0.00983931]
 [-3.95311482  3.96525012  0.          0.        ]]",[-2.06766939  0.96272141],"[ 1.10159505  2.08182757  0.21674326 -0.59889858 -1.39097461 -0.08135367
  0.44971868  0.21245759  2.53177485  0.13865975  0.        ]",-3.16187,-0.368713262218,[-2.32390285  1.46400607]
2,[-0.32393894 -0.41366127],"[[-0.16233961  0.2538342  -0.15895413 -0.00983931]
 [-7.83229715  7.70018352  0.          0.        ]]",[-2.45115954  1.44496472],"[ 1.08441087  2.05021025  0.03504442 -0.26316942 -1.39096623 -0.0813535
  0.23794842  0.78437855  2.52239954  0.03147205  0.        ]",-3.2122,-0.367198403637,[-2.27880979  1.27026987]
3,[-0.32393894 -0.41366127],"[[ -3.57138118e-01   4.46049439e-01  -1.58954131e-01  -9.83931294e-03]
 [ -1.16349270e+01   1.15086034e+01   0.00000000e+00   0.00000000e+00]]",[-2.47248808  0.9730184 ],"[ 1.01386421  1.95847115 -0.25615369  0.26550105 -1.39095785 -0.08135333
  0.03035733  1.36754736  2.4838298  -0.14096047  0.        ]",-3.18482,-0.362535466319,[-2.10469151  1.08019209]
4,[-0.32393894 -0.41366127],"[[ -6.27237169e-01   7.12601090e-01  -1.58954131e-01  -9.83931294e-03]
 [ -1.53626511e+01   1.51343840e+01   0.00000000e+00   0.00000000e+00]]",[-1.58783339  0.32546473],"[ 0.83415493  1.7556451  -0.6238026   0.91765656 -1.39094947 -0.08135316
 -0.17314455  1.92273745  2.38538953 -0.35894707  0.        ]",-2.99157,-0.351741451968,[-1.83130705  0.89708304]
5,[-0.32393894 -0.41366127],"[[ -9.71148843e-01   1.02521547e+00  -1.58954131e-01  -9.83931294e-03]
 [ -1.90165103e+01   1.61236090e+01   0.00000000e+00   0.00000000e+00]]",[-2.1925358   0.93790668],"[ 0.4877297   1.42422865 -0.99347736  1.50711907 -1.39094109 -0.081353
 -0.37261392  2.07419212  2.19701159 -0.60563066  0.        ]",-2.72959,-0.332012495281,[-1.2560215   0.86405742]
6,[-0.32393894 -0.41366127],"[[ -1.38742950e+00   1.38173916e+00  -1.58954131e-01  -9.83931294e-03]
 [ -2.25998028e+01   1.95172616e+01   0.00000000e+00   0.00000000e+00]]",[-0.12233685  1.57620623],"[-0.05176253  0.9628577  -1.23778203  1.88055633 -1.39093271 -0.08135283
 -0.56823061  2.5938079   1.90200845 -0.80754441  0.        ]",-2.05452,-0.300694954727,[-0.68801284  0.44925982]
7,[-0.32393894 -0.41366127],"[[ -1.83982479e+00   1.80791331e+00  -1.58954131e-01  -9.83931294e-03]
 [ -2.26395427e+01   2.30882542e+01   0.00000000e+00   0.00000000e+00]]",[-1.29351211 -0.65930676],"[-0.68463942  0.37345323 -1.20802225  1.85073908 -1.39092433 -0.08135266
 -0.57039853  3.14054376  1.55407248 -0.81626352  0.        ]",-1.55494,-0.25851846771,[-0.46607387 -0.14750716]
8,[-0.32393894 -0.41366127],"[[ -2.32785396e+00   2.23887984e+00  -1.58954131e-01  -9.83931294e-03]
 [ -2.61518218e+01   2.00185502e+01   0.00000000e+00   0.00000000e+00]]",[-0.86667453  0.11305928],"[-1.27917636 -0.16262903 -0.84059515  1.30235767 -1.39091595 -0.08135249
 -0.76213808  2.67046134  1.2246937  -0.6585034   0.        ]",-1.02853,-0.212626999234,[-0.54386693 -0.12073794]
9,[-0.32393894 -0.41366127],"[[ -2.88014158e+00   2.63974440e+00  -1.58954131e-01  -9.83931294e-03]
 [ -2.90671779e+01   2.00678089e+01   0.00000000e+00   0.00000000e+00]]",[ 0.05809976 -0.71167434],"[-1.67350539 -0.52116637 -0.11498246  0.41103243 -1.39090757 -0.08135232
 -0.92128957  2.67795889  0.98701069 -0.3835788   0.        ]",-0.598403,-0.174373049071,[-0.78582335 -0.03361651]
10,[-0.32393894 -0.41366127],"[[ -3.45341652e+00   3.00882815e+00  -1.58954131e-01  -9.83931294e-03]
 [ -2.82629134e+01   1.42581201e+01   0.00000000e+00   0.00000000e+00]]",[-1.59379876 -0.95193001],"[-1.65338194 -0.68077742  0.76074771 -0.61139163 -1.39089919 -0.08135215
 -0.87737999  1.78837736  0.93965912 -0.06356769  0.        ]",-0.612129,-0.163225086591,[-1.093611    0.13363785]
11,[-0.32393894 -0.41366127],"[[ -4.05279564e+00   3.10997936e+00  -1.58954131e-01  -9.83931294e-03]
 [ -3.16634422e+01  -2.09767122e-01   0.00000000e+00   0.00000000e+00]]",[-2.75331284 -0.03338299],"[ -1.17465600e+00  -6.92345905e-01   1.50969726e+00  -9.06871482e-01
  -1.39089081e+00  -8.13519867e-02  -1.06301701e+00  -4.26901080e-01
   9.37898189e-01   1.06997824e-04   0.00000000e+00]",-0.604829,-0.162857397986,[-1.19926202  0.29594678]
12,[-0.32393894 -0.41366127],"[[ -4.71950137e+00   3.07924225e+00  -1.58954131e-01  -9.83931294e-03]
 [ -3.49959814e+01  -2.04412094e+00   0.00000000e+00   0.00000000e+00]]",[-2.56322672  0.00463111],"[ -2.99199104e-01  -6.90331654e-01   1.83460061e+00  -8.16839754e-01
  -1.39088244e+00  -8.13518186e-02  -1.24494041e+00  -7.07770122e-01
   8.55128952e-01  -1.38263192e-03   0.00000000e+00]",-0.57215,-0.152183449018,[-1.29777527  0.31297705]
13,[-0.32393894 -0.41366127],"[[ -5.45219436e+00   3.03894406e+00  -1.58954131e-01  -9.83931294e-03]
 [ -3.82624263e+01  -1.98594434e+00   0.00000000e+00   0.00000000e+00]]",[-2.21624882  0.80228836],"[ 0.64280718 -0.68570086  1.42967023 -0.69907909 -1.39087406 -0.08135165
 -1.42325308 -0.69886014  0.79382514  0.0924992   0.        ]",-0.577066,-0.1446579266,[-1.31533587  0.35027859]
14,[-0.32393894 -0.41366127],"[[ -6.24956668e+00   3.01491197e+00  -1.58954131e-01  -9.83931294e-03]
 [ -4.14641531e+01  -6.57837997e-01   0.00000000e+00   0.00000000e+00]]",[-0.54840874  1.24190902],"[ 1.10219091 -0.68186611  0.33750679 -0.62907116 -1.39086568 -0.08135148
 -1.59802947 -0.49550245  0.83336351  0.20983672  0.        ]",-0.574958,-0.151208629435,[-1.3074019   0.33801299]
15,[-0.32393894 -0.41366127],"[[ -7.09239896e+00   3.00719640e+00  -1.58954131e-01  -9.83931294e-03]
 [ -4.28145815e+01  -2.00979212e-01   0.00000000e+00   0.00000000e+00]]",[-1.11385981  0.31699913],"[ 0.66528831 -0.68046409 -0.83578574 -0.60663719 -1.3908573  -0.08135131
 -1.67173854 -0.4255482   0.94222846  0.23763371  0.        ]",-0.748403,-0.165558063537,[-1.09920645  0.40549213]
