timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.19551482  1.75592566 -0.23794405 -0.04963932 -0.41819379  0.1231636
 -0.51767806  0.22593608  1.97992234 -0.29185264  0.        ]",[-0.68554538 -0.44339135],[ 1.09779072  3.43106189],-4.56573,-0.256832014006,"[[ 0.03213314  0.07779792 -0.04754662  0.01456001]
 [-0.00406662  0.00142514  0.          0.        ]]",[ 1.6264379   3.45867348]
1,"[ 1.19261345  1.75081338 -0.17825124  0.02232309 -0.41819364  0.12316356
 -0.40502369  0.74751766  1.96770146 -0.1671311   0.        ]",[-0.68554538 -0.44339135],[ 1.10802976  3.62574542],-4.45768,-0.25567195936,"[[ 0.07172779  0.11753856 -0.04754662  0.01456001]
 [ 3.95037586  3.95945184  0.          0.        ]]",[ 1.69558442  3.36446333]
2,"[  1.17094254e+00   1.72346282e+00  -1.87414313e-03   2.33778952e-01
  -4.18193491e-01   1.23163524e-01  -2.94593695e-01   1.25877415e+00
   1.89164397e+00   1.93584639e-01   0.00000000e+00]",[-0.68554538 -0.44339135],[ 1.74710757  2.55566402],-4.28637,-0.250922140614,"[[ 0.18962759  0.2356537  -0.04754662  0.01456001]
 [ 7.82673763  7.83913095  0.          0.        ]]",[ 1.60396469  2.78118181]
3,"[ 1.09330458  1.63953276  0.27955022  0.56845597 -0.41819334  0.12316349
 -0.18633494  1.75990112  1.6461042   0.72218211  0.        ]",[-0.68554538 -0.44339135],[ 1.52972346  0.71065596],-3.93335,-0.23902631965,"[[  0.38428912   0.43059143  -0.04754662   0.01456001]
 [ 11.62688402  11.64195214   0.           0.        ]]",[ 0.92578781  1.15644455]
4,"[ 0.90483554  1.45879988  0.63227564  0.96624561 -0.41819319  0.12316345
 -0.08017599  2.10010531  1.12634342  1.2229851   0.        ]",[-0.68554538 -0.44339135],[-0.16505849 -0.81726453],-3.5795,-0.215776882149,"[[  6.54213008e-01   6.89333662e-01  -4.75466220e-02   1.45600131e-02]
 [  1.53533222e+01   1.42236215e+01   0.00000000e+00   0.00000000e+00]]",[ 0.07983039 -0.38153762]
5,"[ 0.60388721  1.22053196  0.9430885   1.27676667 -0.41819304  0.12316341
 -0.10735331  1.63650535  0.4715905   1.40004069  0.        ]",[-0.68554538 -0.44339135],[-0.53045868 -1.7523157 ],-3.28256,-0.185458301015,"[[  0.95170865   0.93850882  -0.04754662   0.01456001]
 [ 14.39933071  10.70559919   0.           0.        ]]",[-0.43222442 -0.63498837]
6,"[ 0.27545467  1.02665511  1.12914808  1.43936703 -0.41819288  0.12316337
 -0.17519595  1.08679136 -0.0493717   1.28041771  0.        ]",[-0.68554538 -0.44339135],[-1.06964778 -0.40166548],-3.08697,-0.159402307343,"[[  1.21580324   1.11076654  -0.04754662   0.01456001]
 [ 12.01788755   6.53408837   0.           0.        ]]",[-0.72339565 -0.53538215]
7,"[ 0.00516216  0.88914241  1.20478033  1.52032819 -0.41819273  0.12316333
 -0.29466551  0.86024941 -0.37463462  1.06236489  0.        ]",[-0.68554538 -0.44339135],[-0.89234511 -0.74507232],-2.90877,-0.141228146608,"[[ 1.41408561  1.22419953 -0.04754662  0.01456001]
 [ 7.82421384  4.81497332  0.          0.        ]]",[-0.71137172 -0.62184811]
8,"[-0.16262009  0.80668208  1.2222353   1.55724033 -0.41819258  0.12316329
 -0.39964222  0.45901381 -0.53709074  0.88878409  0.        ]",[-0.68554538 -0.44339135],[-0.52033404  0.20691861],-2.85312,-0.131058382976,"[[ 1.53359857  1.2899495  -0.04754662  0.01456001]
 [ 4.13927393  1.77018975  0.          0.        ]]",[-0.37124169 -0.18916933]
9,"[-0.24912561  0.75152165  1.22284009  1.577421   -0.41819243  0.12316325
 -0.46063623  0.56242129 -0.61135254  0.77916843  0.        ]",[-0.68554538 -0.44339135],[-0.90430984  0.48204157],-2.8659,-0.125333088248,"[[ 1.59490237  1.33322652 -0.04754662  0.01456001]
 [ 1.99823171  2.55490118  0.          0.        ]]",[-0.33800882 -0.49721962]
10,"[-0.25428897  0.66144237  1.22269586  1.60296323 -0.41819228  0.12316322
 -0.56371892  0.80738029 -0.62585134  0.70025343  0.        ]",[-0.68554538 -0.44339135],[ 0.28466238 -1.34202996],-2.72025,-0.119447041765,"[[ 1.59856212  1.40297539 -0.04754662  0.01456001]
 [-1.6202247   4.41377998  0.          0.        ]]",[-0.06643879 -1.03115988]
11,"[-0.22497744  0.59923626  1.22323992  1.61540615 -0.41819213  0.12316318
 -0.53068996  0.27404686 -0.61200799  0.67149961  0.        ]",[-0.68554538 -0.44339135],[-0.21309374 -0.34643497],-2.77919,-0.116085657023,"[[ 1.57779021  1.45064397 -0.04754662  0.01456001]
 [-0.46083715  0.36657098  0.          0.        ]]",[ 0.03465565 -0.33454657]
12,"[-0.20016123  0.60774636  1.22319125  1.61394788 -0.41819198  0.12316314
 -0.55444593  0.09234648 -0.59505442  0.69754143  0.        ]",[-0.68554538 -0.44339135],[ 0.78109497  0.87578905],-2.78136,-0.117218694673,"[[ 1.56020668  1.4441411  -0.04754662  0.01456001]
 [-1.29473592 -1.01226488  0.          0.        ]]",[ 0.25794271  0.0256317 ]
13,"[-0.20773878  0.58844268  1.22325439  1.61713833 -0.41819182  0.1231631
 -0.46567591  0.55188065 -0.60167345  0.67585982  0.        ]",[-0.68554538 -0.44339135],[ 0.2363654  -0.26776208],-2.76039,-0.115778922615,"[[ 1.56557591  1.45888382 -0.04754662  0.01456001]
 [ 1.82129574  2.47491761  0.          0.        ]]",[-0.34500042 -0.88258588]
14,"[-0.27187231  0.53806671  1.22205236  1.62360048 -0.41819167  0.12316306
 -0.44004706  0.40568319 -0.64419649  0.58388367  0.        ]",[-0.68554538 -0.44339135],[-0.68526507 -1.04835771],-2.77913,-0.11106703675,"[[ 1.6110281   1.49725101 -0.04754662  0.01456001]
 [ 2.72092306  1.36549769  0.          0.        ]]",[-0.48003826 -0.85070628]
15,"[-0.30946678  0.55474     1.21989504  1.62175685 -0.41819152  0.12316302
 -0.5188165  -0.11959976 -0.66616216  0.56717683  0.        ]",[-0.68554538 -0.44339135],[ 0.32854738  1.21966421],-2.82244,-0.111380112741,"[[ 1.63770447  1.48456692 -0.04754662  0.01456001]
 [-0.04407648 -2.62061686  0.          0.        ]]",[ 0.0732586   0.11517397]
