timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.2241623   2.0907865  -0.13252717  0.78543797  0.91945521  0.63386726
 -0.53032409  0.33194336  0.56460753 -0.71392891  0.        ]",[-0.3038376 -0.1503205],[ 0.76315535  0.16151927],-1.81077,-0.130551358504,"[[-0.05832302  0.04928042  0.10694435  0.07354505]
 [ 0.00136935  0.00016004  0.          0.        ]]",[ 1.08009613  0.35976666]
1,"[ 1.22595071  2.09032503 -0.08760017  0.80490287  0.91945412  0.6338667
 -0.44594909  0.41460045  0.5652879  -0.6525614   0.        ]",[-0.3038376 -0.1503205],[ 1.46346337  0.54190255],-1.74285,-0.126400901263,"[[-0.02800836  0.05568862  0.10694435  0.07354505]
 [ 3.02004655  0.63853591  0.          0.        ]]",[ 0.97776717  0.26763052]
2,"[ 1.22299094  2.08696211  0.05988441  0.9085222   0.91945304  0.63386613
 -0.33707093  0.6905949   0.55358445 -0.43918285  0.        ]",[-0.3038376 -0.1503205],[ 0.38715577 -0.31869076],-1.60319,-0.1124808732,"[[ 0.0714755   0.08984587  0.10694435  0.07354505]
 [ 6.91537615  2.77008766  0.          0.        ]]",[ 0.67695117 -0.04625794]
3,"[ 1.19235575  2.08064408  0.28315191  1.03604175  0.91945196  0.63386556
 -0.29807114  0.5200301   0.49731957 -0.1290378   0.        ]",[-0.3038376 -0.1503205],[ 0.90313662 -0.92547067],-1.40962,-0.0945748735222,"[[ 0.22378239  0.1320308   0.10694435  0.07354505]
 [ 8.31066518  1.45279374  0.          0.        ]]",[ 0.30501977 -0.50807112]
4,"[ 1.10516989  2.08201961  0.56453264  1.01186455  0.91945088  0.633865
 -0.20276533  0.04164737  0.38333462  0.20085088  0.        ]",[-0.3038376 -0.1503205],[ 0.22663612 -0.78743337],-1.3774,-0.0819599003679,"[[  0.42420686   0.12401737   0.10694435   0.07354505]
 [ 11.72041625  -2.24182496   0.           0.        ]]",[ 0.04050992 -1.04824984]
5,"[ 0.9345882   2.09081286  0.86967114  0.78257517  0.9194498   0.63386443
 -0.18415316 -0.35635662  0.21392497  0.50701981  0.        ]",[-0.3038376 -0.1503205],[ 0.25159866 -1.65509159],-1.45167,-0.0814576259427,"[[  0.66529621   0.04833993   0.10694435   0.07354505]
 [ 12.38629915  -5.31566717   0.           0.        ]]",[-0.20928463 -1.67942762]
6,"[ 0.68635893  2.08607771  1.13469258  0.34206057  0.91944871  0.63386386
 -0.16313935 -0.85545685  0.0198107   0.73790591  0.        ]",[-0.3038376 -0.1503205],[ 0.13767156 -3.17367704],-1.62652,-0.0912743197685,"[[  0.9205652   -0.09664832   0.10694435   0.07354505]
 [ 13.13810541  -9.170293     0.           0.        ]]",[-0.40991572 -2.23835111]
7,"[ 0.37130838  2.0246401   1.32903283 -0.31537505  0.91944763  0.6338633
 -0.1551356  -1.34463294 -0.17505181  0.87977773  0.        ]",[-0.3038376 -0.1503205],[-1.18979413 -2.31095042],-2.06224,-0.10311537772,"[[  1.1862001   -0.3179603    0.10694435   0.07354505]
 [ 13.42445129 -12.94828395   0.           0.        ]]",[-0.35817853 -2.51607585]
8,"[ 0.07375755  1.84549449  1.41881433 -1.11708943  0.91944655  0.63386273
 -0.27309007 -1.82389692 -0.29231826  0.88742602  0.        ]",[-0.3038376 -0.1503205],[ 0.77903146 -1.79518   ],-2.2928,-0.104974721448,"[[  1.41234898  -0.61406364   0.10694435   0.07354505]
 [  9.20439806 -16.64974455   0.           0.        ]]",[-0.11025739 -2.75080299]
9,"[-0.21709902  1.48982525  1.43517127 -1.89652365  0.91944547  0.63386216
 -0.19199253 -2.29397256 -0.36482708  0.78488989  0.        ]",[-0.3038376 -0.1503205],[-0.91809299 -3.34925055],-2.29793,-0.0953331630103,"[[  1.62554716  -0.98348572   0.10694435   0.07354505]
 [ 12.10581122 -20.28027958   0.           0.        ]]",[ 0.29210782 -2.91468024]
