timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[  1.18538592e+00   1.73114958e+00  -1.80878443e-01  -1.77025696e-01
  -6.59955051e-01  -1.71640771e-01  -5.12494281e-01   2.31867817e-01
   2.14319210e+00   1.61927425e-03   0.00000000e+00]","[[ 0.05616255 -0.02001969 -0.07543671 -0.02014507]
 [-0.00170349  0.00242962  0.          0.        ]]",[ 1.09052809  3.8575845 ],-4.68303,-0.286752875993,[-0.69484121 -0.42562672],[ 1.29117835  3.25403953]
1,"[ 1.18114337  1.73115463 -0.12135357 -0.10378567 -0.65995476 -0.17164072
 -0.39944386  0.75406348  2.13553066  0.12401925  0.        ]","[[ 0.09580387  0.01974082 -0.07543671 -0.02014507]
 [ 3.95267499  3.96043514  0.          0.        ]]",[ 1.23171779  3.98535574],-4.60901,-0.287388307642,[-0.69484121 -0.42562672],[ 1.38073289  3.15782547]
2,"[ 1.15552641  1.71905554  0.05404958  0.11303452 -0.65995446 -0.17164066
 -0.2886273   1.26592274  2.07332976  0.48048232  0.        ]","[[ 0.21374859  0.13787547 -0.07543671 -0.02014507]
 [ 7.82891609  7.84010004  0.          0.        ]]",[ 1.46666346  2.85063215],-4.49108,-0.287564900152,[-0.69484121 -0.42562672],[ 1.41038573  2.70002031]
3,"[ 1.07164228  1.65998102  0.33276164  0.46172109 -0.65995416 -0.17164061
 -0.17999265  1.76764206  1.84977198  1.01148967  0.        ]","[[  0.40845163   0.33283254  -0.07543671  -0.02014507]
 [ 11.62883657  11.64291895   0.           0.        ]]",[ 1.4287574   0.63434812],-4.31123,-0.282258666524,[-0.69484121 -0.42562672],[ 0.97802985  1.19548059]
4,"[ 0.87546232  1.51241872  0.67970402  0.8825503  -0.65995387 -0.17164055
 -0.07346568  2.06838652  1.35506643  1.5311622   0.        ]","[[  0.67841242   0.58856264  -0.07543671  -0.02014507]
 [ 15.35503278  13.92245106   0.           0.        ]]",[ 1.15129341 -0.92026356],-4.00836,-0.264507686114,[-0.69484121 -0.42562672],[ 0.45156053 -0.09715794]
5,"[ 0.5130776   1.3105054   1.0196051   1.21632533 -0.65995357 -0.17164049
  0.03103791  1.55099662  0.64722551  1.757052    0.        ]","[[  1.0221888    0.82766599  -0.07543671  -0.02014507]
 [ 19.01045338  10.00087946   0.           0.        ]]",[-0.52189615 -1.43778039],-3.69933,-0.232543311757,[-0.69484121 -0.42562672],[-0.44811836 -0.27823251]
6,"[ 0.04812651  1.14842379  1.2126892   1.39584419 -0.65995328 -0.17164044
 -0.03867684  1.00242469  0.00188546  1.60475325  0.        ]","[[  1.37793287   0.9859656   -0.07543671  -0.02014507]
 [ 16.57190876   5.84295244   0.           0.        ]]",[-1.28118272 -0.71564347],-3.31296,-0.196141239083,[-0.69484121 -0.42562672],[-0.92644835 -0.1895211 ]
7,"[-0.35662643  1.0511056   1.23373387  1.47863714 -0.65995298 -0.17164038
 -0.16112757  0.6133645  -0.40861723  1.28796932  0.        ]","[[  1.66639772   1.07323681  -0.07543671  -0.02014507]
 [ 12.28871824   2.89405086   0.           0.        ]]",[-1.18155075 -0.34731941],-2.96215,-0.16651392154,[-0.69484121 -0.42562672],[-0.95277137 -0.02291048]
8,"[-0.63763146  1.00076681  1.17368199  1.51535044 -0.65995268 -0.17164033
 -0.28118144  0.42446032 -0.62662005  0.99719093  0.        ]","[[ 1.87003921  1.11675158 -0.07543671 -0.02014507]
 [ 8.08936677  1.46224247  0.          0.        ]]",[-1.21347535 -0.52393759],-2.82328,-0.146742041859,[-0.69484121 -0.42562672],[-0.79925615  0.0336621 ]
9,"[-0.7965255   0.99121672  1.10988418  1.52187774 -0.65995239 -0.17164027
 -0.39886126  0.14705826 -0.72651804  0.8199942   0.        ]","[[ 1.99052659  1.12490025 -0.07543671 -0.02014507]
 [ 3.97305636 -0.64034075  0.          0.        ]]",[ 0.28306212 -0.70088821],-2.72936,-0.136895428982,[-0.69484121 -0.42562672],[-0.35968834  0.42761815]
10,"[-0.90979955  1.03833025  1.04921718  1.4883226  -0.65995209 -0.17164022
 -0.36906857 -0.21746307 -0.790533    0.72851309  0.        ]","[[ 2.08044365  1.08437233 -0.07543671 -0.02014507]
 [ 5.01516592 -3.40324911  0.          0.        ]]",[-1.40708063  1.26601865],-2.90008,-0.133949415173,[-0.69484121 -0.42562672],[-0.32274163  0.92587465]
11,"[-0.98186996  1.06990474  1.00312001  1.4638907  -0.6599518  -0.17164016
 -0.48505623  0.31397314 -0.83015065  0.66493897  0.        ]","[[ 2.14004043  1.05672191 -0.07543671 -0.02014507]
 [ 0.95804612  0.62479806  0.          0.        ]]",[-0.44903936  0.40777191],-2.81369,-0.132140396047,[-0.69484121 -0.42562672],[-0.28659809  0.32459909]
12,"[-0.98322223  1.03726287  1.00219334  1.48911665 -0.6599515  -0.17164011
 -0.53640512  0.52542789 -0.82908708  0.63280807  0.        ]","[[ 2.14118023  1.08529864 -0.07543671 -0.02014507]
 [-0.83808529  2.22753068  0.          0.        ]]",[-0.78632002 -0.41072682],-2.78197,-0.129597208675,[-0.69484121 -0.42562672],[-0.24059367 -0.02752848]
13,"[-0.92564917  1.00503318  1.03960622  1.5123796  -0.6599512  -0.17164005
 -0.6248672   0.30515044 -0.79788808  0.67804434  0.        ]","[[ 2.0933725   1.11309775 -0.07543671 -0.02014507]
 [-3.93239397  0.55792876  0.          0.        ]]",[-0.18077565  1.12565065],-2.82056,-0.130499328437,[-0.69484121 -0.42562672],[ 0.28486478  0.35911113]
14,"[-0.81933296  0.94503521  1.09874501  1.55156329 -0.65995091 -0.17164
 -0.64312367  0.82611002 -0.73927628  0.75249824  0.        ]","[[ 2.00831739  1.16387436 -0.07543671 -0.02014507]
 [-4.57099366  4.50656722  0.          0.        ]]",[-0.71036671 -0.4112289 ],-2.76878,-0.132050338179,[-0.69484121 -0.42562672],[ 0.14147678 -0.51255751]
15,"[-0.66390325  0.85660927  1.16471509  1.6001748  -0.65995061 -0.17163994
 -0.72088919  0.59958083 -0.6518176   0.8435662   0.        ]","[[ 1.88960563  1.23677894 -0.07543671 -0.02014507]
 [-7.29115059  2.78958172  0.          0.        ]]",[ 1.43980444 -0.77602159],-2.64977,-0.134085507948,[-0.69484121 -0.42562672],[ 0.67703038 -0.16877268]
16,"[-0.52163009  0.82648866  1.20620472  1.61438741 -0.65995031 -0.17163989
 -0.60361762  0.18675224 -0.56756392  0.95549957  0.        ]","[[ 1.78493908  1.26117543 -0.07543671 -0.02014507]
 [-3.18914073 -0.33946859  0.          0.        ]]",[ 0.79179729 -0.86342707],-2.69875,-0.139759368758,[-0.69484121 -0.42562672],[ 0.62044263  0.38833332]
