timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.19997205  1.73046065 -0.19021565 -0.20236108  1.69941271 -1.11133088
 -0.51889979  0.21684387  0.01517917  1.14725574  0.        ]",[-0.74511433 -0.46275032],[ 0.26860159 -6.33195543],-3.21389,-0.146101723404,"[[ 0.07411238  0.01581629  0.19612746 -0.12822513]
 [-0.00302385  0.00486478  0.          0.        ]]",[-0.07116152 -5.39611006]
1,"[ 1.19878265  1.73024959 -0.1741945  -0.27353081  1.6994108  -1.11133016
 -0.4884954  -0.3078081   0.01645505  1.12592803  0.        ]",[-0.74511433 -0.46275032],[-0.07811032 -4.60849925],-3.50741,-0.144001095119,"[[ 0.08472888 -0.02381937  0.19612746 -0.12822513]
 [ 1.06112544 -3.95523156  0.          0.        ]]",[ 0.03005231 -5.39597893]
2,"[ 1.19641519  1.71737894 -0.14717534 -0.48465927  1.69940888 -1.11132944
 -0.49788073 -0.82200132  0.01606171  1.03331988  0.        ]",[-0.74511433 -0.46275032],[ 0.48694366 -4.83857258],-3.3255,-0.134816673803,"[[ 0.10265563 -0.14186489  0.19612746 -0.12822513]
 [ 0.73263221 -7.83638607  0.          0.        ]]",[ 0.27670014 -5.41626978]
3,"[ 1.19071657  1.65657174 -0.09630176 -0.82414563  1.69940696 -1.11132872
 -0.4432175  -1.32612708 -0.00449711  0.89060005  0.        ]",[-0.74511433 -0.46275032],[ 1.64644246 -6.41599513],-2.84666,-0.120431073496,"[[  0.13650425  -0.3367712    0.19612746  -0.12822513]
 [  2.64584183 -11.6415557    0.           0.        ]]",[ 0.46248531 -5.5275712 ]
4,"[ 1.16713131  1.49511472  0.04075392 -1.25510408  1.69940505 -1.111328
 -0.33164663 -1.8203568  -0.06374965  0.79312188  0.        ]",[-0.74511433 -0.46275032],[ 0.59980236 -5.33614291],-3.18544,-0.110299206419,"[[  0.22860075  -0.60703186   0.19612746  -0.12822513]
 [  6.55082174 -15.37203951   0.           0.        ]]",[ 0.57748675 -5.83377981]
5,"[ 1.10205729  1.17795488  0.26221533 -1.69263894  1.69940313 -1.11132728
 -0.26751665 -2.30468995 -0.17938914  0.75298191  0.        ]",[-0.74511433 -0.46275032],[ 0.51903164 -5.80057411],-3.22571,-0.10678159371,"[[  0.38213739  -0.951153     0.19612746  -0.12822513]
 [  8.79536942 -19.0278408    0.           0.        ]]",[ 0.64838731 -6.24943733]
6,"[ 0.9754522   0.67835336  0.52340792 -1.98956573  1.69940121 -1.11132656
 -0.21378631 -2.77937261 -0.37762162  0.73616462  0.        ]",[-0.74511433 -0.46275032],[ 0.82451156 -5.27761506],-3.34707,-0.110257180527,"[[  0.57691306  -1.36765971   0.19612746  -0.12822513]
 [ 10.67592943 -22.61082537   0.           0.        ]]",[ 0.99664152 -6.61649275]
7,"[ 0.7543264   0.04265966  0.80563179 -1.95439386  1.6993993  -1.11132584
 -0.12657334 -3.24461932 -0.67803886  0.75933131  0.        ]",[-0.74511433 -0.46275032],[ 1.75356481 -6.63963244],-2.90598,-0.128720608445,"[[  0.82105696  -1.8551123    0.19612746  -0.12822513]
 [ 13.72838209 -26.12262262   0.           0.        ]]",[ 1.95770717 -6.92877769]
8,"[ 0.39144527 -0.57031722  1.0685277  -1.42759634  1.69939738 -1.11132512
 -0.02122206 -3.70058031 -1.08936789  0.82493213  0.        ]",[-0.74511433 -0.46275032],[ 3.154972   -7.64761482],-2.49801,-0.166647921881,"[[  1.1326192   -2.4120978    0.19612746  -0.12822513]
 [ 17.41567594 -29.56437716   0.           0.        ]]",[ 2.70225024 -6.97635889]
9,"[-0.13168275 -0.89861257  1.20937226 -0.41781756  1.69939546 -1.1113244
  0.08206158 -3.36464267 -1.60452668  0.87324791  0.        ]",[-0.74511433 -0.46275032],[ 3.38168663 -7.29740389],-2.57344,-0.219706820381,"[[  1.51719996  -3.03723269   0.19612746  -0.12822513]
 [ 21.03060216 -27.02877038   0.           0.        ]]",[ 3.41046405 -6.62324619]
