timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[  1.18140467e+00   1.86416164e+00  -2.12170054e-01   1.55178766e-03
  -7.59700935e-01  -5.21304473e-01  -5.13387882e-01   2.72316777e-01
   2.12951860e+00   2.91659679e-01   0.00000000e+00]","[[-0.0173434  -0.03050886 -0.08711134 -0.06080778]
 [ 0.0014747   0.00194323  0.          0.        ]]",[ 0.05211324  1.21151758],-4.30306,-0.301806423619,[-0.54452306 -0.28636751],[ 0.05806185  1.54108906]
1,"[ 1.18145115  1.86471221 -0.20906954  0.08298261 -0.75970047 -0.52130421
 -0.50762739  0.78045462  2.13049953  0.33612922  0.        ]","[[-0.01526124  0.00925665 -0.08711134 -0.06080778]
 [ 0.20606495  3.96141275  0.          0.        ]]",[ 0.1388221   2.51620536],-4.21855,-0.302825453205,[-0.54452306 -0.28636751],[ 0.36885831  1.81292534]
2,"[ 1.18159064  1.85413791 -0.19481039  0.32428647 -0.7597     -0.52130395
 -0.49232209  1.27851478  2.1242881   0.47465856  0.        ]","[[ -5.68596765e-03   1.27423731e-01  -8.71113400e-02  -6.08077812e-02]
 [  7.49665008e-01   7.84236166e+00   0.00000000e+00   0.00000000e+00]]",[ 1.08554462  2.59793901],-4.20197,-0.305298990476,[-0.54452306 -0.28636751],[ 0.8114742   1.94058204]
3,"[ 1.17994068  1.79721594 -0.11364313  0.71297925 -0.75969953 -0.5213037
 -0.38139693  1.76654516  2.07167204  0.77063218  0.        ]","[[  0.04883575   0.32242572  -0.08711134  -0.06080778]
 [  4.68946027  11.64517029   0.           0.        ]]",[ 0.73463745  0.48538078],-4.12987,-0.308154786481,[-0.54452306 -0.28636751],[ 0.80342603  1.32442427]
4,"[ 1.1611981   1.65590187  0.06686195  1.17314695 -0.75969906 -0.52130344
 -0.30218346  1.98345972  1.89483639  1.2020815   0.        ]","[[  0.17085211   0.57228802  -0.08711134  -0.06080778]
 [  7.50293086  13.33542365   0.           0.        ]]",[ 0.91911804  0.47033685],-3.76531,-0.307050635121,[-0.54452306 -0.28636751],[ 0.30273721  0.28708613]
5,"[ 1.09374473  1.41411002  0.33257707  1.60942877 -0.75969859 -0.52130318
 -0.2039598   2.18839351  1.53045851  1.63101374  0.        ]","[[  0.35591144   0.85501897  -0.08711134  -0.06080778]
 [ 10.99159916  14.932332     0.           0.        ]]",[-0.77997201  0.35846755],-3.50964,-0.296074911958,[-0.54452306 -0.28636751],[-0.18977572 -0.85139173]
6,"[ 0.98022598  1.0714594   0.58266824  1.94567841 -0.75969812 -0.52130292
 -0.29692612  2.33268465  1.05180507  1.84205742  0.        ]","[[  0.54261416   1.16494698  -0.08711134  -0.06080778]
 [  7.68965305  16.05671413   0.           0.        ]]",[ 0.66360248 -2.07459368],-3.22151,-0.271865986991,[-0.54452306 -0.28636751],[-0.25812039 -1.93687201]
7,"[ 0.83247341  0.72081428  0.79704856  2.09537945 -0.75969766 -0.52130266
 -0.22719613  1.78361957  0.61004071  1.81061976  0.        ]","[[  0.72125672   1.44315501  -0.08711134  -0.06080778]
 [ 10.1662917   11.77833902   0.           0.        ]]",[-0.48207462 -0.97266063],-3.11505,-0.240144716127,[-0.54452306 -0.28636751],[-0.34231487 -1.89379013]
8,"[ 0.64731201  0.46627082  0.98340285  2.10744841 -0.75969719 -0.5213024
 -0.28652147  1.25943608  0.28151354  1.65779477  0.        ]","[[ 0.90344341  1.63774045 -0.08711134 -0.06080778]
 [ 8.05919436  7.69382882  0.          0.        ]]",[-0.90851295 -1.48029362],-2.94215,-0.209747420164,[-0.54452306 -0.28636751],[-0.23276636 -1.64094365]
9,"[ 0.50502359  0.31984044  1.0880488   2.07910124 -0.75969672 -0.52130214
 -0.39222021  0.73178461  0.10989887  1.51041242  0.        ]","[[ 1.02696206  1.75036442 -0.08711134 -0.06080778]
 [ 4.30502528  3.58228807  0.          0.        ]]",[ 0.0158631  -1.11459468],-2.84748,-0.189040115391,[-0.54452306 -0.28636751],[ 0.18925478 -1.04941988]
