timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
33,"[ 1.12497416 -0.61184322 -0.26655269  0.16425057 -0.63106385 -0.75899663
 -0.49196238  0.41246723  0.19033214  0.57984123  0.        ]",[-0.14932288 -0.06740376],[-0.1233225 -0.1114885],-1.19365,-0.0891539796771,"[[-6.44187625 -2.92079155 -0.07233405 -0.08737785]
 [-2.23264447  0.17385153  0.          0.        ]]",[-0.22992568 -0.86921668]
34,"[ 1.11269489 -0.61212598 -0.33935169  0.16738205 -0.63106029 -0.7589918
 -0.51555807  0.34971261  0.18246627  0.58553315  0.        ]",[-0.14932288 -0.06740376],[-0.31469726 -0.83616711],-1.17673,-0.0889010566606,"[[-6.4909848  -2.92177837 -0.07233405 -0.08737785]
 [-2.67673084 -0.27105093  0.          0.        ]]",[-0.24546058 -0.86355507]
35,"[ 1.09128996 -0.62232026 -0.43526051  0.29036646 -0.63105673 -0.75898698
 -0.57895705 -0.11653295  0.17457524  0.62805076  0.        ]",[-0.14932288 -0.06740376],[-0.46428766  1.44659529],-1.29274,-0.0919866220857,"[[-6.55649044 -2.96036506 -0.07233405 -0.08737785]
 [-3.86986297 -3.57660058  0.          0.        ]]",[-0.30399054 -0.80351484]
36,"[ 1.05018504 -0.62912123 -0.5712431   0.39011433 -0.63105317 -0.75898215
 -0.67255689  0.45194402  0.16846753  0.6673285   0.        ]",[-0.14932288 -0.06740376],[ 1.05883345 -1.88709746],-1.12202,-0.0951013908931,"[[-6.65156123 -2.9914594  -0.07233405 -0.08737785]
 [-5.63134055  0.45373635  0.          0.        ]]",[-0.29275334 -0.84922922]
37,"[ 1.01146732 -0.63269256 -0.67073315  0.45206438 -0.63104962 -0.75897733
 -0.4562402   0.21619161  0.16431282  0.68320464  0.        ]",[-0.14932288 -0.06740376],[-0.60706974 -0.36674927],-1.23967,-0.0962576463907,"[[-6.72334596 -3.01069598 -0.07233405 -0.08737785]
 [-1.56064763 -1.21766156  0.          0.        ]]",[-0.33450603 -0.81736541]
38,"[ 0.97745449 -0.63378321 -0.7447701   0.47295879 -0.63104606 -0.7589725
 -0.58231679  0.41153282  0.16551221  0.70582493  0.        ]",[-0.14932288 -0.06740376],[ 0.80948473  0.0674839 ],-1.21471,-0.0985309708558,"[[-6.77836392 -3.01717321 -0.07233405 -0.08737785]
 [-3.93325937  0.16724962  0.          0.        ]]",[-0.33281475 -0.83353877]
39,"[ 0.94640146 -0.63266385 -0.80466253  0.45165858 -0.6310425  -0.75896768
 -0.40786417  0.45339147  0.16084103  0.7053334   0.        ]",[-0.14932288 -0.06740376],[ 0.04316564 -1.1739111 ],-1.19199,-0.0981022076014,"[[-6.82409105 -3.01057157 -0.07233405 -0.08737785]
 [-0.6503948   0.46402669  0.          0.        ]]",[-0.33557969 -0.83951348]
40,"[ 0.93843878 -0.63175114 -0.8190391   0.43507441 -0.63103894 -0.75896286
 -0.39809699  0.40502378  0.15855502  0.70232384  0.        ]",[-0.14932288 -0.06740376],[-0.88869088 -1.58063506],-1.22012,-0.0976247431432,"[[-6.83525519 -3.00542776 -0.07233405 -0.08737785]
 [-0.46662877  0.12113328  0.          0.        ]]",[-0.34088683 -0.83579302]
41,"[ 0.90525238 -0.63151838 -0.8754163   0.43099106 -0.63103538 -0.75895803
 -0.58458123  0.39165339  0.1556954   0.70717983  0.        ]",[-0.14932288 -0.06740376],[-0.7078083  -0.91961929],-1.22738,-0.097865828351,"[[-6.87979823 -3.00416118 -0.07233405 -0.08737785]
 [-3.97597983  0.02635597  0.          0.        ]]",[-0.34901774 -0.83356953]
42,"[ 0.81661869 -0.63145634 -1.00360154  0.42995374 -0.63103182 -0.75895321
 -0.72931536  0.38918864  0.15054433  0.72149846  0.        ]",[-0.14932288 -0.06740376],[-1.33330702 -1.16273698],-1.24575,-0.0988593275671,"[[-6.98664568 -3.00383987 -0.07233405 -0.08737785]
 [-6.69968822  0.00889483  0.          0.        ]]",[-0.36199278 -0.83097994]
43,"[ 0.64896663 -0.63144861 -1.18638272  0.42987797 -0.63102826 -0.75894838
 -0.93265851  0.38752174  0.14526304  0.74605593  0.        ]",[-0.14932288 -0.06740376],[-1.0844988  -2.59220253],-1.19326,-0.10088939131,"[[ -7.15903357e+00  -3.00381699e+00  -7.23340489e-02  -8.73778504e-02]
 [ -1.05263482e+01  -2.90993879e-03   0.00000000e+00   0.00000000e+00]]",[-0.37340599 -0.82629335]
44,"[ 0.3633745  -0.63145774 -1.38804695  0.43010047 -0.6310247  -0.75894356
 -1.13197274  0.38745841  0.14420056  0.78250169  0.        ]",[-0.14932288 -0.06740376],[-1.11594477 -0.62005194],-1.21327,-0.104484638998,"[[ -7.40719459e+00  -3.00388669e+00  -7.23340489e-02  -8.73778504e-02]
 [ -1.42772535e+01  -3.34616726e-03   0.00000000e+00   0.00000000e+00]]",[-0.37832415 -0.82111806]
45,"[-0.05901263 -0.63139061 -1.52439393  0.42897543 -0.63102115 -0.75893873
 -1.32733637  0.39156414  0.15392854  0.82819118  0.        ]",[-0.14932288 -0.06740376],[-1.07770786 -0.39663321],-1.17994,-0.10985203997,"[[ -7.72962867  -3.00353813  -0.07233405  -0.08737785]
 [-17.95390255   0.02577419   0.           0.        ]]",[-0.35851151 -0.81254268]
46,"[-0.5960033  -0.6312577  -1.48103435  0.42669724 -0.63101759 -0.75893391
 -1.51882616  0.39297731  0.181584    0.87579197  0.        ]",[-0.14932288 -0.06740376],[-0.41166543 -0.32247708],-1.09177,-0.116710224627,"[[ -8.12486546  -3.00283161  -0.07233405  -0.08737785]
 [-21.55776719   0.03580577   0.           0.        ]]",[-0.2945044  -0.79860651]
47,"[-1.1271559  -0.63113062 -1.16760602  0.42453247 -0.63101403 -0.75892909
 -1.58273825  0.3919185   0.22856382  0.90993798  0.        ]",[-0.14932288 -0.06740376],[-0.70186922 -1.10023441],-0.980984,-0.123632630147,"[[ -8.56809225  -3.00216023  -0.07233405  -0.08737785]
 [-22.76090196   0.02831236   0.           0.        ]]",[-0.18649991 -0.77626836]
48,"[-1.50342804 -0.63117867 -0.58480292  0.42543276 -0.63101047 -0.75892426
 -1.70643736  0.38317661  0.28849443  0.91596468  0.        ]",[-0.14932288 -0.06740376],[-1.31830829 -0.03713822],-0.946983,-0.128924000546,"[[ -9.0466711   -3.00244034  -0.07233405  -0.08737785]
 [-25.08922328  -0.03364983   0.           0.        ]]",[-0.05219117 -0.75747693]
49,"[-1.58309109 -0.63110855  0.20970534  0.42426728 -0.63100691 -0.75891944
 -1.89040261  0.3938383   0.34977423  0.88418673  0.        ]",[-0.14932288 -0.06740376],[ 0.41402133  0.97476141],-0.920894,-0.131142391267,"[[ -9.58319702  -3.00207916  -0.07233405  -0.08737785]
 [-28.55183115   0.04194783   0.           0.        ]]",[ 0.07570104 -0.74729127]
