timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.22206198  2.0936877  -0.15703823  0.40169572 -1.57854736 -0.19109953
 -0.52578886  0.33195522  2.66685109 -0.03791384  0.        ]","[[-0.07683391 -0.07552349 -0.18146372 -0.02338748]
 [-0.0039211  -0.00246149  0.          0.        ]]",[ 0.02934081  0.93356948],-4.17671,-0.389895699352,[-0.30954951 -0.14534193],[ 0.5961954   0.44051364]
1,"[  1.22217185e+00   2.09653643e+00  -1.55451559e-01   5.13811346e-01
  -1.57854375e+00  -1.91099404e-01  -5.22608987e-01   8.12885341e-01
   2.67097623e+00  -1.09142604e-03   0.00000000e+00]","[[-0.07576141 -0.03848399 -0.18146372 -0.02338748]
 [ 0.11079338  3.69409269  0.          0.        ]]",[ 0.34974982  1.08464265],-4.15797,-0.390473338968,[-0.30954951 -0.14534193],[ 0.72303832  0.53640103]
2,"[ 1.22365726  2.09378816 -0.13167849  0.85580049 -1.57854014 -0.19109927
 -0.48436381  1.31845064  2.67692504  0.13510033  0.        ]","[[-0.05970093  0.07438653 -0.18146372 -0.02338748]
 [ 1.49066956  7.58000947  0.          0.        ]]",[ 1.22428994  1.55162535],-4.07026,-0.391736363981,[-0.30954951 -0.14534193],[ 0.88015169  0.63567829]
3,"[ 1.22603153  2.05056126 -0.02907223  1.42222039 -1.57853653 -0.19109914
 -0.37557561  1.81387551  2.64828935  0.43788582  0.        ]","[[  9.49332693e-03   2.64193560e-01  -1.81463723e-01  -2.33874830e-02]
 [  5.41574853e+00   1.13880073e+01   0.00000000e+00   0.00000000e+00]]",[ 0.90882812 -0.53449719],-3.92389,-0.391120551392,[-0.30954951 -0.14534193],[ 0.85403877  0.49369994]
4,"[ 1.21014353  1.95170522  0.18268912  1.99941208 -1.57853292 -0.19109901
 -0.27886108  1.50901218  2.51920789  0.85772787  0.        ]","[[ 0.15281868  0.46844334 -0.18146372 -0.02338748]
 [ 8.90520918  9.04477336  0.          0.        ]]",[ 0.48693163  0.35928712],-3.42872,-0.38372528029,[-0.30954951 -0.14534193],[ 0.73071927  0.16643092]
5,"[ 1.14383524  1.81175966  0.46346625  2.49375937 -1.57852931 -0.19109888
 -0.23034549  1.67068824  2.25688372  1.27320531  0.        ]","[[  0.34848469   0.66180756  -0.18146372  -0.02338748]
 [ 10.65564871  10.28749051   0.           0.        ]]",[ 0.67132488  0.21499321],-2.9184,-0.366362522114,[-0.30954951 -0.14534193],[ 0.51530153 -0.3322618 ]
6,"[ 0.99767447  1.61258245  0.77751406  2.95577667 -1.5785257  -0.19109875
 -0.16254878  1.75477952  1.83926912  1.59584593  0.        ]","[[  0.58613904   0.87404305  -0.18146372  -0.02338748]
 [ 13.10175233  10.93387527   0.           0.        ]]",[ 0.84760707 -1.53579356],-2.43091,-0.334720481428,[-0.30954951 -0.14534193],[ 0.22928499 -0.85562956]
7,"[ 0.73035092  1.41651098  1.09962522  3.26166054 -1.57852208 -0.19109862
 -0.07671484  1.21124612  1.32396544  1.72861544  0.        ]","[[  0.87924663   1.05080445  -0.18146372  -0.02338748]
 [ 16.19864005   6.75613728   0.           0.        ]]",[-0.80770951 -1.20868915],-2.14913,-0.289889835606,[-0.30954951 -0.14534193],[ 0.0733808  -1.27446723]
8,"[ 0.39412968  1.30322175  1.32171289  3.39148731 -1.57851847 -0.1910985
 -0.17412934  0.67871155  0.88276019  1.66873332  0.        ]","[[  1.16795676   1.14485823  -0.18146372  -0.02338748]
 [ 12.68392172   2.66292806   0.           0.        ]]",[ 0.44203008 -0.27610869],-1.85302,-0.244967876139,[-0.30954951 -0.14534193],[-0.00236952 -1.46501994]
9,"[ 0.04065252  1.2512873   1.42714816  3.44133815 -1.57851486 -0.19109837
 -0.13259196  0.52947106  0.53819125  1.50037365  0.        ]","[[  1.43667192   1.1866078   -0.18146372  -0.02338748]
 [ 14.18258601   1.51582645   0.           0.        ]]",[-0.2390727  -1.96814249],-1.52695,-0.202931377958,[-0.30954951 -0.14534193],[-0.20038056 -1.6097461 ]
10,"[-0.329538    1.26345438  1.42652193  3.43013467 -1.57851125 -0.19109824
 -0.16656189  0.01036063  0.26060345  1.27032029  0.        ]","[[  1.70802716   1.17689084  -0.18146372  -0.02338748]
 [ 12.95694887  -2.47420255   0.           0.        ]]",[-0.53957097 -1.85254928],-1.27287,-0.162417536024,[-0.30954951 -0.14534193],[-0.15861954 -1.58648968]
11,"[-0.6402197   1.37215131  1.3387834   3.31599416 -1.57850764 -0.19109811
 -0.23282179 -0.49840588  0.0728045   1.08242586  0.        ]","[[  1.94317994   1.08817077  -0.18146372  -0.02338748]
 [ 10.56629112  -6.38472592   0.           0.        ]]",[-0.10975292 -1.1641985 ],-1.12407,-0.13350713229,[-0.30954951 -0.14534193],[-0.07968171 -1.54456675]
12,"[-0.88912872  1.5617892   1.20005745  3.04625924 -1.57850403 -0.19109798
 -0.25063109 -0.99713582 -0.06325027  0.96494977  0.        ]","[[  2.14805846   0.92201447  -0.18146372  -0.02338748]
 [  9.92372711 -10.21811044   0.           0.        ]]",[ 0.65141723 -0.10684907],-1.12308,-0.116316189846,[-0.30954951 -0.14534193],[-0.0462303  -1.54632103]
13,"[-1.1236228   1.76562138  0.99088932  2.61911015 -1.57850042 -0.19109785
 -0.18464808 -1.02600792 -0.18956467  0.82815613  0.        ]","[[  2.37041921   0.71542583  -0.18146372  -0.02338748]
 [ 12.30438151 -10.44003982   0.           0.        ]]",[ 0.33395599 -1.41195003],-1.10817,-0.0992160085899,[-0.30954951 -0.14534193],[-0.25279751 -1.67363811]
14,"[-1.33375902  1.95134947  0.68661907  2.00067157 -1.57849681 -0.19109772
 -0.15475005 -1.51436527 -0.30247146  0.64094425  0.        ]","[[  2.62732973   0.46896311  -0.18146372  -0.02338748]
 [ 13.38309404 -14.19371303   0.           0.        ]]",[-0.58577263 -1.31161927],-1.27077,-0.0790887409748,[-0.30954951 -0.14534193],[-0.37746376 -1.68653023]
15,"[-1.46026241  2.08263701  0.35612851  1.07802717 -1.5784932  -0.19109759
 -0.22628054 -1.99284932 -0.36479978  0.52320514  0.        ]","[[  2.86909674   0.14818764  -0.18146372  -0.02338748]
 [ 10.80228056 -17.8715252    0.           0.        ]]",[-0.59055672 -2.94074649],-1.49221,-0.0682914250535,[-0.30954951 -0.14534193],[-0.6581791  -1.82208216]
