timestep,obs,human_obs,actions,rewards,original_rewards,logstd_action_dist,avg_action_dist
0,"[ 1.18065559  1.84830991 -0.18058628 -0.08668619 -0.43497633 -1.61422542
 -0.51314066  0.2672835   1.84936814  1.47303383  0.        ]","[[ 0.00965409 -0.0627328  -0.04964474 -0.18707143]
 [-0.00183639 -0.00493727  0.          0.        ]]",[-2.67551242 -2.10625038],-4.10213,-0.317064222766,[-0.5700345  -0.30296218],[-1.48616731 -2.13215828]
1,"[ 1.18008608  1.84400418 -0.23978453 -0.16676889 -0.43497614 -1.61422321
 -0.62466133 -0.24198156  1.84275722  1.35535931  0.        ]","[[-0.03005742 -0.10254298 -0.04964474 -0.18707143]
 [-3.95615791 -3.96289374  0.          0.        ]]",[-0.48557103 -3.08856084],-4.08581,-0.309243512853,[-0.5700345  -0.30296218],[-1.27524674 -2.08581638]
2,"[ 1.16930115  1.81910868 -0.38477934 -0.40210704 -0.43497594 -1.61422099
 -0.67658691 -0.74126792  1.79295908  1.05138794  0.        ]","[[-0.12765353 -0.22073422 -0.04964474 -0.18707143]
 [-5.79735248 -7.84329795  0.          0.        ]]",[-1.50218501 -1.08417441],-3.96215,-0.286930002707,[-0.5700345  -0.30296218],[-1.15083838 -1.91588569]
3,"[ 1.12524037  1.73932849 -0.61004362 -0.77542229 -0.43497574 -1.61421877
 -0.78488914 -1.23056493  1.62014986  0.60343803  0.        ]","[[ -0.28212939  -0.41575473  -0.04964474  -0.18707143]
 [ -9.63755792 -11.64607112   0.           0.        ]]",[-1.11901158 -3.38029516],-3.71158,-0.24643489219,[-0.5700345  -0.30296218],[-0.94107378 -1.77849722]
4,"[ 1.00032265  1.55460095 -0.92624885 -1.23894946 -0.43497555 -1.61421656
 -0.89107894 -1.71015858  1.20696674  0.11132098  0.        ]","[[ -0.51265644  -0.68607441  -0.04964474  -0.18707143]
 [-13.40286454 -15.37344229   0.           0.        ]]",[-0.88574099 -1.72970128],-3.18682,-0.180321810998,[-0.5700345  -0.30296218],[-0.85098839 -1.76207876]
5,"[ 0.74172426  1.2153368  -1.27811696 -1.69091483 -0.43497535 -1.61421434
 -0.98247636 -2.18024031  0.5231387  -0.14001326  0.        ]","[[ -0.81322544  -1.03020024  -0.04964474  -0.18707143]
 [-16.64366589 -19.02690778   0.           0.        ]]",[-1.48990789 -1.52870933],-2.68871,-0.0891500197486,[-0.5700345  -0.30296218],[-0.76213002 -2.04226732]
6,"[ 0.30871691  0.70356586 -1.57489099 -1.96323239 -0.43497515 -1.61421212
 -1.08490002 -2.64094482 -0.23118177  0.15804558  0.        ]","[[ -1.18253176  -1.4466646   -0.04964474  -0.18707143]
 [-20.27544256 -22.60752467   0.           0.        ]]",[ 0.20425801 -2.10896647],-2.5998,-0.0414365432056,[-0.5700345  -0.30296218],[-0.54485703 -2.74492931]
7,"[-0.22977803  0.07619245 -1.68583906 -1.84704618 -0.43497495 -1.61420991
 -1.05095652 -3.09262606 -0.58169058  0.95755261  0.        ]","[[ -1.57596376  -1.93403713  -0.04964474  -0.18707143]
 [-19.07190153 -26.11805595   0.           0.        ]]",[-0.08494657 -3.13444916],-2.79561,-0.137516530243,[-0.5700345  -0.30296218],[-0.48701745 -3.21454954]
8,"[-0.75115998 -0.50044733 -1.57601775 -1.18284985 -0.43497476 -1.61420769
 -1.049966   -3.53538668 -0.29650344  1.64401757  0.        ]","[[ -1.95705173  -2.49092462  -0.04964474  -0.18707143]
 [-19.03680937 -29.55931253   0.           0.        ]]",[-0.39074524 -2.27858162],-3.37299,-0.201315727324,[-0.5700345  -0.30296218],[-0.59319758 -2.9022429 ]
9,"[-1.2081727  -0.76756098 -1.25614775 -0.011864   -0.43497456 -1.61420547
 -1.08304827 -3.16705235  0.25819133  1.6025033   0.        ]","[[ -2.34956849  -3.11596036  -0.04964474  -0.18707143]
 [-20.20987467 -26.6967258    0.           0.        ]]",[-0.33394254 -1.49560421],-3.12651,-0.203611964874,[-0.5700345  -0.30296218],[-0.61563426 -1.89423323]
10,"[-1.52639818 -0.75511584 -0.7460214   0.32225072 -0.43497436 -1.61420326
 -1.10901419  0.52664475  0.33050532  1.40326055  0.        ]","[[ -2.76300007  -3.28193881  -0.04964474  -0.18707143]
 [-21.13060945   2.01074603   0.           0.        ]]",[ 0.63437599 -1.52612854],-2.49906,-0.186023443174,[-0.5700345  -0.30296218],[ 0.43048689 -2.20172238]
11,"[-1.62561559 -0.76622669 -0.17317421  0.14460285 -0.43497417 -1.61420104
 -1.02637878  0.92359026  0.29512512  1.46099081  0.        ]","[[ -3.15621326  -3.19349787  -0.04964474  -0.18707143]
 [-18.20054537   5.09581678   0.           0.        ]]",[ 0.5228769  -2.77752962],-2.36636,-0.190404376917,[-0.5700345  -0.30296218],[ 0.90558589 -2.9325974 ]
12,"[-1.5386339  -0.76715565  0.32219165 -0.03216664 -0.43497397 -1.61419883
 -0.95783351  0.71568827  0.30224398  1.52009006  0.        ]","[[ -3.49583859  -3.10589815  -0.04964474  -0.18707143]
 [-15.77008689   3.48000312   0.           0.        ]]",[ 1.39524031 -3.54387754],-2.3354,-0.196740786108,[-0.5700345  -0.30296218],[ 1.05684733 -2.91444206]
13,"[-1.3590253  -0.76289685  0.67950503 -0.13798469 -0.43497377 -1.61419661
 -0.83736845  0.50884673  0.32385092  1.53909845  0.        ]","[[ -3.76838363  -3.05337074  -0.04964474  -0.18707143]
 [-11.49864721   1.87243027   0.           0.        ]]",[ 1.14113397 -3.85735464],-2.39647,-0.199552469994,[-0.5700345  -0.30296218],[ 1.02348709 -2.83232546]
14,"[-1.18520807 -0.75933405  0.88973282 -0.19183523 -0.43497358 -1.61419439
 -0.7192878   0.38469267  0.34026879  1.53613469  0.        ]","[[-3.95634809 -3.02655484 -0.04964474 -0.18707143]
 [-7.31175011  0.90750506  0.          0.        ]]",[ 0.7303997  -3.71736995],-2.4846,-0.19992919259,[-0.5700345  -0.30296218],[ 0.9420532  -2.81504846]
15,"[-1.0608352  -0.75733113  1.00061644 -0.21714818 -0.43497338 -1.61419218
 -0.6336484   0.32128195  0.3489673   1.52819597  0.        ]","[[-4.07211596 -3.01392219 -0.04964474 -0.18707143]
 [-4.27515476  0.41467764  0.          0.        ]]",[ 1.81146196 -2.04315866],-2.6622,-0.199490874743,[-0.5700345  -0.30296218],[ 0.87025923 -2.80303073]
16,"[-1.0094464  -0.75636438  1.039413   -0.22849777 -0.43497318 -1.61418996
 -0.51960031  0.29140248  0.35280815  1.52504519  0.        ]","[[-4.11704516 -3.00825151 -0.04964474 -0.18707143]
 [-0.2312401   0.18245519  0.          0.        ]]",[ 1.00341926 -2.00832708],-2.72609,-0.199336287372,[-0.5700345  -0.30296218],[ 0.75810736 -2.77891111]
17,"[-1.04978447 -0.75593088  1.00927122 -0.23342845 -0.43497298 -1.61418774
 -0.40780989  0.27798761  0.3540306   1.5323694   0.        ]","[[-4.08189923 -3.0057866  -0.04964474 -0.18707143]
 [ 3.73262312  0.07819573  0.          0.        ]]",[ 0.98402534 -3.70981335],-2.50845,-0.200132432535,[-0.5700345  -0.30296218],[ 0.63926953 -2.75894904]
18,"[-1.17231642 -0.75574408  0.90248028 -0.2355225  -0.43497279 -1.61418553
 -0.30001624  0.27215581  0.3524029   1.55123708  0.        ]","[[-3.96889794 -3.00473948 -0.04964474 -0.18707143]
 [ 7.55476967  0.03287186  0.          0.        ]]",[ 0.66116813 -3.38583483],-2.55217,-0.20197923509,[-0.5700345  -0.30296218],[ 0.51461792 -2.74100685]
19,"[-1.33838331 -0.75566539  0.7090025  -0.23639677 -0.43497259 -1.61418331
 -0.23040714  0.26967804  0.34570316  1.57892269  0.        ]","[[ -3.79303832  -3.00430224  -0.04964474  -0.18707143]
 [ 10.02296716   0.01361548   0.           0.        ]]",[ 0.28865907 -2.17407707],-2.68595,-0.204516283534,[-0.5700345  -0.30296218],[ 0.41926104 -2.72471261]
20,"[-1.49119342 -0.75563264  0.44208704 -0.23675691 -0.43497239 -1.61418109
 -0.2037709   0.26864318  0.33239555  1.60922104  0.        ]","[[ -3.58310285e+00  -3.00412209e+00  -4.96447427e-02  -1.87071432e-01]
 [  1.09674324e+01   5.57341328e-03   0.00000000e+00   0.00000000e+00]]",[-0.46835663 -4.22371602],-2.49891,-0.207070668014,[-0.5700345  -0.30296218],[ 0.29079929 -2.67692041]
21,"[-1.58454362 -0.75561901  0.16367466 -0.23690358 -0.4349722  -1.61417888
 -0.26219135  0.26821643  0.31516612  1.6341459   0.        ]","[[ -3.38453799e+00  -3.00404869e+00  -4.96447427e-02  -1.87071432e-01]
 [  8.89595649e+00   2.25752711e-03   0.00000000e+00   0.00000000e+00]]",[ 0.08133049 -3.70193158],-2.54259,-0.208956096972,[-0.5700345  -0.30296218],[ 0.15277611 -2.60997987]
22,"[-1.62291569 -0.75561323 -0.10027636 -0.23696278 -0.434972   -1.61417666
 -0.25807645  0.26804284  0.29632763  1.65273336  0.        ]","[[ -3.20515497e+00  -3.00401903e+00  -4.96447427e-02  -1.87071432e-01]
 [  9.04185903e+00   9.09226269e-04   0.00000000e+00   0.00000000e+00]]",[ 0.04785816 -2.32760659],-2.72274,-0.210168950132,[-0.5700345  -0.30296218],[ 0.01996888 -2.53572297]
23,"[-1.6160913  -0.75561064 -0.36957558 -0.2369865  -0.4349718  -1.61417444
 -0.25778057  0.26797254  0.27482087  1.66709065  0.        ]","[[ -3.02421257e+00  -3.00400713e+00  -4.96447427e-02  -1.87071432e-01]
 [  9.05234661e+00   3.63701210e-04   0.00000000e+00   0.00000000e+00]]",[-0.11943078 -1.6017424 ],-2.84354,-0.210890296631,[-0.5700345  -0.30296218],[-0.15278846 -2.45943832]
