timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.42823428 -0.32353401],"[[ 0.03931333  0.07087207  0.14722829 -0.18100595]
 [ 0.00254278  0.00049085  0.          0.        ]]",[-0.39050625  2.06165246],"[ 1.17316767  2.12291536  0.1617263  -0.54689499  1.27566666 -1.55399324
 -0.84344013 -0.37173692  0.19706814  1.61791193  0.        ]",-2.43476,-0.206564915254,[-1.12533545  0.95933211]
1,[-0.42823428 -0.32353401],"[[ 0.02384885  0.11061565  0.14722829 -0.18100595]
 [-1.54383594  3.96066668  0.          0.        ]]",[ 0.7013922   0.01458154],"[ 1.17384052  2.11793857  0.1386752  -0.4301293   1.27566367 -1.55398851
 -0.89216929  0.20151786  0.19508556  1.62724509  0.        ]",-1.77586,-0.207536210637,[-0.86648589  0.61160994]
2,[-0.42823428 -0.32353401],"[[ 0.02111738  0.18961064  0.14722829 -0.18100595]
 [ 1.2613545   3.93890914  0.          0.        ]]",[-0.93033841 -0.36615511],"[ 1.17392296  2.10164087  0.13460257 -0.19975116  1.27566068 -1.55398377
 -0.80376892  0.19836816  0.1848187   1.69476712  0.        ]",-1.77775,-0.214767723356,[-0.88397056  0.51869917]
3,[-0.42823428 -0.32353401],"[[ 0.00917419  0.25307412  0.14722829 -0.18100595]
 [-2.44335028  2.4125189   0.          0.        ]]",[ 0.28688131 -0.56386048],"[ 1.17417064  2.08242019  0.11679328 -0.01711329  1.27565769 -1.55397904
 -0.92051278 -0.02258471  0.17543679  1.73129241  0.        ]",-1.52721,-0.218560752346,[-0.89775777  0.57622957]
4,[-0.42823428 -0.32353401],"[[-0.02781261  0.27843974  0.14722829 -0.18100595]
 [-1.25927389  0.13164717  0.          0.        ]]",[-1.29967913  1.82518023],"[ 1.17369146  2.07322338  0.06163893  0.05509381  1.2756547  -1.55397431
 -0.88319789 -0.35275263  0.17751463  1.68953291  0.        ]",-2.23342,-0.213889878369,[-1.03069198  0.7394402 ]
5,[-0.42823428 -0.32353401],"[[-0.09245454  0.32078928  0.14722829 -0.18100595]
 [-5.19182766  4.09010188  0.          0.        ]]",[-0.21889903  0.14634981],"[ 1.16831704  2.05597763 -0.03457312  0.17446264  1.27565171 -1.55396957
 -1.00712164  0.22025492  0.17889988  1.61485967  0.        ]",-1.5844,-0.205474697652,[-0.71556747  0.38785091]
6,[-0.42823428 -0.32353401],"[[-0.20395148  0.40759547  0.14722829 -0.18100595]
 [-5.95532795  4.58884821  0.          0.        ]]",[-0.252103  -0.0429093],"[ 1.14555626  2.0133421  -0.19894495  0.41369466  1.27564872 -1.55396484
 -1.03117973  0.29245093  0.17128545  1.49923558  0.        ]",-1.30285,-0.19209924533,[-0.60614055  0.26558378]
7,[-0.42823428 -0.32353401],"[[-0.33188234  0.49675874  0.14722829 -0.18100595]
 [-6.83483758  4.32833922  0.          0.        ]]",[ 0.00314583 -0.20842586],"[ 1.09874727  1.95962735 -0.38280133  0.65023688  1.27564573 -1.5539601
 -1.05889348  0.25474054  0.15264985  1.3595678   0.        ]",-0.952003,-0.175588770813,[-0.51563656  0.19889531]
8,[-0.42823428 -0.32353401],"[[-0.4670953   0.5741839   0.14722829 -0.18100595]
 [-6.68695233  3.41721255  0.          0.        ]]",[-0.58197433 -0.13560257],"[ 1.02606517  1.90515307 -0.56843029  0.84664144  1.27564274 -1.55395537
 -1.05423123  0.12284958  0.12119582  1.20109019  0.        ]",-0.763276,-0.156429971277,[-0.45638523  0.19086032]
9,[-0.42823428 -0.32353401],"[[-0.62260657  0.63646847  0.14722829 -0.18100595]
 [-8.85695988  2.81323533  0.          0.        ]]",[-1.05020901  1.54933816],"[ 0.9147021   1.85627825 -0.76656916  0.9977233   1.27563975 -1.55395063
 -1.12261184  0.03542028  0.06799112  1.00226976  0.        ]",-0.955224,-0.131779097688,[-0.3042472   0.17377123]
