timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.73396492 -0.54222816],"[[ 0.08275746 -0.08276639 -0.09680386  0.05649636]
 [ 0.00358189  0.00377957  0.          0.        ]]",[-1.02576505  1.82853725],"[ 1.30673544  2.11383709  0.51071092 -1.21661301 -0.83073321  0.49430262
 -0.73717445 -0.40210214  1.94028306 -0.3629162   0.        ]",-5.65133,-0.310233707143,[-0.96827888  2.10585308]
1,[-0.73396492 -0.54222816],"[[ 0.04312242 -0.04294828 -0.09680386  0.05649636]
 [-3.95390252  3.96482618  0.          0.        ]]",[-1.09921494  1.75348831],"[ 1.31034372  2.11738193  0.45156022 -1.10702885 -0.83073275  0.49430242
 -0.84256548  0.22385961  1.94215965 -0.40160005  0.        ]",-5.53465,-0.311115216757,[-0.87121493  1.90167356]
2,[-0.73396492 -0.54222816],"[[-0.07487661  0.07530366 -0.09680386  0.05649636]
 [-7.83308317  7.84741861  0.          0.        ]]",[-0.55893561  2.06867139],"[ 1.30763154  2.11466545  0.27522441 -0.78115462 -0.83073229  0.49430222
 -0.9458711   0.83742309  1.9407458  -0.5172877   0.        ]",-5.35892,-0.31311925698,[-0.84372079  1.77095938]
3,[-0.73396492 -0.54222816],"[[ -0.25218349   0.27042861  -0.09680386   0.05649636]
 [ -9.89076428  11.65237515   0.           0.        ]]",[-0.51349424  1.94522442],"[ 1.26588898  2.06711611  0.01395277 -0.2519138  -0.83073182  0.49430201
 -1.00066841  1.43871688  1.91886211 -0.66984537  0.        ]",-5.04821,-0.313843463187,[-0.75188643  1.61390674]
4,[-0.73396492 -0.54222816],"[[ -0.4684329    0.54089456  -0.09680386   0.05649636]
 [-11.72808241  15.38174888   0.           0.        ]]",[-0.15305489  0.91554747],"[ 1.15570989  1.91613389 -0.28808042  0.43133655 -0.83073136  0.49430181
 -1.04959719  2.02806419  1.85942877 -0.80988663  0.        ]",-4.34631,-0.310226272102,[-0.39354113  1.27511263]
5,[-0.73396492 -0.54222816],"[[ -0.7067568    0.88184445  -0.09680386   0.05649636]
 [-12.10304554  18.70213951   0.           0.        ]]",[-0.27844569  1.47877618],"[ 0.96486338  1.60182419 -0.58400123  1.14009851 -0.8307309   0.49430161
 -1.05958206  2.5527767   1.74950523 -0.89437862  0.        ]",-3.59532,-0.299192550324,[ 0.16685972  0.79262263]
6,[-0.73396492 -0.54222816],"[[ -0.9574831    1.29189693  -0.09680386   0.05649636]
 [-12.96667963  22.2910996    0.           0.        ]]",[ 1.24154903 -0.00663047],"[ 0.6971504   1.09041961 -0.83579501  1.66253762 -0.83073044  0.4943014
 -1.08258067  3.11992529  1.57677574 -0.89334458  0.        ]",-2.33698,-0.277742961259,[ 0.90309209  0.21548538]
7,[-0.73396492 -0.54222816],"[[ -1.17453692   1.73301341  -0.09680386   0.05649636]
 [ -8.75248783  21.82224412   0.           0.        ]]",[ 1.40953329 -0.17659674],"[ 0.4226065   0.47065159 -0.99246527  1.73289215 -0.83072997  0.4943012
 -0.97035219  3.04582243  1.35365592 -0.77821435  0.        ]",-1.53216,-0.245928913415,[ 0.99162167 -0.12676248]
8,[-0.73396492 -0.54222816],"[[ -1.30812877   2.15810101  -0.09680386   0.05649636]
 [ -4.62028455  20.69039112   0.           0.        ]]",[ 0.47905436 -1.00751463],"[ 0.23971287 -0.08641438 -1.05705194  1.30700348 -0.83072951  0.494301
 -0.86030726  2.86694916  1.10235801 -0.58121256  0.        ]",-1.4771,-0.207676291754,[ 1.00255454 -0.23408952]
9,[-0.73396492 -0.54222816],"[[ -1.38058089   2.52806996  -0.09680386   0.05649636]
 [ -2.63162642  16.32109495   0.           0.        ]]",[ 1.56965404 -1.13568598],"[ 0.13750679 -0.46029409 -1.08137116  0.59913429 -0.83072905  0.4943008
 -0.80734699  2.17647523  0.84233379 -0.42359498  0.        ]",-1.64406,-0.169842928112,[ 0.63303214 -0.08246449]
