timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.38405344 -0.30512425],"[[ -4.66919175e-02   2.91802419e-02  -1.29966719e-01  -1.38186364e-01]
 [ -2.99825563e-03  -3.80920777e-05   0.00000000e+00   0.00000000e+00]]",[-1.49741915  1.52094624],"[  1.15700657e+00   2.09133494e+00  -2.15022393e-03  -6.26621174e-01
  -1.12030669e+00  -1.17423621e+00  -8.41617451e-01  -3.60525758e-01
   2.18119216e+00   1.02920689e+00   0.00000000e+00]",-3.545,-0.364428935043,[-1.82694173  1.56753004]
1,[-0.38405344 -0.30512425],"[[-0.08645724  0.06892276 -0.12996672 -0.13818636]
 [-3.96035381  3.9610828   0.          0.        ]]",[-2.13323652  1.67665725],"[ 1.15335257  2.08866574 -0.06147624 -0.51089774 -1.12030401 -1.17423325
 -0.97391376  0.20339826  2.17929612  0.99625234  0.        ]",-3.57663,-0.36276733192,[-1.60300648  1.3181299 ]
2,[-0.38405344 -0.30512425],"[[-0.2045842   0.18710039 -0.12996672 -0.13818636]
 [-7.83943048  7.84372567  0.          0.        ]]",[-1.46620534  0.31632613],"[ 1.12972035  2.06809132 -0.23614468 -0.16936721 -1.12030133 -1.17423029
 -1.10359255  0.75614929  2.16709583  0.89929848  0.        ]",-3.08324,-0.357206866849,[-1.33272767  1.04208755]
3,[-0.38405344 -0.30512425],"[[ -0.39951314   0.35499748  -0.12996672  -0.13818636]
 [-11.64083921   8.94228546   0.           0.        ]]",[-1.51718601  1.2618563 ],"[ 1.04980671  2.00684749 -0.51398887  0.30171367 -1.12029866 -1.17422732
 -1.2306741   0.91254401  2.12520767  0.7203335   0.        ]",-2.89504,-0.345143171383,[-1.12437272  0.87730646]
4,[-0.38405344 -0.30512425],"[[ -0.66972861   0.57180557  -0.12996672  -0.13818636]
 [-15.36836183  12.72583713   0.           0.        ]]",[-0.75638306  1.11686313],"[ 0.86034771  1.8749336  -0.86060746  0.86604936 -1.12029598 -1.17422436
 -1.35528471  1.45118475  2.02449201  0.47917936  0.        ]",-2.24293,-0.324489571032,[-0.62637401  0.43483409]
5,[-0.38405344 -0.30512425],"[[ -1.00408939   0.86352442  -0.12996672  -0.13818636]
 [-18.05885385  16.433582     0.           0.        ]]",[ 0.30729627 -0.52635613],"[ 0.51923398  1.61422958 -1.19391158  1.50450216 -1.1202933  -1.1742214
 -1.44522565  1.97902709  1.84454935  0.25540578  0.        ]",-1.13871,-0.295078615127,[-0.00655723 -0.06237409]
6,[-0.38405344 -0.30512425],"[[ -1.34948663   1.1680051   -0.12996672  -0.13818636]
 [-16.48610151  14.0225365    0.           0.        ]]",[ 0.37627715  0.00597705],"[ 0.08120336  1.26268693 -1.39119574  1.97048791 -1.12029062 -1.17421844
 -1.39264278  1.63577357  1.61344127  0.1089592   0.        ]",-0.569756,-0.260938504704,[ 0.3160001  -0.01757455]
7,[-0.38405344 -0.30512425],"[[ -1.66100646   1.44589312  -0.12996672  -0.13818636]
 [-14.67186819  13.76716214   0.           0.        ]]",[-0.53359627 -1.55591814],"[-0.34612489  0.89800759 -1.42158058  2.18108867 -1.12028794 -1.17421548
 -1.33198748  1.59941137  1.3878127   0.06195913  0.        ]",0.0034765,-0.228921124619,[ 0.61999762 -0.08591542]
8,[-0.38405344 -0.30512425],"[[ -1.97272048   1.67876699  -0.12996672  -0.13818636]
 [-16.49354166   9.53427403   0.           0.        ]]",[ 2.24625366 -1.19159493],"[-0.76172947  0.58115467 -1.30849525  2.18681033 -1.12028526 -1.17421251
 -1.3928832   0.99679858  1.1578976   0.05510448  0.        ]",0.131428,-0.196650511141,[ 0.79744446  0.15363955]
9,[-0.38405344 -0.30512425],"[[ -2.25960796   1.82781513  -0.12996672  -0.13818636]
 [-12.20936633   5.38448725   0.           0.        ]]",[ 1.76511906 -0.16500161],"[-1.09910991  0.38145078 -1.0867254   2.10800799 -1.12028258 -1.17420955
 -1.24965638  0.40601802  0.94555014  0.06063321  0.        ]",-0.0339577,-0.166977984755,[ 0.91987085  0.40977395]
