timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.615641   -0.41044414],"[[ 0.01913596 -0.09613711  0.1960446  -0.17613715]
 [ 0.00185805 -0.00141036  0.          0.        ]]",[-0.48179676 -0.03007344],"[ 1.25285301  2.12384381  0.30861113 -1.18258712  1.7072941  -1.51384684
 -0.78305828 -0.39583446 -0.22602527  1.60999305  0.        ]",-2.77069,-0.170134209618,[-1.40595317  0.76439869]
1,[-0.615641   -0.41044414],"[[  5.04257314e-05  -9.73523652e-02   1.96044602e-01  -1.76137152e-01]
 [ -1.90406604e+00  -1.19723068e-01   0.00000000e+00   0.00000000e+00]]",[-1.34988847  0.75265687],"[ 1.25311148  2.12367302  0.28030902 -1.18599949  1.70729086 -1.51384443
 -0.83601367 -0.41404212 -0.22732759  1.57179362  0.        ]",-3.032,-0.166002159456,[-1.32590079  0.79935026]
2,[-0.615641   -0.41044414],"[[-0.07735519 -0.06980631  0.1960446  -0.17613715]
 [-5.82343959  2.86438049  0.          0.        ]]",[-1.35986623  1.06433608],"[ 1.24886268  2.12690193  0.1656314  -1.10852946  1.70728763 -1.51384201
 -0.94491258  0.04520071 -0.23448915  1.44997362  0.        ]",-3.05485,-0.152791525778,[-0.97876972  0.59520966]
3,[-0.615641   -0.41044414],"[[-0.23237397  0.02665524  0.1960446  -0.17613715]
 [-9.66564269  6.76875387  0.          0.        ]]",[-0.74657508  1.05049011],"[ 1.21493461  2.12982235 -0.0612817  -0.8364563   1.70728439 -1.5138396
 -1.0516671   0.64606965 -0.26053504  1.24987667  0.        ]",-2.78773,-0.130946188934,[-0.4926419   0.31436586]
4,[-0.615641   -0.41044414],"[[ -0.45341591   0.20042397   0.1960446   -0.17613715]
 [-12.42936586  10.59534071   0.           0.        ]]",[ 0.07385424 -0.57279637],"[ 1.10959582  2.10215894 -0.36937417 -0.34980278  1.70728115 -1.51383718
 -1.12845589  1.23496661 -0.32417895  1.01097147  0.        ]",-1.92837,-0.10480121439,[ 0.13713165 -0.24968167]
5,[-0.615641   -0.41044414],"[[ -0.69659736   0.3874664    0.1960446   -0.17613715]
 [-11.89059165   8.11714671   0.           0.        ]]",[-0.30834748  1.2904263 ],"[ 0.92222182  2.02603715 -0.67127074  0.15470516  1.70727791 -1.51383477
 -1.11348484  0.85358051 -0.4345029   0.76790686  0.        ]",-1.88999,-0.0798491616326,[ 0.29704791 -0.27166122]
6,[-0.615641   -0.41044414],"[[ -0.94430502   0.58792561   0.1960446   -0.17613715]
 [-12.87691183  11.91608      0.           0.        ]]",[ 1.25774547 -1.4685916 ],"[ 0.66554165  1.89412468 -0.92112214  0.65366227  1.70727467 -1.51383236
 -1.14088846  1.43822098 -0.58083267  0.56670801  0.        ]",-0.964667,-0.0663236724086,[ 1.08786619 -0.91889489]
7,[-0.615641   -0.41044414],"[[-1.15958246  0.78413437  0.1960446  -0.17613715]
 [-8.66481412  7.71883781  0.          0.        ]]",[ 0.72958529 -1.21076529],"[ 0.40053887  1.7195689  -1.07912909  1.08145266  1.70727143 -1.51382994
 -1.02385438  0.79227973 -0.72449916  0.45009109  0.        ]",-0.941226,-0.0695388641119,[ 1.02717781 -0.8447057 ]
8,[-0.615641   -0.41044414],"[[-1.30218594  0.89723837  0.1960446  -0.17613715]
 [-5.60569678  3.60530512  0.          0.        ]]",[ 0.52953588 -1.86335326],"[ 0.20975088  1.60108767 -1.14957647  1.29423605  1.70726819 -1.51382753
 -0.93885601  0.1592215  -0.8330551   0.37843141  0.        ]",-0.912726,-0.0774785872507,[ 0.90571046 -0.54169077]
9,[-0.615641   -0.41044414],"[[-1.3921544   0.92889292  0.1960446  -0.17613715]
 [-3.39848581 -0.42639835  0.          0.        ]]",[ 0.66530559  0.40162361],"[ 0.08519344  1.56584947 -1.17915387  1.34884628  1.70726495 -1.51382511
 -0.87752793 -0.46124345 -0.91792743  0.30619625  0.        ]",-1.29399,-0.0848271326613,[ 0.80520052 -0.00524104]
