timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.38143229  2.0898031   0.59787209 -1.07232032  0.13708817  0.57715117
 -0.708048   -0.40400299  1.0818613  -0.33253068  0.        ]",[-0.84643406 -0.79001087],[ 0.63934305  2.4881057 ],-6.3426,-0.199703074196,"[[ 0.07924199 -0.00398084  0.01638654  0.06753702]
 [ 0.00420478 -0.00093132  0.          0.        ]]",[-0.09108193  2.1231935 ]
1,"[ 1.37798989  2.0889048   0.63624171 -0.96406499  0.13708814  0.57715102
 -0.64363698  0.23130645  1.07420583 -0.2293542   0.        ]",[-0.84643406 -0.79001087],[ 0.39895999  1.74467453],-6.21424,-0.196460156234,"[[ 0.10468565  0.03571868  0.01638654  0.06753702]
 [ 2.53175203  3.95769403  0.          0.        ]]",[-0.35447147  1.69224596]
2,"[ 1.36466049  2.07301604  0.7351619  -0.64362089  0.13708811  0.57715087
 -0.60473119  0.85409976  1.03181323  0.05075808  0.        ]",[-0.84643406 -0.79001087],[-0.24050418  1.89407321],-5.97227,-0.187065668908,"[[ 0.17063829  0.15380826  0.01638654  0.06753702]
 [ 4.05844852  7.83833187  0.          0.        ]]",[-0.59158838  1.29762435]
3,"[ 1.34332751  2.00416888  0.84010291 -0.1294539   0.13708809  0.57715072
 -0.63105457  1.46471913  0.92266722  0.40438447  0.        ]",[-0.84643406 -0.79001087],[ 0.22120104  1.32337882],-5.44614,-0.173001724851,"[[  0.24144278   0.34874959   0.01638654   0.06753702]
 [  3.02548558  11.64311726   0.           0.        ]]",[-0.27987739  1.07383037]
4,"[ 1.31578551  1.82583731  0.94016641  0.52107397  0.13708806  0.57715057
 -0.61029924  2.0631357   0.71361738  0.76258997  0.        ]",[-0.84643406 -0.79001087],[ 0.23208983  0.56697864],-4.98032,-0.153440986212,"[[  0.31012288   0.61902378   0.01638654   0.06753702]
 [  3.83993928  15.37187519   0.           0.        ]]",[ 0.42703521  1.01956236]
5,"[ 1.27241405  1.49941371  1.06129409  1.15055478  0.13708803  0.57715043
 -0.58881932  2.37453265  0.3800409   1.05112346  0.        ]",[-0.84643406 -0.79001087],[ 1.38117248  1.13290779],-4.6599,-0.127609198169,"[[  3.95377050e-01   9.45929344e-01   1.63865381e-02   6.75370240e-02]
 [  4.68282692e+00   1.73122156e+01   0.00000000e+00   0.00000000e+00]]",[ 1.36831546  0.89056045]
6,"[ 1.1855945   1.00860584  1.24074431  1.58621679  0.137088    0.57715028
 -0.49030702  2.95479182 -0.09175908  1.16102341  0.        ]",[-0.84643406 -0.79001087],[ 2.70058914  0.73397735],-4.41188,-0.0966110793338,"[[  5.27815123e-01   1.32845049e+00   1.63865381e-02   6.75370240e-02]
 [  8.54854351e+00   2.09278616e+01   0.00000000e+00   0.00000000e+00]]",[ 2.06743193  0.54287589]
7,"[ 1.00396868  0.38290923  1.49562227  1.61089672  0.13708798  0.57715013
 -0.39367155  3.35452054 -0.62581896  0.90805618  0.        ]",[-0.84643406 -0.79001087],[ 2.0124816   0.48279704],-4.53809,-0.0717637910665,"[[  7.36828912e-01   1.77199842e+00   1.63865381e-02   6.75370240e-02]
 [  1.23406118e+01   2.34186360e+01   0.00000000e+00   0.00000000e+00]]",[ 2.42614245  0.38061923]
8,"[ 0.68279139 -0.23182581  1.76922989  1.05223581  0.13708795  0.57714998
 -0.29890154  3.58672846 -0.94685085  0.24844988  0.        ]",[-0.84643406 -0.79001087],[ 1.99051521  0.60980831],-4.83132,-0.0732019439482,"[[  1.02095232e+00   2.25488874e+00   1.63865381e-02   6.75370240e-02]
 [  1.60594779e+01   2.48655953e+01   0.00000000e+00   0.00000000e+00]]",[ 2.3971343   0.37696826]
9,"[ 0.19428001 -0.65905401  1.96459937 -0.07491277  0.13708792  0.57714983
 -0.20601285  3.89509302 -0.81566946 -0.45112339  0.        ]",[-0.84643406 -0.79001087],[ 2.36245829 -0.40076165],-4.87122,-0.0838314426031,"[[  1.37871605e+00   2.77147901e+00   1.63865381e-02   6.75370240e-02]
 [  1.97045191e+01   2.67871108e+01   0.00000000e+00   0.00000000e+00]]",[ 2.15074897  0.3446154 ]
