timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.43403447 -0.32334507],"[[ 0.0713732   0.0454369  -0.07733085 -0.18400201]
 [ 0.00043151 -0.00070886  0.          0.        ]]",[-3.01749765  0.48469711],"[ 1.17245606  2.12636626  0.21473143 -0.62821555 -0.66570457 -1.57867102
 -0.84292036 -0.37306092  1.80447957  1.68093706  0.        ]",-3.42268,-0.351539266065,[-2.02513766  1.48055243]
1,[-0.43403447 -0.32334507],"[[ 0.03168373  0.06469426 -0.07733085 -0.18400201]
 [-3.95620194  1.92003781  0.          0.        ]]",[-2.42043738  2.15577888],"[ 1.17528257  2.12489294  0.155649   -0.57157414 -0.66570373 -1.57866621
 -0.96672415 -0.0943413   1.80765271  1.62847445  0.        ]",-3.55717,-0.348346279323,[-1.87520635  1.3589927 ]
2,[-0.43403447 -0.32334507],"[[-0.08636111  0.14245646 -0.07733085 -0.18400201]
 [-7.83536764  5.84309622  0.          0.        ]]",[-0.89350641  1.87663257],"[ 1.17081699  2.113787   -0.02015158 -0.34378977 -0.66570289 -1.5786614
 -1.0881035   0.47493366  1.80775538  1.49120346  0.        ]",-3.23079,-0.339417980276,[-1.56256306  1.03378808]
3,[-0.43403447 -0.32334507],"[[ -0.27699299   0.29789794  -0.07733085  -0.18400201]
 [-11.21658124   9.68820826   0.           0.        ]]",[-1.54494357  1.56287819],"[ 1.12321881  2.06696006 -0.29922496  0.10260047 -0.66570206 -1.57865659
 -1.19390116  1.03289683  1.7841545   1.29993806  0.        ]",-2.8984,-0.325017979945,[-1.16892409  0.57384861]
4,[-0.43403447 -0.32334507],"[[ -0.53880686   0.52947702  -0.07733085  -0.18400201]
 [-14.95242906  13.4570665    0.           0.        ]]",[-2.34720592  0.99529312],"[ 0.97989329  1.93873042 -0.65646565  0.72583763 -0.66570122 -1.57865178
 -1.31079491  1.57979181  1.71001797  1.06887215  0.        ]",-2.26893,-0.30323544483,[ -6.58738852e-01   2.80559063e-04]
5,[-0.43403447 -0.32334507],"[[ -0.87460112   0.83549213  -0.07733085  -0.18400201]
 [-18.61492689  17.13206157   0.           0.        ]]",[-0.08664195 -0.6606693 ],"[ 0.67954716  1.67332316 -1.03536188  1.42263999 -0.66570038 -1.57864697
 -1.42539277  2.11306033  1.55380585  0.82593403  0.        ]",-0.89063,-0.271651420528,[-0.08956844 -0.61670613]
6,[-0.43403447 -0.32334507],"[[ -1.24664736   1.14847106  -0.07733085  -0.18400201]
 [-18.58984128  14.17564264   0.           0.        ]]",[-1.18661102  0.55157381],"[ 0.23280295  1.31312159 -1.30462951  1.92491948 -0.66569954 -1.57864216
 -1.42460406  1.68404999  1.31909382  0.61811994  0.        ]",-0.502733,-0.232292044344,[ 0.1946332  -0.69180954]
7,[-0.43403447 -0.32334507],"[[ -1.65447586   1.45107343  -0.07733085  -0.18400201]
 [-22.18121491  16.07808572   0.           0.        ]]",[ 0.85454126 -1.48519576],"[-0.32366629  0.91217805 -1.37704213  2.16264175 -0.6656987  -1.57863735
 -1.53697546  1.96010398  1.01827274  0.48013539  0.        ]",0.329567,-0.187311624675,[ 0.75427115 -0.99650562]
8,[-0.43403447 -0.32334507],"[[ -2.05977447   1.72968784  -0.07733085  -0.18400201]
 [-18.36122068  11.797776     0.           0.        ]]",[ 1.27402067 -1.81045547],"[-0.85807184  0.5288836  -1.20756626  2.14661081 -0.66569786 -1.57863254
 -1.41744232  1.33898932  0.71499218  0.46265675  0.        ]",0.322186,-0.14722956425,[ 1.02409816 -0.74100089]
9,[-0.43403447 -0.32334507],"[[ -2.38364664   1.92355458  -0.07733085  -0.18400201]
 [-14.04025742   7.60301665   0.           0.        ]]",[ 1.11352803  0.0073285 ],"[-1.2130914   0.27037704 -0.91631021  2.00231985 -0.66569703 -1.57862773
 -1.28223451  0.73029148  0.49157078  0.51641174  0.        ]",-0.0763558,-0.12278048518,[ 1.2278322  -0.45484373]
10,[-0.43403447 -0.32334507],"[[-2.62195452  2.0743857  -0.07733085 -0.18400201]
 [-9.80455191  7.4805996   0.          0.        ]]",[ 0.97998861  1.0230835 ],"[-1.4092638   0.08113939 -0.63178828  1.81800653 -0.66569619 -1.57862292
 -1.14969515  0.71252674  0.3566001   0.60667768  0.        ]",-0.360452,-0.114333651569,[ 1.36592388 -0.42088541]
11,[-0.43403447 -0.32334507],"[[ -2.77718112   2.26223461  -0.07733085  -0.18400201]
 [ -5.73155285  11.29165692   0.           0.        ]]",[ 2.29711402 -0.39713439],"[-1.50106433 -0.1329303  -0.42284256  1.50715027 -0.66569535 -1.57861811
 -1.02224749  1.26554261  0.32205966  0.75153634  0.        ]",-0.282763,-0.123337429198,[ 1.33870471 -0.61098278]
12,[-0.43403447 -0.32334507],"[[-2.85095323  2.47004597 -0.07733085 -0.18400201]
 [-1.65916725  9.49550396  0.          0.        ]]",[ 0.80287958 -0.87442222],"[-1.53389735 -0.3333903  -0.31874015  1.07079186 -0.66569451 -1.5786133
 -0.89481945  1.00490301  0.35081637  0.92312134  0.        ]",-0.373737,-0.141756709532,[ 1.08329844 -0.59394956]
