timestep,obs,logstd_action_dist,actions,rewards,original_rewards,human_obs,avg_action_dist
0,"[ 1.08431741  1.13342885  0.02061483 -0.16723375 -0.82720406 -0.46735859
  0.0734024  -0.05484323  1.62148653  0.28251728  0.        ]",[ 0.01810386  0.00795287],[ 0.10340108 -1.81086411],-0.883529,-0.301683766062,"[[-0.01988283 -0.06022677 -0.08913627 -0.05266354]
 [ 0.00388425  0.00246565  0.          0.        ]]",[ 0.01187509  0.03475243]
1,"[ 1.08432796  1.12931584  0.02704688 -0.23295982 -0.82714965 -0.46733635
  0.1124453  -0.60217068  1.61893034  0.25828943  0.        ]",[ 0.01810386  0.00795287],[-0.79142935  0.73211807],-0.995723,-0.300851979218,"[[-0.01568645 -0.09990739 -0.08913627 -0.05266354]
 [ 0.41438042 -3.95732944  0.          0.        ]]",[ 0.01209956  0.03355309]
2,"[ 1.083364    1.12148048 -0.00854016 -0.31418439 -0.82709525 -0.46731412
 -0.18625806 -0.19044439  1.6108003   0.18695373  0.        ]",[ 0.01810386  0.00795287],[-0.49330781  0.5242781 ],-0.974016,-0.298457000491,"[[-0.03890504 -0.14917021 -0.08913627 -0.05266354]
 [-2.72577986 -0.97888356  0.          0.        ]]",[ 0.01166185  0.03404423]
3,"[ 1.0756209   1.12165322 -0.12098612 -0.31178304 -0.82704087 -0.46729188
 -0.36683268  0.09930459  1.59613986  0.08159433  0.        ]",[ 0.01810386  0.00795287],[ 0.63675294 -0.30825564],-0.861253,-0.295095030451,"[[-0.11246756 -0.14771756 -0.08913627 -0.05266354]
 [-4.62414696  1.11716184  0.          0.        ]]",[ 0.01141323  0.03439472]
4,"[ 1.06229989  1.12332892 -0.22153016 -0.2955396  -0.82698649 -0.46726965
 -0.1184484  -0.07262326  1.57894321 -0.0058833   0.        ]",[ 0.01810386  0.00795287],[-1.19234901 -0.11925393],-0.978057,-0.292075841325,"[[-0.17875481 -0.13785262 -0.08913627 -0.05266354]
 [-2.01327471 -0.12652076  0.          0.        ]]",[ 0.01155531  0.03371817]
5,"[ 1.03848863  1.12194149 -0.34057913 -0.30742096 -0.82693212 -0.46724742
 -0.49096901 -0.13734173  1.54707952 -0.12260172  0.        ]",[ 0.01810386  0.00795287],[-1.25496446  0.40393727],-0.963676,-0.287439549498,"[[-0.25830963 -0.14508032 -0.08913627 -0.05266354]
 [-5.92916969 -0.59469136  0.          0.        ]]",[ 0.01127092  0.0332133 ]
6,"[ 0.96703467  1.12261457 -0.56770082 -0.30035422 -0.82687776 -0.4672252
 -0.85617351  0.0856195   1.46633627 -0.33037344  0.        ]",[ 0.01810386  0.00795287],[ 0.43449931  0.98451922],-0.825391,-0.27784684024,"[[-0.41541329 -0.14079323 -0.08913627 -0.05266354]
 [-9.76840849  1.01802696  0.          0.        ]]",[ 0.01100057  0.03270233]
7,"[ 0.85014046  1.13082493 -0.80402354 -0.20244716 -0.82682342 -0.46720298
 -0.67436317  0.62167745  1.36714263 -0.51163578  0.        ]",[ 0.01810386  0.00795287],[ 0.85761516  0.84997013],-0.78262,-0.267913084091,"[[-0.5916122  -0.08152905 -0.08913627 -0.05266354]
 [-7.85783965  4.89546415  0.          0.        ]]",[ 0.01117021  0.0329475 ]
8,"[ 0.74859644  1.13339597 -0.95201389  0.01463846 -0.82676908 -0.46718076
 -0.33689917  1.07332451  1.32494577 -0.57363063  0.        ]",[ 0.01810386  0.00795287],[ 0.68345742 -1.06417017],-0.700451,-0.263980485202,"[[-0.71318304  0.04916154 -0.08913627 -0.05266354]
 [-4.31105386  8.16270568  0.          0.        ]]",[ 0.01130567  0.03355318]
9,"[ 0.69440429  1.11637378 -1.01772404  0.21593067 -0.82671476 -0.46715855
 -0.07138834  0.50334709  1.32608041 -0.56407093  0.        ]",[ 0.01810386  0.00795287],[-0.73560534 -1.60851569],-0.765009,-0.263763574554,"[[-0.77140571  0.17105547 -0.08913627 -0.05266354]
 [-1.5205091   4.04043193  0.          0.        ]]",[ 0.01130719  0.032663  ]
