timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.76818293 -0.62521219],"[[ -9.20903747e-02   5.64906941e-02   1.46673266e-01  -1.76836610e-01]
 [  9.44736670e-04  -2.75632006e-06   0.00000000e+00   0.00000000e+00]]",[-2.81839761  0.6679015 ],"[ 1.32891825  2.10825258  0.2831931  -0.85975438  1.27886633 -1.52448913
 -0.72503387 -0.40364934  0.09298992  1.78767796  0.        ]",-4.44304,-0.175368314954,[-1.82912719  1.01672149]
1,[-0.76818293 -0.62521219],"[[-0.13177251  0.08304035  0.14667327 -0.17683661]
 [-3.95598117  2.64614281  0.          0.        ]]",[-1.08458357  0.86383707],"[ 1.32245836  2.10561879  0.22397575 -0.78714631  1.27886539 -1.52448771
 -0.82889415  0.01713828  0.08916373  1.73337817  0.        ]",-4.24706,-0.170167337649,[-1.41270161  0.75384766]
2,[-0.76818293 -0.62521219],"[[-0.24981088  0.16977091  0.14667327 -0.17683661]
 [-7.83494404  6.01567069  0.          0.        ]]",[-1.20541418 -1.29854356],"[ 1.28985591  2.09007883  0.05002494 -0.55134191  1.27886444 -1.52448629
 -0.93070799  0.55295743  0.07049426  1.58190449  0.        ]",-3.42454,-0.155323959594,[-0.85020155  0.29863158]
3,[-0.76818293 -0.62521219],"[[ -0.44463054   0.24917545   0.14667327  -0.17683661]
 [-11.63438429   1.93834815   0.           0.        ]]",[-1.62818157  1.08581715],"[ 1.19339799  2.06661215 -0.22465738 -0.33846563  1.2788635  -1.52448487
 -1.03043443 -0.09541491  0.00700852  1.27073309  0.        ]",-3.68066,-0.123700782829,[-0.63739032  0.81751335]
4,[-0.76818293 -0.62521219],"[[ -0.7147163    0.32729754   0.14667327  -0.17683661]
 [-15.36180446   5.86074978   0.           0.        ]]",[ 1.06845102 -0.3306278 ],"[ 0.97846172  2.03505205 -0.56297807 -0.13317838  1.27886255 -1.52448345
 -1.12827037  0.52832205 -0.15099689  0.8398494   0.        ]",-2.57185,-0.0761989091311,[ 0.26559165  0.22307426]
5,[-0.76818293 -0.62521219],"[[ -0.97920859   0.43019422   0.14667327  -0.17683661]
 [-11.10159102   4.43370355   0.           0.        ]]",[-0.02527464  0.94997984],"[ 0.69050236  1.98099382 -0.8252696   0.12880908  1.27886161 -1.52448203
 -1.01644847  0.30139417 -0.36192299  0.50389007  0.        ]",-2.65047,-0.0365431477306,[ 0.45887816  0.23632158]
6,[-0.76818293 -0.62521219],"[[ -1.20005566   0.5557254    0.14667327  -0.17683661]
 [-10.98351624   8.10716368   0.           0.        ]]",[ 1.62316926 -0.92258141],"[ 0.40578674  1.89660764 -0.97845592  0.43178316  1.27886067 -1.52448061
 -1.01334869  0.88554466 -0.55499634  0.31359696  0.        ]",-2.0552,-0.0285378423452,[ 1.21318364 -0.54602468]
7,[-0.76818293 -0.62521219],"[[-1.37784124  0.67958916  0.14667327 -0.17683661]
 [-6.80890939  4.29196806  0.          0.        ]]",[ 0.95073624 -0.51342262],"[ 0.15725246  1.79470999 -1.05261749  0.7084424   1.27885972 -1.52447919
 -0.90377391  0.27885493 -0.71252166  0.21697374  0.        ]",-2.09042,-0.0439719777597,[ 1.18540752 -0.25681674]
8,[-0.76818293 -0.62521219],"[[-1.47492254  0.74416474  0.14667327 -0.17683661]
 [-2.91217587  2.17268027  0.          0.        ]]",[ 2.25669257 -0.18150851],"[ 0.01730483  1.73475781 -1.07359048  0.84245977  1.27885878 -1.52447777
 -0.80149277 -0.05815275 -0.80323947  0.17564785  0.        ]",-2.11266,-0.0553251915513,[ 1.0885613  -0.05318195]
9,[-0.76818293 -0.62521219],"[[-1.49289041  0.77996244  0.14667327 -0.17683661]
 [ 1.10203394  1.40964497  0.          0.        ]]",[ 1.03644902 -0.16658955],"[-0.00878039  1.69962767 -1.07593148  0.91345193  1.27885783 -1.52447635
 -0.69612822 -0.17949008 -0.80699447  0.18891602  0.        ]",-2.15259,-0.0559253157049,[ 0.77484298 -0.01394415]
10,[-0.76818293 -0.62521219],"[[-1.43137043  0.80124405  0.14667327 -0.17683661]
 [ 5.0368659   0.72080506  0.          0.        ]]",[ 1.21753864  0.73828905],"[ 0.08032905  1.6781256  -1.06591253  0.9544911   1.27885689 -1.52447493
 -0.5928472  -0.28902891 -0.71753838  0.2675307   0.        ]",-2.23817,-0.0457844374891,[ 0.28230816  0.04592764]
11,[-0.76818293 -0.62521219],"[[-1.29194551  0.84483386  0.14667327 -0.17683661]
 [ 8.89283884  3.62846498  0.          0.        ]]",[-0.45700191 -1.48347502],"[ 0.27892299  1.63269878 -1.02247489  1.03574589  1.27885594 -1.5244735
 -0.4916361   0.17334551 -0.53574881  0.47071573  0.        ]",-2.01065,-0.0386855638374,[-0.2343722  -0.60451567]
12,[-0.76818293 -0.62521219],"[[-1.13398107  0.87695856  0.14667327 -0.17683661]
 [ 6.91015055 -0.40254814  0.          0.        ]]",[-2.16605538 -0.11204665],"[ 0.49431715  1.59806757 -0.93947238  1.09314389  1.278855   -1.52447208
 -0.54367719 -0.46766398 -0.36880435  0.7241536   0.        ]",-2.3991,-0.0583020696624,[-0.73540306  0.0619054 ]
13,[-0.76818293 -0.62521219],"[[-1.0368451   0.86454792  0.14667327 -0.17683661]
 [ 2.81707994 -0.83704822  0.          0.        ]]",[-1.09785531  0.0931109 ],"[ 0.6194727   1.61155746 -0.87143989  1.07122321  1.27885405 -1.52447066
 -0.6511112  -0.53675778 -0.28851334  0.86163997  0.        ]",-2.41074,-0.0729947904084,[-0.71892786  0.17376807]
14,[-0.76818293 -0.62521219],"[[-1.0207604   0.85168485  0.14667327 -0.17683661]
 [-1.19524215 -0.45054645  0.          0.        ]]",[ 0.55076507 -0.52739407],"[ 0.63955291  1.62538918 -0.85897895  1.04816446  1.27885311 -1.52446924
 -0.75642568 -0.47529627 -0.2775934   0.87352479  0.        ]",-2.23907,-0.0744136417939,[-0.47775561  0.14643186]
15,[-0.76818293 -0.62521219],"[[-1.02255802  0.82180419  0.14667327 -0.17683661]
 [ 1.00813871 -2.53058653  0.          0.        ]]",[-0.37814289 -0.08469994],"[ 0.63731816  1.65692034 -0.86038761  0.9932897   1.27885216 -1.52446782
 -0.69859138 -0.80606302 -0.28364178  0.83800644  0.        ]",-2.4004,-0.0708047809114,[-0.68187314  0.6115526 ]
16,[-0.76818293 -0.62521219],"[[-1.01760496  0.76833508  0.14667327 -0.17683661]
 [-0.50777576 -2.81537438  0.          0.        ]]",[-0.50221517  0.61786648],"[ 0.64346876  1.7111696  -0.85649469  0.89065552  1.27885122 -1.5244664
 -0.73838056 -0.85134946 -0.28946604  0.78817877  0.        ]",-2.4909,-0.0658078596768,[-0.58297336  0.79055375]
17,[-0.76818293 -0.62521219],"[[-1.04760325  0.73713984  0.14667327 -0.17683661]
 [-2.48546797 -0.31249459  0.          0.        ]]",[-1.27041337  0.78274061],"[ 0.6059336   1.74147933 -0.87958587  0.82824119  1.27885027 -1.52446498
 -0.79029038 -0.45334232 -0.32314302  0.70743045  0.        ]",-2.49373,-0.0571761483084,[-0.27291897  0.40092361]
18,[-0.76818293 -0.62521219],"[[-1.13652483  0.76206119  0.14667327 -0.17683661]
 [-6.39369022  2.79425158  0.          0.        ]]",[ 0.35543985 -0.46502024],"[ 0.49095473  1.7173428  -0.94108153  0.87824921  1.27884933 -1.52446356
 -0.8928724   0.04069137 -0.40099872  0.59928033  0.        ]",-2.12439,-0.0459385187471,[ 0.33246145 -0.19065785]
19,[-0.76818293 -0.62521219],"[[-1.24901471  0.79891085  0.14667327 -0.17683661]
 [-4.86039454  0.89704803  0.          0.        ]]",[ 0.21447276  0.06508345],"[ 0.33867886  1.68048891 -1.00340019  0.95003009  1.27884838 -1.52446214
 -0.85262626 -0.26100129 -0.5056754   0.4805608   0.        ]",-2.19798,-0.0376802499786,[ 0.42431495  0.07614046]
20,[-0.76818293 -0.62521219],"[[-1.33674527  0.81925554  0.14667327 -0.17683661]
 [-3.91580563  1.13662848  0.          0.        ]]",[ 0.82033367 -0.34210969],"[ 0.21577496  1.65956113 -1.0395347   0.98852326  1.27884744 -1.52446072
 -0.82783242 -0.2229032  -0.59589682  0.39012896  0.        ]",-2.12131,-0.0375481891035,[ 0.61361802 -0.0128991 ]
21,[-0.76818293 -0.62521219],"[[-1.38171589  0.82816013  0.14667327 -0.17683661]
 [-0.59231967 -0.24156358  0.          0.        ]]",[ 0.42950115  0.27985683],"[ 0.15170625  1.65027347 -1.0537149   1.00511096  1.27884649 -1.5244593
 -0.74059769 -0.44206286 -0.64466326  0.34619573  0.        ]",-2.22409,-0.0401142056271,[ 0.46124172  0.22039939]
22,[-0.76818293 -0.62521219],"[[-1.37639875  0.83448948  0.14667327 -0.17683661]
 [ 1.11834002  0.87079232  0.          0.        ]]",[ 0.73133129 -0.51406017],"[ 0.15931281  1.64362499 -1.05219257  1.01680394  1.27884555 -1.52445788
 -0.69569623 -0.26517615 -0.6356297   0.35824474  0.        ]",-2.11733,-0.0397498223995,[ 0.37041989 -0.02948916]
23,[-0.76818293 -0.62521219],"[[-1.32521631  0.83130055  0.14667327 -0.17683661]
 [ 3.9903318  -1.18284575  0.          0.        ]]",[ 1.11129052  0.70350286],"[ 0.23209498  1.64697693 -1.03542038  1.01092192  1.2788446  -1.52445646
 -0.62031231 -0.59174516 -0.57785828  0.41576701  0.        ]",-2.27947,-0.0376477604523,[-0.04968527  0.36686927]
24,[-0.76818293 -0.62521219],"[[-1.2065146   0.83581392  0.14667327 -0.17683661]
 [ 7.86695362  1.62480515  0.          0.        ]]",[-0.26108825  0.33466075],"[ 0.39700098  1.64222587 -0.9819313   1.01923944  1.27884366 -1.52445504
 -0.51855904 -0.14527278 -0.44884327  0.57568888  0.        ]",-2.25986,-0.044371290393,[-0.49406651 -0.23120895]
25,[-0.76818293 -0.62521219],"[[-1.06110417  0.88128456  0.14667327 -0.17683661]
 [ 6.67805973  2.91795497  0.          0.        ]]",[-0.75870575 -0.56857052],"[ 0.58882463  1.59330949 -0.88959316  1.10070139  1.27884271 -1.52445362
 -0.54976478  0.06036379 -0.30559203  0.84119996  0.        ]",-2.20965,-0.0706351642009,[-0.7391181  -0.58162224]
26,[-0.76818293 -0.62521219],"[[-0.95897867  0.91648454  0.14667327 -0.17683661]
 [ 3.5448892   0.60974669  0.          0.        ]]",[-1.35931898 -0.50123542],"[ 0.71480409  1.55415286 -0.80806165  1.16076857  1.27884177 -1.5244522
 -0.63200364 -0.30668734 -0.22722536  1.04725907  0.        ]",-2.37887,-0.0926404437508,[-0.91382414 -0.26701999]
27,[-0.76818293 -0.62521219],"[[-0.92847564  0.90865743  0.14667327 -0.17683661]
 [-0.48117925 -1.38580252  0.          0.        ]]",[-0.60012047 -0.23660301],"[ 0.75079729  1.56295232 -0.78118275  1.1476415   1.27884082 -1.52445077
 -0.73767913 -0.62401936 -0.20787779  1.09045538  0.        ]",-2.42047,-0.0973962141459,[-0.80320591  0.15055081]
28,[-0.76818293 -0.62521219],"[[-0.96182364  0.87182416  0.14667327 -0.17683661]
 [-2.84573344 -2.29450117  0.          0.        ]]",[-0.09398212  0.98126458],"[ 0.71140617  1.60363923 -0.81050991  1.08410529  1.27883988 -1.52444935
 -0.79974334 -0.76852032 -0.23162387  0.9930231   0.        ]",-2.56093,-0.0872711555808,[-0.59420133  0.44957918]
29,[-0.76818293 -0.62521219],"[[-1.02191634  0.86537414  0.14667327 -0.17683661]
 [-3.16249218  1.6363972   0.          0.        ]]",[-0.48725725  0.2618495 ],"[ 0.63811418  1.61063662 -0.85987825  1.07268327  1.27883893 -1.52444793
 -0.80805722 -0.14342858 -0.27665677  0.88659014  0.        ]",-2.35197,-0.0757096537919,[-0.27064559 -0.27388465]
30,[-0.76818293 -0.62521219],"[[-1.1038845   0.90818507  0.14667327 -0.17683661]
 [-5.02812049  2.64133364  0.          0.        ]]",[ 0.26212257  0.41084256],"[ 0.53376993  1.56347705 -0.91972891  1.14684302  1.27883799 -1.52444651
 -0.85702562  0.01637652 -0.33675257  0.80365866  0.        ]",-2.27084,-0.0664450296605,[ 0.06197611 -0.52350354]
31,[-0.76818293 -0.62521219],"[[-1.19304874  0.97680476  0.14667327 -0.17683661]
 [-3.89207478  4.21539832  0.          0.        ]]",[ 1.01092703 -0.62628598],"[ 0.4152874   1.4845831  -0.97459641  1.25739419  1.27883704 -1.52444509
 -0.82720642  0.26668444 -0.40201301  0.74448363  0.        ]",-2.06221,-0.0603294655644,[ 0.25170991 -0.92669666]
32,[-0.76818293 -0.62521219],"[[-1.23041206  1.03538243  0.14667327 -0.17683661]
 [ 0.14232524  1.65093537  0.          0.        ]]",[ 0.16023523 -1.48838266],"[ 0.36431337  1.41425741 -0.9943124   1.34332463  1.2788361  -1.52444367
 -0.72131156 -0.14111691 -0.42496407  0.75428236  0.        ]",-2.05407,-0.0614906359058,[-0.0893184  -0.65195704]
33,[-0.76818293 -0.62521219],"[[-1.22122131  1.02834356  0.14667327 -0.17683661]
 [ 0.77463999 -2.34151577  0.          0.        ]]",[-0.89142754  0.53316041],"[ 0.37691771  1.42284295 -0.98964415  1.33341981  1.27883515 -1.52444225
 -0.70471433 -0.77599708 -0.41803605  0.75978555  0.        ]",-2.45228,-0.0619619036584,[-0.30738655  0.15411766]
