timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.8152656  -0.67064351],"[[ 0.01604674 -0.0860867   0.05729166 -0.17607027]
 [-0.00464447  0.00441482  0.          0.        ]]",[-1.71238166  1.36520972],"[ 1.35301334  2.10382794  0.4674905  -1.2668521   0.50251149 -1.52107149
 -0.71840162 -0.4031226   0.76927773  1.90576141  0.        ]",-5.24484,-0.228310575677,[-2.16879368  1.03946972]
1,[-0.8152656  -0.67064351],"[[-0.02375119 -0.04625601  0.05729166 -0.17607027]
 [-3.96196628  3.96544867  0.          0.        ]]",[-1.71377343  0.76584337],"[ 1.35278818  2.10757552  0.40752424 -1.15807844  0.50251133 -1.52107025
 -0.82103187  0.2281901   0.76916303  1.86490403  0.        ]",-5.29606,-0.225357199654,[-1.83860779  0.83353376]
2,[-0.8152656  -0.67064351],"[[-0.14190628  0.06270572  0.05729166 -0.17607027]
 [-7.84062696  6.92086624  0.          0.        ]]",[-0.95256049  0.37473462],"[ 1.33849785  2.10629711  0.23019269 -0.86000144  0.50251118 -1.52106901
 -0.92162203  0.69922677  0.76115892  1.73356279  0.        ]",-5.02967,-0.215378092569,[-1.36199939  0.68237001]
3,[-0.8152656  -0.67064351],"[[ -0.33497617   0.21464931   0.05729166  -0.17607027]
 [-11.45434874   8.26897592   0.           0.        ]]",[-0.51863195  0.34783163],"[ 1.27190403  2.07641224 -0.05206967 -0.44851199  0.50251102 -1.52106778
 -1.01534109  0.91408924  0.72309806  1.49473416  0.        ]",-4.5893,-0.195750740111,[-0.85732561  0.49125579]
4,[-0.8152656  -0.67064351],"[[ -0.58238128   0.39221015   0.05729166  -0.17607027]
 [-13.28011211   9.48302677   0.           0.        ]]",[-0.91514196 -0.25941424],"[ 1.11209377  2.00095553 -0.38549256  0.01467134  0.50251087 -1.52106654
 -1.06269054  1.10758511  0.63094209  1.18924079  0.        ]",-3.8996,-0.167559380617,[-0.30430552  0.12788326]
5,[-0.8152656  -0.67064351],"[[ -0.88167092   0.56968938   0.05729166  -0.17607027]
 [-16.63773377   8.26886904   0.           0.        ]]",[ 0.51836728 -0.51797121],"[ 0.82060443  1.88418197 -0.7196999   0.44476905  0.50251071 -1.5210653
 -1.14976765  0.9140712   0.45403521  0.82792117  0.        ]",-2.95214,-0.128684635308,[ 0.39361313  0.01080397]
6,[-0.8152656  -0.67064351],"[[ -1.19054444   0.71283171   0.05729166  -0.17607027]
 [-14.25752192   6.05277222   0.           0.        ]]",[ 1.07825682 -0.07877379],"[ 0.43343798  1.76234258 -0.95593074  0.75845764  0.50251056 -1.52106407
 -1.0880378   0.5608676   0.19935814  0.49393856  0.        ]",-2.54938,-0.084100597661,[ 0.86839354  0.04866192]
7,[-0.8152656  -0.67064351],"[[ -1.43317197   0.82953638   0.05729166  -0.17607027]
 [-10.01930032   5.6191994    0.           0.        ]]",[ 0.42137953 -1.02330239],"[ 0.09123821  1.64657053 -1.04931672  0.98738402  0.50251041 -1.52106283
 -0.97812179  0.49176422 -0.03283906  0.308215    0.        ]",-2.22115,-0.0491934920952,[ 1.23582458 -0.14132759]
8,[-0.8152656  -0.67064351],"[[-1.61483126  0.90106755  0.05729166 -0.17607027]
 [-8.15281841  1.54751003  0.          0.        ]]",[ 0.5949051   0.31450059],"[-0.17380408  1.56903623 -1.0621034   1.1143053   0.50251025 -1.5210616
 -0.92971536 -0.15718534 -0.22704996  0.2010876   0.        ]",-2.34418,-0.021853724016,[ 1.53424847  0.5300777 ]
9,[-0.8152656  -0.67064351],"[[-1.75265789  0.94419525  0.05729166 -0.17607027]
 [-5.63820985  2.76123974  0.          0.        ]]",[ 2.28719688  0.18437604],"[-0.37394861  1.52007753 -1.03871326  1.1855645   0.5025101  -1.52106036
 -0.86450023  0.03626006 -0.3858008   0.13951733  0.        ]",-2.29899,-0.0019280879353,[ 1.72851503  0.22503375]
10,[-0.8152656  -0.67064351],"[[-1.82460764  1.00618366  0.05729166 -0.17607027]
 [-1.57028052  3.43538353  0.          0.        ]]",[ 1.26865973 -0.02622596],"[-0.47667429  1.44701246 -1.01528645  1.28073285  0.50250994 -1.52105912
 -0.7590008   0.14370573 -0.44529425  0.14775962  0.        ]",-2.2755,-0.00730702361987,[ 1.58643889 -0.08157253]
11,[-0.8152656  -0.67064351],"[[-1.81600185  1.07315564  0.05729166 -0.17607027]
 [ 2.41761032  3.2624003   0.          0.        ]]",[ 1.47784627 -0.43482177],"[-0.46447699  1.36479271 -1.01848805  1.37355998  0.50250979 -1.52105789
 -0.65557717  0.11613546 -0.3944511   0.20628123  0.        ]",-2.24928,-0.00469041359842,[ 1.17963183 -0.27385435]
