timestep,logstd_action_dist,human_obs,actions,obs,rewards,original_rewards,avg_action_dist
0,[-0.61792004 -0.40539971],"[[ -6.25133781e-04   1.69252764e-02  -7.90056477e-02  -1.39427237e-01]
 [ -4.20457283e-03  -1.02602610e-06   0.00000000e+00   0.00000000e+00]]",[-2.66265626  1.86361845],"[ 1.25530638  2.12916858  0.28372693 -0.86708536 -0.67433419 -1.19608432
 -0.78085683 -0.39589288  1.81149253  1.35190853  0.        ]",-4.25556,-0.321622903052,[-2.33170366  1.77849329]
1,[-0.61792004 -0.40539971],"[[-0.04041434  0.05666854 -0.07900565 -0.13942724]
 [-3.9615356   3.96111978  0.          0.        ]]",[-2.09664893  0.86374363],"[ 1.25414452  2.12710605  0.2247244  -0.75511787 -0.67433372 -1.19608293
 -0.89066621  0.21440298  1.81088523  1.31502518  0.        ]",-4.06769,-0.319821967101,[-1.92720258  1.51158726]
2,[-0.61792004 -0.40539971],"[[-0.15856257  0.16943375 -0.07900565 -0.13942724]
 [-7.84037686  7.30424651  0.          0.        ]]",[-1.10874488  1.83189326],"[ 1.23747333  2.10921268  0.05044482 -0.4393898  -0.67433325 -1.19608154
 -0.99829744  0.72948335  1.802255    1.20069397  0.        ]",-3.90999,-0.313657326206,[-1.51536   1.255373]
3,[-0.61792004 -0.40539971],"[[ -0.3535206    0.3538094   -0.07900565  -0.13942724]
 [-11.64279315  11.1205616    0.           0.        ]]",[-0.8363019   0.56005524],"[ 1.16740637  2.04220999 -0.22886356  0.06203044 -0.67433278 -1.19608015
 -1.10380776  1.31746755  1.7657871   1.01546343  0.        ]",-3.2957,-0.301628647258,[-0.96440655  0.65516591]
4,[-0.61792004 -0.40539971],"[[ -0.61727074   0.59626987  -0.07900565  -0.13942724]
 [-14.72203567  13.11875503   0.           0.        ]]",[-1.08897803 -0.01650512],"[ 0.99300959  1.88656972 -0.57388887  0.66843377 -0.67433231 -1.19607876
 -1.18925086  1.62532955  1.67471954  0.77828383  0.        ]",-2.59318,-0.28189385934,[-0.42999724  0.10476693]
5,[-0.61792004 -0.40539971],"[[ -0.9484896    0.85538881  -0.07900565  -0.13942724]
 [-18.38777243  12.79409717   0.           0.        ]]",[-0.32065425 -0.51185052],"[ 0.662477    1.6452686  -0.92056831  1.21331766 -0.67433184 -1.19607737
 -1.29096803  1.57530642  1.49911636  0.48843827  0.        ]",-1.69829,-0.251436250533,[ 0.15218702 -0.1933088 ]
6,[-0.61792004 -0.40539971],"[[ -1.32532825   1.08838513  -0.07900565  -0.13942724]
 [-19.29313066  10.51307492   0.           0.        ]]",[ 0.83967946 -1.48020509],"[ 0.17936356  1.3751308  -1.15416651  1.58279935 -0.67433137 -1.19607597
 -1.31608866  1.22386476  1.22809891  0.19806892  0.        ]",-0.868428,-0.210888800737,[ 0.73226732 -0.25044009]
7,[-0.61792004 -0.40539971],"[[ -1.67402411   1.25680788  -0.07900565  -0.13942724]
 [-15.58869578   6.34319353   0.           0.        ]]",[ 0.42363324  1.26133901],"[ -3.12497215e-01   1.15697357e+00  -1.19073270e+00   1.76670319e+00
  -6.74330899e-01  -1.19607458e+00  -1.21329467e+00   5.81405261e-01
   9.24621939e-01   1.49131207e-03   0.00000000e+00]",-0.886578,-0.16932689225,[ 1.1404283   0.10216779]
8,[-0.61792004 -0.40539971],"[[ -1.96589964   1.42212568  -0.07900565  -0.13942724]
 [-13.60543027  10.17586202   0.           0.        ]]",[ 1.94631528 -0.04651542],"[-0.7131137   0.93084123 -1.08435033  1.87343845 -0.67433043 -1.19607319
 -1.15826071  1.17190841  0.66820346 -0.04637613  0.        ]",-0.468089,-0.135001789177,[ 1.7881726  -0.60693264]
9,[-0.61792004 -0.40539971],"[[-2.19560629  1.62175914 -0.07900565 -0.13942724]
 [-9.37919344  9.78887612  0.          0.        ]]",[ 1.37361293 -0.58500521],"[-0.99743678  0.65077826 -0.91839568  1.90087441 -0.67432996 -1.1960718
 -1.04098793  1.11228378  0.50703566  0.03130204  0.        ]",-0.425797,-0.112897656243,[ 1.93305576 -0.76907551]
10,[-0.61792004 -0.40539971],"[[-2.34161731  1.79234229 -0.07900565 -0.13942724]
 [-5.23562978  7.2778789   0.          0.        ]]",[ 1.98750176 -1.00352124],"[-1.1563145   0.41329795 -0.77935862  1.83562322 -0.67432949 -1.19607041
 -0.92600943  0.72541059  0.43490267  0.13934068  0.        ]",-0.503293,-0.10366057697,[ 1.74874473 -0.61524224]
11,[-0.61792004 -0.40539971],"[[-2.40557384  1.89672099 -0.07900565 -0.13942724]
 [-1.17352437  3.17370435  0.          0.        ]]",[ 1.20885808 -1.96381466],"[-1.21945283  0.27197959 -0.71113237  1.75610364 -0.67432902 -1.19606902
 -0.81329144  0.09307479  0.41862339  0.217515    0.        ]",-0.655554,-0.102671471609,[ 1.37914515 -0.17910847]
12,[-0.61792004 -0.40539971],"[[-2.38909368  1.91983282 -0.07900565 -0.13942724]
 [ 2.80827248 -0.84911459  0.          0.        ]]",[ 1.05424829  0.47797378],"[-1.20358363  0.24129838 -0.729113    1.73452562 -0.67432855 -1.19606762
 -0.70280202 -0.52672636  0.44204696  0.24189793  0.        ]",-0.941409,-0.106279371793,[ 0.94711941  0.38999861]
