timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.331751513068,"[[ 0.00358408  0.0762139  -0.082936    0.1655011 ]
 [ 0.00276901  0.00478066  0.          0.        ]]",[ 1.32722652 -1.41814113],-2.76781,"[ 1.13610861  1.62640346 -0.09448251  0.74274062 -0.73071368  1.46409685
 -0.89915073  0.28443797  1.72076528 -1.22330372  0.        ]",[-0.0939402  -0.02228414],[ 0.49131833 -0.57734652]
1,-0.3310043704,"[[ 0.02314851  0.05336425 -0.082936    0.1655011 ]
 [ 1.94719622 -2.28212143  0.          0.        ]]",[ 1.31844735 -1.40778089],-2.70056,"[ 1.13573765  1.62821432 -0.06487894  0.69062091 -0.7307088   1.46407684
 -0.76354147 -0.0308232   1.7207497  -1.21124724  0.        ]",[-0.0939402  -0.02228414],[ 0.03602345 -1.58294234]
2,-0.331525572122,"[[ 0.06315106 -0.03155311 -0.082936    0.1655011 ]
 [ 2.0527023  -6.19656867  0.          0.        ]]",[ 1.31711245 -1.40120506],-2.21242,"[ 1.13335323  1.62933784 -0.00440407  0.49659745 -0.73070393  1.46405683
 -0.75617831 -0.57044909  1.72135963 -1.21828791  0.        ]",[-0.0939402  -0.02228414],[ 2.84965919  0.00485393]
3,-0.329277259708,"[[ 0.14348776 -0.15407598 -0.082936    0.1655011 ]
 [ 5.96794001 -6.05617571  0.          0.        ]]",[ 1.28031325 -1.3725512 ],-2.54364,"[ 1.12194941  1.61522273  0.11648739  0.21793197 -0.73069906  1.46403682
 -0.48312673 -0.55109193  1.71604511 -1.19303349  0.        ]",[-0.0939402  -0.02228414],[ 0.38382597 -2.18726992]
4,-0.322141360521,"[[ 0.27691174 -0.31372938 -0.082936    0.1655011 ]
 [ 7.36979066 -9.89635409  0.          0.        ]]",[ 1.24141037 -1.33595157],-2.67182,"[ 1.0836774   1.56930599  0.31380541 -0.13666677 -0.73069419  1.46401681
 -0.3853593  -1.08047569  1.69668711 -1.11633156  0.        ]",[-0.0939402  -0.02228414],[ 1.09289047  0.10679786]
5,-0.309006531812,"[[  0.46253559  -0.50546085  -0.082936     0.1655011 ]
 [ 11.17996277  -9.27880359   0.           0.        ]]",[ 1.15849543 -1.26974058],-1.79796,"[ 0.9915452   1.47463342  0.57534984 -0.53803294 -0.73068931  1.46399681
 -0.1196352  -0.99533372  1.65105886 -0.99094552  0.        ]",[-0.0939402  -0.02228414],[ 2.55459637 -1.8839231 ]
6,-0.285889534539,"[[  0.72362629  -0.7289312   -0.082936     0.1655011 ]
 [ 14.91674086 -13.05555861   0.           0.        ]]",[ 1.04454088 -1.16957903],-1.92257,"[ 0.79140172  1.31437989  0.90204755 -0.95370265 -0.73068444  1.4639768
  0.14097033 -1.51596224  1.55303547 -0.79671338  0.        ]",[-0.0939402  -0.02228414],[ 0.60618639 -0.36087174]
7,-0.254373906105,"[[  1.04307495  -1.00178467  -0.082936     0.1655011 ]
 [ 17.02120594 -14.2258005    0.           0.        ]]",[ 0.89630902 -1.04655981],-0.686122,"[ 0.45326958  1.0572658   1.20749628 -1.35679019 -0.73067957  1.4639568
  0.28773683 -1.67725899  1.38567421 -0.60564182  0.        ]",[-0.0939402  -0.02228414],[ 1.69722207 -2.01549836]
8,-0.214893689473,"[[  1.41984292  -1.32319957  -0.082936     0.1655011 ]
 [ 20.64368416 -17.90326782   0.           0.        ]]",[ 0.71924812 -0.88937986],-0.350379,"[-0.03249777  0.69259372  1.39614434 -1.64720402 -0.73067469  1.46393679
  0.54037066 -2.18416014  1.1433141  -0.46566488  0.        ]",[-0.0939402  -0.02228414],[-0.15319702 -0.69569282]
9,-0.176326855122,"[[  1.82255781  -1.70532728  -0.082936     0.1655011 ]
 [ 19.63109798 -20.30154723   0.           0.        ]]",[ 0.58189398 -0.76047623],0.152555,"[-0.58195284  0.22180416  1.36562976 -1.69622584 -0.73066982  1.46391679
  0.46974873 -2.5146886   0.87074472 -0.4638664   0.        ]",[-0.0939402  -0.02228414],[ 0.50175936  0.12583914]
