timestep,original_rewards,human_obs,avg_action_dist,rewards,obs,logstd_action_dist,actions
0,-0.16514264303,"[[ 0.0927977   0.02950878  0.07462033  0.11902903]
 [ 0.00048007 -0.00303138  0.          0.        ]]",[ 2.93486333 -0.49760771],-1.99261,"[ 1.05633027  1.85720526 -0.13302045  1.15465166  0.65002202  1.03194921
  0.53854926  0.32226338  0.72292454 -0.92469254  0.        ]",[-0.48824731 -0.32797521],[ 2.93793914 -0.09164609]
1,-0.159850500312,"[[ 0.13249913  0.0257924   0.07462033  0.11902903]
 [ 3.95649023 -0.36738668  0.          0.        ]]",[ 2.28936839 -0.66211247],-1.91718,"[ 1.04991371  1.85734152 -0.07187617  1.14509729  0.65002162  1.03194828
  0.6959267   0.2708081   0.71342325 -0.8478701   0.        ]",[-0.48824731 -0.32797521],[ 2.43045825 -1.66587079]
2,-0.146736779741,"[[ 0.25054967 -0.02122535  0.07462033  0.11902903]
 [ 7.83564327 -4.3212055   0.          0.        ]]",[ 1.532552   -0.39733511],-1.80203,"[ 1.01762523  1.85748405  0.10765537  1.02419893  0.65002121  1.03194735
  0.85024646 -0.28756008  0.67776435 -0.65974226  0.        ]",[-0.48824731 -0.32797521],[ 1.06433184 -1.50017366]
3,-0.128363224821,"[[  0.44541335  -0.14653354   0.07462033   0.11902903]
 [ 11.6380732   -8.19667796   0.           0.        ]]",[ 0.56477821 -0.23307112],-1.61658,"[ 0.9222454   1.84319932  0.39114682  0.70330413  0.65002081  1.03194642
  1.00151381 -0.83486372  0.59570388 -0.40883347  0.        ]",[-0.48824731 -0.32797521],[ 0.04098856 -0.50698814]
4,-0.108320195698,"[[  0.6775003   -0.32897901   0.07462033   0.11902903]
 [ 11.57085712 -10.04170324   0.           0.        ]]",[ 0.05721825  0.03659025],-1.39486,"[ 0.74499589  1.78478622  0.69497757  0.24796513  0.65002041  1.0319455
  0.99883895 -1.09542195  0.46196166 -0.16665766  0.        ]",[-0.48824731 -0.32797521],[-0.71213196 -0.39283831]
5,-0.0932928157889,"[[  0.87836214  -0.5434118    0.07462033   0.11902903]
 [  8.52543462 -11.39707648   0.           0.        ]]",[ 0.14328609  0.62057745],-1.13965,"[ 0.54267552  1.66169938  0.9163938  -0.25087203  0.65002001  1.03194457
  0.87768531 -1.28682979  0.33290447 -0.0407818   0.        ]",[-0.48824731 -0.32797521],[ 1.96505214  0.57474557]
6,-0.0758455512155,"[[  1.08686611  -0.74626683   0.07462033   0.11902903]
 [ 12.31244518  -8.89669111   0.           0.        ]]",[-1.24757636  0.10570195],-1.08624,"[ 0.29374432  1.4960104   1.0953885  -0.66706121  0.6500196   1.03194364
  1.02833921 -0.93371822  0.16635826  0.07774412  0.        ]",[-0.48824731 -0.32797521],[-0.46038137 -0.60188379]
7,-0.0562797151423,"[[  1.31240721  -0.94633407   0.07462033   0.11902903]
 [ 10.24849419 -11.10270658   0.           0.        ]]",[-1.34418392  0.90091985],-0.959551,"[-0.00778663  1.29241786  1.22191558 -1.00747114  0.6500192   1.03194271
  0.94623035 -1.245256   -0.04230948  0.18326609  0.        ]",[-0.48824731 -0.32797521],[-2.04190511  1.89331171]
8,-0.0423314840017,"[[ 1.47563508 -1.12644006  0.07462033  0.11902903]
 [ 6.08809054 -6.92189143  0.          0.        ]]",[-1.09716856  0.53524357],-0.922109,"[-0.23853838  1.08172447  1.26635772 -1.24305038  0.6500188   1.03194178
  0.78072066 -0.6548303  -0.18873582  0.19427289  0.        ]",[-0.48824731 -0.32797521],[-0.40440835  0.64427606]
9,-0.0332787627481,"[[ 1.58012724 -1.23790157  0.07462033  0.11902903]
 [ 4.36684723 -4.23324036  0.          0.        ]]",[-1.11478424  0.25612092],-0.924941,"[-0.3885553   0.94138876  1.27330177 -1.35160146  0.65001839  1.03194086
  0.71224569 -0.27513197 -0.28546606  0.19159746  0.        ]",[-0.48824731 -0.32797521],[-0.39133838  0.24146176]
