timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
10,-0.133547185777,[ 1.5102637   2.57371075],"[ 0.39166905  1.19639536 -1.30680175  0.45107469  0.39617523 -0.43690842
 -0.86307937  2.00184801  0.33956474 -0.70562716  0.        ]",-0.583279,"[[ -1.03092437   0.44728584   0.051368    -0.04942643]
 [ -9.38288686  16.34673916   0.           0.        ]]",[-0.07549664  0.46946561],[ 0.02079397 -0.0169471 ]
11,-0.121750861158,[ 1.65440731  0.41236822],"[ 0.20994866  0.93580764 -1.40684756  0.99101994  0.39616997 -0.43690244
 -0.48724895  2.48509206  0.32615069 -0.60216483  0.        ]",-0.499404,"[[ -1.17703881   0.81068515   0.051368    -0.04942643]
 [ -5.24213664  19.98113009   0.           0.        ]]",[-0.07242526  0.47375867],[ 0.02079397 -0.0169471 ]
12,-0.102506860761,[-1.47330515  2.62704213],"[ 0.12639334  0.50944869 -1.44134794  1.38872042  0.3961647  -0.43689646
 -0.11864664  2.64925513  0.33426915 -0.35411784  0.        ]",-0.317095,"[[ -1.24113786   1.22270852   0.051368    -0.04942643]
 [ -1.1809987   21.21715609   0.           0.        ]]",[-0.07396074  0.46417063],[ 0.02079397 -0.0169471 ]
13,-0.0774622506,[ 0.95761996  2.20778912],"[ 0.04235383 -0.04527046 -1.46951728  1.48794597  0.39615943 -0.43689048
 -0.47562241  3.11973749  0.24732247 -0.06579051  0.        ]",-0.4185,"[[ -1.30421886   1.68257309   0.051368    -0.04942643]
 [ -5.11408326  24.75741686   0.           0.        ]]",[-0.08243718  0.44466168],[ 0.02079397 -0.0169471 ]
14,-0.0537603091599,[-1.12999613  1.40333431],"[-0.04333751 -0.64213548 -1.4918813   1.1318786   0.39615417 -0.43688451
 -0.12223124  3.58051584  0.02430114  0.21804473  0.        ]",-0.322564,"[[ -1.36743986   2.21252646   0.051368    -0.04942643]
 [ -1.22061645  28.22644767   0.           0.        ]]",[-0.09321515  0.41713491],[ 0.02079397 -0.0169471 ]
15,-0.0607092997728,[-0.89769418  1.39084628],"[-0.13104969 -1.06776639 -1.50841978  0.25124513  0.3961489  -0.43687853
 -0.4792063   4.03191914 -0.34411516  0.39206179  0.        ]",-0.332618,"[[ -1.43130997   2.81117667   0.051368    -0.04942643]
 [ -5.15361444  31.62718257   0.           0.        ]]",[-0.11010245  0.38770044],[ 0.02079397 -0.0169471 ]
16,-0.090857047059,[ 2.07428355  2.38932205],"[-0.32238608 -1.12119554 -1.52315537 -0.61488544  0.39614363 -0.43687255
 -0.79261795  0.65242242 -0.68164841  0.38773062  0.        ]",-0.430761,"[[-1.56902246  3.28643932  0.051368   -0.04942643]
 [-8.60671689  6.20772768  0.          0.        ]]",[-0.11714085  0.36516124],[ 0.02079397 -0.0169471 ]
17,-0.0875023592539,[-0.24842146  0.18052861],"[-0.50408743 -1.12584187 -1.51045619 -0.56101904  0.39613837 -0.43686657
 -0.41782017 -0.85965881 -0.63963511  0.40515655  0.        ]",-0.384189,"[[-1.69972912  3.25704057  0.051368   -0.04942643]
 [-4.47755042 -5.1657366   0.          0.        ]]",[-0.11284435  0.36984903],[ 0.02079397 -0.0169471 ]
18,-0.077618009153,[ 0.85355926  1.95683916],"[-0.63920108 -1.1339283  -1.48380647 -0.36342368  0.3961331  -0.4368606
 -0.49904587 -0.84516908 -0.55477905  0.39890464  0.        ]",-0.388652,"[[-1.79825975  3.14984489  0.051368   -0.04942643]
 [-5.37250203 -5.05687553  0.          0.        ]]",[-0.10858656  0.37633884],[ 0.02079397 -0.0169471 ]
19,-0.0700657265957,[-0.66725333 -0.65208099],"[-0.73670529 -1.13115073 -1.45498355 -0.22357358  0.39612784 -0.43685462
 -0.18262687 -0.52916445 -0.50042386  0.37891351  0.        ]",-0.353667,"[[-1.87073385  3.07410649  0.051368   -0.04942643]
 [-1.88653205 -2.68007503  0.          0.        ]]",[-0.10143077  0.38396654],[ 0.02079397 -0.0169471 ]
20,-0.0616755321303,[ 0.62121447 -0.72190009],"[-0.8208455  -1.12079048 -1.42324295 -0.07851843  0.39612257 -0.43684864
 -0.41903974 -0.86538597 -0.44900002  0.346541    0.        ]",-0.385419,"[[-1.93459736  2.99513039  0.051368   -0.04942643]
 [-4.49113034 -5.20910722  0.          0.        ]]",[-0.10063242  0.3875404 ],[ 0.02079397 -0.0169471 ]
21,-0.0472920246698,[ 1.42797434  1.42099525],"[-0.90345516 -1.0867352  -1.38545496  0.15941571  0.39611731 -0.43684267
 -0.18771538 -1.23166    -0.37492858  0.27709155  0.        ]",-0.379515,"[[-1.99885086  2.86330441  0.051368   -0.04942643]
 [-1.94270278 -7.96430949  0.          0.        ]]",[-0.09461305  0.39656651],[ 0.02079397 -0.0169471 ]
22,-0.0353318485274,[ 0.67937039  2.29986301],"[-0.9018404  -1.03889439 -1.38620282  0.36500028  0.39611204 -0.43683669
  0.17517337 -0.68423614 -0.31579454  0.21393519  0.        ]",-0.354164,"[[-1.99759283  2.74532944  0.051368   -0.04942643]
 [ 2.05514532 -3.84691681  0.          0.        ]]",[-0.08707316  0.40551522],[ 0.02079397 -0.0169471 ]
23,-0.0340928302936,[-1.33452985 -0.50455869],"[-0.81467995 -1.02088417 -1.42562446  0.4266326   0.39610678 -0.43683071
  0.41563755 -0.14766705 -0.29134634  0.21316643  0.        ]",-0.298552,"[[-1.92991014  2.70888364  0.051368   -0.04942643]
 [ 4.70429182  0.18888014  0.          0.        ]]",[-0.08459299  0.40759277],[ 0.02079397 -0.0169471 ]
24,-0.0347368852081,[ 0.46938302  0.56728888],"[-0.74427112 -1.01233346 -1.45212606  0.45387567  0.39610151 -0.43682474
  0.04779383 -0.4137946  -0.27793358  0.22102046  0.        ]",-0.350045,"[[-1.87648259  2.69257745  0.051368   -0.04942643]
 [ 0.651969   -1.81282037  0.          0.        ]]",[-0.08730707  0.40631756],[ 0.02079397 -0.0169471 ]
25,-0.034947190841,[ 1.71719998  0.94931807],"[-0.70210583 -1.00510556 -1.46581313  0.47603444  0.39609625 -0.43681876
  0.21531483 -0.11036964 -0.2681275   0.22422172  0.        ]",-0.386284,"[[-1.84492678  2.6792187   0.051368   -0.04942643]
 [ 2.49746166  0.46933661  0.          0.        ]]",[-0.08605582  0.40711334],[ 0.02079397 -0.0169471 ]
26,-0.0425841849025,[ 0.30338669  2.06380469],"[-0.58107797 -1.029558   -1.49665438  0.3974043   0.39609099 -0.43681279
  0.57022416  0.38816769 -0.28746176  0.27543025  0.        ]",-0.345367,"[[-1.75574908  2.72622719  0.051368   -0.04942643]
 [ 6.40730757  4.21900857  0.          0.        ]]",[-0.0862636   0.40396041],[ 0.02079397 -0.0169471 ]
27,-0.0567508753897,[-0.7541978  -0.12069001],"[-0.38884091 -1.08182755 -1.52096172  0.18385614  0.39608572 -0.43680681
  0.66776446  0.90349513 -0.36226776  0.35601937  0.        ]",-0.333372,"[[-1.61682103  2.84949672  0.051368   -0.04942643]
 [ 7.48194439  8.09502883  0.          0.        ]]",[-0.09188703  0.39365262],[ 0.02079397 -0.0169471 ]
28,-0.0700707976458,[ 2.03332792  0.87127098],"[-0.22417454 -1.12229179 -1.51855207 -0.09662166  0.39608046 -0.43680084
  0.38325427  0.65726209 -0.47324663  0.39950767  0.        ]",-0.41083,"[[-1.49862689  3.00499288  0.051368   -0.04942643]
 [ 4.34782457  6.24314715  0.          0.        ]]",[-0.09964056  0.38287425],[ 0.02079397 -0.0169471 ]
29,-0.0748188867373,[-1.4835908  -0.42005603],"[-0.05048716 -1.12858049 -1.49270701 -0.17988572  0.3960752  -0.43679486
  0.73481989 -0.17522459 -0.51509707  0.40842751  0.        ]",-0.329736,"[[-1.37281235  3.05035077  0.051368   -0.04942643]
 [ 8.22079047 -0.01810956  0.          0.        ]]",[-0.09850924  0.38395193],[ 0.02079397 -0.0169471 ]
30,-0.0754588030222,[ 0.8582001  -0.22371079],"[ 0.11521936 -1.12627538 -1.44458929 -0.14585258  0.39606993 -0.43678889
  0.36061688 -0.40596123 -0.50986073  0.41808545  0.        ]",-0.379624,"[[-1.24975515  3.031841    0.051368   -0.04942643]
 [ 4.09866915 -1.75353148  0.          0.        ]]",[-0.10356618  0.38021511],[ 0.02079397 -0.0169471 ]
31,-0.0757331429396,[-1.01742209  1.05312808],"[ 0.26442662 -1.11923666 -1.3796854  -0.06596867  0.39606467 -0.43678291
  0.66169048 -0.51909875 -0.49052892  0.43454926  0.        ]",-0.309844,"[[-1.13450445  2.98823245  0.051368   -0.04942643]
 [ 7.41534494 -2.60449284  0.          0.        ]]",[-0.10157746  0.38231608],[ 0.02079397 -0.0169471 ]
32,-0.0773696238471,[-1.55842922  0.28870432],"[ 0.39612714 -1.11690514 -1.30292577 -0.04435324  0.39605941 -0.43677694
  0.28895368  0.01420814 -0.49341934  0.44611932  0.        ]",-0.305004,"[[-1.02739357  2.97638577  0.051368   -0.04942643]
 [ 3.30943079  1.40646244  0.          0.        ]]",[-0.10543582  0.37735289],[ 0.02079397 -0.0169471 ]
33,-0.0782508855933,[-0.26652778 -0.36874522],"[ 0.42667421 -1.12272778 -1.28213189 -0.10308128  0.39605415 -0.43677097
 -0.07642111 -0.06442218 -0.51205491  0.44020875  0.        ]",-0.330089,"[[-1.00158685  3.00852414  0.051368   -0.04942643]
 [-0.71539265  0.81509192  0.          0.        ]]",[-0.11012549  0.37308156],[ 0.02079397 -0.0169471 ]
34,-0.0780123349051,[ 0.29881633 -0.25065592],"[ 0.39737137 -1.1227691  -1.30201682 -0.10387531  0.39604888 -0.43676499
 -0.17093772 -0.26766079 -0.51438182  0.43642701  0.        ]",-0.347197,"[[-1.02634108  3.00895829  0.051368   -0.04942643]
 [-1.7565579  -0.71343751  0.          0.        ]]",[-0.11063328  0.3734225 ],[ 0.02079397 -0.0169471 ]
35,-0.0771485183171,[ 0.48176265 -0.35696731],"[ 0.36985408 -1.11848504 -1.31970654 -0.05983197  0.39604362 -0.43675902
 -0.06037891 -0.39773953 -0.4966424   0.44202515  0.        ]",-0.356326,"[[-1.04925332  2.98487375  0.051368   -0.04942643]
 [-0.53872408 -1.69175516  0.          0.        ]]",[-0.10872719  0.37596506],[ 0.02079397 -0.0169471 ]
36,-0.0763827670354,[-2.17670697  2.45082827],"[ 0.38006285 -1.10796484 -1.31319115  0.02684131  0.39603836 -0.43675305
  0.11374658 -0.58120963 -0.46641733  0.45533532  0.        ]",-0.309172,"[[-1.04078345  2.93719398  0.051368   -0.04942643]
 [ 1.37931779 -3.07162502  0.          0.        ]]",[-0.10621309  0.37956461],[ 0.02079397 -0.0169471 ]
37,-0.0757126796909,[-1.85331935  0.83923124],"[ 0.3650751  -1.10242264 -1.32260359  0.06492968  0.3960331  -0.43674708
 -0.24815499 -0.04664066 -0.4510303   0.45886735  0.        ]",-0.299167,"[[-1.05319401  2.91609783  0.051368   -0.04942643]
 [-2.60708904  0.94861249  0.          0.        ]]",[-0.10850228  0.37701523],[ 0.02079397 -0.0169471 ]
38,-0.0749556896916,[ 1.97537682  1.28232364],"[ 0.25167298 -1.11504698 -1.38578153 -0.02947753  0.39602784 -0.4367411
 -0.60289401  0.39269662 -0.4761184   0.43772984  0.        ]",-0.401826,"[[-1.14454133  2.96822075  0.051368   -0.04942643]
 [-6.51462832  4.25266267  0.          0.        ]]",[-0.11163792  0.37293464],[ 0.02079397 -0.0169471 ]
39,-0.0765219691983,[ 0.1978383   1.21645613],"[ 0.13619303 -1.12800679 -1.43635063 -0.17526597  0.39602258 -0.43673513
 -0.23174696 -0.01257984 -0.52486557  0.41523285  0.        ]",-0.355439,"[[-1.23381556  3.04783715  0.051368   -0.04942643]
 [-2.42651995  1.20483267  0.          0.        ]]",[-0.10990958  0.37402177],[ 0.02079397 -0.0169471 ]
40,-0.0757517286199,[-0.63868409  2.71876775],"[ 0.08294935 -1.12765204 -1.45537068 -0.17012314  0.39601731 -0.43672916
 -0.1562783  -0.27935412 -0.5176039   0.41439697  0.        ]",-0.336149,"[[-1.27400608  3.04504287  0.051368   -0.04942643]
 [-1.59527123 -0.80141166  0.          0.        ]]",[-0.10851379  0.37603453],[ 0.02079397 -0.0169471 ]
41,-0.0741247206171,[-0.52553019 -0.26993867],"[ 0.0063825  -1.12547193 -1.47831074 -0.13932155  0.39601205 -0.43672319
 -0.38298566 -0.27294985 -0.50117285  0.41319212  0.        ]",-0.343608,"[[-1.33096632  3.02828519  0.051368   -0.04942643]
 [-4.09242538 -0.75327552  0.          0.        ]]",[-0.10944299  0.37609786],[ 0.02079397 -0.0169471 ]
42,-0.0710777730487,[-0.60653857  1.46762583],"[-0.1331253  -1.12149031 -1.50738212 -0.09230941  0.39600679 -0.43671722
 -0.5645328  -0.41310611 -0.47586818  0.40590437  0.        ]",-0.332544,"[[-1.432879    3.00264422  0.051368   -0.04942643]
 [-6.09217534 -1.80730982  0.          0.        ]]",[-0.10897319  0.37817612],[ 0.02079397 -0.0169471 ]
43,-0.0687624661774,[ 0.59635058 -0.09645256],"[-0.33430628 -1.12120745 -1.52174984 -0.08958609  0.39600153 -0.43671125
 -0.77158657 -0.04288826 -0.46910709  0.39133577  0.        ]",-0.374757,"[[-1.57760555  3.00115678  0.051368   -0.04942643]
 [-8.37291239  0.9767442   0.          0.        ]]",[-0.10856415  0.37880677],[ 0.02079397 -0.0169471 ]
44,-0.0664999716688,[  1.27776688e+00   9.70472437e-04],"[-0.53167429 -1.12230849 -1.50487422 -0.10194296  0.39599627 -0.43670528
 -0.54216659 -0.17702168 -0.46367846  0.37626263  0.        ]",-0.401967,"[[-1.7197114   3.0079066   0.051368   -0.04942643]
 [-5.84608016 -0.03195034  0.          0.        ]]",[-0.10460396  0.38248929],[ 0.02079397 -0.0169471 ]
45,-0.064984949916,[-1.85103355  0.38147294],"[-0.63581155 -1.12189556 -1.48330522 -0.09767499  0.39599101 -0.4366993
 -0.17218938 -0.1921933  -0.45898439  0.36691006  0.        ]",-0.322426,"[[-1.79574705  3.00557684  0.051368   -0.04942643]
 [-1.77106272 -0.14605637  0.          0.        ]]",[-0.09964684  0.3864814 ],[ 0.02079397 -0.0169471 ]
46,-0.0635290304503,[-0.66904114  1.11916766],"[-0.73649605 -1.1215073  -1.45372005 -0.0937469   0.39598575 -0.43669333
 -0.52847019 -0.18266976 -0.45529735  0.35733197  0.        ]",-0.341526,"[[-1.87054134  3.00343201  0.051368   -0.04942643]
 [-5.69528807 -0.07445753  0.          0.        ]]",[-0.10220952  0.38501826],[ 0.02079397 -0.0169471 ]
47,-0.0612415752042,[-1.0854143  -0.12583863],"[-0.91752803 -1.12141142 -1.37711219 -0.09302215  0.39598049 -0.43668736
 -0.75872316 -0.17139921 -0.45251526  0.34006246  0.        ]",-0.324207,"[[-2.00989337  3.00303669  0.051368   -0.04942643]
 [-8.23146527  0.0102785   0.          0.        ]]",[-0.10268124  0.38494626],[ 0.02079397 -0.0169471 ]
48,-0.0578013076232,[-1.44384198 -0.19909531],"[-1.15945878 -1.12055639 -1.21851171 -0.08424107  0.39597524 -0.43668139
 -1.10337843 -0.23771608 -0.45035882  0.31223153  0.        ]",-0.302193,"[[ -2.21261274   2.99823871   0.051368    -0.04942643]
 [-12.02781889  -0.48842161   0.           0.        ]]",[-0.10393848  0.38414022],[ 0.02079397 -0.0169471 ]
49,-0.0528715291311,[-1.540169    1.18406748],"[-1.43378087 -1.11726185 -0.92160764 -0.05211594  0.39596998 -0.43667543
 -1.44118613 -0.34130203 -0.45282825  0.26614767  0.        ]",-0.278067,"[[ -2.49050512   2.98065492   0.051368    -0.04942643]
 [-15.74901378  -1.26737432   0.           0.        ]]",[-0.10578413  0.3819131 ],[ 0.02079397 -0.0169471 ]
