timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
18,-0.148264018706,[-3.14871295 -0.16068913],"[ 0.42383922 -0.47854076  1.37243688  0.2033281  -0.12864185 -1.19888764
 -0.44218966 -0.17422129 -0.32947182  1.31372895  0.        ]",-0.937281,"[[ -1.14636863e+01   2.85324990e+00  -1.47172169e-02  -1.38191850e-01]
 [ -6.04525898e+01   1.51322838e+00   0.00000000e+00   0.00000000e+00]]",[-2.91296339  0.41426215],[-0.18613513 -0.36961356]
19,-0.168009409351,[-1.86980685 -0.08768075],"[ 1.16841915 -0.48784365 -0.15264704  0.12130653 -0.12864174 -1.19888514
 -0.51684914 -0.26740967 -0.12183047  1.49183551  0.        ]",-1.10815,"[[ -1.27004574e+01   2.87678387e+00  -1.47172169e-02  -1.38191850e-01]
 [ -6.32152939e+01   8.42399338e-01   0.00000000e+00   0.00000000e+00]]",[-2.95177364  0.46823332],[-0.18613513 -0.36961356]
20,-0.154140708721,[-2.15031202  1.39797927],"[  1.10823174e-03  -4.92704985e-01  -1.42458449e+00   7.52427838e-02
  -1.28641628e-01  -1.19888264e+00  -5.90028344e-01  -3.18608655e-01
   8.80388869e-02   1.32424358e+00   0.00000000e+00]",-1.08471,"[[ -1.39919329e+01   2.88993420e+00  -1.47172169e-02  -1.38191850e-01]
 [ -6.59232249e+01   4.73835670e-01   0.00000000e+00   0.00000000e+00]]",[-2.81882     0.55606174],[-0.18613513 -0.36961356]
21,-0.124044913672,[-3.38654173  0.74967188],"[-1.48401153 -0.50869753 -0.49270675 -0.0979301  -0.12864152 -1.19888013
 -0.6617604   0.22949318  0.00746939  1.07405987  0.        ]",-0.933382,"[[ -1.53370289e+01   2.93899713e+00  -1.47172169e-02  -1.38191850e-01]
 [ -6.85776095e+01   4.41940528e+00   0.00000000e+00   0.00000000e+00]]",[-2.59985638  0.43852776],[-0.18613513 -0.36961356]
22,-0.123383389537,[-2.69520813  1.01442778],"[-0.91247017 -0.53009258  1.3177239  -0.44152888 -0.1286414  -1.19887763
 -0.73208265 -0.06953141 -0.15872286  1.09873102  0.        ]",-1.06614,"[[ -1.67346893e+01   3.03501650e+00  -1.47172169e-02  -1.38191850e-01]
 [ -7.11798299e+01   2.26684695e+00   0.00000000e+00   0.00000000e+00]]",[-2.78941679  0.34632656],[-0.18613513 -0.36961356]
23,-0.140697172485,[-5.06663303  1.00779801],"[ 0.88631488 -0.53133322  0.96396639 -0.47176141 -0.12864129 -1.19887513
 -0.80100268 -0.4629087  -0.20870599  1.25403677  0.        ]",-0.600114,"[[ -1.81838750e+01   3.04340516e+00  -1.47172169e-02  -1.38191850e-01]
 [ -7.37301683e+01  -5.64919188e-01   0.00000000e+00   0.00000000e+00]]",[-2.87920475  0.37093765],[-0.18613513 -0.36961356]
24,-0.154387552721,[-2.09259246 -0.06683201],"[ 0.72827307 -0.52910859 -1.05473125 -0.41919271 -0.12864118 -1.19887263
 -0.86855287 -0.48486205 -0.08376155  1.36636237  0.        ]",-0.904713,"[[ -1.96835583e+01   3.02881441e+00  -1.47172169e-02  -1.38191850e-01]
 [ -7.62298234e+01  -7.22955971e-01   0.00000000e+00   0.00000000e+00]]",[-2.76650524  0.4713271 ],[-0.18613513 -0.36961356]
25,-0.137657527198,[-3.29075026 -0.38757537],"[-1.19979168 -0.52613009 -0.97616766 -0.35804659 -0.12864107 -1.19887013
 -0.93476514 -0.52008503  0.01582991  1.19561825  0.        ]",-0.84896,"[[ -2.12327380e+01   3.01181232e+00  -1.47172169e-02  -1.38191850e-01]
 [ -7.86799771e+01  -9.76515545e-01   0.00000000e+00   0.00000000e+00]]",[-2.59761262  0.54780769],[-0.18613513 -0.36961356]
26,-0.120023525452,[-2.72479558  0.60384446],"[-1.1198788  -0.51874782  1.15208771 -0.23343116 -0.12864096 -1.19886763
 -0.99966482 -0.73115374 -0.16214606  1.06915864  0.        ]",-1.00377,"[[ -2.28304338e+01   2.97703935e+00  -1.47172169e-02  -1.38191850e-01]
 [ -8.10815677e+01  -2.49591706e+00   0.00000000e+00   0.00000000e+00]]",[-2.68145657  0.52662069],[-0.18613513 -0.36961356]
27,-0.149809177701,[-1.97255504  0.85397902],"[ 0.89362019 -0.51224     0.95385351 -0.14254626 -0.12864084 -1.19886513
 -1.06327527 -0.39289249 -0.24574877  1.33418054  0.        ]",-1.03721,"[[ -2.44756821e+01   2.95155386e+00  -1.47172169e-02  -1.38191850e-01]
 [ -8.34354605e+01  -6.09208223e-02   0.00000000e+00   0.00000000e+00]]",[-2.84973097  0.40387484],[-0.18613513 -0.36961356]
28,-0.156456830224,[-3.02489376 -0.75936914],"[ 0.50590047 -0.52041208 -1.23179842 -0.25909841 -0.12864073 -1.19886263
 -1.12563501  0.07622679 -0.02824155  1.37561294  0.        ]",-0.79362,"[[ -2.61675437e+01   2.98421670e+00  -1.47172169e-02  -1.38191850e-01]
 [ -8.57430819e+01   3.31606763e+00   0.00000000e+00   0.00000000e+00]]",[-2.72906351  0.41865224],[-0.18613513 -0.36961356]
29,-0.131458102924,[-2.49917686 -0.30629781],"[-1.4848585  -0.5264343  -0.49034662 -0.36396003 -0.12864062 -1.19886012
 -1.18676664 -0.41212619 -0.00502797  1.14497759  0.        ]",-0.932615,"[[ -2.79051033e+01   3.01345832e+00  -1.47172169e-02  -1.38191850e-01]
 [ -8.80052684e+01  -1.99375462e-01   0.00000000e+00   0.00000000e+00]]",[-2.55052996  0.51493895],[-0.18613513 -0.36961356]
30,-0.126961982403,[-2.80539033 -0.34665803],"[-0.41509049 -0.52325628  1.51388896 -0.30594603 -0.12864051 -1.19885762
 -1.24667859 -0.58071066 -0.2102129   1.13239121  0.        ]",-0.877863,"[[ -2.96874535e+01   2.99729598e+00  -1.47172169e-02  -1.38191850e-01]
 [ -9.02223338e+01  -1.41294550e+00   0.00000000e+00   0.00000000e+00]]",[-2.76178074  0.42707178],[-0.18613513 -0.36961356]
31,-0.159472574523,[-3.57944828  1.32508071],"[ 1.17421638 -0.51330285 -0.09904482 -0.1565503  -0.1286404  -1.19885512
 -1.30539899 -0.76833223 -0.14999086  1.41822209  0.        ]",-0.894092,"[[ -3.15137029e+01   2.95548891e+00  -1.47172169e-02  -1.38191850e-01]
 [ -9.23953193e+01  -2.76355716e+00   0.00000000e+00   0.00000000e+00]]",[-2.79991198  0.50816345],[-0.18613513 -0.36961356]
32,-0.142062405063,[-3.60267483  1.63728562],"[-0.73087424 -0.50910412 -1.32506339 -0.10297426 -0.12864028 -1.19885262
 -1.36295467 -0.2117372   0.06681143  1.22027722  0.        ]",-0.886423,"[[ -3.33829782e+01   2.94041957e+00  -1.47172169e-02  -1.38191850e-01]
 [ -9.45252186e+01   1.24311989e+00   0.00000000e+00   0.00000000e+00]]",[-2.6459589   0.51620245],[-0.18613513 -0.36961356]
33,-0.121568505177,[-1.86251984  2.13520478],"[-1.21994606 -0.52475456  1.04483756 -0.33246684 -0.12864017 -1.19885012
 -1.41938708  0.1687119  -0.13057627  1.07999224  0.        ]",-1.15862,"[[ -3.52944344e+01   3.00468905e+00  -1.47172169e-02  -1.38191850e-01]
 [ -9.66135668e+01   3.98180137e+00   0.00000000e+00   0.00000000e+00]]",[-2.65567732  0.32464474],[-0.18613513 -0.36961356]
34,-0.144589816791,[-2.53921829  1.22140348],"[ 1.04236936 -0.52988004  0.69502403 -0.43674339 -0.12864006 -1.19884762
 -1.47470194 -0.38535143 -0.20504272  1.28845053  0.        ]",-0.912299,"[[ -3.72472453e+01   3.03368859e+00  -1.47172169e-02  -1.38191850e-01]
 [ -9.86605753e+01  -6.64852474e-03   0.00000000e+00   0.00000000e+00]]",[-2.78936577  0.35752061],[-0.18613513 -0.36961356]
35,-0.15029253044,[-4.05422993 -0.19361952],"[-0.15806585 -0.52859897 -1.43959189 -0.40821713 -0.12863995 -1.19884512
 -1.52891217 -0.46001298 -0.01361029  1.31716133  0.        ]",-0.681649,"[[ -3.92405853e+01   3.02576562e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.00666724e+02  -5.44105780e-01   0.00000000e+00   0.00000000e+00]]",[-2.63814163  0.49749121],[-0.18613513 -0.36961356]
36,-0.122186640456,[-2.49535685  0.59946405],"[-1.45055077 -0.52525313  0.66960988 -0.3416403  -0.12863984 -1.19884262
 -1.5820472  -0.56579805 -0.09038126  1.07992453  0.        ]",-0.99983,"[[ -4.12736493e+01   3.00724485e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.02633102e+02  -1.30560739e+00   0.00000000e+00   0.00000000e+00]]",[-2.57438517  0.49512312],[-0.18613513 -0.36961356]
37,-0.145264954478,[-3.31132432  0.37639175],"[ 0.91059037 -0.52363521  0.92964465 -0.31258175 -0.12863972 -1.19884012
 -1.63412841 -0.34475174 -0.22561576  1.2943865   0.        ]",-0.791562,"[[ -4.33456492e+01   2.99914703e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.04560502e+02   2.85597820e-01   0.00000000e+00   0.00000000e+00]]",[-2.78167248  0.35752681],[-0.18613513 -0.36961356]
38,-0.151345528495,[-2.8112547   0.74910364],"[ -6.45401443e-02  -5.24644840e-01  -1.43320397e+00  -3.30528048e-01
  -1.28639613e-01  -1.19883761e+00  -1.68518232e+00  -3.71997778e-01
  -1.01892420e-03   1.32379417e+00   0.00000000e+00]",-0.859237,"[[ -4.54558162e+01   3.00414938e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.06449905e+02   8.94640722e-02   0.00000000e+00   0.00000000e+00]]",[-2.63810921  0.4867329 ],[-0.18613513 -0.36961356]
39,-0.121743583562,[-2.2466578 -0.2440382],"[-1.42225857 -0.52471321  0.73172854 -0.33177665 -0.1286395  -1.19883511
 -1.73522404 -0.38736054 -0.09755747  1.07711325  0.        ]",-0.952194,"[[ -4.76033957e+01   3.00449736e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.08301872e+02  -2.11277326e-02   0.00000000e+00   0.00000000e+00]]",[-2.56528234  0.44825792],[-0.18613513 -0.36961356]
40,-0.148475638083,[-3.50031698  0.18402804],"[ 1.02631414 -0.52262293  0.72952441 -0.29524567 -0.12863939 -1.19883261
 -1.78427355 -0.52255386 -0.21771287  1.32288029  0.        ]",-0.734286,"[[ -4.97876466e+01   2.99431171e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.10117142e+02  -9.94322304e-01   0.00000000e+00   0.00000000e+00]]",[-2.75493717  0.4012115 ],[-0.18613513 -0.36961356]
41,-0.147514952953,[-2.15905547 -0.03531769],"[-0.43398156 -0.51986409 -1.41841099 -0.25063417 -0.12863928 -1.19883011
 -1.83234874 -0.41974723  0.03303809  1.28040053  0.        ]",-0.896498,"[[ -5.20078409e+01   2.98185198e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.11896378e+02  -2.54271271e-01   0.00000000e+00   0.00000000e+00]]",[-2.6119442   0.52319729],[-0.18613513 -0.36961356]
42,-0.120031345157,[-1.47764246  0.15270516],"[-1.10238941 -0.51832995  1.16871084 -0.22729857 -0.12863916 -1.19882761
 -1.8794736  -0.43972531 -0.16562346  1.06942157  0.        ]",-1.03787,"[[ -5.42632675e+01   2.97532467e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.13640468e+02  -3.98086734e-01   0.00000000e+00   0.00000000e+00]]",[-2.59355545  0.44650877],[-0.18613513 -0.36961356]
43,-0.156771867323,[-3.4652747   0.97399727],"[ 1.18079423 -0.51786875  0.03926635 -0.22046938 -0.12863905 -1.19882511
 -1.92566495 -0.35596499 -0.16689235  1.39520756  0.        ]",-0.829313,"[[ -5.65532294e+01   2.97341314e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.15350036e+02   2.04859114e-01   0.00000000e+00   0.00000000e+00]]",[-2.71549749  0.40211213],[-0.18613513 -0.36961356]
44,-0.138868143596,[-1.60297495  0.84956559],"[-1.14631633 -0.5253927  -1.03373522 -0.34431406 -0.12863894 -1.19882261
 -1.97094708 -0.07911232  0.01512608  1.20676491  0.        ]",-1.03502,"[[ -5.88770446e+01   3.00799001e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.17025979e+02   2.19777985e+00   0.00000000e+00   0.00000000e+00]]",[-2.51307511  0.44366497],[-0.18613513 -0.36961356]
45,-0.128623860505,[-2.54892058 -0.14248358],"[-0.23575026 -0.52810423  1.53178102 -0.39782622 -0.12863883 -1.19882011
 -2.01533256 -0.39566569 -0.19864998  1.14693172  0.        ]",-0.87361,"[[ -6.12340476e+01   3.02287838e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.18668766e+02  -8.09274006e-02   0.00000000e+00   0.00000000e+00]]",[-2.70147896  0.35561979],[-0.18613513 -0.36961356]
46,-0.155533481603,[-2.49428707 -0.40171286],"[ 0.77063003 -0.5266442  -1.01153734 -0.36824034 -0.12863872 -1.19881761
 -2.05883266 -0.48138666 -0.0792406   1.37588777  0.        ]",-0.762194,"[[ -6.36235772e+01   3.01465052e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.20278811e+02  -6.97991614e-01   0.00000000e+00   0.00000000e+00]]",[-2.62033868  0.46235442],[-0.18613513 -0.36961356]
47,-0.122453934807,[-2.44609806 -0.43149056],"[-1.57428197 -0.52052984  0.15228621 -0.26112418 -0.12863861 -1.19881511
 -2.10146724 -0.70166701 -0.05046937  1.07459805  0.        ]",-0.841951,"[[ -6.60449869e+01   2.98478450e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.21856852e+02  -2.28368043e+00   0.00000000e+00   0.00000000e+00]]",[-2.46821594  0.58315676],[-0.18613513 -0.36961356]
48,-0.153523916183,[-3.82759135  0.27883451],"[ 0.92617238 -0.50362305  0.90647538 -0.03879418 -0.12863849 -1.19881261
 -2.14324589 -0.93440849 -0.25177895  1.36680934  0.        ]",-0.774223,"[[ -6.84976403e+01   2.92230836e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.23403244e+02  -3.95907402e+00   0.00000000e+00   0.00000000e+00]]",[-2.70895481  0.52524906],[-0.18613513 -0.36961356]
49,-0.142095539579,[-3.3034932   1.66705203],"[-0.59961915 -0.47917093 -1.37599437  0.19785994 -0.12863838 -1.1988101
 -2.1841854  -0.77249372  0.12655471  1.19833692  0.        ]",-0.880768,"[[ -7.09809092e+01   2.85482906e+00  -1.47172169e-02  -1.38191850e-01]
 [ -1.24918607e+02  -2.79354299e+00   0.00000000e+00   0.00000000e+00]]",[-2.62134004  0.7104525 ],[-0.18613513 -0.36961356]
