timestep,original_rewards,actions,obs,rewards,human_obs,avg_action_dist,logstd_action_dist
0,-0.0984208398026,[-0.54483561  0.72889595],"[ 1.14484623  2.11058101 -0.0910198  -0.68012386  0.9857908   0.08612098
  0.92620689 -0.35983494  0.45047438 -0.23915607  0.        ]",-0.240621,"[[-0.09585952  0.01741308  0.11526945  0.0111891 ]
 [-0.00193189  0.00457092  0.          0.        ]]",[-0.3138437   1.60618889],[-0.16026872 -0.25059313]
1,-0.0986689642446,[-0.56268248  1.37609946],"[ 1.14165551  2.10929679 -0.12327792 -0.5891723   0.98578722  0.08612082
  0.85359405  0.03855588  0.44925597 -0.25071753  0.        ]",-0.255609,"[[-0.11753384  0.04646946  0.11526945  0.0111891 ]
 [-2.15831579  2.89144352  0.          0.        ]]",[-0.41442752  1.51456082],[-0.16026872 -0.25059313]
2,-0.0988871338079,[-0.45479945  1.36357889],"[ 1.1282212   2.0967623  -0.21959098 -0.28689954  0.98578365  0.08612066
  0.78002713  0.5771981   0.44367487 -0.27591553  0.        ]",-0.282187,"[[-0.18262023  0.1434603   0.11526945  0.0111891 ]
 [-4.34304516  6.79462682  0.          0.        ]]",[-0.53882849  1.39450288],[-0.16026872 -0.25059313]
3,-0.09750605728,[-1.51845131  1.14551895],"[ 1.09483504  2.04259229 -0.37102494  0.24378826  0.98578007  0.0861205
  0.7222866   1.10514446  0.42658801 -0.29651128  0.        ]",-0.189093,"[[ -0.28668548   0.31773741   0.11526945   0.0111891 ]
 [ -6.05776788  10.6203224    0.           0.        ]]",[-0.66122973  1.26734734],[-0.16026872 -0.25059313]
4,-0.0935969229126,[-0.51911694  0.87938152],"[ 1.01594081  1.89714278 -0.59390305  0.94951473  0.98577649  0.08612034
  0.59306183  1.62272257  0.38026216 -0.33931589  0.        ]",-0.291697,"[[ -4.46345057e-01   5.67775459e-01   1.15269446e-01   1.11891018e-02]
 [ -9.89544845e+00   1.43709338e+01   0.00000000e+00   0.00000000e+00]]",[-0.73842996  1.13642967],[-0.16026872 -0.25059313]
5,-0.0856768812415,[-0.00865922  1.35601358],"[ 0.85882717  1.60914648 -0.86893718  1.69362401  0.98577291  0.08612018
  0.53045148  2.06399512  0.28485064 -0.40144396  0.        ]",-0.358058,"[[ -6.62909318e-01   8.87278803e-01   1.15269446e-01   1.11891018e-02]
 [ -1.17548149e+01   1.75686871e+01   0.00000000e+00   0.00000000e+00]]",[-0.80059195  0.98659945],[-0.16026872 -0.25059313]
6,-0.0692946970586,[ 1.33543587 -0.32320172],"[ 0.63316416  1.14647056 -1.11657546  2.26102672  0.98576933  0.08612002
  0.53708455  2.56230429  0.13173209 -0.40432739  0.        ]",-0.475505,"[[ -8.96029621e-01   1.27488497e+00   1.15269446e-01   1.11891018e-02]
 [ -1.15577882e+01   2.11798823e+01   0.00000000e+00   0.00000000e+00]]",[-1.00346875  0.76354468],[-0.16026872 -0.25059313]
7,-0.0440034172451,[ 0.36453529 -0.49795978],"[ 0.41512975  0.59927162 -1.27154908  2.37797205  0.98576575  0.08611986
  0.67805479  2.32764487 -0.06136734 -0.31206228  0.        ]",-0.347526,"[[ -1.08518206e+00   1.68142228e+00   1.15269446e-01   1.11891018e-02]
 [ -7.37120817e+00   1.94796334e+01   0.00000000e+00   0.00000000e+00]]",[-1.11559725  0.66123444],[-0.16026872 -0.25059313]
8,-0.0246095489549,[-1.24558518  0.74201546],"[ 0.24953598  0.1251469  -1.35171108  2.04814377  0.98576217  0.0861197
  0.73157113  2.00226665 -0.26777659 -0.19081845  0.        ]",-0.203011,"[[ -1.21665947e+00   2.04735876e+00   1.15269446e-01   1.11891018e-02]
 [ -5.78182304e+00   1.71219103e+01   0.00000000e+00   0.00000000e+00]]",[-1.15004754  0.61237818],[-0.16026872 -0.25059313]
9,-0.0425857947259,[-1.65108236 -0.28324753],"[ 0.04500861 -0.26862768 -1.4147721   1.34378855  0.98575859  0.08611954
  0.60212935  2.36089788 -0.50961544 -0.10737353  0.        ]",-0.198266,"[[ -1.37086393e+00   2.41587470e+00   1.15269446e-01   1.11891018e-02]
 [ -9.62592566e+00   1.97209570e+01   0.00000000e+00   0.00000000e+00]]",[-1.16674447  0.57662982],[-0.16026872 -0.25059313]
